Logs,Predecessors,Boot ID,MAC Address,Phase 1,Phases,Start Time,End Time,Id,Request ID,Success,Error,Base Sample,Bit-1 Sample,Bit-0 Sample,Warm Start
out/09-12-01-34/log,,361bd6ee-5d35-4b82-b037-c366fce95f96,CE:2C:11:E3:8F:8E,77,1,2020-09-12 08:34:45,2020-09-12 08:35:19,77,49cdb8f4-0468-4914-a372-4f25503da51d,1,,-,-,-,No
out/09-12-01-34/log,09-12-01-16-861,83458cfd-80c1-4983-a63b-4cef63ad8a7e,92:74:2B:FB:36:4D,11,1,2020-09-12 08:34:40,2020-09-12 08:35:19,11,af6751cb-7be7-4193-9fa7-f237ea7a807f,1,,-,-,-,Yes
out/09-12-01-34/log,,f5580f07-f2b6-4826-b239-2aca924cd81b,4E:31:20:54:F5:C7,47,1,2020-09-12 08:34:40,2020-09-12 08:35:19,47,b9bd8bf2-a63e-4a95-b29d-d362b72c6881,1,,-,-,-,No
out/09-12-01-34/log,,24121788-43c6-4d75-adc0-e67a7fb71936,AA:78:C7:47:46:66,95,1,2020-09-12 08:34:40,2020-09-12 08:35:19,95,5b602b10-d8f5-4bf3-b92d-1fc1ceed2d55,1,,-,-,-,No
out/09-12-01-34/log,09-12-01-16-338,8279f3b8-9125-41e4-ac1a-ea3007e9c793,52:46:DD:C2:06:0E,27,1,2020-09-12 08:34:40,2020-09-12 08:35:19,27,66eaee76-aeda-47da-a36b-271210b99865,1,,-,-,-,Yes
out/09-12-01-34/log,09-12-01-16-139,3ee0b6b7-ca6c-4474-82b7-b06d11bc62a7,EE:63:4D:40:04:B8,65,1,2020-09-12 08:34:40,2020-09-12 08:35:19,65,d92bcf79-934b-4664-84cc-c2cdf8da04cb,1,,-,-,-,Yes
out/09-12-01-34/log,,bec11591-dd27-449d-8e7c-ea32bdd7814f,4A:87:1B:63:3B:16,29,1,2020-09-12 08:34:40,2020-09-12 08:35:19,29,454d6b1e-e48d-4311-9f4d-84777330f82a,1,,-,-,-,No
out/09-12-01-34/log,,b3cd6c79-3911-4077-94de-c121ff6331b0,92:41:0A:1D:4A:4D,73,1,2020-09-12 08:34:40,2020-09-12 08:35:19,73,0cb6d5ef-2dc5-48d8-bfe6-6d77225ed30b,1,,-,-,-,No
out/09-12-01-34/log,,ad60df76-4d50-440c-bb5a-f2a0f764e05c,1E:49:1A:34:29:BA,16,1,2020-09-12 08:34:40,2020-09-12 08:35:19,16,007957c3-211a-467e-baf3-746a303ba960,1,,-,-,-,No
out/09-12-01-34/log,09-12-01-16-730,2d30a501-4e30-41b3-9b36-49bc8c5315e2,02:3D:52:F4:5E:3C,100,1,2020-09-12 08:34:40,2020-09-12 08:35:19,100,51b3e177-6a41-4266-9a40-dcd7240f42c4,1,,-,-,-,Yes
out/09-12-01-34/log,,5765df00-a2d6-4c68-9f24-3010b1d9818e,F2:BB:58:FF:56:03,48,1,2020-09-12 08:34:40,2020-09-12 08:35:19,48,76553657-97f3-44fe-9b62-81685871ba8d,1,,-,-,-,No
out/09-12-01-34/log,09-12-01-16-587,cebefd67-5650-4b48-8e5b-0d722c720222,EE:1C:CA:EC:61:B8,43,1,2020-09-12 08:34:40,2020-09-12 08:35:19,43,78cb98a6-e2c7-4ed1-be79-e6b6939fa4de,1,,-,-,-,Yes
out/09-12-01-34/log,,1f79e22b-dbf5-4d2c-b54c-766d26e87a26,5E:90:D2:00:46:6E,38,1,2020-09-12 08:34:40,2020-09-12 08:35:19,38,03e950c7-bc84-47a3-9446-fed9bc35e804,1,,-,-,-,No
