Id,Lambda,Phase,Bit,Base Size,Base Mean,Base Std,Size,Mean,Std,Pvalue,Mean Diff
542,78,0,5,1000,27312,466087,968,6401,3573,0.156295350865823,-20911
541,78,0,4,1000,27312,466087,971,6527,4969,0.158814836958019,-20785
540,78,0,0,1000,27312,466087,1000,6636,4602,0.161004758246292,-20676
543,78,0,7,1000,27312,466087,947,6902,5158,0.166461768078699,-20410
545,78,0,9,1000,27312,466087,982,6976,5878,0.168009381818467,-20336
451,65,0,4,1000,17958,341839,971,6302,3464,0.281199722136596,-11656
449,65,0,2,1000,17958,341839,984,6358,3869,0.283522124468809,-11600
452,65,0,5,1000,17958,341839,968,6385,3727,0.284641852692575,-11573
450,65,0,3,1000,17958,341839,1000,6558,8014,0.292001795751306,-11400
366,51,0,3,966,17688,330435,957,6421,9872,0.289733179753578,-11267
367,51,0,6,966,17688,330435,979,6555,4015,0.295322455155609,-11133
394,55,0,9,995,17932,324974,989,6825,4763,0.281301923659928,-11107
455,65,0,9,1000,17958,341839,982,6854,5586,0.30463861235046,-11104
365,51,0,2,966,17688,330435,943,6592,4276,0.296935637283674,-11096
448,65,0,1,1000,17958,341839,951,6983,5046,0.310277969332094,-10975
180,24,0,1,982,16807,321737,942,5868,2167,0.286948067937408,-10939
179,24,0,0,982,16807,321737,938,5877,2320,0.287346267415488,-10930
454,65,0,8,1000,17958,341839,1000,7042,5719,0.312897128380219,-10916
368,51,0,7,966,17688,330435,981,6874,5273,0.309394449829504,-10814
181,24,0,2,982,16807,321737,1000,6008,3032,0.293167064211178,-10799
183,24,0,6,982,16807,321737,987,6053,3000,0.295181806380378,-10754
182,24,0,5,982,16807,321737,969,6140,3473,0.299111207741171,-10667
392,55,0,7,995,17932,324974,980,7373,8475,0.305821657281826,-10559
185,24,0,8,982,16807,321737,1000,6261,3482,0.304622579246847,-10546
393,55,0,8,995,17932,324974,988,7407,5527,0.307284609390728,-10525
184,24,0,7,982,16807,321737,959,6300,3845,0.306421036337891,-10507
232,32,0,1,1000,16265,321298,1000,5884,1678,0.307169506520834,-10381
186,24,0,9,982,16807,321737,967,6488,4515,0.315165081815024,-10319
370,51,0,9,966,17688,330435,1000,7630,16033,0.344907809793068,-10058
544,78,0,8,1000,27312,466087,1000,17271,326532,0.57694661848392,-10041
239,32,0,9,1000,16265,321298,992,6344,3095,0.329104669833845,-9921
238,32,0,8,1000,16265,321298,1000,6407,3814,0.332195223704148,-9858
237,32,0,7,1000,16265,321298,978,6568,4269,0.340158060524285,-9697
408,58,0,0,964,11880,169950,1000,5826,2282,0.269041217820501,-6054
409,58,0,2,964,11880,169950,1000,5870,2055,0.27252634132538,-6010
413,58,0,9,964,11880,169950,973,5918,2348,0.276383720224558,-5962
390,55,0,3,995,17932,324974,1000,11990,7340,0.564330577314911,-5942
411,58,0,7,964,11880,169950,988,5943,2563,0.278409212023876,-5937
410,58,0,6,964,11880,169950,1000,6009,3558,0.283832137696876,-5871
412,58,0,8,964,11880,169950,958,6126,3009,0.293506455957858,-5754
231,32,0,0,1000,16265,321298,927,10953,4636,0.601259037327898,-5312
391,55,0,6,995,17932,324974,970,13041,7505,0.635165349863784,-4891
236,32,0,6,1000,16265,321298,948,12450,32414,0.708869396263293,-3815
226,31,0,5,959,7575,42931,964,6033,3365,0.267741310422712,-1542
229,31,0,8,959,7575,42931,1000,6114,3269,0.293542097257091,-1461
230,31,0,9,959,7575,42931,973,6118,2929,0.294631984901226,-1457
10,2,0,0,977,7477,22783,1000,6035,2597,0.049589214072095,-1442
14,2,0,5,977,7477,22783,976,6277,3537,0.104088051890182,-1200
332,46,0,0,1000,7241,16541,972,6045,2521,0.024050923220117,-1196
334,46,0,6,1000,7241,16541,980,6045,3376,0.025335730672022,-1196
227,31,0,6,959,7575,42931,930,6380,8246,0.397720847850264,-1195
17,2,0,8,977,7477,22783,1000,6285,3816,0.106969419622515,-1192
333,46,0,4,1000,7241,16541,980,6217,4504,0.059341985812524,-1024
53,7,0,4,987,7039,5735,909,6030,2895,1.110836837e-06,-1009
233,32,0,2,1000,16265,321298,975,15280,92455,0.925860977121179,-985
344,48,0,1,962,6800,5470,983,5859,2499,1.301964738e-06,-941
55,7,0,6,987,7039,5735,1000,6104,2649,3.558081776e-06,-935
606,88,0,5,982,6863,14838,1000,5929,2663,0.052412990490158,-934
605,88,0,2,982,6863,14838,976,5932,2531,0.052903294966077,-931
286,39,0,4,982,7174,14602,1000,6273,3815,0.061496674200443,-901
336,46,0,8,1000,7241,16541,1000,6341,3964,0.094571041164016,-900
285,39,0,3,982,7174,14602,962,6312,3734,0.073564536995651,-862
607,88,0,7,982,6863,14838,1000,6039,2671,0.086994440791802,-824
84,11,0,2,981,7164,11755,976,6356,3751,0.040550529043176,-808
289,39,0,8,982,7174,14602,1000,6366,3862,0.093770938287713,-808
16,2,0,7,977,7477,22783,896,6676,4528,0.282177439560762,-801
499,72,0,0,1000,6925,7597,997,6128,3353,0.002457686232493,-797
389,54,0,9,969,7397,6504,916,6665,4887,0.005634090256063,-732
617,90,0,2,974,6815,4555,974,6085,2729,1.8934177719e-05,-730
346,48,0,3,962,6800,5470,1000,6071,3353,0.000408153531647,-729
482,69,0,5,939,7161,6585,967,6441,4449,0.00535595117227,-720
337,46,0,9,1000,7241,16541,996,6547,4840,0.203216912165933,-694
345,48,0,2,962,6800,5470,977,6111,4134,0.001805292451671,-689
618,90,0,5,974,6815,4555,996,6135,2399,3.800655476e-05,-680
115,15,0,6,1000,7636,12326,916,6960,6388,0.127470018417181,-676
578,83,0,9,985,6802,12268,981,6126,3653,0.097778167126942,-676
252,34,0,6,1000,6786,4784,976,6111,3047,0.000182845956819,-675
85,11,0,4,981,7164,11755,973,6506,4946,0.106578251910385,-658
52,7,0,3,987,7039,5735,966,6383,3991,0.003335835586312,-656
577,83,0,8,985,6802,12268,944,6154,3274,0.110043215190631,-648
253,34,0,7,1000,6786,4784,904,6148,3291,0.000648518899968,-638
79,10,0,5,1000,7193,5694,938,6557,3972,0.004209632205142,-636
378,53,0,1,964,7503,12406,1000,6872,5046,0.142761042182399,-631
510,73,0,5,1000,7546,6673,1000,6923,4989,0.018170309345589,-623
114,15,0,5,1000,7636,12326,995,7032,8712,0.206280678250072,-604
56,7,0,7,987,7039,5735,984,6437,4469,0.009410307977878,-602
54,7,0,5,987,7039,5735,955,6446,4220,0.009373058785656,-593
626,91,0,9,987,7246,13610,978,6682,4993,0.2221012434101,-564
435,63,0,6,962,6842,4675,956,6279,3369,0.002506720032268,-563
670,99,0,3,1000,6518,4550,1000,5968,2498,0.000827107032732,-550
290,39,0,9,982,7174,14602,960,6628,4477,0.263323792218746,-546
576,83,0,7,985,6802,12268,1000,6282,3808,0.203900394471331,-520
475,68,0,5,990,6705,5248,959,6186,3175,0.008112790960874,-519
