Id,Sender,Receiver,Rate,Bits,Sent Data,Rcvd Data,Sender Erasures,Receiver Erasures,RErasures,SErasures,Errors,Error %,Ones,OneErrs,OneErr%,Zeroes,ZeroErrs,ZeroErr%
2,45,29,200,1000,0000010000101100100000000010101000100111000000000000000000000010000000001100000100010000001001100010000000001000000100001010010000100011000000110100000000000100000101010101000010110010000000100101000000000100100100100000000000001000000011010000000100000000000000001101000000000001001001000000000000101000000100011001000010010001000000001000000101000000000000001000000001001100010001000000010010101000000100000011000000100000001000000000000001000010000010101010000010010100000000001001000011001000100001000000000000000000110000010100100000000001001000000001000000000000011000000101100000000000000000011001000000100001000000000011000001001000100000000001011101011000010101000100000010000000110000000001000000000000100011000001000001000000000000011000000010000100000000000000000000101110010000000000010000000000100001001100000000000000000000101101101000100010000011000000000001000100000000000101000000000000100100000000001000010000001000000000000010000100000000011000000000000000000000101011001010000110,0010010000100110100000100010101000100111001000000011000000100010000000111110000100010011001001100010001100001010001100001010010000100111001000110100001000100100001001010101000110110010001000100101000000000100101100100010000000101010000011110000001100000010001000001111000000100011001001000010000000101010000100111001000010110001000100101000001101000010001000000000001001001110010101100000011010101010001100000011000000100010001000100000001001000010001000111010000010110100001100000011000011101000101001100010000000100000111000110101100000100011001000100001001000000010011000000101101000000010000000111001000000100011000000100011001001001010101000000011011101110000011101100100001010000010111000000011000000100000101011100001001001000000000000111000001010100100001000100000001000111110010100100011010000100000101001101100001000100000001000101111101000100010000011100010000001100110000000100111000000100010100100100000001000010000001000001010000010100110000000111000001000100000001000101011001010100110,,,0,8,134,13.4,191,6,3,809,128,15
3,46,9,200,1000,1011011011000111000001111010101111101101001010001101110101000101111000101001101111101111011011100101111011101001101010100011101111111010110110111010110101111001110100101100101010100101111010110110000111111010010001011011101101011010101101100101010111101001101011110110011010110111010001110111101111110101110111111101010111111111101111000011101011111111001000111000100111100111101011100110101001111010010011100110100111101111001010001011110111101110001101111111111010111001001111100101011000110011010111011111011111101001010110110101101010100110110001111010011000111011000101111111010001011011001110110000011110011010011110000111111100110111111110101011011101010100000011100011001101111111101111111101011001101111000100110001111101111100101110010110101111101101011100110101110001111001011001100010001100001001111010110110010011101010011111001010011011010100011011001010101001011110011000101111111011111110110001001011011010101100011101000000011110110111101010011110110110101110111111111011011010111101,1111011011000111000001111110101111101101011011001101110101000101111000101111111111101111011011100101111011101101111010100111111111111110110110111110110101111101110100101100111010100101111010110110010111111010010001010011111101011010111100000101010111101101101011110110011011110111010001110111111111110101110111111101010111111111111111000011111011111111011001111000110111100111111011100110101001011010010011100110110111001111011010001111110111101110011101111111111010111101011111100101111000110111011111011111011111101101010110110101111010100110110001111110011001111111000101111111010001011011011111110000011110011110011110000111111100110111111010101111011101010100010011100111011101111111111111111101111001101111000101110100111101111100101111010110101111101101011100110101110001111101011001100110001101001101111011100110010101101110011111001110011011010100011011001110101001011110011001101111111011111110110001001011011010101100011101000000011110110111101011011110110111101110111111111111011011111101,,,1,71,76,7.6,606,9,1,394,67,17
4,42,16,200,1000,0111111001111111101101101110110111111111111111111011111111111110111111110110111111111111111011111111011111111111110111111111011111101111111111111011111111111111111111110111110111111111111111111011111011111011111111101111111111111011011111111111111111111011110111111111101111111111111111101111111111110111011110111111111111111000111111111111110111111110111101111011101111111111011111111111110111111111111111111111101111011011110011011111111111101111111111011111111101111111111111111111101101111111111111111111111011011111111110000111111111011111111110111111111111011111111101111111111011111110111111111111111111110111111110111111111101111110111111111011101110111111111111101111111111111111111011111111001001111101111001011111101011111111111111111110111101111111111111101111111111111111111111111110111111111101111101111111111111111111101001111101111101011011011111111111110011111111111111111111111111111111111111111111101111110110111111101110111111111111111101111011101101101110111111111111111101111101,0111111001111111101101111110110111111011111111111011111111111110111111110010111111111111111011111111011111111111111111111111011111101111111111111011111111111111111111100111111111111111111111111011111011111011111111101111111111111011011111111111111111111111110111111111101111111111101111101111110111110111011110111111110111111000111111111111111111111110111101111011101111111111011111111111111111111111111111111011100111111011110011111111111111101111111111011111111100111111111111111111101101111111111111111111111011111111111110100111111011011111111110111111111111111110011101111111111011111110111111111111111111110111101110111111111101111110111111111011101110111111111111101110111111111011111011111111001001111101111001011111101011101111111111111110111101101111111011101111111111111111110111111110111111111101111100101111111111101111101001101101111101111011001111111111110011110111111111111111110011111111111111111101101110110110111011101110111111111111111101111011101101101110111111111111111101111111,,,7,36,43,4.3,886,30,3,114,13,11
5,71,35,200,1000,1100110111101011111110111111011100111111011110101010111100111011011101101101011111101111100111110111011111111111110111010011011100111011111111111110111101010100111111111111100111111110010010101111101111011111110111011000010100110101001101111101101101101111111101101001110100111011011100011011100111011101111011110111010111111101100110101011101100001011111101010111111111001111111010111101100110101111110101001110101011111111101111111110101011011111101111111000101111111011011110010111110011011000111110111010011011111011100101011100111010011111010010111110111001011101111101001011001011111111111101111011110111111011111011111111101110111101111011110110111110010110101111101101011001011101100111111111111111111111111101111011110011110011110111110001100101111111101010100110100100110001011111111011011000110111111110101111001100111011001111111110101011110000011101010111000011001111101101111101110111010111111000111011110010001001101101010111110011111111110010000111010111011110111110101111110111011011,1100110111101111101110111111011101111111011111101010111101111011011101101101111111101111110111110111010111111111110111010011011101111011111111111110111101010100111111111111000111111110010011101111001111011111110111011100010101110101001101111101101101101111011101101001110101111011011100011111110111011101111011110111010111111101110111101011101101001111111101010111111111001111111010111101110110101111110101001110111011111111111111111110101011011111001111111100101111111111111111010111110011011000111110111110011011110111100101011100111011011111010011111110111001011101101101001011001011111111011101111111110111111011001011111111101111111101111011110110111111010100001111111101011001010101100111111111111101111111111101111011110011110011110111110101110101111111101011100110100101110101011111111111011001110111111111101111011100111111001111111110101011110000011101010111010011001111101101111101110111010111111001110111110000001101101101010111110001111111110011000111010111011110011110101111110111011111,,,1,100,67,6.7,705,19,2,295,48,16
6,74,25,200,1000,1110110100111101111111110111111111110101111101111101111010111111001011110010011111111011011111011101010011111011100100101111111111110111101111101111111111101111111111101111111111010111111110101111011111111111111100111111111111111011111111111111111111111111010000111110111111111101111111110110111100111111011111111111011010111011001111111011111110011100111111111111001101111011011111101111111110110110101101001111111101110101101111110011111001110100011011001110110011011110011011110101111111011011111111111101101011101110101111111001111001111111111111111111111111111111111110111111010111111011101110111111100010111111111111111111011111001101011001011011111101101111111111001101001110111111111011111111111111111101110101111111111010111111111111101110101110111111101011111001111101101001011010110101011111111011101111001101011011111011111111111111011111111110101101110111001111111011111110110101011111111011100001111111101111111111011111111111111101111111011111110111110111111110101110110111110010101110,1110111100111101111111110111111111110111111101111001111010111111001011110010011111111011011111111101011011111011100100001111111110010111101111101111101111101111101111101011111111111111111110101111111111111011111100111111111111111011101111011111111111111011011000111100101111111111111110110110101100111101011110111111001010111011001111111011111110111110101111111111001101111111001111101101101110111110101101101011111101110101101111110010111000110100001011101010111010111110011011111111101111011011111111111101101011101110101110111001111001011111111111111111111110111111111110111101011011111011101001001111101010111111111111111011011111101101001000111011101101101111111111001011001110111111111010111111111110111111111100111111111010111011111111101110101110111111101011111011111101101001001010110101011111111011101111001111001011111011111111111011011110111110101101110111001111111011111110110101011110111011100000111111101111111111011111111101111101011111011111110111101111111010101110110111110010101110,,,6,130,87,8.7,792,57,7,208,30,14
7,96,31,200,1000,1011101000110011010011011011010011100000101110100100101111111010101111101110111101111110001101011110110010011101000011010110011111001001111100110111011010011111011011001011100110111010011010101011101011001110000101101101011010101010110011001011111100101001111011111111001101111111101110001110001111110010100011001010011100001101010101111110101001011100110101110110011110110101100101111110011001001111111011110000111000100011111101100110111101111000110111010110101110100001110100111111110111111011001001111101110110111100111110110011100010111111111101100111110110000010011001101011101111101000111011101101000101111010111001100101100001011001111111111011100100001100111010101111110111110111111101111000101011010011011010101111001011101011000010111110101000100011111011101001100101011111110111101000100000010111011010001010101011101101100011100001000111000001111000001110000000111001110000110100101111111100001101101001111001111001000000000110000100110001110011111111011001001011101101010000111111010110,1111111010111011111011011011010011110010101110110100101111111010101111111110111101111111001101011111110010011101000011010111011111011001111100110111011010011111011111011011100110111010011110101011101111001111000101101101011110101011110111001011111100101001111111111111001101111111101110011110001111110010100111011010011100011101010101111110101101011100110101110110011110110101100101111110011101001111111111100001111100100011111111100111111101111001110111010111101110100001110100111111110011111011001101111101110110111101111110110011100110111111111101110111110110000011011101101011101111111001111011101101000101111011111001111101100001011001111111111011100000011101111010111111110111110111111101111000101111010011011110111111001111111011000110111110001100110011111111101001100101001111110111101001100000110111011010011010101111111101100111110001000111010001111100011110000100111001110100110100101111111100001101111001111101111001000100010110000100110000110111111111011101001011101101010001111111010111,,,0,10,85,8.5,589,6,1,411,79,19
8,26,21,200,1000,0000101110010001010000000111000001110010100101100111000111111000110001001001000100000111000000000011000010100010000001100000010101001010000100010100010101001000001100000100000100100000001100011000010000010010100011000001010100001001001010000000010000000000000111101001010000000010101101100000110001000000011001100010011011011100010100000000000000010000000000000101011000000101000011010000010001100000000110100001000010000001000110001110010011010001100010110000110000011011011000001000000001000101110000010110010100001010100010100001000100000000100000000100000000000010111100110000000000000011111100100100110010111000000100100100000010101001100000010011110100000000000001010001000100010110111001000100110000100000110101001100001110001011100100010001000101010100100011000000001110010111010100000000110111100001111000010100110000101001000100010000000001100000000100001000100100011010001000110100010000000011000000101100110000110111001001111010010000001000100000110010000000100000001100011010101100000101,1011101110111011111110001111001111111111101011100111000011111010110001111011000100110111000000100111000011100011000011101011010101111010000100100100011111011000001100100100000100100000001000101000011100100010101111100001111000101001011010100000011000100000001111101010011100000011101101100011111001000010011001100110111011011110011100000011001000000010001000000110011000100110000011100010010001100011000110100011000110110011000010101110010111110011000010100011110000111010011000101000001101100101111000100110011100111010101110100001011000000010101100000110001000000010111100100000001000100011111000100100101110101000001000110100001110111001101000110011111000000010001001000010001100000111111001010110111000100010011101001110001010001011101100000011001001000111101011000000001010000111011000000010110111110011111000011110110100111000001100111000001001100000001100111000101000011011001001100110011100000011000000111110110000101111001001111010010000011010100000110010000000100010001100111011101000100111,,,0,33,209,20.9,319,40,12,681,169,24
9,17,14,200,1000,0100100010000000000100000001000010010000001000000010010000000010100000000000000000001110000000000000000101001000000001101000100010010100001000000001100100001000010000000000100001000001100001000000001100001000000001011000001010000000100111000100010000000000010000010000000000101000000001000010000000000000000000100000001101001000101010000001010000100000000010000000000010010000000000001001000100100000100000010001000000000000100001000100000100000000010000000001000010000000001000010000000000000000000000000100000001000001110001010000000001001100100011001110000010000111100100000100100100000010011011000001000000001100100000010000110001000000000010011010011110100000000000001001010000010100001001001111100110010100010000010000000000000110000000001000010000011000000000010010000010011000000100000000001001000101011000000000000000000000000000100110110100010000001000100010000000100011100001100000110000001000010000100000001000010100000000000000010100001001001100001000000000100000000000001010100101000000,1111100010010000000100011001000101110001111100000011010100000111000100000001000100001111010100011101001111010001000001111001001010010101001000000101000100010000010110010000100111000001100101000001111100001001000001011000001110000001100101000101010100000001010100010000000100101100000100010010000111010000100100111000001101001001001110001001010000110001000010010000000110010000000100001001100110110000100100010001000100000001100001010100000100010000110101000001000100000011011000010000000100010000000100010100000101000001110001010001000001011100100011011110000110000111100100000101010101010011011011010001000110001101100000010001010001000001000010011010011110101000000100001001010000010100111001010111100110010101010100010001000100000111000000010001110000011001000000010110000100011000000100000001001111000101111100000001000000010001000000111111010100010001001000110010000100110011100101100001010100001001010000110001001000010101010011000001011100001001111100001000000100110000000100011010100101000001,,,1,14,175,17.5,206,17,8,794,158,19
11,37,12,200,1000,0000000000000000000000000000000100000100000000000000000000000000000000000000000001000100000001000000000000000100100001110000000000000001000000001101101000000000000001000001000000110000100000000010000000000001000000000000000000000001000000100000010000000000000000010000010000000001000000010001000000000000000100101000001000001000000001000101000000000000100000000000000000000110000000100100000000000000000001000000000000000000000000100000000000000000011000100001000000000010000000001000000000001000000000000000000100101000000001000000000000111000000001000000000010001000000000000000000000000000000000001000001000000000010100000100001000010000100000000000000000001000000000000000000000000100001010000000000001000000000000001000000100000000000100000000100010001000001000000010100100000000000010000000010000001000000000000010001000100001100110000001011000000000000000000000000010000000000000000000000000000000001010000000000000000001000100000101010000010000000000100010000000000001000000000001000000000110,1001110110011001000000011001100100011101000000010001000000010001100000010001000001011110000101000000000110010100100101110000000100010001000100011101101100010000000111010001100100110010100110000011000100000001000100000001000100000001000100100001111100001101000100011011110110000001000110010001100100000001100110101001001100001001000001010101000010010001100000010001000000010111000000110101000000011001000001010001100000010001000000111001100000011001111000110001000000011011100000011000000000011001000000011001100110111001110001111001100000111001000001000001000010011000000100010000000100011000000110011000001100010000010100010100001100000000100100000001000100001001100000010001000000010101001010010100000101010000000000011000000100010000000100011100100110011000001100010010100100000001000110000001010100001001000100001011001000110001100110000001011100000001000101000001000110000001000100000001000100000001001110000001000100000001000100000101010100010001000000100011000100001001000100000001000100000111,,,0,9,192,19.2,114,1,0,886,191,21
12,13,10,200,1000,0000110000000011111000000010110000100010001001000010000000001010010000000100011000000000001000000110010000000100000000001000000000000111010011001000000000000000010000000000100000000100001000000000000000000000000110000100001000100010001001000010000000000000001000011000000000000000110000001100010001000100000010001110010011100000100000000000110000000100000000000000000010001000000000000010000100000000011010000000000001000000100001000010010001000000010000100000101000000100010000100000001000000000000000011000110000100001010000100000000000101000000000000001000110000001001000000100000000001001000100100000010010000000010000010000000100000000000000010000001000000000000001110010000001100111010000000001000010100000000000001000110000000100000000010000000010100000000000001000000010000000110000010010000000001100000010000010000000000000000010001010000000010000001000010100000010101000000001101011000000010000000000000000000000000000001001000001000010000000000110000100111001000000000010001000000000010000,1000110010000011111010000010110010100010101011000010100010001110010010000100111000001000101000001110110000001111111111001000000000001111010011001000000010001000010010000000100010000100101010000000100010001000011111000110001010101010001011001010000010111111001100001000000010001000110010001100110001001100000010001110010011101000100010001000110010001100000010001000000010001000000010001010000110001000011010001000000011001000110011000010110001001000110000100000111000001100110000101000101000001000100000011000110000101001110000101000110000101000000010001001000010001001001010001100000010011001100010100000110010000000110000011100100000001000100000001000001000001000100001111010000011101110010010001000000011101110100010001000110010001100110010000000101010101000100001001000000010000000110010000010100010001100100010000010100010000000100010001010100011000100101000001100100010101000100001101110000010001000000010001000000010001000001011000001100010000000100110000100100001001000100010001000100000011000,,,2,7,170,17.0,177,15,8,823,155,18
