Logs,Boot ID,MAC Address,Base Sample,Phase 1,Phases,Bit Sample,Start Time,End Time,Id,Request ID,Success,Error
out/09-09-22-09/log,10f42a06-7df1-4faf-a8e6-bafa36363836,16:3C:8B:0E:06:2F,out/09-09-22-09/base_samples74,74,1,out/09-09-22-09/bit_samples74,2020-09-10 05:09:17,2020-09-10 05:09:55,74,2b2317cf-b708-4070-971e-acb1c2a6323c,1,
out/09-09-22-09/log,7686a135-977c-4d52-a8d2-2a691e063ab1,D2:76:C3:D8:53:84,out/09-09-22-09/base_samples15,15,1,out/09-09-22-09/bit_samples15,2020-09-10 05:09:17,2020-09-10 05:09:56,15,da9ed700-bde3-4ca0-ba0f-bd77cec9fcda,1,
out/09-09-22-09/log,df6c8468-8365-4173-9b00-627e7ee47284,B6:4A:33:C8:95:AA,out/09-09-22-09/base_samples49,49,1,out/09-09-22-09/bit_samples49,2020-09-10 05:09:17,2020-09-10 05:09:56,49,59a8d576-8432-4031-bc76-752caa033d65,1,
out/09-09-22-09/log,7dd338ce-cf98-49b3-a09d-d30d19448ae6,36:3A:80:48:87:F9,out/09-09-22-09/base_samples24,24,1,out/09-09-22-09/bit_samples24,2020-09-10 05:09:17,2020-09-10 05:09:55,24,50df5a52-2e6c-4b71-b060-5c8b29c7949a,1,
out/09-09-22-09/log,31f45814-8f2d-4543-a0bf-85debd7ec24d,0A:68:57:6A:65:A0,out/09-09-22-09/base_samples41,41,1,out/09-09-22-09/bit_samples41,2020-09-10 05:09:17,2020-09-10 05:09:56,41,e1b2ed5f-1541-4105-9447-d1803d490245,1,
out/09-09-22-09/log,014acafe-ebf0-45a7-881a-a0a80bae7a3d,62:0F:5F:B3:8E:90,out/09-09-22-09/base_samples37,38,1,out/09-09-22-09/bit_samples37,2020-09-10 05:09:17,2020-09-10 05:09:56,37,fa5c3e57-3ba3-4458-8b2b-ce8153e21238,1,
out/09-09-22-09/log,da8eb2fa-f139-4506-862a-4848bb6d8598,7E:3B:6D:D9:A5:8F,out/09-09-22-09/base_samples69,69,1,out/09-09-22-09/bit_samples69,2020-09-10 05:09:17,2020-09-10 05:09:56,69,728ed4db-22db-45c5-90fc-3ac81ebb4002,1,
out/09-09-22-09/log,ac2e24c9-e91a-4599-b5a7-93c9950f8b3f,42:8A:4F:E5:E2:93,out/09-09-22-09/base_samples73,73,1,out/09-09-22-09/bit_samples73,2020-09-10 05:09:17,2020-09-10 05:09:56,73,4fd120a8-9809-4725-9810-33c4e0f67ef6,1,
out/09-09-22-09/log,c9e561c3-59c8-4646-85b9-3cdb4f201803,8A:67:B3:65:24:D6,out/09-09-22-09/base_samples78,78,1,out/09-09-22-09/bit_samples78,2020-09-10 05:09:17,2020-09-10 05:09:55,78,fce32fa6-2191-4792-98d0-2a30cf28c968,1,
out/09-09-22-09/log,a55668b3-5170-4078-83b9-667bf2e57fb0,A6:04:BB:4B:2D:41,out/09-09-22-09/base_samples68,88,1,out/09-09-22-09/bit_samples68,2020-09-10 05:09:17,2020-09-10 05:09:55,68,c8868ee6-3332-4d44-bcc7-345d64301702,1,
out/09-09-22-09/log,71497c88-353a-4d9d-8659-1d8a9e3d60f2,6E:5F:81:75:81:4D,out/09-09-22-09/base_samples75,75,1,out/09-09-22-09/bit_samples75,2020-09-10 05:09:17,2020-09-10 05:09:56,75,ad29ecca-c176-4b74-97a4-80a9bcd13d80,1,
out/09-09-22-09/log,f4a1596e-1e54-4cef-91b0-aed7bc8aa97d,02:87:CC:1E:0C:9F,out/09-09-22-09/base_samples64,64,1,out/09-09-22-09/bit_samples64,2020-09-10 05:09:17,2020-09-10 05:09:55,64,b0b47bef-2a9e-4908-98ce-22a7f58b63f0,1,
out/09-09-22-09/log,9cddda31-5d81-4cf5-8077-70624691ab1d,B6:21:D8:6E:AD:78,out/09-09-22-09/base_samples65,65,1,out/09-09-22-09/bit_samples65,2020-09-10 05:09:17,2020-09-10 05:09:56,65,93aa170e-48e3-4d4e-a9f0-5a16b1aac0e3,1,
