GUID,Success,Id,Boot ID,End Time,Request ID,Start Time,Phases,Phase 1,Phase 2,Phase 3,Logs,Base Sample,Predecessors,Bit-1 Sample,Bit-0 Sample,Bit-1 Pvalue,Error,Bit-0 Pvalue,MAC Address,Warm Start
09-28-23-00-564,1,564,e64810ac-0296-42be-b627-62cca22d782a,2020-09-29 06:02:03,4438005a-e7e0-450d-b7e3-df1c7726f898,2020-09-29 06:00:16,3,564,564,564,out/09-28-23-00/log,out/09-28-23-00/base_samples564,,out/09-28-23-00/bit1_samples564,out/09-28-23-00/bit0_samples564,0,,0.126513812308028,92:45:63:C3:85:25,No
09-28-23-00-905,1,905,65731c50-6061-4e84-99bc-b188a6bdf81f,2020-09-29 06:02:03,03c17774-5eab-416b-9618-ff6b9faa2074,2020-09-29 06:00:27,3,905,905,905,out/09-28-23-00/log,out/09-28-23-00/base_samples905,,out/09-28-23-00/bit1_samples905,out/09-28-23-00/bit0_samples905,0,,0.357393105036247,F2:68:EB:EC:55:B8,No
09-28-23-00-33,1,33,7ef10328-29ea-4fcd-95bf-e1fda457edb1,2020-09-29 06:02:03,b0861898-34d4-4582-8d84-a819c0a08242,2020-09-29 06:00:05,3,154,154,154,out/09-28-23-00/log,out/09-28-23-00/base_samples33,,out/09-28-23-00/bit1_samples33,out/09-28-23-00/bit0_samples33,6.15315173641291,,0.299252977428797,76:F3:23:B8:0D:54,No
09-28-23-00-882,1,882,c404e996-4fa9-49f6-9fbc-3af4bf940620,2020-09-29 06:02:03,44f2732b-9dea-4c60-bed9-e1016eebef82,2020-09-29 06:00:24,3,882,882,882,out/09-28-23-00/log,out/09-28-23-00/base_samples882,,out/09-28-23-00/bit1_samples882,out/09-28-23-00/bit0_samples882,0,,0.438185671447015,56:80:69:2F:D7:2E,No
09-28-23-00-196,1,196,e7e9329c-194b-4655-b5a8-774a43deec80,2020-09-29 06:02:03,6fc5029b-2788-46c3-a939-5741c4ed9819,2020-09-29 06:00:05,3,483,483,483,out/09-28-23-00/log,out/09-28-23-00/base_samples196,,out/09-28-23-00/bit1_samples196,out/09-28-23-00/bit0_samples196,5.76105467700312,,0.235087310753194,FA:7A:AD:D3:AD:B3,No
09-28-23-00-336,1,336,60b60b80-5ba4-4770-8a79-e4b3d27e0dd5,2020-09-29 06:02:03,e3d66f7c-981d-4f31-9198-3cc4cf94dacf,2020-09-29 06:00:07,3,336,336,336,out/09-28-23-00/log,out/09-28-23-00/base_samples336,,out/09-28-23-00/bit1_samples336,out/09-28-23-00/bit0_samples336,0,,0.203716268547022,D6:F2:68:FA:C1:65,No
09-28-23-00-816,1,816,eaf7cb84-fa63-40f3-8220-2104be1611fa,2020-09-29 06:02:03,14a79435-f496-40d6-92f5-b6fc31a99a3f,2020-09-29 06:00:26,3,816,816,816,out/09-28-23-00/log,out/09-28-23-00/base_samples816,,out/09-28-23-00/bit1_samples816,out/09-28-23-00/bit0_samples816,0,,0.842831856246325,36:06:C8:EB:7F:D1,No
09-28-23-00-662,1,662,35179161-d73d-412c-a883-c60498ffd987,2020-09-29 06:02:03,f4f479c1-6b1f-4371-bfe5-6f288ad7b2ac,2020-09-29 06:00:18,3,756,756,756,out/09-28-23-00/log,out/09-28-23-00/base_samples662,,out/09-28-23-00/bit1_samples662,out/09-28-23-00/bit0_samples662,5.62213831733369,,0.485445980267609,22:A2:E5:86:A2:BF,No
09-28-23-00-669,1,669,a7154136-7412-46ac-92f2-4a2c127c37e9,2020-09-29 06:02:03,87aaabbb-e7bb-47b2-9b76-4505b1476599,2020-09-29 06:00:18,3,993,993,993,out/09-28-23-00/log,out/09-28-23-00/base_samples669,,out/09-28-23-00/bit1_samples669,out/09-28-23-00/bit0_samples669,4.61338403785832,,0.433371530217336,3E:EC:6A:9B:80:50,No
09-28-23-00-799,1,799,94a5dc22-6d8b-4ff7-b7d6-8e50c4791dd8,2020-09-29 06:02:03,ecea0786-6a59-43ca-9f05-aaab237250c3,2020-09-29 06:00:23,3,799,799,799,out/09-28-23-00/log,out/09-28-23-00/base_samples799,,out/09-28-23-00/bit1_samples799,out/09-28-23-00/bit0_samples799,0,,0.284150892861449,B6:3B:4D:7C:CA:B5,No
09-28-23-00-230,1,230,03e75c98-6d50-4d7b-8953-1c8ff45e51ce,2020-09-29 06:02:03,381325aa-0f53-4a35-beb6-eb8620501131,2020-09-29 06:00:04,3,350,350,350,out/09-28-23-00/log,out/09-28-23-00/base_samples230,,out/09-28-23-00/bit1_samples230,out/09-28-23-00/bit0_samples230,6.27499930287845,,0.282444631472089,76:8F:D7:05:44:CD,No
09-28-23-00-349,1,349,d98d5321-2b76-47c8-a70c-94c4f6cf0b76,2020-09-29 06:02:03,223c923c-baba-48e3-88ff-e5624ee1df15,2020-09-29 06:00:08,3,349,349,349,out/09-28-23-00/log,out/09-28-23-00/base_samples349,,out/09-28-23-00/bit1_samples349,out/09-28-23-00/bit0_samples349,0,,0.196656927729428,CE:9D:14:CC:41:BB,No
09-28-23-00-241,1,241,e178a760-04bb-48fa-903f-c858adc787c4,2020-09-29 06:02:03,42131d53-f515-4b62-81f8-1ba53e5bcd2e,2020-09-29 06:00:12,3,319,319,319,out/09-28-23-00/log,out/09-28-23-00/base_samples241,,out/09-28-23-00/bit1_samples241,out/09-28-23-00/bit0_samples241,7.26011775567793,,0.401117921720586,9E:D0:60:F2:0B:B4,No
09-28-23-00-331,1,331,77695eb4-4951-4bd9-bf8d-022474fb7db3,2020-09-29 06:02:03,2f67a16d-ec59-4b28-9f22-fb221e668989,2020-09-29 06:00:06,3,991,991,991,out/09-28-23-00/log,out/09-28-23-00/base_samples331,,out/09-28-23-00/bit1_samples331,out/09-28-23-00/bit0_samples331,5.74752486176157,,0.229965984005539,6A:71:27:7C:6A:9E,No
09-28-23-00-123,1,123,42ba38b8-6c21-4f9b-9dc1-736a66acb3db,2020-09-29 06:02:03,237f4ecb-d453-4293-a998-6e82198ef630,2020-09-29 06:00:04,3,733,733,733,out/09-28-23-00/log,out/09-28-23-00/base_samples123,,out/09-28-23-00/bit1_samples123,out/09-28-23-00/bit0_samples123,6.08904111149324,,0.285777483828214,22:E8:F8:74:C0:05,No
09-28-23-00-142,1,142,53f6f27f-bc7b-4e6a-bee9-b8ff9f7c1aee,2020-09-29 06:02:03,7eb8e04d-79c8-483c-a271-d87a9c05d6b7,2020-09-29 06:00:04,3,285,285,285,out/09-28-23-00/log,out/09-28-23-00/base_samples142,,out/09-28-23-00/bit1_samples142,out/09-28-23-00/bit0_samples142,7.53227469404738,,0.311283023147746,DA:A1:62:34:A3:F7,No
09-28-23-00-159,1,159,52ace8c1-49ad-463f-a2f2-1b0e390fef55,2020-09-29 06:02:03,b85803bf-614c-444c-a0ad-ec659cac302f,2020-09-29 06:00:04,3,710,710,710,out/09-28-23-00/log,out/09-28-23-00/base_samples159,,out/09-28-23-00/bit1_samples159,out/09-28-23-00/bit0_samples159,7.33315385555686,,0.40415115433307,D2:DD:45:65:93:0C,No
09-28-23-00-418,1,418,8a27ed30-dc25-4270-ac3c-df72cc06f9ea,2020-09-29 06:02:03,783669ea-c9d4-49f3-8fd9-e709cc67f894,2020-09-29 06:00:08,3,674,674,674,out/09-28-23-00/log,out/09-28-23-00/base_samples418,,out/09-28-23-00/bit1_samples418,out/09-28-23-00/bit0_samples418,6.24005204140664,,0.302672098638081,C6:D9:57:F5:8A:4F,No
09-28-23-00-405,1,405,833d1c34-5902-4c9f-8037-94e1b6b2c341,2020-09-29 06:02:03,eadf8355-b8ae-400c-863c-7326e9432275,2020-09-29 06:00:10,3,776,776,776,out/09-28-23-00/log,out/09-28-23-00/base_samples405,,out/09-28-23-00/bit1_samples405,out/09-28-23-00/bit0_samples405,5.81088240028331,,0.244145550108616,AE:D2:5E:94:93:43,No
