Id,Sender,Receiver,Rate,Bits,Sent Data,Rcvd Data,Sender Erasures,Receiver Erasures,RErasures,SErasures,Errors,Error %,Ones,OneErrs,OneErr%,Zeroes,ZeroErrs,ZeroErr%
2,73,41,200,1000,0101111111111111110111111111111011111111110111011111111111011111101111110111010111101011111111111111000111101110111101111011011111111111101011111111101101101010111111101001101100100111011111101110111111011111111111111011111111111111111111101011111011111110111111101101001111111110111111111110011110111001111111111111111110111010111110101101111111110111111101101110111110111111110111101101111011011111100111111110111101110111001111010011111011001111101111011101101101110001101111001111011111111111111111011111111111111011110101010111101111001010111111101111100111010111111111110111011111011001001111101010101110111111111110111111111010011111111110011100111111110011011011110111110101111111011001101101111111101111111011111110011111110111111111101101111111110101011011111110101111111111011011110111011110100001101110101111110111110111101111011111111111110101110111101111011111111001111111101111111111111111111111101011110101111011111000111100011011111001111011110010001110101110101001111110111110110101,0101111111111111110111011111110011111111110111011110111111011111101111110111010111101101111111111111010111101110111101111011010111111111111011111101111101101110111111101101110100100101011111101110111111001111111111111111111111111111111111101101111011111110110011101101010111111110111111111110011010111101111111001111111111111010111111101101111111110111111101101110110110111111110111101101111001111111110011111110111101100111001111000110111011001111101111001101101101110101101111001110011111111111111111011101111011111011110101000111101111001110111111101100110111010111111111010111011111011101011111011010111111111111111110101111111010011101111111011100111111010010011011110110110101101100011001101101110111101111110001111110010011010011111001101101111111110101011010111100101111111111011011100111010110100100101111101100110011010111101111011111111111110100110111101111011101111101100111101110111111111101111111101011110101111101111011111100011001011101111011110010000111101111110101111110111111010100,,,14,79,107,10.7,789,70,8,211,37,17
3,63,46,200,1000,0000100010001000000000000000000000001110000000000000000000000000010010000000000000000000000001000010000001000000001010000010000000100001000000000000000001001000000000000000000100000000000000100000000000000000000000000000110000000000000001000001100000010000000100000000000000001000000001000000000000000000000000000000000000000000100000101000001000000100000000000000001000000010010000000100000000000101000100010000000000001000000000010000000000000101110000100000000000000000010001000001100000000000000001000000000000000010000000000010000000000010000100000001100100000000000000100000010000000000010000000000000000000000000000000000000100000000000000000000001000000000000000001100000000000000010000000000000000100010001000000000001100000010000000000001000011000000000000000000000000000000000000000000010000000000000000000000010000000000000001000000000011000100010100000100100000000000000001000000100000000000000000000000100000000001000000010000000000000000100000000000000000000001000001010000001000000000,0000101010101000001000100000001100101110001000100000001000101000011010100000001000100000001001100010001001000010001010000010001000100011001000000010001001001010000000100000001100100000001000100000001000100000001000110000111000100000001001100001101000110000001100100000001000101000001001100000001000100000001000100000001000100000101000101000001000100100001000100000001000100010011000000100001000100101001100010010001000001010001000010011000100000111110000100011000000100010010001100011100000100010000001100010000000100010000000100010000000100010100100110001101100000010001000100011010000100010010000100010001000100010000000100011000100100010000000100010001000100010000000101100001000100000011000100000001000100010001100000010001100000010001000000010000011100010000000100010000000100010000000100000010000100010000000100010010000100010000001100010000011100110010100100100101000100000001001100000101000100000001000110000101000100001001000100000001000100000100000100010000000100001100001110010001000100000,,,2,17,159,15.9,98,2,2,902,157,17
4,74,53,200,1000,0101001100101000000010110100001100110000101000001000010110000010110011010000010001000010010000100000001001000000100000000100000011000111100010010010000000001100010011000110010100000000011010100000000100100000010001000010100110101001000000000100000010001000110000000000010010000100010001000100010100000001010000000010110001011101001110100000001001101000010100001001101100000001111000000000110000000000010001000011100000011001100111010000101000000000101011001101000000000101011100110000001101010100100001110100110000001110001101100000000010010110010100100100101110010010000000000101001010000000100000000111101011000001010000001001000001110100010000000000110000000000010000001010000010010000100000000001000001110001011000111011000000000000101010101101111000000000000011011101001110000000100011000110101000100100110110001001110010000111110001000100100100000000001000000001000010010000111000000001011100010010000100000000101000010110000001101000000100000000000000001001000100000000000101000000010000001001,1101001100101001000010110101001100110001101100011001110110010010110111010001010001010011010000110001011001100001100100000111000111000111100010010001000000011101110111010110010100010000011110100001000100100001010101000011100110101001000100000101000110001001110100000001010110000101010101000101010100000001010000000011110101011101001110100001001111100001010100001001101100010001111000010001110000010001010001010111100000011011100111010000011100000001101111011101000000011101011100110001001111010100100101110100110100011110001001100001000110010111010100100101101110010011000100000101001110000001100100000111101111000001010100001001000101110101010000010001110000010001110000011011000010010001100000010001000001110001001000111011000000010001101110111101111100010000000111011101001110000000000011000111101100100101110100001001110010011111110001011100100100010000001100010001000110010000111100000001011100010010000100010001101100010110000101111000000100000000000100011001000100010000000101010000010100011001,,,0,36,129,12.9,292,7,2,708,122,17
5,45,21,200,1000,0011110111010001000010001000100000100100100011000100000010001100101101010010001000001000100100000101001000101011000001100100000111000011100010000001000000000110000000010000000001100100000010001100110010000100000000001000010000101001010100101010100010100010000000100100001010001011000000011010000001010001100100000001000100001000100010000001000100000000000000100100100001110000010010000110001000111100010011001100100100001000001010000001000000101001000000000100000100000000100010000001100000000000110100100110000010001011010100010000001001001000111100010110000000000101011000000011100000000000000000100001000001000000000001100100000101001010010000100000000010000001000101100010000101100101000010000010000100011100101000001011001000100000000001000000000000100001000001101001000010000100001000000000000001101001101001001000000110001000000001100011000000100101010000000000010100010000000000000000000000000001001110010001000100000110000110101001000000001000111100101010001010100000000111000100010001100100,0011110111010001000110011000100100100101100011010100000110001101101101010011000000011000100100000101000100101001000001010101000111000001100010110001000100010100000100010001000101100101000110001100110010000101000000011000010100111001010101111010100010100001000100000101001010001011000100011000000101010001100100000001000100011000100110000001000101000001000010110100100101110001011110000101001000111100010111101100100100011000001110000001000000011001000100000101000110000001100010010001100100000001110101110110000110001001010100010000000101001001110100010101000000010101010000010011100000010000000100110001000101010000000101100101000101001001010000110001000010010001000101000001000101100111000010010011000100011100100100001011000010100001000101000001100000110001000101111001000010010100001100000000000101101101101101001000000110001100000101010011000100110101010100010000010100010000000100010000000000000001001110010001000100010100100110101001000100001001110100111010000110100001000111010100010101100101,,,4,13,136,13.6,264,25,9,736,111,15
7,91,69,200,1000,1101111111001111010111111011111001111111111111110010110011110010111101110011111000011110101101111111100101111010111111111101111001111111101111101100010100101100111111011100101101101111011011110011101111101011111110011111001001111011111111001110101111100111011111111111011101011110010111101010111001011101110011010001010111100101101011110111111111101110110110010111110111110110110110111110111101110101110001110111110001010010101111010011111111001101101011011000111111010010110110110110101011111111010111101111101111001101010011100011111101111111111111101111101010111111011110111110010000100101110011110011011101111111101111111011111111111100111011101010110011110111011111110111111110111111100010111111010010001101110011111010110101110101111111010010011111111110110101101011110111110111110111100111000111110101011010111010111101101101010110011111101101110010101111011000011111111110100001001111111111111011101101100101100111111011111101011111000000111111111111111101101110011001101111001110101011101111,1111111111101111010111111111111001111111110111110110110011110100111101010111111001011100101101111111100101111111111111011101111001111111100111101110010111101100111111011100111101101101011011110111110111101111111111011101000001111111111111101100100111100101011111011111011101111110010111101100110001111101110011110111010111000101100011010111110111101100110111010101110111110110110111111100111101010111110001110111110001110110100111010101110111001101100011111100110111010110110111110100100011111111010111101101111111101101010011100011110101011111111111101111111010111101011110111100010000000111111111010111010101011111100111111001111111111100111011111111110011110111010111110111111111111101110011111101010011001101110011111000110101010101111111010000010111011110110101101101110111110101110111000101010111010101010011111100110101101101010111011111100101010000111111011100011111011100110001001111111111111111110101100111111111111111111101011101000001011111110111111101111110011101100111001101101011101101,,,4,71,137,13.7,704,70,9,296,67,22
8,61,56,200,1000,0110010000000001001000000110010010001010000000010000000000000000000000101000100100100000000110000001000001100000010000110110000010100001000001001000001000000000100001100100100000001000000100100000000000001000000100000010010000101010000000001000100000001001000000000000000110101100000000010000000010000010001000001000100000000100000000001100001011000000000000000000000000001001000000000000000100000010000000010100000001101000001001000010100010000011000001010001000110110100100000101000000001000010001100000000000000000010001010000001001000000000011000100000000000001010000011000000000000100100001001100010100001111000100100011000000001100000001001100000000010010100100000000000110000100010000000000000001000000000111100000000010100000000000000000000100100000010000100100101110000001000010000000000001000000000000010000000001000000100000000000011100001000100000000000000000101010100000000000001100000010010000000001100000101000110000000000000000000000000001000000000001010100100001000000000000000000000,0110010001000101001001010110010011001110000001010100000001100100000001101100100101100000011111000001010011100000010001110110010011100001010001001000111001000000010001100100110001001000000101100000010001001000010101000010010000100110000001001100000001001101000001000100000111101100010001010000010011000010011000001100110000000100010000000100011001000110010000000100010000000101000000000100000101000110000001010100000001100100001001000110100011000111000001010101000101110100110001101000010001000010011100000100010000000110011010000101001001000100011001100000010001000010010011000000010001100100011001100110000001111110100101010100000001100100001001100000010011010100010001000000010001100010010000000100011000000100111100000100010100000100010000000100010100000110010100100101110001001000010001000000011000000000010010000100011000000100010000000111100001000100000001000100000101010100000001000101000001010110000001001100000101000110000001000100000001000100001001000010011010100100011000000100010000000100,,,0,15,148,14.8,187,15,8,813,133,16
9,59,48,200,1000,1111110010111111111101111101011111011011011110111111000111011001100101011111111111111111111111111100110111111110111101111111111111001010101010011101111111111111111011001111111111111111111111011111001011111101011111111111111111111111111111111101100111011111111111111010111111111110000111110111111111111001111101101111111111101101111011110100010101111110111010111111101111111111110101011011001101011100011111111101100101101111111101101101011111011111111110111011111111010110110111111110111111111110111111111111111111110101111001011101111111111111001001011111111101110111101111111111111111011111111110010111111101111101111001111110110111111010111011111111111111110111110111111000111011111111011011111101111111011101111111111101011111011111011011101010101111011111111100011110110111111111111100111111111111111011111100111111111111111111111110111011111111001110110011100011111101101111111111110011111011111111011111111111111010111111101010010011011111101010101110101111110101111001111111011110111101111111,1111110010111111111101111101011111011101111110111111011111011001110101011111111111111101111001111100110111011100111101111111110111001110110010011101111111111101111011001111111111111111111111011111001011111101011111111111111111111110111111111101110111011111111111011110111011111100010111110111111111111101111101101111111111101101111011010100010101111110111011111111100111111101110101011111000101011100011111111101100101101101111101101101011111011111111110111101111111010110110111011110111111111110111111011111111111110101111001011101110111111111011001011111111101110111100111111111111111011101110110010111111011111101111001111110110111011110111011111111111111110111110111111100110011111101011011111101111111011101110111111100010111011101011011101000111111011101111101001000100111111111111101111111111111111011110101001111111111111111111110111111111111001110110011000001111101101111111111010011111011111111111111101111110011111001111010010101011111101100111110101101110101111101110111011110111101111101,,,7,70,84,8.4,804,54,6,196,30,15
10,65,58,200,1000,0101000000000001000000100000000000000000000000000000000000001000000000000000000010001000100001010000100000001001000000000100000000100010000000000010010000000010000000000000000000000100000000100000000000001010000000100001000100000000011000000000001010000100010000000000011001000000010010000000000001000001000000000010000100001000000010010000000000000000000000000001001000000001000000000000010000000000000000000001000100000100000011000000000000000010100000000000100000000010000000100000000000000000001001000010010000000000000000000001000000000110000000010000100000000000000110000000000000010000000000000000000100000000000000010001000000000001001000000100000000000000000000100100100000000000000010000000000000100000000010100001000000001000001000001001000000000001100000000000000000000000000100110000000000000100000000000000000000100000010010000000000000000000010000000000000000010100100000000010000100000100000000000000000000010000100000100000000000011000001000101000001000001010000000010000000011000000,0101011000100101000010100000011001000000010000000100010001001000011000000100010010001101100001010100100001101111000001000100000001100010010001000010010000000110010000000100000001000100000001100000010001001010010001100001010100000100011000000100001011000100010000000100011001000000111011000100000001010001010000000110000101001000010011010000010001000000010001000001001000000101010000000100010001000000000001000101000101000100000011000100000001000010110000000100100001000110001000100100000001000000011001000110010001000100000001000001010001000110010010010000110001000000010110000100001000010100010000000100010000000100010000000101010000000101001001000100010100000100010000100100110000000100010010001100010000100000001010100101000000001100001001001000010001000001110000000100010000000100010100110100000001000100010000000000010001100000010010000100010001000000010000000100010000010100110000000110010100000100000001000100000001010110100001100000010000011100011000101000011000001100000001010010011011110000,,,1,3,150,15.0,118,4,3,882,146,16
12,37,7,200,1000,0111011110010101110110111011110110001110010011000011010101100100110001001000110111111111011111110101101001111110011101111111101111111101111101111111000111011111011111010110001111111010111101001111111100111011100111111011101011010111111111011011111111110101000111111111011111001011011001111111001111011111011010101101010111011111111011111010010100111111001101011010001111101111101111111111100111111011111111111010111111000111011111111001111011011100101111011001111111111010011111111101111111011110111100110111100010001011111010000100101111111101110000110011011011101001111101111111001100111111001101111101010111111110101100111101010110111110111011111110111111110111111110111000110101101111011011111111111110101111111101000101111101110011111101101111001111101111000000101111111111101000111010110111110011101111001101111100010011111111011111111001111111110111011110011001110011111100101110101010011011110111101110001101110111110111111101101011010111111001111111111110111111011001011011100010011101111101,0111111110011101110110111011110110001110110011000111110101101100010001000000110101111111011111110101001001110110011101111111001111110101111101110111000111111111111111010110001101111010111101000111111100111011000111111111101001011111011111011011111111110101100101111111011111001011111001111111101111010111011010100101100101011111111011111010110100111111001111111010101111100111101101111111000111111011111101111010011111000111111111110011011011010100011111010001111111001010111111111101011111011110011100111111100101000011111010000100101111110101110000110011011001101001011101111001001100110111001111111101010101111110101101111001010110111010011001111110011111010110111110110000110101101111011001111111111100001111111101000101111101110011111101101011101111101111000000101111011111101000010010110111111001100101001101111100010011110111111111101001111101111111011110011001110001111100000110101010010011110101101110001001110101111011111101100011110101111111011111110110111101110001100011100010101101111101,,,15,55,117,11.7,709,79,11,291,38,13
13,42,17,200,1000,1010001101111111100111000011010111111001110111000110110111101111011011111110111110111011111111111110001101111011111101111110001110110011010010010100011100101010100001100011110111111111001111111101001010011100110111011101111111011111111111011011111011111011111111100001101001110010111110111111110011111011110110101100110111110111111111001000011110111100011111001111110001101110101010011111010110111111111011111101111101111101110101011011111011111000110110110110011111001111100101011110101110110111100101111111011101111010101111001011100011111111001111010100010011101001111110010101111111100101111101111111011111101111011101111011110011011100100110010111011111111111010101111010011011101110110111111010101010111110101111101110111111101101100101101011011101110111111111011110100111000110111001110111111110111101001101111011111110111011001011001101011111101111101011111110110011110111111110111111011111101111100011111111110111110111111001101100111101110111110111001011111101101101110111001011011110101111,1110101101111111100111000011110111011001110111001010110111001111011010011110110110111011111111111010010101111011111101111110001110110011110010011100101100101110100001101011110111111101001111011101001011011100110111011101101111011111111111011111111011011011101111101001101010110010111110111001110011111011110110101101110111110111111111001001100110111100011111001011110001101110101010011111110110111111111011011101111111111101110110011011101011111001110110111110011111001111100010011110111110111011100110111111011110111010101111001111110011111111101111011100010011001001101110011101110111100101111111111111011111101111100101111011100011011100100110011001011111001111010110011010011010101110110111111010101010111110111111101001111111101101100111101011101101110111111111011111100111001110111001111011110110111101001101011011110110111011001011001001010111101111101011111110110010110111111110111111011110001111100011111111110111110111110011101100110101110111110111001011101101101101110111001011011111101111,,,31,92,101,10.1,708,56,7,292,45,15
14,52,16,200,1000,1101011100101111111111111110010000101111110111010111100111111111010110101100101111111011010111101010011100111010110101010101011111111111011101101110111101101010101011111010100011001010100101111101011000011110010111111111101111000101110111111101001111010011111100011111000011111010101111110111110001101001110111111110100111111101001111100011111001011011111111101011111111101001111111101011110111111100010010101111010110110000011111111111111011111111110010000011111111101101011111111010011011101110110111111111111010111110010111111110110111110101111000111100011111110101110111011101100010011001011111111111011111110101100100011111111111111111111111000010011011101111111111111101101101111110110111011110111101111001110101000111111111101000111111111111111101100111110011010111101110010001101010101101110100010101100110011110100001001010111011101110011110101100001000010101111111010111111101011101111111100001101111111011111010111001100101111110111001110111111011001011110110001101011000111011101101011010,1101111100101111111111111111010000111111110111010111100111111111010110111101101111111011010111111010011100111010110101010101011101111111011101101111111101101011101111111011100011011010100101111101011100011110010111111111100111000101110111111101011111010011111100011111000011111011101111110111110001111001110111111110100111111101001111100011111001011011111111111011111111101001111111101011010111111101010010111111010110110001011111111111111011111111110010011011111111111101011111111011011011111110110111111101111110111111010111111111110111110101111000111101011111110101110111011101100110011001011111111111011111110101100100010111111111111111111111000011011111101111011111111101101101111110110111011111111101111001110101011111011111111001111111111111011101110111110011010111101110010001101010111101110100010101100110011101100001011010111111111110011110101101000100010101111111010111111001011101111111110000001101111011111010111001100101111111111001110111111111001011110110001101011100111001101101011011,,,5,61,64,6.4,687,15,2,313,49,15
16,60,23,200,1000,0000000000000100001010000010000010000000000100000001100000001000101000000110010000001000001000001000000000010010100000100000100101000000010000000010000100100010010001000001000000000101000000000010100010000001010101000111001101000000010001000000001100001000000100100000001100000001000010101000010100000101000001010000100000000000101000000100001000100001000100000000000000000000000000000000000000000010100000000010000000001000010000010000000000010000100000000000010010000000001010000000100100000000000010000000001000000000000000000001000110000000101001000100000010000000001011000010000000000010010000000000000000010001000000100110000000000000000000001001000001000100100000010000100000000000000001000001101100000000000001100000000000101000110001001000000011000101000000000000000010010000001000001001000000000000001100000100000010100000100000010100000000001101000111110100000010000000000100101001100000000000000100100001100000000100010100010100100010010000000001000000011000000000000000100000000110000111,0000001100100100001110100010001010100000001100110001101000101000101000100110010000101010000000101010000000110011100000100010100101100010010000100010000100100010010001100001101000100101001000100000101010000011011101000111001101000000011000000010001100001010001100100010000100000011001010001010011100000111000001110010100000100010101000100110001000110001001100100000001000100000001000100000001000100000101000100010001000101000011000110000001000110000101000100000010010100000001110100000101100101100001010110000001000100000001000100001000110010000101001100100001110110000001011100010001100100010011000100000001000110001001000100110001000100000001000101001001001100100101000110000101000100000001001100001101100000010001001100010001000101010111001001011001011000111000000100001000010010010000000101011000000100010000100100100001010110000101000110100001000101101001111110110001010000010001100100010100000100010000100100011100000100110010100110111100010110010000001100010011000100010000000100010000110110111,,,2,19,164,16.4,182,10,5,818,154,18
23,95,8,200,1000,0010101111111110101110011110110101001101000011010001001110110100100110100001101100111001011110101110010010001101110111100111010111110101000110011101111011111101100110111101110101001100011111111101111101100111111001001100111011100010100001110110111101011101011110111111000101110011110001100111100010110101010111000000100111101100111100010101101000010111011101011011010001100111101101101111101000000100110000110101101111101001001011101001010000111011111011101010111011111000110111111010000101001111110111100110111111011111010101001010100101010111010111100111110110111001100011010110000111100000110010110110011010101100011111010111101010001111111001101011010101011111111010111001010111110100100111011111000100101111011001010000001101101111110001000101110111011111101110101101100111010111111000100111111101110001111110011011011101111001010011011101111101011101000101100100001111001011110011110100111101100111111111010111001100101011110001101110101111001001111001100110111100011010111110100000100110001101,1010101101111110001110011110010111001101000011011001001110111100100111100001111110111001111110101110110010000101110101101111110101111101100100011101111001111101000110111101110111001100111111111101111111100111111011001100111011100010100011110110111111010101111110110111100111110011110011100111100010111101010111001000100111101100111110010101111000011111111101011011010011101111001111101111001010001100010000111101101111101001001011101001010010111011011011101010111011111000110111111010000111001111110111100110111101011111010111001010100111011111010111100111110110111001100011010110100111100000110010110110111000101100111111011111101010001111111001101011110101011111111000111001110101111100000111011111000110101111011011011000001111100111110011000101110111011111001110101101000111010111111000101111011101111011011110011011011111111001010011010101111101011101100101101100101111001011110001111100111101101111111101011111101100101011110001101010000111011001111001101110111100011010011110101000100110001101,,,1,51,98,9.8,597,32,5,403,66,16
24,87,12,200,1000,0000000001010000100010000000010000001100101010000010010001000000110000000011000000000010000001001000010001110000010100001100000000101000101000000100010110000010010001100101000000000001000000000000001000101010000000010010000000000000000001011000011000000000100011100101001000000000000000010100000100001000000000101011000000000011000100100010010010000100010100001001000100001010100110000000100000000000001001010001010000000000101010000010000001101000001010000011000101000000001000000000100010000000000000110100000001010000000010001010000000000101000010000010001000100010001000111001100000010000100000010010111000000000000001001000100000000000000000010000001010100000000000000000100000000001010000000100001011000000001101000010000000000000100100010100000000000010001101000000001000100000010000000001000000000000011001000000110010010000100000000000000000100000001000000001000100000000101000000011000101000010000001100001000010000111100001000010001000000000000000000000001000000000000001000100010010000010,0000000111010000100110000000010100011100101110000011010101000001110100000011000100011011000001011000010101110000010100011100000100111001101000010101010110010001010001111101000100000001000010010001001100101011000000010010000100010000000101011000011100010000100111100101001100010000000100000101000100001001000100101011000100000011000100100010010110010100010100011001000100001011100110000001100000010001001001010001010000010000101110010010000101111000001110010011000101000001001100000001100110000001000100110101000001010000000110011010000100011101000110000011001100100011001100111001100000010000100100010010111100010000000101001001100100000001000100010001001110100001000100000001100000010010010000010101001011010000001101010010000100000001100100010101000000000011001101010001001000100001010100000001000100000001011001000000110110010001100100000001000000110001001000010001000100010000101100010011000101010010000101100001000110000111100001000011001000010000000101000001001000010001000001011100010110010010,,,0,18,132,13.2,203,3,1,797,129,16
