Logs,GUID,CPU CPI,Error,IP Address,Success,Id,Channel,MAC Address,Request ID,Start Time,Protocol Time,Phases,Phase 1,Phase 2,Phase 3,Predecessors,Bit-1 Sample,End Time,Boot ID,Base Sample,Bit-0 Sample,Warm Start,Tag,Bit-0 Pvalue,Bit-1 Pvalue
out/02-03-15-26/log,02-03-15-26-2,7.892484,,169.254.76.1,1,2,1,F2:D4:FD:99:94:F2,17fe7893-498c-49e9-9988-876062f0c7d2,2021-02-03 23:26:29,30,2,68,2,-1,"02-03-15-16-94,02-03-15-19-60,02-03-15-23-19",out/02-03-15-26/bit1_samples2,2021-02-03 23:27:22,9f2dd30a-cb18-4c9d-be9c-52c56f1f7468,-,-,Yes,DEFAULT,-,-
out/02-03-15-26/log,02-03-15-26-41,7.950256,,169.254.76.1,1,41,2,92:40:41:4D:F7:AB,7d1251af-963b-4d7a-a5c9-d13f19c5273b,2021-02-03 23:26:29,30,2,73,41,-1,"02-03-15-12-80,02-03-15-16-35,02-03-15-19-4,02-03-15-23-1",out/02-03-15-26/bit1_samples41,2021-02-03 23:27:22,ceecdb43-9473-4eb5-b37c-0c13580edf21,-,-,Yes,DEFAULT,-,-
out/02-03-15-26/log,02-03-15-26-63,7.973272,,169.254.76.1,1,63,3,EE:4F:F4:A2:2C:23,d4fdf7d4-d8fc-4032-a35d-bacc87e3ff5c,2021-02-03 23:26:29,30,3,63,46,6,02-03-15-23-74,-,2021-02-03 23:27:22,96f1378d-d42d-4812-9a9f-c28dd5d31550,-,-,Yes,DEFAULT,-,-
out/02-03-15-26/log,02-03-15-26-74,8.396536,,169.254.76.1,1,74,4,06:9A:1A:2E:EA:CC,df135184-ec89-46f8-a0a1-7b7409ded38e,2021-02-03 23:26:29,30,3,74,53,1,"02-03-15-06-61,02-03-15-09-41,02-03-15-12-38,02-03-15-16-1,02-03-15-19-20,02-03-15-23-77",-,2021-02-03 23:27:22,72f1e522-bc91-46aa-80a3-14647f8b3b64,-,out/02-03-15-26/bit0_samples74,Yes,DEFAULT,-,-
out/02-03-15-26/log,02-03-15-26-45,7.925556,,169.254.76.1,1,45,5,02:05:D8:6C:27:5D,918481aa-af10-4ff7-8737-fd1020131a6d,2021-02-03 23:26:29,30,2,45,21,-1,,-,2021-02-03 23:27:22,488ce9d5-b25f-4e4a-a6ad-1209d9aa99ed,-,-,No,DEFAULT,-,-
out/02-03-15-26/log,02-03-15-26-32,7.728990,,169.254.76.1,1,32,-,E2:1A:4B:B0:AB:EB,df78c70b-8fe8-4c9d-bea8-4bbdc776db80,2021-02-03 23:26:29,20,1,32,-1,-1,"02-03-14-35-75,02-03-14-38-91,02-03-14-42-99,02-03-14-45-64,02-03-14-49-85,02-03-14-52-66,02-03-14-55-67,02-03-14-59-87,02-03-15-02-98,02-03-15-06-52,02-03-15-09-54,02-03-15-12-33,02-03-15-16-31,02-03-15-19-95,02-03-15-23-73",-,2021-02-03 23:27:03,081c28a9-3d5c-4db1-8b4c-4a67ade8bb54,-,-,Yes,DEFAULT,-,-
out/02-03-15-26/log,02-03-15-26-92,7.827841,,169.254.76.1,1,92,-,8A:0E:A3:63:61:24,e7124fa4-45e5-4b53-9902-a0ff3bafd0b3,2021-02-03 23:26:29,20,1,92,-1,-1,"02-03-15-12-14,02-03-15-16-99,02-03-15-19-69,02-03-15-23-87",-,2021-02-03 23:27:03,ce7396de-0b63-4663-9269-fe107990d01f,-,-,Yes,DEFAULT,-,-
out/02-03-15-26/log,02-03-15-26-5,7.841545,,169.254.76.1,1,5,6,32:30:5A:1B:47:A4,094b5057-6719-4a9c-a415-994d3c42516c,2021-02-03 23:26:29,30,2,47,5,-1,"02-03-14-59-56,02-03-15-02-100,02-03-15-06-79,02-03-15-09-91,02-03-15-12-92,02-03-15-16-58,02-03-15-19-13,02-03-15-23-42",out/02-03-15-26/bit1_samples5,2021-02-03 23:27:22,20b0e900-f097-44db-9fbd-d6c18c10ac3d,-,-,Yes,DEFAULT,-,-
out/02-03-15-26/log,02-03-15-26-91,8.368956,,169.254.76.1,1,91,7,F6:89:16:09:BE:5B,babaf4ab-6db4-4a49-a5e2-d75903579985,2021-02-03 23:26:29,30,2,91,69,-1,02-03-15-23-11,-,2021-02-03 23:27:22,54adeea6-d952-4210-bfd2-2fc1bd674870,-,out/02-03-15-26/bit0_samples91,Yes,DEFAULT,-,-
out/02-03-15-26/log,02-03-15-26-1,7.951085,,169.254.76.1,1,1,-,BE:F0:CF:23:94:61,c34a1710-a607-48c2-9ed0-055d18ee9085,2021-02-03 23:26:29,30,3,74,53,1,"02-03-15-19-23,02-03-15-23-28",-,2021-02-03 23:27:13,ef730b4c-fb02-41d4-81fe-5d2615686f6b,-,-,Yes,DEFAULT,-,-
out/02-03-15-26/log,02-03-15-26-61,8.055570,,169.254.76.1,1,61,8,2E:1E:0A:A6:88:E7,ea8730cd-f3d9-419f-b2c1-f22e5d6029a9,2021-02-03 23:26:29,30,2,61,56,-1,02-03-15-23-59,-,2021-02-03 23:27:22,3962f31e-dfd8-474f-8076-fb666c40155e,-,-,Yes,DEFAULT,-,-
out/02-03-15-26/log,02-03-15-26-29,8.231124,,169.254.76.1,1,29,-,86:29:A8:3F:F5:30,794a1a2e-ad8b-44c9-a2df-26d709af6225,2021-02-03 23:26:29,20,1,29,-1,-1,"02-03-15-06-91,02-03-15-09-95,02-03-15-12-75,02-03-15-16-53,02-03-15-19-75,02-03-15-23-58",-,2021-02-03 23:27:03,d1c4f113-3be8-424f-9643-ef9227900a52,-,-,Yes,DEFAULT,-,-
out/02-03-15-26/log,02-03-15-26-62,7.763110,,169.254.76.1,1,62,-,32:C3:F8:D3:A0:16,1c4ebff0-7798-44b7-a061-24440c5ea955,2021-02-03 23:26:29,20,1,62,-1,-1,"02-03-15-02-47,02-03-15-06-75,02-03-15-09-77,02-03-15-12-89,02-03-15-16-72,02-03-15-19-56,02-03-15-23-38",-,2021-02-03 23:27:03,ea640558-4d04-4598-b8f5-d8557fb86527,-,-,Yes,DEFAULT,-,-
out/02-03-15-26/log,02-03-15-26-67,7.605212,,169.254.76.1,1,67,-,EA:54:5F:19:3E:9E,69519679-c6d3-4691-a2dc-c507c0be9a06,2021-02-03 23:26:29,20,1,67,-1,-1,"02-03-14-52-98,02-03-14-55-89,02-03-14-59-53,02-03-15-02-81,02-03-15-06-98,02-03-15-09-40,02-03-15-12-74,02-03-15-16-14,02-03-15-19-94,02-03-15-23-76",-,2021-02-03 23:27:03,1548e860-682b-4d41-8148-d3a1041658a7,-,-,Yes,DEFAULT,-,-
out/02-03-15-26/log,02-03-15-26-48,7.869672,,169.254.76.1,1,48,9,F6:D0:9C:37:10:D3,a398cb0e-5a5f-4d0c-a44b-cab1a0d3582f,2021-02-03 23:26:29,30,2,59,48,-1,"02-03-14-35-94,02-03-14-38-60,02-03-14-42-93,02-03-14-45-74,02-03-14-49-86,02-03-14-52-25,02-03-14-55-25,02-03-14-59-54,02-03-15-02-58,02-03-15-06-38,02-03-15-09-69,02-03-15-12-90,02-03-15-16-100,02-03-15-19-10,02-03-15-23-6",out/02-03-15-26/bit1_samples48,2021-02-03 23:27:22,1dc0d67e-34c2-481f-9128-721377ae88f9,-,-,Yes,DEFAULT,-,-
out/02-03-15-26/log,02-03-15-26-24,7.859741,,169.254.76.1,1,24,-,4E:F5:6D:EC:9D:F2,1a7e84a2-d96a-4de2-8d22-01f23db2fa50,2021-02-03 23:26:29,20,1,24,-1,-1,"02-03-15-09-68,02-03-15-12-87,02-03-15-16-51,02-03-15-19-62,02-03-15-23-100",-,2021-02-03 23:27:03,124d3fda-f204-4b7e-9ed5-41ea4af530e4,-,-,Yes,DEFAULT,-,-
out/02-03-15-26/log,02-03-15-26-22,7.768196,,169.254.76.1,1,22,-,9E:F8:C7:82:14:03,e0e564a9-60dc-40dd-b018-5aab9465f663,2021-02-03 23:26:29,20,1,22,-1,-1,"02-03-14-15-9,02-03-14-18-36,02-03-14-22-84,02-03-14-25-94,02-03-14-28-60,02-03-14-32-78,02-03-14-35-52,02-03-14-38-64,02-03-14-42-87,02-03-14-45-68,02-03-14-49-72,02-03-14-52-99,02-03-14-55-75,02-03-14-59-66,02-03-15-02-84,02-03-15-06-83,02-03-15-09-80,02-03-15-12-70,02-03-15-16-66,02-03-15-19-85,02-03-15-23-90",-,2021-02-03 23:27:03,ee01af0d-4ee6-4c6d-bcfc-0f031ff3fd7f,-,-,Yes,DEFAULT,-,-
out/02-03-15-26/log,02-03-15-26-53,7.869018,,169.254.76.1,1,53,4,42:F9:74:3E:9D:B7,b887675f-b90a-42a2-bdf9-8c60b5029405,2021-02-03 23:26:29,30,3,74,53,1,"02-03-15-06-99,02-03-15-09-47,02-03-15-12-36,02-03-15-16-30,02-03-15-19-26,02-03-15-23-40",out/02-03-15-26/bit1_samples53,2021-02-03 23:27:22,13a145ad-18cc-462c-a577-472db25517bc,-,-,Yes,DEFAULT,-,-
out/02-03-15-26/log,02-03-15-26-65,7.873259,,169.254.76.1,1,65,10,FE:76:F7:2E:DA:03,9bec09e0-d8d1-4d86-9ad4-3299bdce5c68,2021-02-03 23:26:29,30,2,65,58,-1,"02-03-15-12-93,02-03-15-16-9,02-03-15-19-7,02-03-15-23-46",-,2021-02-03 23:27:22,ec75821c-7052-4e51-bd2b-37518d9f9237,-,-,Yes,DEFAULT,-,-
out/02-03-15-26/log,02-03-15-26-39,7.847355,,169.254.76.1,1,39,11,96:24:F2:7E:0E:2A,8e21a9a4-1637-45e8-927e-27843a45ab7f,2021-02-03 23:26:29,30,2,51,39,-1,02-03-15-23-37,out/02-03-15-26/bit1_samples39,2021-02-03 23:27:22,1f9403da-d895-4790-80da-f2b0c44103b4,-,-,Yes,DEFAULT,-,-
out/02-03-15-26/log,02-03-15-26-37,7.987364,,169.254.76.1,1,37,12,1E:F7:44:A2:73:6C,813c4185-ea52-4b45-bdb4-4a6182e737e6,2021-02-03 23:26:29,30,2,37,7,-1,"02-03-15-16-96,02-03-15-19-17,02-03-15-23-47",-,2021-02-03 23:27:22,f6e59384-ec54-4736-a1fc-7f1a0b945003,-,out/02-03-15-26/bit0_samples37,Yes,DEFAULT,-,-
out/02-03-15-26/log,02-03-15-26-17,7.938918,,169.254.76.1,1,17,13,7A:7D:EE:1B:58:41,7421b3e8-9151-417b-9a3f-03826680f418,2021-02-03 23:26:29,30,3,42,17,4,"02-03-15-16-76,02-03-15-19-3,02-03-15-23-10",out/02-03-15-26/bit1_samples17,2021-02-03 23:27:22,70a7abcb-d373-43a2-8bda-f0447d91069a,-,-,Yes,DEFAULT,-,-
out/02-03-15-26/log,02-03-15-26-52,7.994594,,169.254.76.1,1,52,14,E2:45:57:DB:CF:B1,d55ae28b-ea13-4387-9eb4-b744686e6469,2021-02-03 23:26:29,30,2,52,16,-1,"02-03-15-16-15,02-03-15-19-36,02-03-15-23-29",-,2021-02-03 23:27:22,cb9d531d-d672-464f-ad80-0ca7e0707b3a,-,-,Yes,DEFAULT,-,-
out/02-03-15-26/log,02-03-15-26-4,7.838388,,169.254.76.1,1,4,-,E6:B5:C3:4E:C4:0E,27709e7a-56fd-46d0-b77a-57eff2fc35e2,2021-02-03 23:26:29,30,3,42,17,4,"02-03-15-16-98,02-03-15-19-34,02-03-15-23-13",-,2021-02-03 23:27:13,d863c361-3934-4796-aa7b-631c6e911a0b,-,-,Yes,DEFAULT,-,-
out/02-03-15-26/log,02-03-15-26-64,7.778637,,169.254.76.1,1,64,-,A2:5F:C1:C8:5B:0F,321e8ec2-e356-4158-a706-6b8558ff9d3f,2021-02-03 23:26:29,20,1,64,-1,-1,"02-03-15-12-34,02-03-15-16-74,02-03-15-19-90,02-03-15-23-63",-,2021-02-03 23:27:03,8868b740-00e4-4f0e-ac6a-9ad8d9159327,-,-,Yes,DEFAULT,-,-
out/02-03-15-26/log,02-03-15-26-66,7.735973,,169.254.76.1,1,66,-,5E:B1:2F:D5:60:ED,559ca581-62ac-4f15-9a41-b692e147321b,2021-02-03 23:26:29,20,1,66,-1,-1,"02-03-14-55-54,02-03-14-59-82,02-03-15-02-1,02-03-15-06-80,02-03-15-09-88,02-03-15-12-59,02-03-15-16-8,02-03-15-19-25,02-03-15-23-80",-,2021-02-03 23:27:03,ddc229ea-373b-4d39-91cf-4f5934e8832a,-,-,Yes,DEFAULT,-,-
out/02-03-15-26/log,02-03-15-26-76,7.893058,,169.254.76.1,1,76,-,A6:9B:18:88:83:5F,4cf38ff0-841c-4079-b844-fdbfb32e5f6f,2021-02-03 23:26:29,20,1,76,-1,-1,"02-03-14-55-94,02-03-14-59-41,02-03-15-02-40,02-03-15-06-49,02-03-15-09-75,02-03-15-12-50,02-03-15-16-16,02-03-15-19-46,02-03-15-23-24",-,2021-02-03 23:27:03,24f6fab7-5283-4295-81ad-04b88116cde8,-,-,Yes,DEFAULT,-,-
