Logs,GUID,Error,IP Address,Success,Id,CPU CPI,MAC Address,Request ID,Start Time,Protocol Time,Phases,Phase 1,Phase 2,Phase 3,End Time,Boot ID,Predecessors,Base Sample,Bit-1 Sample,Bit-0 Sample,Warm Start,Tag,Channel,Bit-0 Pvalue,Bit-1 Pvalue
out/02-03-18-34/log,02-03-18-34-59,,169.254.76.1,1,59,7.890117,42:95:7D:9B:B3:F0,4e651940-f54e-40d6-9699-f8c9dfecbc51,2021-02-04 02:34:06,30,3,94,83,59,2021-02-04 02:34:50,ea5cf9d3-7e76-4679-bfd9-ac4f6996292d,02-03-18-30-37,-,-,-,Yes,DEFAULT,-,-,-
out/02-03-18-34/log,02-03-18-34-88,,169.254.76.1,1,88,8.331707,6E:42:ED:DF:C8:6A,b82c4e47-c8d2-4c55-83df-0624c0d5fed6,2021-02-04 02:34:06,20,1,88,-1,-1,2021-02-04 02:34:40,5380097f-e7dd-4c62-9360-22247158e7b3,"02-03-17-50-83,02-03-17-53-78,02-03-17-56-79,02-03-18-00-95,02-03-18-03-82,02-03-18-06-21,02-03-18-10-87,02-03-18-13-22,02-03-18-17-76,02-03-18-20-95,02-03-18-23-52,02-03-18-27-52,02-03-18-30-54",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-18-34/log,02-03-18-34-5,,169.254.76.1,1,5,7.760867,26:FB:13:42:AC:83,904f3892-dc7f-4ed3-a661-04da09f54705,2021-02-04 02:34:06,30,3,127,1018,5,2021-02-04 02:34:50,8890c122-27c2-4325-9243-f31b232f95d3,"02-03-18-03-73,02-03-18-06-31,02-03-18-10-12,02-03-18-13-40,02-03-18-17-21,02-03-18-20-16,02-03-18-23-82,02-03-18-27-6,02-03-18-30-26",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-18-34/log,02-03-18-34-54,,169.254.76.1,1,54,7.779390,6E:E7:2F:E5:13:E4,e5cafc83-a068-4ff3-9836-1d056eec0ec9,2021-02-04 02:34:06,30,3,94,83,59,2021-02-04 02:34:50,e8be4ccb-d601-48c3-beaa-03340e9dfef6,"02-03-18-20-87,02-03-18-23-50,02-03-18-27-80,02-03-18-30-6",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-18-34/log,02-03-18-34-20,,169.254.76.1,1,20,7.687654,B6:00:24:59:43:9C,d374b771-80d0-4f92-90fe-ca72985ab1b1,2021-02-04 02:34:06,30,3,42,25,20,2021-02-04 02:34:50,7e8cd3e6-e169-4c0b-962a-d3a38f93d208,"02-03-17-39-18,02-03-17-43-58,02-03-17-46-57,02-03-17-50-62,02-03-17-53-42,02-03-17-56-19,02-03-18-00-13,02-03-18-03-62,02-03-18-06-53,02-03-18-10-89,02-03-18-13-12,02-03-18-17-53,02-03-18-20-59,02-03-18-23-79,02-03-18-27-43,02-03-18-30-62",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-18-34/log,02-03-18-34-8,,169.254.76.1,1,8,7.942196,4E:9D:A5:49:DA:75,34814d47-341a-450f-93d4-59978fe14885,2021-02-04 02:34:06,30,3,85,56,53,2021-02-04 02:34:50,6b022d37-a879-423c-b406-d3870e6baa59,"02-03-17-56-15,02-03-18-00-73,02-03-18-03-67,02-03-18-06-68,02-03-18-10-11,02-03-18-13-33,02-03-18-17-46,02-03-18-20-74,02-03-18-23-13,02-03-18-27-32,02-03-18-30-56",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-18-34/log,02-03-18-34-11,,169.254.76.1,1,11,7.843619,4E:09:7B:22:25:EC,4aa7125d-82a8-4267-8093-33743b10b724,2021-02-04 02:34:06,20,1,11,-1,-1,2021-02-04 02:34:40,116844bf-4bd7-4fa6-8df2-b8e9a8696cc4,"02-03-17-06-48,02-03-17-08-31,02-03-17-09-94,02-03-17-12-89,02-03-17-16-100,02-03-17-19-47,02-03-17-22-12,02-03-17-26-62,02-03-17-29-55,02-03-17-33-43,02-03-17-36-95,02-03-17-39-68,02-03-17-43-82,02-03-17-46-76,02-03-17-50-73,02-03-17-53-45,02-03-17-56-74,02-03-18-00-97,02-03-18-03-94,02-03-18-06-64,02-03-18-10-47,02-03-18-13-74,02-03-18-17-64,02-03-18-20-76,02-03-18-23-72,02-03-18-27-82,02-03-18-30-93",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-18-34/log,02-03-18-34-71,,169.254.76.1,1,71,7.743735,7E:95:5D:13:0D:1C,ae52fbcf-981f-42e1-9a1c-58bc1d0c1276,2021-02-04 02:34:06,20,1,71,-1,-1,2021-02-04 02:34:40,b6ff708b-a867-4b7c-a366-5a1d7f020143,"02-03-17-56-89,02-03-18-00-76,02-03-18-03-22,02-03-18-06-27,02-03-18-10-8,02-03-18-13-6,02-03-18-17-87,02-03-18-20-77,02-03-18-23-100,02-03-18-27-5,02-03-18-30-69",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-18-34/log,02-03-18-34-14,,169.254.76.1,1,14,7.780233,E6:CD:DC:3E:1F:34,93e3de8a-4bc9-4888-b84b-779698c4e4cd,2021-02-04 02:34:06,30,3,94,83,59,2021-02-04 02:34:50,62892742-5aba-43b7-bad9-f1ee84ada286,,-,-,-,No,DEFAULT,-,-,-
out/02-03-18-34/log,02-03-18-34-53,,169.254.76.1,1,53,7.783070,02:02:30:6F:55:11,e6a685d4-e621-48e5-9f90-fd0082dc4aa2,2021-02-04 02:34:06,30,3,85,56,53,2021-02-04 02:34:50,a164a02a-6315-4987-a61c-3287573c3c60,"02-03-18-10-42,02-03-18-13-21,02-03-18-17-50,02-03-18-20-97,02-03-18-23-54,02-03-18-27-93,02-03-18-30-8",-,-,-,Yes,DEFAULT,-,-,-
