Logs,Boot ID,MAC Address,Phase 3,Phase 2,Phase 5,Phase 1,Phases,Start Time,Phase 4,End Time,Id,Request ID,Success,Error,Base Sample,Bit Sample
out/08-20-13-59/log,c44e29fc-a522-4996-9200-e465022d556f,A2:51:B8:E9:45:89,36,18,36,36,5,2020-08-20 20:59:59,36,2020-08-20 21:01:17,18,1b572586-fb98-4d04-9aa9-a51a2f0769a4,1,,-,-
out/08-20-13-59/log,a22a2514-16f4-4be6-bc13-21c779910208,FA:B1:B9:5E:18:9A,1,1,1,1,5,2020-08-20 20:59:58,1,2020-08-20 21:01:18,1,28cc7af8-ec4a-45ba-82e0-9077386c4989,1,,-,-
out/08-20-13-59/log,a15e67e8-3417-442d-9a11-e4981d4b53f8,FA:EA:0C:CC:8A:C3,9,9,9,9,5,2020-08-20 20:59:59,9,2020-08-20 21:01:18,9,1fe68f1d-f7ef-4cc8-87a8-86f507866f5e,1,,-,-
out/08-20-13-59/log,dd66011f-cae8-4299-b690-0cbc0f49f06a,1E:63:F5:B8:EC:3D,63,71,71,67,5,2020-08-20 20:59:59,96,2020-08-20 21:01:18,63,b4176ef5-72a3-498b-a0b4-a2c209a0b6e2,1,,-,-
out/08-20-13-59/log,29fd08ae-c02d-411d-af3f-0310883596a5,72:49:1F:7D:47:3F,98,98,98,98,5,2020-08-20 20:59:59,98,2020-08-20 21:01:17,98,641072f0-3706-4c21-9baf-02320808ecfe,1,,-,-
out/08-20-13-59/log,ab8f9f3e-72c5-42ae-ae89-2ee7c3992375,16:B5:8D:33:B1:66,80,86,92,94,5,2020-08-20 20:59:59,80,2020-08-20 21:01:17,80,510f7d49-e2a8-4a18-b6fd-4450d17b4ea5,1,,-,-
out/08-20-13-59/log,241754b3-9095-4d57-932e-8f48a2857c5d,76:C8:A5:EF:6C:30,94,94,94,94,5,2020-08-20 20:59:59,94,2020-08-20 21:01:17,94,ca98bc7e-64d5-4073-a3bf-6e042f742d2d,1,,-,-
out/08-20-13-59/log,16502271-8042-450a-a2df-e9c67177b3c1,F6:87:70:AA:0A:D8,10,10,10,10,5,2020-08-20 20:59:58,10,2020-08-20 21:01:17,10,777bca5f-aa98-441d-9674-25288df71612,1,,-,-
out/08-20-13-59/log,944f623a-dddb-4d41-9d45-4570c3d617bd,12:98:46:6B:26:28,97,97,97,97,5,2020-08-20 20:59:59,97,2020-08-20 21:01:18,97,7a340a06-82ea-4a48-9a9d-15397eca7a6c,1,,-,-
out/08-20-13-59/log,69f55c7f-1cd6-42e4-a23d-b0b153a2d7f2,96:87:7F:B9:4B:78,66,66,118,66,5,2020-08-20 20:59:59,86,2020-08-20 21:01:17,66,b83722f4-8bc3-4a41-95e0-e26997fcedfb,1,,-,-
out/08-20-13-59/log,2637e6f6-6a76-4a9a-a1a4-ef05910d6d61,4A:96:21:C5:7D:6B,88,88,88,88,5,2020-08-20 20:59:59,88,2020-08-20 21:01:17,88,0d1ad28a-e322-4446-9d0e-a15d7d47240c,1,,-,-
out/08-20-13-59/log,f21cc84f-4530-451b-bebd-a6fca891112f,6E:5B:12:39:95:59,77,77,78,77,5,2020-08-20 20:59:59,69,2020-08-20 21:01:17,20,e5490390-2347-4636-947d-de8f4492aa38,1,,-,-
out/08-20-13-59/log,05a0b676-bbdf-44e6-b9eb-892748190547,12:53:20:31:B4:62,46,46,46,46,5,2020-08-20 20:59:59,46,2020-08-20 21:01:17,46,ead4cb97-fdae-4e40-9a7b-6e96e910c491,1,,-,-
out/08-20-13-59/log,6ddabf3c-f94c-4cbe-8f37-384c2eea862a,1E:53:98:B2:8E:89,64,59,59,59,5,2020-08-20 20:59:59,59,2020-08-20 21:01:18,59,25cd401f-d477-4c38-bb6a-4e0e4de72fd0,1,,-,-
out/08-20-13-59/log,9a6ba660-5cb8-4fd5-9583-4d4c40b8e8f5,96:5E:C2:BB:97:D0,86,86,86,86,5,2020-08-20 20:59:59,86,2020-08-20 21:01:17,86,07d051d4-75a8-49dc-8cca-3d09c45bdb37,1,,-,-
out/08-20-13-59/log,706909af-b0a0-4786-bf6c-4c36e0e1f07c,76:B6:D4:03:40:4C,38,38,38,38,5,2020-08-20 20:59:59,38,2020-08-20 21:01:17,38,42199827-b18b-4c30-870e-85d29f9f83c0,1,,-,-
out/08-20-13-59/log,9f21afd0-0e7f-4313-a1bc-e820165fb548,C6:78:33:7F:EF:E9,75,75,75,75,5,2020-08-20 20:59:59,75,2020-08-20 21:01:18,75,632d37ad-08c3-40f0-bce7-f502dd2436c2,1,,-,-
out/08-20-13-59/log,832eb9f5-5a7f-4f11-b698-6f71f50d17de,7A:FD:A9:8B:85:FD,60,60,60,60,5,2020-08-20 20:59:59,60,2020-08-20 21:01:17,60,4c48abb4-a7a3-4a25-901c-a6cf7f53e5eb,1,,-,-
out/08-20-13-59/log,977a91b7-b793-4c77-9884-4b21d2466076,5A:50:B6:B2:41:76,61,61,61,61,5,2020-08-20 20:59:59,61,2020-08-20 21:01:18,61,34c04349-f748-4190-bc23-501c64b29446,1,,-,-
out/08-20-13-59/log,1e91f958-50a4-40ea-870b-67f783501b70,0A:53:BF:07:DC:1E,23,23,23,23,5,2020-08-20 20:59:59,23,2020-08-20 21:01:18,23,b86a35c5-60cb-42d5-9c5c-65b6a3c810d9,1,,-,-
