Logs,Predecessors,Boot ID,MAC Address,Phase 1,Phases,Start Time,End Time,Id,Request ID,Success,Error,Base Sample,Bit-1 Sample,Bit-0 Sample,Warm Start
out/09-12-01-36/log,,56787579-15c1-4ee8-857c-9b872dcf37e7,32:4D:0A:7E:64:03,413,1,2020-09-12 08:36:28,2020-09-12 08:37:36,413,7a9c3ade-88d2-4785-823c-7ac78a8ba2b2,1,,-,-,-,No
out/09-12-01-36/log,,87868efc-8702-4da9-be86-3fa228901af8,BE:0F:D0:32:F5:58,9,1,2020-09-12 08:36:28,2020-09-12 08:37:36,9,f29cace8-f340-4046-8206-b3f8cb65f628,1,,-,-,-,No
out/09-12-01-36/log,,1cd094f1-3fa4-440a-8434-87e3100c0c4a,FE:07:DC:D1:55:A7,30,1,2020-09-12 08:36:28,2020-09-12 08:37:36,30,9ae4047c-f3cd-4b5b-97c5-5ba4bda78d5a,1,,-,-,-,No
out/09-12-01-36/log,,460dee3a-1a3a-45bf-84c1-d22b6016de28,F2:1E:56:85:30:27,425,1,2020-09-12 08:36:28,2020-09-12 08:37:36,425,d66f42ff-bbe9-4073-905b-ccb164b94df6,1,,-,-,-,No
out/09-12-01-36/log,,5217d3db-552d-40d4-ac24-eb2e2104f1d8,46:51:C5:28:46:97,389,1,2020-09-12 08:36:28,2020-09-12 08:37:36,389,8f7d3321-7800-4dc7-b99c-70ad04a8e06f,1,,-,-,-,No
out/09-12-01-36/log,,24b324f4-9431-46ec-933e-24458d96d1be,0E:F3:52:0C:16:6C,176,1,2020-09-12 08:36:28,2020-09-12 08:37:36,176,b5ecb9bd-3562-4b39-a971-3eb12e080562,1,,-,-,-,No
out/09-12-01-36/log,"09-12-01-16-338,09-12-01-34-27",8279f3b8-9125-41e4-ac1a-ea3007e9c793,52:46:DD:C2:06:0E,4,1,2020-09-12 08:36:27,2020-09-12 08:37:36,4,a317da84-a6fa-48c8-a349-a4c4914273c9,1,,-,-,-,Yes
out/09-12-01-36/log,,c59cf5b8-840d-43be-b1a3-a8152016544d,82:76:52:25:95:4A,401,1,2020-09-12 08:36:28,2020-09-12 08:37:36,401,f0709a15-bbeb-451d-aed3-cf0afb50ccf0,1,,-,-,-,No
out/09-12-01-36/log,,20b8ab1c-2314-45f1-824e-123414073220,A2:79:FC:5F:CD:CF,461,1,2020-09-12 08:36:28,2020-09-12 08:37:36,461,8711f022-e4cf-4e08-9167-65ea7379c70a,1,,-,-,-,No
out/09-12-01-36/log,"09-12-01-16-587,09-12-01-34-43",cebefd67-5650-4b48-8e5b-0d722c720222,EE:1C:CA:EC:61:B8,53,1,2020-09-12 08:36:27,2020-09-12 08:37:36,53,03de6542-bac0-42c3-be80-89303ba39b36,1,,-,-,-,Yes
