GUID,CPU CPI,Success,Id,Boot ID,End Time,Request ID,Start Time,Phases,Phase 1,Phase 2,Phase 3,Logs,Base Sample,Predecessors,Bit-1 Sample,IP Address,Bit-0 Sample,Bit-1 Pvalue,Error,Bit-0 Pvalue,MAC Address,Warm Start,Account
10-15-04-08-513,8.284379,1,513,8eb0e88c-836c-4b27-a9d0-a9fb7537e953,2020-10-15 11:10:03,50afba8d-7968-4a75-b0b8-63dda9e9c942,2020-10-15 11:08:04,3,513,513,513,out/10-15-04-08/log,out/10-15-04-08/base_samples513,,out/10-15-04-08/bit1_samples513,169.254.76.1,out/10-15-04-08/bit0_samples513,0,,0.34341206435364,42:23:54:AE:9B:8B,No,017371402075
10-15-04-08-659,7.958500,1,659,f88aecd7-93b7-4cd1-89aa-c6a9aa447f7a,2020-10-15 11:10:03,caceeabb-24f4-4d66-b58d-2e8ac788c257,2020-10-15 11:08:04,3,804,804,804,out/10-15-04-08/log,out/10-15-04-08/base_samples659,,out/10-15-04-08/bit1_samples659,169.254.76.1,out/10-15-04-08/bit0_samples659,6.19011038349729,,0.72888609412001,9E:F3:F2:2D:64:1E,No,017371402075
10-15-04-08-487,7.876101,1,487,ed2dff7d-13af-41ca-a80f-b0e7d61e1e26,2020-10-15 11:10:03,bc3b1141-50d8-431f-927c-367810af461d,2020-10-15 11:08:04,3,542,542,542,out/10-15-04-08/log,out/10-15-04-08/base_samples487,,out/10-15-04-08/bit1_samples487,169.254.76.1,out/10-15-04-08/bit0_samples487,6.05229900548374,,0.478394416188399,22:70:7A:3A:2F:A0,No,017371402075
10-15-04-08-490,7.978706,1,490,b8d26bf4-bc2c-428e-8c47-a8e7164da986,2020-10-15 11:10:03,02ec9ace-f854-482d-9d4a-78244873ac46,2020-10-15 11:08:04,3,918,918,918,out/10-15-04-08/log,out/10-15-04-08/base_samples490,,out/10-15-04-08/bit1_samples490,169.254.76.1,out/10-15-04-08/bit0_samples490,7.61192710840945,,0.704148235976924,CA:D4:EB:5E:F8:BE,No,017371402075
10-15-04-08-571,8.113747,1,571,7a74ad11-0d45-4f36-94e4-c7d4be2edbec,2020-10-15 11:10:03,b7698f63-513b-4349-ad00-7c2d71734d1f,2020-10-15 11:08:04,3,571,571,571,out/10-15-04-08/log,out/10-15-04-08/base_samples571,,out/10-15-04-08/bit1_samples571,169.254.76.1,out/10-15-04-08/bit0_samples571,0,,0.403115740306469,8A:3A:65:A6:B4:AD,No,017371402075
10-15-04-08-525,7.929875,1,525,89e8f278-a581-4e1c-911c-a9f0f153b50a,2020-10-15 11:10:03,915bd757-cc4f-4928-9bf4-8e436172b9dc,2020-10-15 11:08:04,3,789,789,789,out/10-15-04-08/log,out/10-15-04-08/base_samples525,,out/10-15-04-08/bit1_samples525,169.254.76.1,out/10-15-04-08/bit0_samples525,5.68222428891305,,0.310724006153371,C6:7C:B4:F6:09:17,No,017371402075
10-15-04-08-556,7.907381,1,556,be3ce44c-f760-4269-a432-f9fc6327f1c4,2020-10-15 11:10:03,cf64d165-a7d1-4f0d-89f3-266d8783cca8,2020-10-15 11:08:04,3,931,931,931,out/10-15-04-08/log,out/10-15-04-08/base_samples556,,out/10-15-04-08/bit1_samples556,169.254.76.1,out/10-15-04-08/bit0_samples556,5.57505899753033,,0.53195138997197,C2:96:FC:C0:FE:75,No,017371402075
10-15-04-08-535,8.144333,1,535,e78cb7a2-c644-4dda-9e40-21c31d472b89,2020-10-15 11:10:03,0490c94e-3fcc-437b-9157-a7a9efa3b60a,2020-10-15 11:08:04,3,995,995,995,out/10-15-04-08/log,out/10-15-04-08/base_samples535,,out/10-15-04-08/bit1_samples535,169.254.76.1,out/10-15-04-08/bit0_samples535,6.52798038878458,,0.636720314787163,6E:30:4C:DD:DB:70,No,017371402075
10-15-04-08-546,7.987800,1,546,84ac2f93-c4d8-40e6-936d-06e1765c9cda,2020-10-15 11:10:03,b62cd245-fe56-4fff-9102-f25c0dd818a1,2020-10-15 11:08:04,3,845,845,845,out/10-15-04-08/log,out/10-15-04-08/base_samples546,,out/10-15-04-08/bit1_samples546,169.254.76.1,out/10-15-04-08/bit0_samples546,5.66969365542731,,0.817334804327332,FA:88:CF:47:5F:07,No,017371402075
10-15-04-08-494,7.876546,1,494,87d99083-e128-4037-9673-0f05fb982b18,2020-10-15 11:10:03,2d87ba8e-d2bf-43dc-96da-5f68a5d11912,2020-10-15 11:08:04,3,873,873,873,out/10-15-04-08/log,out/10-15-04-08/base_samples494,,out/10-15-04-08/bit1_samples494,169.254.76.1,out/10-15-04-08/bit0_samples494,5.9856069972421,,0.167119809127359,0A:73:45:21:32:C5,No,017371402075
