GUID,Success,Id,Boot ID,End Time,Request ID,Start Time,Phases,Phase 1,Phase 2,Phase 3,Logs,Base Sample,Predecessors,Bit-1 Sample,Bit-0 Sample,Bit-1 Pvalue,Error,Bit-0 Pvalue,MAC Address,Warm Start
09-22-00-29-100,1,100,5cd4f2ad-1b63-42b9-b1c5-4af1ea78b77f,2020-09-22 07:30:51,ea54fcf1-6c3c-4ed3-b8b2-823d55b0d633,2020-09-22 07:29:51,3,100,100,100,out/09-22-00-29/log,out/09-22-00-29/base_samples100,,out/09-22-00-29/bit1_samples100,out/09-22-00-29/bit0_samples100,0,,0.342775756751617,12:E3:CA:E2:32:63,No
09-22-00-29-84,1,84,d3043efb-373c-49c8-9290-46b15586bfa4,2020-09-22 07:30:50,21fff204-cbdd-42dd-8437-e10d6e0172c8,2020-09-22 07:29:51,3,84,84,84,out/09-22-00-29/log,out/09-22-00-29/base_samples84,,out/09-22-00-29/bit1_samples84,out/09-22-00-29/bit0_samples84,0,,0.24850427630532,92:8D:82:C0:D1:14,No
09-22-00-29-82,1,82,b5611a1a-21c6-42c5-9755-04520d29bea8,2020-09-22 07:30:50,8d6f27cb-d461-46ee-8691-1183f913e910,2020-09-22 07:29:51,3,82,82,82,out/09-22-00-29/log,out/09-22-00-29/base_samples82,,out/09-22-00-29/bit1_samples82,out/09-22-00-29/bit0_samples82,0,,0.277219858496704,B2:C3:D5:34:AA:47,No
09-22-00-29-65,1,65,0d04282a-bd96-45b9-9464-e9bd7fb592c2,2020-09-22 07:30:51,6e0d513b-4797-49fb-9b4c-dbdeceb19792,2020-09-22 07:29:51,3,65,65,65,out/09-22-00-29/log,out/09-22-00-29/base_samples65,,out/09-22-00-29/bit1_samples65,out/09-22-00-29/bit0_samples65,0,,0.499831843861986,86:06:26:8C:13:32,No
09-22-00-29-14,1,14,84e815fc-5c3c-4c56-a1d3-3a5493d9ba93,2020-09-22 07:30:51,7868e9c0-8a32-46ac-9b9a-ea4d4a452354,2020-09-22 07:29:51,3,14,14,14,out/09-22-00-29/log,out/09-22-00-29/base_samples14,,out/09-22-00-29/bit1_samples14,out/09-22-00-29/bit0_samples14,0,,0.140877119329995,4A:03:49:2C:AF:C1,No
09-22-00-29-73,1,73,4f309cdb-45b6-4881-961c-bbee48081fb3,2020-09-22 07:30:51,cb464b2d-8880-4096-9d22-2d4cf0a35917,2020-09-22 07:29:51,3,73,73,73,out/09-22-00-29/log,out/09-22-00-29/base_samples73,,out/09-22-00-29/bit1_samples73,out/09-22-00-29/bit0_samples73,0,,0.165945585801101,FE:E0:10:78:C3:43,No
09-22-00-29-56,1,56,faf33cc3-c30e-460e-b8e1-4bd20c22771b,2020-09-22 07:30:50,cb5f9a31-4c90-4ee2-80ec-26dafe5256e6,2020-09-22 07:29:51,3,56,56,56,out/09-22-00-29/log,out/09-22-00-29/base_samples56,,out/09-22-00-29/bit1_samples56,out/09-22-00-29/bit0_samples56,0,,0.209114948531231,0A:C7:42:42:51:A5,No
09-22-00-29-63,1,63,f0a9a218-e605-45e9-ae55-e79aabba4bfa,2020-09-22 07:30:51,af1ec085-9f99-4892-88f6-aef124d2ec48,2020-09-22 07:29:51,3,63,63,63,out/09-22-00-29/log,out/09-22-00-29/base_samples63,,out/09-22-00-29/bit1_samples63,out/09-22-00-29/bit0_samples63,0,,0.331874822731759,BE:08:0B:E4:8D:C2,No
09-22-00-29-54,1,54,8b42c28f-68a6-4e4d-b20a-ee17b1be26f5,2020-09-22 07:30:51,e11f71a2-5f6a-4ddb-94b1-4eafdf5f8d6a,2020-09-22 07:29:51,3,54,54,54,out/09-22-00-29/log,out/09-22-00-29/base_samples54,,out/09-22-00-29/bit1_samples54,out/09-22-00-29/bit0_samples54,0,,0.43952614420831,DE:67:9A:AB:A3:0D,No
09-22-00-29-44,1,44,8cf57b7b-6900-48dc-9eeb-9f1591ddc2ce,2020-09-22 07:30:50,647e3eb4-0a46-44a8-8c76-789c7cc08d73,2020-09-22 07:29:51,3,44,44,44,out/09-22-00-29/log,out/09-22-00-29/base_samples44,,out/09-22-00-29/bit1_samples44,out/09-22-00-29/bit0_samples44,0,,0.334508673525762,EE:B4:42:1A:D8:7A,No
09-22-00-29-87,1,87,128976c2-5517-478c-8163-a5231c64c37d,2020-09-22 07:30:51,c428c8bf-c8bb-48da-ac59-3cede5eb2665,2020-09-22 07:29:51,3,87,87,87,out/09-22-00-29/log,out/09-22-00-29/base_samples87,,out/09-22-00-29/bit1_samples87,out/09-22-00-29/bit0_samples87,0,,0.366651518850887,FA:52:27:AA:60:98,No
09-22-00-29-48,1,48,b82ecfa0-23c0-4cef-a115-08bc07aaafb0,2020-09-22 07:30:50,36df9cfb-c47b-449f-863f-34be97b0dbe3,2020-09-22 07:29:51,3,48,48,48,out/09-22-00-29/log,out/09-22-00-29/base_samples48,,out/09-22-00-29/bit1_samples48,out/09-22-00-29/bit0_samples48,0,,0.437223949691949,4A:F4:9F:4D:56:9E,No
09-22-00-29-1,1,1,79e52ea9-d55e-4e5d-91f3-3f38c67ae841,2020-09-22 07:30:51,45a8c383-d121-45df-a9b0-140e5d9ae45a,2020-09-22 07:29:51,3,1,1,1,out/09-22-00-29/log,out/09-22-00-29/base_samples1,,out/09-22-00-29/bit1_samples1,out/09-22-00-29/bit0_samples1,0,,0.376361774372215,B6:1F:56:D4:DF:2A,No
09-22-00-29-43,1,43,780d6511-2728-4994-8e23-4fd3e06c8735,2020-09-22 07:30:50,a3bde058-7d33-4b5e-9fb8-a4a94f24ba5e,2020-09-22 07:29:51,3,43,43,43,out/09-22-00-29/log,out/09-22-00-29/base_samples43,,out/09-22-00-29/bit1_samples43,out/09-22-00-29/bit0_samples43,0,,0.222902201583094,CA:CD:47:08:B9:C2,No
