GUID,Success,Id,Boot ID,End Time,Request ID,Start Time,Phases,Phase 1,Phase 2,Phase 3,Logs,Base Sample,Predecessors,Bit-1 Sample,Bit-0 Sample,Bit-1 Pvalue,Error,Bit-0 Pvalue,MAC Address,Warm Start,Account
10-09-12-00-963,1,963,a12f2c06-91ef-427c-89e9-528c534be8f9,2020-10-09 19:02:31,e0649217-3332-46c8-986d-b2e99e49aa7a,2020-10-09 19:01:02,3,963,963,963,out/10-09-12-00/log,out/10-09-12-00/base_samples963,,out/10-09-12-00/bit1_samples963,out/10-09-12-00/bit0_samples963,0,,1.08779021986416,26:1D:5A:0D:B5:12,No,017371402075
10-09-12-00-938,1,938,96d53ee5-3e5b-4f37-bbb0-3b159eaa1192,2020-10-09 19:02:31,8d5717c5-041a-4e3b-ba95-393b6857346c,2020-10-09 19:00:56,3,938,938,938,out/10-09-12-00/log,out/10-09-12-00/base_samples938,,out/10-09-12-00/bit1_samples938,out/10-09-12-00/bit0_samples938,0,,1.01130251666166,DE:E8:F9:56:8B:2B,No,017371402075
10-09-12-00-907,1,907,9531aeed-8ec4-4a4e-8651-3b8c270cc7a9,2020-10-09 19:02:31,89eb104a-d4b2-47b2-a123-534d6e5a33bb,2020-10-09 19:00:57,3,907,907,907,out/10-09-12-00/log,out/10-09-12-00/base_samples907,,out/10-09-12-00/bit1_samples907,out/10-09-12-00/bit0_samples907,0,,0.451383862277995,46:8C:6E:8A:11:22,No,017371402075
10-09-12-00-489,1,489,4b0f9111-1154-4b35-b7d8-61075cad3ead,2020-10-09 19:02:31,bcc84b30-b2e2-46e0-b4ce-ebfd38afc3a1,2020-10-09 19:00:37,3,489,489,489,out/10-09-12-00/log,out/10-09-12-00/base_samples489,,out/10-09-12-00/bit1_samples489,out/10-09-12-00/bit0_samples489,0,,0.0928083184264336,0E:EA:85:86:CC:3D,No,017371402075
10-09-12-00-10,1,10,7b749d23-aa5e-4e16-94e8-190359df7f59,2020-10-09 19:02:31,410f790a-43af-4755-87d4-6391e396683d,2020-10-09 19:00:43,3,393,393,393,out/10-09-12-00/log,out/10-09-12-00/base_samples10,,out/10-09-12-00/bit1_samples10,out/10-09-12-00/bit0_samples10,6.69937884010247,,0.337780177338088,26:54:0A:50:B1:1A,No,017371402075
10-09-12-00-926,1,926,480c695b-4fcd-4e75-b10c-e8a48c05065e,2020-10-09 19:02:31,93aff014-d8ce-4349-a9e3-719fddaaec41,2020-10-09 19:00:58,3,930,930,930,out/10-09-12-00/log,out/10-09-12-00/base_samples926,,out/10-09-12-00/bit1_samples926,out/10-09-12-00/bit0_samples926,5.56159131768682,,1.61455685914065,BE:2D:D8:C2:67:DC,No,017371402075
10-09-12-00-614,1,614,33ff3aeb-1476-4f18-949a-f1c058a2fde7,2020-10-09 19:02:31,d6eef7e9-23a0-476c-ae5f-0b089f668aa9,2020-10-09 19:00:44,3,614,614,614,out/10-09-12-00/log,out/10-09-12-00/base_samples614,,out/10-09-12-00/bit1_samples614,out/10-09-12-00/bit0_samples614,0,,0.307857145828484,9A:6B:B8:B6:4D:0C,No,017371402075
10-09-12-00-252,1,252,a6a85860-8cff-48b9-b08d-0cc926231a60,2020-10-09 19:02:31,e5b51b18-305a-429c-b4cd-47e953475d45,2020-10-09 19:00:32,3,252,252,252,out/10-09-12-00/log,out/10-09-12-00/base_samples252,,out/10-09-12-00/bit1_samples252,out/10-09-12-00/bit0_samples252,0,,0.111039687653119,0A:D4:72:19:9C:C8,No,017371402075
10-09-12-00-53,1,53,27fa0e0d-b812-4e98-9274-8b2fd0235a6b,2020-10-09 19:02:31,5f24b9d9-b7da-4e4f-87b9-99bf62ce26ac,2020-10-09 19:00:32,3,612,612,612,out/10-09-12-00/log,out/10-09-12-00/base_samples53,,out/10-09-12-00/bit1_samples53,out/10-09-12-00/bit0_samples53,6.72264160178623,,0.183569646487565,46:D8:A3:C0:D5:3B,No,017371402075
10-09-12-00-801,1,801,ce2f0f6b-3288-4b29-a48d-80fa856089b6,2020-10-09 19:02:31,f647c665-128a-42e5-947a-99053120a5cf,2020-10-09 19:00:52,3,857,857,857,out/10-09-12-00/log,out/10-09-12-00/base_samples801,,out/10-09-12-00/bit1_samples801,out/10-09-12-00/bit0_samples801,5.97985176066775,,0.6131975709848,66:72:0E:BF:9D:CA,No,017371402075
10-09-12-00-444,1,444,e7fa3680-d0e6-4b1a-8db9-afd3d90db1c8,2020-10-09 19:02:31,c8ad11a5-827b-473d-98ec-d17d11822dee,2020-10-09 19:00:33,3,999,999,999,out/10-09-12-00/log,out/10-09-12-00/base_samples444,,out/10-09-12-00/bit1_samples444,out/10-09-12-00/bit0_samples444,6.40075729962988,,0.377230609459074,4A:B2:72:88:FE:E6,No,017371402075
10-09-12-00-526,1,526,d7578449-acf5-494d-8759-c8e8e5190a08,2020-10-09 19:02:31,c0933a67-e9bf-4e72-979b-8f0121de81b2,2020-10-09 19:00:42,3,932,932,932,out/10-09-12-00/log,out/10-09-12-00/base_samples526,,out/10-09-12-00/bit1_samples526,out/10-09-12-00/bit0_samples526,4.9486808757983,,0.127836006273663,96:2F:B2:E7:31:2E,No,017371402075
10-09-12-00-332,1,332,ad51d35b-d7b3-48ae-96f2-5e4914151641,2020-10-09 19:02:31,2b4be94e-d170-46ae-9a6f-6cc2e371d4ae,2020-10-09 19:00:34,3,442,442,442,out/10-09-12-00/log,out/10-09-12-00/base_samples332,,out/10-09-12-00/bit1_samples332,out/10-09-12-00/bit0_samples332,6.37883363817418,,0.332179078397481,CE:03:A4:08:21:15,No,017371402075
10-09-12-00-268,1,268,ee15ca97-8f13-42da-ac65-ea6598f97971,2020-10-09 19:02:31,698e1da1-3868-4419-a215-9295aa8a59ef,2020-10-09 19:00:32,3,268,268,268,out/10-09-12-00/log,out/10-09-12-00/base_samples268,,out/10-09-12-00/bit1_samples268,out/10-09-12-00/bit0_samples268,0,,0.199933334242368,DA:51:EC:3D:0C:9B,No,017371402075
10-09-12-00-328,1,328,5824d742-a209-40b6-951e-16f994e87eb0,2020-10-09 19:02:31,39ddcf47-f412-4e52-9abe-ae5929e556eb,2020-10-09 19:00:33,3,664,664,664,out/10-09-12-00/log,out/10-09-12-00/base_samples328,,out/10-09-12-00/bit1_samples328,out/10-09-12-00/bit0_samples328,5.71774072704957,,0.134729778397229,1A:1D:7D:18:9E:7D,No,017371402075
10-09-12-00-156,1,156,a79df7e1-20d0-4f18-a77a-3f5757e45176,2020-10-09 19:02:31,cd0c2595-794e-4894-9d00-2748c19f23de,2020-10-09 19:00:32,3,420,420,420,out/10-09-12-00/log,out/10-09-12-00/base_samples156,,out/10-09-12-00/bit1_samples156,out/10-09-12-00/bit0_samples156,5.17422657038199,,0.351602183208081,DA:7B:3E:C1:B4:A6,No,017371402075
10-09-12-00-456,1,456,68725102-8185-4828-be7a-1c405885d14f,2020-10-09 19:02:31,5496852e-ad7f-4187-a158-375061c1adaa,2020-10-09 19:00:40,3,706,710,710,out/10-09-12-00/log,out/10-09-12-00/base_samples456,,out/10-09-12-00/bit1_samples456,out/10-09-12-00/bit0_samples456,5.47318315384714,,0.343329376776642,CA:B2:0A:08:38:36,No,017371402075
10-09-12-00-118,1,118,93474f3a-d830-4797-9eb1-0a5c0e1edbda,2020-10-09 19:02:31,18e9c5d0-661d-43f1-9363-906b95157562,2020-10-09 19:00:32,3,839,839,839,out/10-09-12-00/log,out/10-09-12-00/base_samples118,,out/10-09-12-00/bit1_samples118,out/10-09-12-00/bit0_samples118,5.83685904429627,,0.350312354028841,52:95:CA:03:9D:7B,No,017371402075
10-09-12-00-281,1,281,234ce349-e1ce-4c9e-af67-6b66df71d91d,2020-10-09 19:02:31,aa127f80-6f77-4f91-88c1-0368aa069d23,2020-10-09 19:00:32,3,899,899,899,out/10-09-12-00/log,out/10-09-12-00/base_samples281,,out/10-09-12-00/bit1_samples281,out/10-09-12-00/bit0_samples281,7.6384902352302,,0.308846988571906,72:A8:2D:83:D1:79,No,017371402075
10-09-12-00-213,1,213,b2b923dd-a45f-492b-a27f-631a4411a378,2020-10-09 19:02:31,ceac3ff4-6e65-4774-b6db-55b4203130c9,2020-10-09 19:00:32,3,234,234,234,out/10-09-12-00/log,out/10-09-12-00/base_samples213,,out/10-09-12-00/bit1_samples213,out/10-09-12-00/bit0_samples213,4.2967870137825,,0.188949251504303,7A:16:BB:10:FD:D0,No,017371402075
10-09-12-00-203,1,203,654fac8a-b91e-4d21-a557-fec36a240676,2020-10-09 19:02:31,1d0b900c-f4f1-481f-be34-ab383465c007,2020-10-09 19:00:33,3,802,802,802,out/10-09-12-00/log,out/10-09-12-00/base_samples203,,out/10-09-12-00/bit1_samples203,out/10-09-12-00/bit0_samples203,7.6921409246386,,0.221814341773911,06:62:9F:C6:56:D2,No,017371402075
10-09-12-00-417,1,417,40d99b9b-ba12-427e-86c7-134f54f5d298,2020-10-09 19:02:31,b1415ae1-6a4d-49b8-b85e-86bbf52f2d5d,2020-10-09 19:00:33,3,417,417,417,out/10-09-12-00/log,out/10-09-12-00/base_samples417,,out/10-09-12-00/bit1_samples417,out/10-09-12-00/bit0_samples417,0,,0.226841709189076,5E:CC:B9:E7:22:01,No,017371402075
10-09-12-00-564,1,564,0bb6a7b0-4eb9-4320-b482-684bedb3c42b,2020-10-09 19:02:31,59ae3603-5a4a-4959-bc65-b1e5484baa3f,2020-10-09 19:00:43,3,595,595,595,out/10-09-12-00/log,out/10-09-12-00/base_samples564,,out/10-09-12-00/bit1_samples564,out/10-09-12-00/bit0_samples564,5.78643550017814,,0.606655673231727,56:45:F9:63:18:84,No,017371402075
10-09-12-00-680,1,680,4c5354bb-8bc1-4e6a-9386-294e9bd17446,2020-10-09 19:02:31,2d54a852-f4be-4ac5-8f7a-31c13ab99c19,2020-10-09 19:00:49,3,976,976,976,out/10-09-12-00/log,out/10-09-12-00/base_samples680,,out/10-09-12-00/bit1_samples680,out/10-09-12-00/bit0_samples680,6.49806578516478,,0.224444483112401,02:35:49:16:63:3C,No,017371402075
10-09-12-00-608,1,608,456965b6-2b88-4bb4-bd0a-a6fff46967e3,2020-10-09 19:02:31,8393e213-c970-4115-b64b-828de5425095,2020-10-09 19:00:44,3,608,608,608,out/10-09-12-00/log,out/10-09-12-00/base_samples608,,out/10-09-12-00/bit1_samples608,out/10-09-12-00/bit0_samples608,0,,0.674231059370479,DA:AF:E1:33:E6:93,No,017371402075
10-09-12-00-457,1,457,528703bd-3a08-44bb-9d4c-69ab0fb6f3cb,2020-10-09 19:02:31,658b168a-db66-448c-a41a-783dbe5deffc,2020-10-09 19:00:39,3,655,655,655,out/10-09-12-00/log,out/10-09-12-00/base_samples457,,out/10-09-12-00/bit1_samples457,out/10-09-12-00/bit0_samples457,7.68844356956589,,0.467632549137447,AA:72:B1:0E:C4:D5,No,017371402075
10-09-12-00-314,1,314,dd049a41-57c4-4c4e-9f5e-30725b14e821,2020-10-09 19:02:31,028195e1-580b-455e-95bd-37766af7c1e0,2020-10-09 19:00:36,3,419,419,419,out/10-09-12-00/log,out/10-09-12-00/base_samples314,,out/10-09-12-00/bit1_samples314,out/10-09-12-00/bit0_samples314,5.30831473483791,,0.136443583844343,FE:B1:D9:18:CA:45,No,017371402075
10-09-12-00-790,1,790,759fff43-61d7-4882-a0bc-3f21cbd5daea,2020-10-09 19:02:31,11b84958-b006-45af-a00e-25928dfd312b,2020-10-09 19:00:51,3,790,790,790,out/10-09-12-00/log,out/10-09-12-00/base_samples790,,out/10-09-12-00/bit1_samples790,out/10-09-12-00/bit0_samples790,0,,0.607219326229248,86:59:CD:62:91:76,No,017371402075
10-09-12-00-601,1,601,1f7d7704-9c9b-4eb2-a5d3-90889fe4ffe3,2020-10-09 19:02:31,e30218c7-a882-45b4-ae84-53853d536488,2020-10-09 19:00:44,3,980,980,980,out/10-09-12-00/log,out/10-09-12-00/base_samples601,,out/10-09-12-00/bit1_samples601,out/10-09-12-00/bit0_samples601,5.7733556534956,,1.10067705267493,8A:DE:F4:77:57:EB,No,017371402075
10-09-12-00-176,1,176,95e5c1de-fdf9-4cc3-933c-f8dcab889393,2020-10-09 19:02:31,1ee2a728-9a29-4539-8aa2-10d2f0574b08,2020-10-09 19:00:32,3,915,915,915,out/10-09-12-00/log,out/10-09-12-00/base_samples176,,out/10-09-12-00/bit1_samples176,out/10-09-12-00/bit0_samples176,7.85172068485266,,0.495439037692547,56:51:EE:14:11:49,No,017371402075
10-09-12-00-769,1,769,a83f58a6-1403-4d3c-b164-839005630d28,2020-10-09 19:02:31,904df45b-bfbb-42c8-9747-06f1af6a2944,2020-10-09 19:00:51,3,981,981,981,out/10-09-12-00/log,out/10-09-12-00/base_samples769,,out/10-09-12-00/bit1_samples769,out/10-09-12-00/bit0_samples769,5.1015827430081,,0.8227329656511,D2:23:71:3C:10:6E,No,017371402075
10-09-12-00-112,1,112,f1c34852-2f8d-40af-9291-081974117445,2020-10-09 19:02:31,79d364d1-cc28-4441-9128-de8ab8261636,2020-10-09 19:00:32,3,381,381,381,out/10-09-12-00/log,out/10-09-12-00/base_samples112,,out/10-09-12-00/bit1_samples112,out/10-09-12-00/bit0_samples112,6.36856902609681,,0.733405691936873,06:40:97:65:03:F3,No,017371402075
10-09-12-00-374,1,374,3e4df74b-2d32-4e49-8fa9-7d6e3c14f03a,2020-10-09 19:02:31,6fc1b66d-6e6f-4d30-9558-9742b4d5f4b3,2020-10-09 19:00:37,3,548,548,548,out/10-09-12-00/log,out/10-09-12-00/base_samples374,,out/10-09-12-00/bit1_samples374,out/10-09-12-00/bit0_samples374,6.00735397018981,,0.485491553294056,82:00:02:6E:33:1A,No,017371402075
10-09-12-00-196,1,196,3f3cd0f9-2193-41c0-896e-3021026ac8d3,2020-10-09 19:02:31,25c3cb90-cc7b-4af1-8c67-a42bdfe5dd98,2020-10-09 19:00:32,3,411,411,411,out/10-09-12-00/log,out/10-09-12-00/base_samples196,,out/10-09-12-00/bit1_samples196,out/10-09-12-00/bit0_samples196,7.40219766575102,,0.867605555609806,16:B3:BC:CC:E9:26,No,017371402075
10-09-12-00-300,1,300,b576f721-dc4c-4e36-9501-a31ef7906093,2020-10-09 19:02:31,9fe9c8e5-002c-4a46-b45a-8f898df376b0,2020-10-09 19:00:35,3,300,300,300,out/10-09-12-00/log,out/10-09-12-00/base_samples300,,out/10-09-12-00/bit1_samples300,out/10-09-12-00/bit0_samples300,0,,0.91920937675519,22:82:DA:5F:4A:66,No,017371402075
10-09-12-00-567,1,567,8a0cf982-85e5-4b22-995b-c329483b7f10,2020-10-09 19:02:31,79adcc88-8b40-4f27-aab9-2fcb34fb0206,2020-10-09 19:00:43,3,634,634,634,out/10-09-12-00/log,out/10-09-12-00/base_samples567,,out/10-09-12-00/bit1_samples567,out/10-09-12-00/bit0_samples567,6.38674517518591,,0.842144035985028,3A:27:37:90:4F:8F,No,017371402075
10-09-12-00-870,1,870,683366cd-3bd9-4960-a700-5b37bdda2e3c,2020-10-09 19:02:31,49ad289b-12e1-4fc0-8cb1-d658e0e074a7,2020-10-09 19:00:56,3,873,873,873,out/10-09-12-00/log,out/10-09-12-00/base_samples870,,out/10-09-12-00/bit1_samples870,out/10-09-12-00/bit0_samples870,5.64947665800011,,0.338079916750046,02:56:00:F0:10:1E,No,017371402075
10-09-12-00-154,1,154,1d0868e7-ee86-4a74-8de0-075385033ad9,2020-10-09 19:02:31,3bb7e337-c5f2-4275-a771-0e1f3b10b0e4,2020-10-09 19:00:32,3,187,187,184,out/10-09-12-00/log,out/10-09-12-00/base_samples154,,out/10-09-12-00/bit1_samples154,out/10-09-12-00/bit0_samples154,5.27419417529855,,0.199605413404847,22:4A:88:FA:F1:AF,No,017371402075
10-09-12-00-532,1,532,d0e9e650-1e80-4336-b92f-ff13e499066a,2020-10-09 19:02:31,5a6bba24-44d2-4af0-96c1-267b4492114a,2020-10-09 19:00:42,3,954,954,954,out/10-09-12-00/log,out/10-09-12-00/base_samples532,,out/10-09-12-00/bit1_samples532,out/10-09-12-00/bit0_samples532,7.22654988155594,,0.982551350787184,5E:EF:7B:11:67:EF,No,017371402075
10-09-12-00-950,1,950,bb2aca8a-b6ae-4982-a596-7318f9dc12e2,2020-10-09 19:02:31,20a6c4a7-af9a-4eed-acd2-3e5c54caa250,2020-10-09 19:01:00,3,977,977,977,out/10-09-12-00/log,out/10-09-12-00/base_samples950,,out/10-09-12-00/bit1_samples950,out/10-09-12-00/bit0_samples950,5.5896955327068,,0.592938386267968,E2:4F:71:CD:9C:68,No,017371402075
10-09-12-00-977,1,977,8ed119f8-9be9-48b6-9afa-375ae3367f2a,2020-10-09 19:02:31,723ffb32-d035-4768-92df-ea1172bfd150,2020-10-09 19:01:02,3,977,977,977,out/10-09-12-00/log,out/10-09-12-00/base_samples977,,out/10-09-12-00/bit1_samples977,out/10-09-12-00/bit0_samples977,0,,0.330428099097824,B6:F8:90:70:B8:AB,No,017371402075
10-09-12-00-753,1,753,3c862233-2229-4f87-ad92-9db0511906d8,2020-10-09 19:02:31,82283324-59ff-450c-9c19-d00d03dd84ee,2020-10-09 19:00:51,3,753,753,753,out/10-09-12-00/log,out/10-09-12-00/base_samples753,,out/10-09-12-00/bit1_samples753,out/10-09-12-00/bit0_samples753,0,,0.173689075363058,5E:3B:AB:9C:33:33,No,017371402075
10-09-12-00-598,1,598,8a561c95-e014-41c0-9030-9b2e9189683f,2020-10-09 19:02:31,066404a9-ef25-4059-9705-0c91bd8df80d,2020-10-09 19:00:44,3,598,598,598,out/10-09-12-00/log,out/10-09-12-00/base_samples598,,out/10-09-12-00/bit1_samples598,out/10-09-12-00/bit0_samples598,0,,0.370079571769633,B6:11:70:90:22:49,No,017371402075
10-09-12-00-637,1,637,87bd7196-496c-4a04-96c7-c666e1da31d1,2020-10-09 19:02:31,a98829c8-001a-4b2f-8659-8c046fdd01ba,2020-10-09 19:00:47,3,637,637,637,out/10-09-12-00/log,out/10-09-12-00/base_samples637,,out/10-09-12-00/bit1_samples637,out/10-09-12-00/bit0_samples637,0,,0.286748042540645,D6:C9:1C:30:7D:DE,No,017371402075
10-09-12-00-868,1,868,741da2a1-29db-4ca0-9897-3b853b785168,2020-10-09 19:02:31,15c040fb-2686-4fa9-85b0-dd399152f7c0,2020-10-09 19:00:55,3,912,963,912,out/10-09-12-00/log,out/10-09-12-00/base_samples868,,out/10-09-12-00/bit1_samples868,out/10-09-12-00/bit0_samples868,4.88106806672474,,0.150576817604836,66:6E:06:3F:E5:23,No,017371402075
10-09-12-00-28,1,28,e93df989-9c8c-426d-9f71-6d3dcc01a6cb,2020-10-09 19:02:31,5d039c5e-f759-4be4-b002-87ffca9e5607,2020-10-09 19:00:32,3,417,417,417,out/10-09-12-00/log,out/10-09-12-00/base_samples28,,out/10-09-12-00/bit1_samples28,out/10-09-12-00/bit0_samples28,4.7889196792566,,0.167772180351809,22:AC:FA:C5:D6:C6,No,017371402075
10-09-12-00-624,1,624,d12ca34b-41ea-462f-9ab7-1bc4a1d0a1c7,2020-10-09 19:02:31,794a3b7c-1cb8-47cf-b033-7392bf8938e7,2020-10-09 19:00:47,3,974,974,974,out/10-09-12-00/log,out/10-09-12-00/base_samples624,,out/10-09-12-00/bit1_samples624,out/10-09-12-00/bit0_samples624,5.52272964287242,,0.523944268147863,DA:A2:13:3A:4B:DC,No,017371402075
10-09-12-00-853,1,853,7b8af0cd-7fc2-4de9-931f-2bbe91d966dc,2020-10-09 19:02:31,0bfb858c-0f25-4d3f-b954-1e11a2bc555c,2020-10-09 19:00:56,3,853,853,853,out/10-09-12-00/log,out/10-09-12-00/base_samples853,,out/10-09-12-00/bit1_samples853,out/10-09-12-00/bit0_samples853,0,,0.391696243264729,42:CB:8F:C7:7E:31,No,017371402075
10-09-12-00-768,1,768,681f47b7-ef11-4e9c-acd6-52cc8cc7f07b,2020-10-09 19:02:31,9c203354-ceea-4377-a999-403ab85a3ee9,2020-10-09 19:00:51,3,982,982,982,out/10-09-12-00/log,out/10-09-12-00/base_samples768,,out/10-09-12-00/bit1_samples768,out/10-09-12-00/bit0_samples768,6.15396549473252,,0.376075713799975,D2:F4:63:27:D4:7D,No,017371402075
10-09-12-00-918,1,918,90f5bd29-f734-48aa-98ed-ba140c0d808f,2020-10-09 19:02:31,321c7c2d-726f-4889-b49a-3ba2aef0d8ff,2020-10-09 19:00:58,3,959,959,959,out/10-09-12-00/log,out/10-09-12-00/base_samples918,,out/10-09-12-00/bit1_samples918,out/10-09-12-00/bit0_samples918,7.00579119056605,,0.828174907381702,BE:44:AB:68:DE:2E,No,017371402075
10-09-12-00-708,1,708,d8d0b38b-2563-4490-b583-86441ae5415c,2020-10-09 19:02:31,8bd6d443-61b3-4b4e-885d-047109552729,2020-10-09 19:00:48,3,911,911,911,out/10-09-12-00/log,out/10-09-12-00/base_samples708,,out/10-09-12-00/bit1_samples708,out/10-09-12-00/bit0_samples708,5.60454390640381,,0.678328682560097,42:33:78:EE:09:F9,No,017371402075
10-09-12-00-537,1,537,02236fa8-0a29-41cf-ba08-06aaad989283,2020-10-09 19:02:31,ae49511a-fc8a-402a-aff4-5d81667bbc27,2020-10-09 19:00:43,3,858,858,856,out/10-09-12-00/log,out/10-09-12-00/base_samples537,,out/10-09-12-00/bit1_samples537,out/10-09-12-00/bit0_samples537,5.58693416757427,,0.405040128480633,42:72:8E:CB:7F:4D,No,017371402075
10-09-12-00-885,1,885,696525d9-3e8a-4bd0-827c-346fcd1721c4,2020-10-09 19:02:31,0bd3364d-3f89-4111-8d76-a8c2630e87a1,2020-10-09 19:00:56,3,885,885,885,out/10-09-12-00/log,out/10-09-12-00/base_samples885,,out/10-09-12-00/bit1_samples885,out/10-09-12-00/bit0_samples885,0,,0.926652862703487,BA:E0:CD:D1:45:73,No,017371402075
10-09-12-00-603,1,603,250530cf-155e-4bd7-bb55-8a27532e6543,2020-10-09 19:02:31,e57842e8-0d06-4782-bcc2-f7fda10cccbc,2020-10-09 19:00:45,3,603,603,603,out/10-09-12-00/log,out/10-09-12-00/base_samples603,,out/10-09-12-00/bit1_samples603,out/10-09-12-00/bit0_samples603,0,,0.746641126120773,72:45:5C:88:37:F2,No,017371402075
10-09-12-00-975,1,975,55a98497-0ff0-48fb-a126-56a53d1e13af,2020-10-09 19:02:31,aaa17ac8-8805-4ee5-90e0-9f285808c6ff,2020-10-09 19:01:02,3,975,975,975,out/10-09-12-00/log,out/10-09-12-00/base_samples975,,out/10-09-12-00/bit1_samples975,out/10-09-12-00/bit0_samples975,0,,0.355997578355254,C2:84:C5:CD:D7:E9,No,017371402075
10-09-12-00-157,1,157,27890d4b-7f4b-4dd1-a861-ebc0193bec5f,2020-10-09 19:02:31,a6bfceb7-923d-4191-99ea-48038a297b28,2020-10-09 19:00:32,3,884,884,884,out/10-09-12-00/log,out/10-09-12-00/base_samples157,,out/10-09-12-00/bit1_samples157,out/10-09-12-00/bit0_samples157,6.51449069502211,,0.905389597932108,7A:72:80:58:66:15,No,017371402075
10-09-12-00-554,1,554,8593f5c8-d5d7-4cbf-8dcc-1cfd1842587a,2020-10-09 19:02:31,0bbdc1ed-e7b8-4726-a164-f775c43a6901,2020-10-09 19:00:44,3,863,863,863,out/10-09-12-00/log,out/10-09-12-00/base_samples554,,out/10-09-12-00/bit1_samples554,out/10-09-12-00/bit0_samples554,5.50266234371585,,0.522353895543589,16:1C:80:8B:E8:9D,No,017371402075
