Logs,Predecessors,Boot ID,MAC Address,Phase 1,Phases,Start Time,End Time,Id,Request ID,Success,Error,Base Sample,Bit-1 Sample,Bit-0 Sample,Warm Start
out/09-12-01-16/log,,754c99d1-1139-4dd6-a53b-c5d3191c5bf7,B2:6B:53:B3:A5:E7,886,1,2020-09-12 08:16:52,2020-09-12 08:17:51,886,8ad9587a-df1b-4e22-990f-a5ee5c55f291,1,,-,-,-,No
out/09-12-01-16/log,,21824824-2b08-478a-9dcf-ef2a467ca066,7E:E3:EE:FE:FB:E3,841,1,2020-09-12 08:16:55,2020-09-12 08:17:51,841,ae07e16f-38b5-4426-bc67-f43837a19275,1,,-,-,-,No
out/09-12-01-16/log,,c9bc72a2-6730-4cbd-bac7-bf64107f75d8,A2:8C:46:AA:E0:E0,209,1,2020-09-12 08:16:42,2020-09-12 08:17:51,209,b6341d1d-5b45-4472-a97d-3520d5889ce5,1,,-,-,-,No
out/09-12-01-16/log,,4dde65bf-7543-404e-ae98-58293579e335,EA:90:84:09:2E:EF,836,1,2020-09-12 08:17:07,2020-09-12 08:17:51,836,6c4d5bed-2ff8-4937-aa70-9cdb81aa4977,1,,-,-,-,No
out/09-12-01-16/log,,d62ff247-03f1-477a-b7c9-cc80ce94b4c0,42:FA:02:12:CE:C9,796,1,2020-09-12 08:17:11,2020-09-12 08:17:52,796,23cda4ca-95e8-411d-bca9-038130563da9,1,,-,-,-,No
out/09-12-01-16/log,,3ee0b6b7-ca6c-4474-82b7-b06d11bc62a7,EE:63:4D:40:04:B8,139,1,2020-09-12 08:16:42,2020-09-12 08:17:51,139,af8e71f1-26cb-4a5b-8d92-935739a1a063,1,,-,-,-,No
out/09-12-01-16/log,,7008c825-9dd2-4fc8-9b37-92db124b83cd,46:04:67:8A:0A:6E,665,1,2020-09-12 08:17:00,2020-09-12 08:17:51,665,dd9f7d58-08cc-4e73-9cbb-4b2edee9e9c8,1,,-,-,-,No
out/09-12-01-16/log,,e92cf589-61c6-4e8f-8112-2afc632a2b50,66:C4:C4:BC:FA:B5,61,1,2020-09-12 08:16:42,2020-09-12 08:17:51,61,06b4ea70-5017-4b0e-bdcb-c3fff6f9e231,1,,-,-,-,No
out/09-12-01-16/log,,bf0bd08e-d852-4515-a8e1-c09257a764b1,D6:A9:D0:73:AA:91,988,1,2020-09-12 08:16:54,2020-09-12 08:17:51,988,5ba2f96b-fa15-4853-bbec-7efa6a7a8a89,1,,-,-,-,No
out/09-12-01-16/log,,83ea8095-4001-4ede-9651-9e5244078911,0E:A3:B5:18:80:A4,386,1,2020-09-12 08:16:48,2020-09-12 08:17:51,386,9beaf096-934b-4a6d-ba9f-010eb84ae358,1,,-,-,-,No
out/09-12-01-16/log,,5d2acb66-e590-44a7-9556-5275f9086734,FE:10:09:67:E3:4D,610,1,2020-09-12 08:17:07,2020-09-12 08:17:51,610,67ae1747-663f-4c5a-a6cb-f1175b756d5d,1,,-,-,-,No
out/09-12-01-16/log,,16c7b054-90d0-4ec9-8269-790cd4e097c7,46:25:D1:C1:04:59,556,1,2020-09-12 08:17:08,2020-09-12 08:17:51,556,7561621a-be2f-4eef-ba02-7bdd67848c56,1,,-,-,-,No
out/09-12-01-16/log,,5704c56b-e3c2-4230-af61-32ba9599296b,9A:61:32:67:93:85,727,1,2020-09-12 08:16:50,2020-09-12 08:17:51,727,81a8fd8a-6883-41d2-adb7-c30577dd8230,1,,-,-,-,No
out/09-12-01-16/log,,6bbf7a83-4e23-44ca-99ea-290acb726f26,56:3D:EE:AD:2A:8A,432,1,2020-09-12 08:17:07,2020-09-12 08:17:51,432,d9e4c1c1-fc88-42ae-bcdd-b758fc399165,1,,-,-,-,No
out/09-12-01-16/log,,b555edc3-d427-460b-8cfe-ace6564c4d2a,EA:64:D7:99:07:13,450,1,2020-09-12 08:16:49,2020-09-12 08:17:51,450,588c3880-e7b5-4f47-aea2-1cbe4481e655,1,,-,-,-,No
out/09-12-01-16/log,,ab6e79be-e578-4127-ab07-b41c84ccac75,CE:AF:CB:7F:A9:A9,574,1,2020-09-12 08:16:45,2020-09-12 08:17:51,574,66ece6b4-92e6-4504-bedd-7aeb8858d433,1,,-,-,-,No
out/09-12-01-16/log,,ddd04e1e-9109-43aa-8b64-5dab79dfd079,A6:98:37:D1:D2:21,405,1,2020-09-12 08:17:00,2020-09-12 08:17:51,405,ba717404-d149-4561-bfce-4c63a04510c7,1,,-,-,-,No
out/09-12-01-16/log,,7ac0da3b-8eb4-4fa8-8491-d7e0101c239f,B6:CE:B5:36:12:00,269,1,2020-09-12 08:16:42,2020-09-12 08:17:51,269,3ef5b2e4-e6ba-4fb2-92da-e74383bbcc70,1,,-,-,-,No
out/09-12-01-16/log,,ed9be34a-d48c-497d-82fa-84b046efeaef,BE:70:50:A1:23:E1,619,1,2020-09-12 08:16:51,2020-09-12 08:17:51,619,56874a7f-d3d5-4459-bbd4-7ca728057deb,1,,-,-,-,No
out/09-12-01-16/log,,9866d5fb-e362-4feb-9c3e-8acd0c7e9889,0E:A9:C4:A8:DC:B8,67,1,2020-09-12 08:16:42,2020-09-12 08:17:51,67,7971884b-8582-4f97-bbaf-3d08c7a594d2,1,,-,-,-,No
out/09-12-01-16/log,,4d2d239c-3845-4b93-86fb-157e285dd93f,0E:BD:A8:33:D8:18,634,1,2020-09-12 08:16:48,2020-09-12 08:17:51,634,2694bdf2-2b47-4146-b99e-fc5e4370dc1a,1,,-,-,-,No
out/09-12-01-16/log,,1c7af66b-558f-499a-9119-85496d4b347b,7E:C2:39:2A:BA:C5,575,1,2020-09-12 08:17:11,2020-09-12 08:17:51,575,8d8f13cd-fbf9-4050-86f5-9b6d38c27a34,1,,-,-,-,No
out/09-12-01-16/log,,2b113f85-fd38-440e-b538-07335ab77a6d,96:E5:6B:69:12:76,828,1,2020-09-12 08:17:11,2020-09-12 08:17:51,828,c67d4442-d719-4e05-af66-9bfe586a3e8c,1,,-,-,-,No
out/09-12-01-16/log,,7386dd6f-78c6-4b8a-86a8-e788629ba815,D6:5A:35:03:C6:C3,243,1,2020-09-12 08:16:42,2020-09-12 08:17:51,243,accaf858-b13e-4156-a5de-3f82b5fe2a98,1,,-,-,-,No
out/09-12-01-16/log,,f6f5daba-8758-4e01-9aaf-7e166cb528f0,2A:1C:7A:BF:46:FD,955,1,2020-09-12 08:16:54,2020-09-12 08:17:51,955,4e153715-8e93-4080-8cf2-95639cee8553,1,,-,-,-,No
out/09-12-01-16/log,,0eb7f672-5540-4db2-b475-85f8a50f9c50,4A:8F:89:DC:E1:E4,921,1,2020-09-12 08:16:53,2020-09-12 08:17:51,921,5f72a870-9110-49ad-b901-efb42356eaa2,1,,-,-,-,No
out/09-12-01-16/log,,74a23047-9627-4ec0-a408-193ae30e21de,1E:8B:18:A2:53:E8,23,1,2020-09-12 08:16:42,2020-09-12 08:17:51,23,3067980e-5ad5-46f0-ba80-11313b4c3e4f,1,,-,-,-,No
out/09-12-01-16/log,,8aec4c29-e653-41b3-bc29-834f0413a563,42:69:6B:0D:8B:32,317,1,2020-09-12 08:16:42,2020-09-12 08:17:51,317,03cc85c1-420d-4bd9-838e-e4a5e7b9d296,1,,-,-,-,No
out/09-12-01-16/log,,d2f41034-a7b6-4878-ad84-4ac0e3a379e4,2E:FA:01:62:DF:13,999,1,2020-09-12 08:17:06,2020-09-12 08:17:51,999,c3d24910-a1b2-4f30-9805-51c7ad07d80d,1,,-,-,-,No
out/09-12-01-16/log,,9a69cd1a-8384-4601-b069-a444005813ff,1E:9A:F3:A3:57:10,801,1,2020-09-12 08:16:57,2020-09-12 08:17:51,801,a2df5ed3-afb8-493a-85e6-bf75efcf9983,1,,-,-,-,No
out/09-12-01-16/log,,e6b3c14b-df0c-4000-9df5-1cb31a4ebfe4,32:24:F1:47:03:75,842,1,2020-09-12 08:16:44,2020-09-12 08:17:51,842,d4ced467-4d26-4fe8-9272-fafe0a9696e0,1,,-,-,-,No
out/09-12-01-16/log,,4032028e-adba-4f49-a64b-381b17a9f5e9,EA:3D:6D:B3:FD:2A,415,1,2020-09-12 08:16:50,2020-09-12 08:17:51,415,5c90b700-a5af-4a33-bd79-a486c5797908,1,,-,-,-,No
out/09-12-01-16/log,,84823f0a-5ff6-4ed3-82ff-1d1de75ef457,3E:AE:48:9E:3E:C2,839,1,2020-09-12 08:16:52,2020-09-12 08:17:51,839,9dfedf2a-4ed7-45c1-9e46-eaf74b7feef0,1,,-,-,-,No
out/09-12-01-16/log,,34849a74-53a2-4bac-8c3a-af25178c6550,1E:0A:B7:62:05:BC,264,1,2020-09-12 08:16:42,2020-09-12 08:17:51,264,c3ff2745-459f-4dde-8885-56cf43a2865e,1,,-,-,-,No
out/09-12-01-16/log,,1007a3bc-85b6-4b64-913b-532c42244a9e,66:8F:82:FB:74:C6,876,1,2020-09-12 08:16:48,2020-09-12 08:17:51,876,472370b9-c6ff-4c5a-a168-50a248b144b8,1,,-,-,-,No
out/09-12-01-16/log,,8404e84a-ae3e-4448-9e29-cd883b8ece41,E6:06:59:A6:29:26,115,1,2020-09-12 08:16:42,2020-09-12 08:17:51,115,39a52af0-fd31-40d4-a174-ca82a631a8ed,1,,-,-,-,No
out/09-12-01-16/log,,62a75cf6-1ca8-4f0b-89e0-2c20911461d7,06:83:D3:8B:60:B8,776,1,2020-09-12 08:16:54,2020-09-12 08:17:51,776,d0540f42-876a-4196-bef8-0efa4d122111,1,,-,-,-,No
out/09-12-01-16/log,,1c89394d-444d-44cf-9418-723a0fc9836d,12:34:48:19:32:4E,423,1,2020-09-12 08:16:52,2020-09-12 08:17:51,423,a973196a-48ea-489e-a5ef-f00fd1058ae8,1,,-,-,-,No
out/09-12-01-16/log,,038e4674-0d29-4d8e-a43e-a4a0f1f6991a,7E:92:13:D0:11:78,307,1,2020-09-12 08:16:42,2020-09-12 08:17:51,307,8f9538f0-eaa9-4967-bb8a-b8994df5f22b,1,,-,-,-,No
out/09-12-01-16/log,,03c58ee7-1744-43d8-90a4-a02d9dee544c,52:47:73:E7:F7:A9,920,1,2020-09-12 08:17:15,2020-09-12 08:17:51,920,3090c486-0042-442e-bce6-4d1a8e5a99c3,1,,-,-,-,No
out/09-12-01-16/log,,2d0f38fe-ab6e-4d91-aa46-d5507c7a5580,3A:43:6D:86:28:55,991,1,2020-09-12 08:16:48,2020-09-12 08:17:51,991,bb9ba4dd-0416-4081-99de-07d2b1529cd3,1,,-,-,-,No
out/09-12-01-16/log,,b835729b-c33a-419f-aad2-4156645f3d57,AE:EF:71:1B:04:BF,947,1,2020-09-12 08:16:58,2020-09-12 08:17:51,947,b4c61d1c-2f5a-4d82-8da2-a52f0ea82955,1,,-,-,-,No
out/09-12-01-16/log,,8387590a-fde8-4fd1-9ba6-4e796086969f,FA:10:3B:13:A0:0C,743,1,2020-09-12 08:17:12,2020-09-12 08:17:51,743,196f299e-b146-4169-be23-c316cad47d92,1,,-,-,-,No
out/09-12-01-16/log,,2705f2a5-22cd-4fdc-9ee5-444e19bb5d40,AA:67:DE:50:7E:CC,277,1,2020-09-12 08:16:42,2020-09-12 08:17:51,277,d2cb1be4-4faf-42b8-ad5e-85068f038b36,1,,-,-,-,No
out/09-12-01-16/log,,e98ce94e-066b-419f-9ccb-092c86d7d90d,42:65:9E:65:2F:5B,280,1,2020-09-12 08:16:42,2020-09-12 08:17:51,280,167be109-bc30-4915-9a77-39392f7a0714,1,,-,-,-,No
out/09-12-01-16/log,,e1584324-e47f-43b9-ac72-dbcb6359abb8,3E:B6:AE:AB:CB:D2,714,1,2020-09-12 08:16:58,2020-09-12 08:17:51,714,b6e33f52-8def-4318-87e2-e50565deea3e,1,,-,-,-,No
out/09-12-01-16/log,,8121b916-52af-4b46-b528-9951794152bb,2A:40:FB:CD:83:36,300,1,2020-09-12 08:16:42,2020-09-12 08:17:51,300,995246d0-265a-41d0-a9e0-8b782509ce91,1,,-,-,-,No
out/09-12-01-16/log,,7a513995-01d8-452f-92c9-5ef55728f6da,B2:75:EE:A1:62:52,91,1,2020-09-12 08:16:42,2020-09-12 08:17:51,91,4c775255-d252-4f3f-8830-27b12786b14c,1,,-,-,-,No
out/09-12-01-16/log,,549b489f-bb71-44f9-a267-6863213f05e1,7A:AE:AC:F3:B9:99,195,1,2020-09-12 08:16:42,2020-09-12 08:17:51,195,a716a04d-372f-4d0d-83f6-97c9d4fdd368,1,,-,-,-,No
out/09-12-01-16/log,,4d7b85f1-2ea2-4e0f-aa79-61b44bdcd46d,22:F8:C2:F8:2E:CD,600,1,2020-09-12 08:16:44,2020-09-12 08:17:51,600,cb449b74-aed6-4216-b20a-5e343f9d8c4f,1,,-,-,-,No
out/09-12-01-16/log,,7c4b57ed-288b-4ce6-8730-dffd9a8c2ac7,CE:75:CA:AB:6F:22,975,1,2020-09-12 08:16:51,2020-09-12 08:17:51,975,cbf59f1a-7ee8-4c1b-bafd-9c14ca4749df,1,,-,-,-,No
out/09-12-01-16/log,,85c1de35-8070-407f-956d-2db1b9c587f0,56:C5:88:75:F3:E2,490,1,2020-09-12 08:16:44,2020-09-12 08:17:51,490,dc33f33e-eee1-428c-a2b4-df0a04783d2b,1,,-,-,-,No
out/09-12-01-16/log,,fa1a82d6-ec7e-46ee-bdee-ca82aa55bef2,E6:36:3F:C2:05:EF,683,1,2020-09-12 08:16:53,2020-09-12 08:17:51,683,4c45080c-6df0-4187-b5e3-3919b4eadfb6,1,,-,-,-,No
out/09-12-01-16/log,,8b421601-be57-4f57-ba5d-4463737fe309,7E:D7:56:6F:12:B0,907,1,2020-09-12 08:16:49,2020-09-12 08:17:51,907,88b9ec36-bd84-42f5-b0fa-6cabef2a4213,1,,-,-,-,No
out/09-12-01-16/log,,44d4a1aa-45d4-4d48-91ee-57efb0d7b4ea,FE:0C:6A:70:06:9E,561,1,2020-09-12 08:16:46,2020-09-12 08:17:51,561,2da5fa77-4a20-4110-af1d-69256a1e6393,1,,-,-,-,No
out/09-12-01-16/log,,4d8d0530-5d05-437c-ada0-ba70ee196891,FE:23:F7:D5:17:BE,179,1,2020-09-12 08:16:42,2020-09-12 08:17:52,179,4e14d04e-e417-43ca-bf23-8006bfc94fb5,1,,-,-,-,No
out/09-12-01-16/log,,869e9972-d7c5-463f-9d1a-944af2ba3623,B2:30:E4:D6:21:AA,502,1,2020-09-12 08:16:46,2020-09-12 08:17:51,502,09e67a48-e717-434d-8007-6dd63cd3e670,1,,-,-,-,No
out/09-12-01-16/log,,7e1d4575-c40a-433b-8b06-ad28e7aa9f82,FE:36:31:FF:60:7A,306,1,2020-09-12 08:16:43,2020-09-12 08:17:51,306,f4b961c3-e7d1-45ca-926d-15cad748467a,1,,-,-,-,No
out/09-12-01-16/log,,3f729dc1-efe3-4597-813f-cd7c039f3d00,D2:1A:08:E5:B6:E8,698,1,2020-09-12 08:16:49,2020-09-12 08:17:51,698,d84478d0-142f-44e9-9f7e-f04ac9eb4f7e,1,,-,-,-,No
out/09-12-01-16/log,,cba717e2-3e37-44f0-9642-002c3b917e02,2E:08:56:A9:83:7D,953,1,2020-09-12 08:16:59,2020-09-12 08:17:51,953,62f81311-1bcf-43aa-94bc-effdf4f9a14e,1,,-,-,-,No
out/09-12-01-16/log,,f4b9ba72-e0fa-403f-9948-93a3dd2d38cf,92:40:5A:96:41:5F,880,1,2020-09-12 08:16:59,2020-09-12 08:17:51,880,e3e48ec7-f143-4a9a-942d-e0fe8856b84e,1,,-,-,-,No
out/09-12-01-16/log,,7b392c6d-7094-41c5-8c85-9da5f86e0555,EE:EF:E8:9C:2D:9B,681,1,2020-09-12 08:17:08,2020-09-12 08:17:51,681,05fb02c3-1f71-4c84-a610-260873203f94,1,,-,-,-,No
out/09-12-01-16/log,,5bf88291-c823-41ae-b3b7-86107d2da2fa,22:B7:EC:FC:8E:9E,951,1,2020-09-12 08:17:04,2020-09-12 08:17:51,951,929f7697-fd3d-407f-8b20-1d2735aa5232,1,,-,-,-,No
out/09-12-01-16/log,,111b129d-b2a7-4669-be3e-368ab7c38a0f,16:0D:1B:C9:31:25,85,1,2020-09-12 08:16:42,2020-09-12 08:17:51,85,c0350eb8-67a3-4fbf-a19d-ed8a91d0913f,1,,-,-,-,No
out/09-12-01-16/log,,136b315c-38cd-4537-9e9d-a08182823ac2,DE:B9:69:86:57:96,897,1,2020-09-12 08:16:59,2020-09-12 08:17:51,897,5c1fdd2d-12ff-4850-9566-b17dd2fbb058,1,,-,-,-,No
out/09-12-01-16/log,,bc21c9f2-79a9-4c66-8f16-f488bea585b1,1E:65:2F:FC:FD:4E,274,1,2020-09-12 08:16:42,2020-09-12 08:17:51,274,5c74af9b-c9d6-4c01-9ba3-737d69492775,1,,-,-,-,No
out/09-12-01-16/log,,bbcd669d-18f5-43c7-8c15-4edc865b1169,1A:2F:FF:7D:57:F3,883,1,2020-09-12 08:16:50,2020-09-12 08:17:51,883,41269d1e-0b8d-40ef-bbf9-d8c94f9648f8,1,,-,-,-,No
out/09-12-01-16/log,,0bf8d876-b246-4519-b9ce-4b08227fb099,9A:5A:D5:55:04:35,127,1,2020-09-12 08:16:42,2020-09-12 08:17:51,127,f0436a3e-030d-4b5a-b724-57492d1198c6,1,,-,-,-,No
