Logs,Boot ID,MAC Address,Base Sample,Phase 1,Phases,Bit Sample,Start Time,End Time,Id,Request ID,Success,Error
out/05-21-13-59/log,04fbaff4-5a52-40d1-97b1-e463c805a52e,82:16:70:07:10:9C,out/05-21-13-59/base_samples31,41,1,out/05-21-13-59/bit_samples31,2020-05-21 20:59:25,2020-05-21 20:59:39,31,6cd6b5a9-5b4f-4122-afaa-e092ccdffc22,1,
out/05-21-13-59/log,d5f62b15-5300-4d97-b51b-0031c7455327,E6:FE:48:4A:C9:95,out/05-21-13-59/base_samples1,1,1,out/05-21-13-59/bit_samples1,2020-05-21 20:59:25,2020-05-21 20:59:40,1,eb4e0743-4bd7-4aaa-bf79-36c01c954684,1,
out/05-21-13-59/log,1faef722-892d-4c5c-96e5-9cc1231a9736,C6:54:8E:71:94:44,out/05-21-13-59/base_samples81,81,1,out/05-21-13-59/bit_samples81,2020-05-21 20:59:25,2020-05-21 20:59:40,81,8267071e-dc59-4c4a-a3fd-cc1ea6b936a4,1,
out/05-21-13-59/log,e51a31d2-29a7-48e2-b9ee-fb343705c5db,EA:21:E9:98:08:0C,out/05-21-13-59/base_samples51,51,1,out/05-21-13-59/bit_samples51,2020-05-21 20:59:25,2020-05-21 20:59:40,51,4aebb426-a93b-4e77-8c58-c85db93d9b25,1,
out/05-21-13-59/log,3fa11293-f8dd-4fbb-8fc0-d5f77dd4ad16,B2:EB:5A:56:C9:11,out/05-21-13-59/base_samples21,21,1,out/05-21-13-59/bit_samples21,2020-05-21 20:59:25,2020-05-21 20:59:40,21,0949d26d-b17d-4bed-ab78-a5f85cca815e,1,
out/05-21-13-59/log,91d0ef13-e9d8-495c-a632-4158c2f32fb0,76:95:0D:8A:40:D4,out/05-21-13-59/base_samples61,71,1,out/05-21-13-59/bit_samples61,2020-05-21 20:59:25,2020-05-21 20:59:40,61,a5090f0c-7832-4959-a855-4a23a76cb5f7,1,
out/05-21-13-59/log,fd4ce57b-6042-4ba5-9b75-3342d68f6004,DE:CE:E2:36:32:E6,out/05-21-13-59/base_samples11,41,1,out/05-21-13-59/bit_samples11,2020-05-21 20:59:25,2020-05-21 20:59:40,11,06991750-355d-4a85-a3a2-b802da89ba12,1,
out/05-21-13-59/log,e72fb0c8-7a5e-4eb3-9c02-505f5a314477,26:F8:69:D9:83:D5,out/05-21-13-59/base_samples91,91,1,out/05-21-13-59/bit_samples91,2020-05-21 20:59:25,2020-05-21 20:59:40,91,4a18cac9-a5fe-4bba-9822-9f212c7284dc,1,
out/05-21-13-59/log,211fb0f2-c9b7-47be-8fd8-651738bc0ca9,2A:4C:8F:D2:1C:13,out/05-21-13-59/base_samples41,41,1,out/05-21-13-59/bit_samples41,2020-05-21 20:59:25,2020-05-21 20:59:40,41,78f29fdd-d262-4e0c-b0bf-70435560d45d,1,
out/05-21-13-59/log,4d3a6119-8571-4461-8a0a-e98d1d5334e8,62:6E:84:D8:16:21,out/05-21-13-59/base_samples71,71,1,out/05-21-13-59/bit_samples71,2020-05-21 20:59:25,2020-05-21 20:59:40,71,8e8aef63-b9ce-45ba-a99f-27cfd561d30e,1,
