GUID,Success,Id,Boot ID,End Time,Request ID,Start Time,Phases,Phase 1,Phase 2,Phase 3,Logs,Base Sample,Predecessors,Bit-1 Sample,Bit-0 Sample,Bit-1 Pvalue,Error,Bit-0 Pvalue,MAC Address,Warm Start
09-22-14-56-46,1,46,8d652d35-5678-4096-9fc8-14a63092581d,2020-09-22 21:57:57,5a86ebb8-2d3a-45b4-b435-2a264ee914ba,2020-09-22 21:56:58,3,46,46,46,out/09-22-14-56/log,out/09-22-14-56/base_samples46,,out/09-22-14-56/bit1_samples46,out/09-22-14-56/bit0_samples46,0,,0.113005177782501,BA:BD:30:C9:76:AA,No
09-22-14-56-72,1,72,8b1f20ba-f174-4d01-9610-acfcc2f1920e,2020-09-22 21:57:57,58de4cbd-f552-47a5-be93-802382695d9b,2020-09-22 21:56:58,3,72,72,72,out/09-22-14-56/log,out/09-22-14-56/base_samples72,,out/09-22-14-56/bit1_samples72,out/09-22-14-56/bit0_samples72,0,,0.104526269133833,E6:EC:FB:6F:D4:57,No
09-22-14-56-33,1,33,cc570512-0230-4b3d-b680-054fb353f124,2020-09-22 21:57:57,33839c23-dba2-4c2d-aac8-d194a79660f8,2020-09-22 21:56:58,3,33,33,33,out/09-22-14-56/log,out/09-22-14-56/base_samples33,,out/09-22-14-56/bit1_samples33,out/09-22-14-56/bit0_samples33,0,,0.303696644872574,26:DF:37:95:0A:BA,No
09-22-14-56-45,1,45,3c8697f1-f6ac-459c-a9c2-77adf6fba13d,2020-09-22 21:57:57,60ad1b91-c83b-4f23-9800-a1baceb96643,2020-09-22 21:56:58,3,68,68,68,out/09-22-14-56/log,out/09-22-14-56/base_samples45,,out/09-22-14-56/bit1_samples45,out/09-22-14-56/bit0_samples45,5.7910939759214,,0.322730798072832,AA:C3:64:35:3C:09,No
09-22-14-56-51,1,51,47428ef3-7ca4-4380-ba15-765856b4ea87,2020-09-22 21:57:57,135a4872-c4af-4835-8155-772c0bcbccf3,2020-09-22 21:56:58,3,51,51,51,out/09-22-14-56/log,out/09-22-14-56/base_samples51,,out/09-22-14-56/bit1_samples51,out/09-22-14-56/bit0_samples51,0,,0.146558110928034,AE:7D:6D:4B:42:3B,No
09-22-14-56-34,1,34,b197e3d8-23b1-4624-97f5-c4cc8ec3173e,2020-09-22 21:57:57,ad19331e-f9b0-4c87-9322-3b75e48a19a7,2020-09-22 21:56:58,3,34,34,34,out/09-22-14-56/log,out/09-22-14-56/base_samples34,,out/09-22-14-56/bit1_samples34,out/09-22-14-56/bit0_samples34,0,,0.213789461755456,6E:3E:FC:6E:29:4B,No
09-22-14-56-24,1,24,734e0a7b-804c-4de2-900f-b7c08aab9e3f,2020-09-22 21:57:57,1aaab301-88db-435a-88b6-8884dbc3a21e,2020-09-22 21:56:58,3,84,84,84,out/09-22-14-56/log,out/09-22-14-56/base_samples24,,out/09-22-14-56/bit1_samples24,out/09-22-14-56/bit0_samples24,5.53984793796417,,0.0889036007403753,4A:4A:2B:F4:61:A6,No
09-22-14-56-79,1,79,05c419c6-0d41-469b-8847-8ff20384d6d1,2020-09-22 21:57:57,919bf3f3-9764-42c0-9d94-f2d296deff24,2020-09-22 21:56:58,3,87,87,87,out/09-22-14-56/log,out/09-22-14-56/base_samples79,,out/09-22-14-56/bit1_samples79,out/09-22-14-56/bit0_samples79,6.46471171828319,,0.330900871142462,26:64:A8:5B:53:1E,No
09-22-14-56-67,1,67,d6d913c9-a270-4727-a430-bb544230c5c7,2020-09-22 21:57:57,07233134-2d29-425f-90de-137e1ac62825,2020-09-22 21:56:58,3,92,92,92,out/09-22-14-56/log,out/09-22-14-56/base_samples67,,out/09-22-14-56/bit1_samples67,out/09-22-14-56/bit0_samples67,6.22994253313183,,0.506854748502322,6A:E6:B5:C4:69:7C,No
09-22-14-56-64,1,64,104a5b98-b2ac-4710-a589-5e883a53c516,2020-09-22 21:57:57,719dfdd0-5341-49b0-ae64-616820b674c3,2020-09-22 21:56:58,3,64,64,64,out/09-22-14-56/log,out/09-22-14-56/base_samples64,,out/09-22-14-56/bit1_samples64,out/09-22-14-56/bit0_samples64,0,,0.136786227305981,C2:E3:F3:AF:87:F5,No
