Logs,Boot ID,MAC Address,Base Sample,Phase 1,Phases,Bit Sample,Start Time,End Time,Id,Request ID,Success,Error
out/run_1536m_1bit/log,a04e664c-5b94-4019-8f24-946d7f7389d5,FA:0D:41:3B:0C:74,out/run_1536m_1bit/base_samples421,491,1,out/run_1536m_1bit/bit_samples421,2020-05-14 20:11:01,2020-05-14 20:11:15,421,027746a3-f865-459e-81de-423ede08781b,1,
out/run_1536m_1bit/log,ef79ffe6-f175-4105-af81-fa2654ff9198,36:8C:3C:AC:7F:6A,out/run_1536m_1bit/base_samples301,341,1,out/run_1536m_1bit/bit_samples301,2020-05-14 20:11:01,2020-05-14 20:11:15,301,7877e8b9-cbc4-4132-8fc8-2277f51cbfcf,1,
out/run_1536m_1bit/log,36a9235f-9833-4738-9edb-d7f5e33551b8,7A:55:46:0A:F7:B6,out/run_1536m_1bit/base_samples231,503,1,out/run_1536m_1bit/bit_samples231,2020-05-14 20:11:01,2020-05-14 20:11:16,231,69fd654a-db16-4a01-9512-2b752cb4e554,1,
out/run_1536m_1bit/log,22701f45-f55c-4981-8b59-09cc96bb063c,1A:D0:DC:35:46:D7,out/run_1536m_1bit/base_samples261,401,1,out/run_1536m_1bit/bit_samples261,2020-05-14 20:11:01,2020-05-14 20:11:16,261,5904b35b-ca14-4e02-9d38-40a4b554bb1e,1,
out/run_1536m_1bit/log,8ea7630f-564a-4c20-9c34-cea7d302a1ac,22:DA:F9:F2:4A:D1,out/run_1536m_1bit/base_samples1,19,1,out/run_1536m_1bit/bit_samples1,2020-05-14 20:11:01,2020-05-14 20:11:16,1,5e1685a1-d2a7-4a17-9889-7a24e83d4ae9,1,
out/run_1536m_1bit/log,a4d74958-ac9a-49b8-b627-d9dadf7b381a,9E:E8:10:93:BB:29,out/run_1536m_1bit/base_samples171,171,1,out/run_1536m_1bit/bit_samples171,2020-05-14 20:11:01,2020-05-14 20:11:16,171,5887d260-0005-43ec-a6b3-42c9439a89d9,1,
out/run_1536m_1bit/log,423f8f6d-a43f-4651-9727-d0f4436a0969,92:45:53:BC:94:C3,out/run_1536m_1bit/base_samples191,191,1,out/run_1536m_1bit/bit_samples191,2020-05-14 20:11:01,2020-05-14 20:11:16,191,e244adca-42a6-435d-ad30-5112ac569741,1,
out/run_1536m_1bit/log,659acb89-d4ca-4cea-89a2-c828e8751c1d,DE:EF:D7:82:9E:AF,out/run_1536m_1bit/base_samples471,471,1,out/run_1536m_1bit/bit_samples471,2020-05-14 20:11:01,2020-05-14 20:11:16,471,1a83387c-5026-4780-90c7-79b814ee74be,1,
out/run_1536m_1bit/log,2b698ad2-064d-4888-81b0-767bbb97d2cc,5A:96:22:ED:5A:02,out/run_1536m_1bit/base_samples441,441,1,out/run_1536m_1bit/bit_samples441,2020-05-14 20:11:01,2020-05-14 20:11:16,441,6c68d30b-901e-4ff3-ae16-029f7456ca54,1,
out/run_1536m_1bit/log,fda25567-d5d1-44a3-a628-2a0d40802f81,7A:2D:BC:19:2C:7D,out/run_1536m_1bit/base_samples451,451,1,out/run_1536m_1bit/bit_samples451,2020-05-14 20:11:01,2020-05-14 20:11:16,451,d34aec4e-3c5a-4d6e-8374-b12521e12123,1,
out/run_1536m_1bit/log,8e8f114c-786d-45cf-beed-5a72d957785e,AE:F9:6D:95:E0:51,out/run_1536m_1bit/base_samples311,311,1,out/run_1536m_1bit/bit_samples311,2020-05-14 20:11:01,2020-05-14 20:11:16,311,2a3cad6f-a025-4d4c-af2c-b613c2958a02,1,
out/run_1536m_1bit/log,482576c6-d874-44de-92e5-6b0694f05e57,CE:CC:44:04:09:F2,out/run_1536m_1bit/base_samples241,247,1,out/run_1536m_1bit/bit_samples241,2020-05-14 20:11:01,2020-05-14 20:11:16,241,3e28bb21-bf0c-45e0-b4a1-14b7768ff74e,1,
out/run_1536m_1bit/log,a4b07ef2-b510-41a8-8497-3ec043c03c48,46:9A:9D:BE:6F:21,out/run_1536m_1bit/base_samples181,269,1,out/run_1536m_1bit/bit_samples181,2020-05-14 20:11:01,2020-05-14 20:11:16,181,a3ab7abd-db31-493c-9f3e-7abd628482b2,1,
out/run_1536m_1bit/log,22c51cb0-1e35-480f-b467-3ffe3453bbcb,52:A5:01:BA:68:6C,out/run_1536m_1bit/base_samples491,491,1,out/run_1536m_1bit/bit_samples491,2020-05-14 20:11:01,2020-05-14 20:11:16,491,c8e72089-9d49-4576-852d-49706ff6a794,1,
out/run_1536m_1bit/log,33c7b092-b92e-45f5-926a-55d0539f6828,EA:17:89:E4:C9:1D,out/run_1536m_1bit/base_samples91,91,1,out/run_1536m_1bit/bit_samples91,2020-05-14 20:11:01,2020-05-14 20:11:16,91,f3a31655-0d9b-467d-a993-e200a3eec592,1,
out/run_1536m_1bit/log,7d06eed3-2733-4606-ad35-748e85745755,AA:5F:E9:0B:B4:71,out/run_1536m_1bit/base_samples411,411,1,out/run_1536m_1bit/bit_samples411,2020-05-14 20:11:01,2020-05-14 20:11:16,411,dac78dbc-18cb-4bb2-9e96-795dced5b968,1,
out/run_1536m_1bit/log,0eaf058e-bcfc-401e-ab40-4a0e4820bc1e,BA:29:11:E7:2D:B4,out/run_1536m_1bit/base_samples331,331,1,out/run_1536m_1bit/bit_samples331,2020-05-14 20:11:01,2020-05-14 20:11:16,331,da6277af-ec9e-4ac6-bda8-68d32bdab6d7,1,
out/run_1536m_1bit/log,80f231c9-6ff4-4e8e-aa43-bae4b8cb3e0a,96:DA:50:5B:5D:C9,out/run_1536m_1bit/base_samples371,371,1,out/run_1536m_1bit/bit_samples371,2020-05-14 20:11:01,2020-05-14 20:11:16,371,71002d58-4181-417a-b699-3beb8bab6137,1,
out/run_1536m_1bit/log,a37f7865-86e6-470e-a9dc-e60736c58b0c,46:00:29:89:00:C4,out/run_1536m_1bit/base_samples141,141,1,out/run_1536m_1bit/bit_samples141,2020-05-14 20:11:01,2020-05-14 20:11:16,141,cc983385-178a-419c-8f1d-b523a8b5db08,1,
out/run_1536m_1bit/log,e77dbcfb-47c9-4426-ad59-386aaa146758,CA:DF:AE:1F:4D:B9,out/run_1536m_1bit/base_samples111,111,1,out/run_1536m_1bit/bit_samples111,2020-05-14 20:11:01,2020-05-14 20:11:16,111,2873a01a-8cea-4f57-ac6b-08e463d3dd4a,1,
out/run_1536m_1bit/log,8d8ab3e4-0a60-4cea-91a3-dad5a6e94306,6A:53:07:E3:04:EF,out/run_1536m_1bit/base_samples281,281,1,out/run_1536m_1bit/bit_samples281,2020-05-14 20:11:01,2020-05-14 20:11:16,281,f0ec2b68-c089-4e15-b62e-2ed8eee48001,1,
out/run_1536m_1bit/log,44cf1766-8aaf-4807-90cf-74e804e41ce8,46:75:1A:5F:B4:8D,out/run_1536m_1bit/base_samples51,51,1,out/run_1536m_1bit/bit_samples51,2020-05-14 20:11:01,2020-05-14 20:11:16,51,0449c7af-10ec-4d7d-b406-f2e0c68b8d47,1,
out/run_1536m_1bit/log,d7029a9f-618c-443f-b14f-508c6f8e35f0,32:B2:51:A0:42:BC,out/run_1536m_1bit/base_samples61,97,1,out/run_1536m_1bit/bit_samples61,2020-05-14 20:11:01,2020-05-14 20:11:16,61,0a0a5342-8ce2-40f4-bd10-104e5716cf1c,1,
out/run_1536m_1bit/log,d1da87b3-4f4a-48e2-bc23-d52fa74678e1,CA:F2:96:26:96:E2,out/run_1536m_1bit/base_samples11,407,1,out/run_1536m_1bit/bit_samples11,2020-05-14 20:11:01,2020-05-14 20:11:16,11,e96ea7c0-1d4c-481d-80e4-04f22f74ad3d,1,
out/run_1536m_1bit/log,0e8147d7-9c2d-45c6-9e8a-37c9099cbfe0,12:1B:52:1C:C2:3E,out/run_1536m_1bit/base_samples381,381,1,out/run_1536m_1bit/bit_samples381,2020-05-14 20:11:01,2020-05-14 20:11:16,381,cb8b2532-5304-4445-ba15-83bf70f7fd2b,1,
out/run_1536m_1bit/log,f1ce3171-473b-4c10-ac2c-67d0e50213cb,0E:D5:81:58:FB:5B,out/run_1536m_1bit/base_samples431,431,1,out/run_1536m_1bit/bit_samples431,2020-05-14 20:11:01,2020-05-14 20:11:16,431,ba4a7ea1-5f2b-4108-839d-edac4a36d56d,1,
out/run_1536m_1bit/log,9ffc944e-ff48-4ead-981a-f71ee5543461,8E:71:CB:C5:23:51,out/run_1536m_1bit/base_samples121,487,1,out/run_1536m_1bit/bit_samples121,2020-05-14 20:11:01,2020-05-14 20:11:16,121,6db2706d-67fc-4342-8672-5817c079bd7e,1,
out/run_1536m_1bit/log,2d3699bf-a5be-47af-8c5f-3224344641e1,B6:77:8B:8E:AC:A4,out/run_1536m_1bit/base_samples161,501,1,out/run_1536m_1bit/bit_samples161,2020-05-14 20:11:01,2020-05-14 20:11:16,161,4e0e1f3a-fe5a-46e6-a7e2-cea30d4ee70e,1,
out/run_1536m_1bit/log,84edeff4-d22e-4f90-83c5-563996dca289,DA:C0:7C:81:B3:20,out/run_1536m_1bit/base_samples321,321,1,out/run_1536m_1bit/bit_samples321,2020-05-14 20:11:01,2020-05-14 20:11:16,321,73e131ff-e676-4ed1-aa49-8b937b65773c,1,
out/run_1536m_1bit/log,f99c3fc7-96f9-42e1-b141-178134acf58e,DE:3A:31:90:5D:33,out/run_1536m_1bit/base_samples401,401,1,out/run_1536m_1bit/bit_samples401,2020-05-14 20:11:01,2020-05-14 20:11:16,401,104ea7f6-4aa4-4aa3-9851-21ec96978455,1,
out/run_1536m_1bit/log,1b0d6340-ba8e-4687-94c3-5999fefa024f,12:AD:25:E3:3A:3F,out/run_1536m_1bit/base_samples341,341,1,out/run_1536m_1bit/bit_samples341,2020-05-14 20:11:01,2020-05-14 20:11:16,341,d4293d46-48a6-4ff5-b123-7e7f51ea4835,1,
out/run_1536m_1bit/log,046d50fb-0cdc-4c51-8c89-a8b10d9dfa38,52:6B:84:32:4F:6B,out/run_1536m_1bit/base_samples351,351,1,out/run_1536m_1bit/bit_samples351,2020-05-14 20:11:01,2020-05-14 20:11:16,351,be1202ca-fc96-489b-a714-12a2bf1cbbd4,1,
out/run_1536m_1bit/log,39b50769-0909-4a8e-94e2-ef53de6b04e2,AE:26:9A:5B:72:1E,out/run_1536m_1bit/base_samples221,221,1,out/run_1536m_1bit/bit_samples221,2020-05-14 20:11:01,2020-05-14 20:11:16,221,d84ff605-cf50-447b-a90c-f2cb108da1b3,1,
out/run_1536m_1bit/log,e81879e3-190e-40ac-9a3f-612f04fe10bf,72:92:08:93:00:B8,out/run_1536m_1bit/base_samples271,271,1,out/run_1536m_1bit/bit_samples271,2020-05-14 20:11:01,2020-05-14 20:11:16,271,c5c829fd-9ddb-4061-b334-fa0f07c8971d,1,
out/run_1536m_1bit/log,83d6a81f-5257-4591-84af-eb5099982f99,EA:F8:6F:93:B8:60,out/run_1536m_1bit/base_samples81,81,1,out/run_1536m_1bit/bit_samples81,2020-05-14 20:11:01,2020-05-14 20:11:16,81,06033c5d-eac9-4aa0-855d-0e85570b7bef,1,
out/run_1536m_1bit/log,6c1d627b-7fc9-4a0f-a9ae-42cc102968a1,6E:E9:46:63:A4:48,out/run_1536m_1bit/base_samples481,481,1,out/run_1536m_1bit/bit_samples481,2020-05-14 20:11:01,2020-05-14 20:11:16,481,884e047a-194e-49c9-854f-b1571b722a3f,1,
out/run_1536m_1bit/log,6718910f-4856-4ce3-922b-c9b7de715d5e,5A:75:DB:7A:B7:DD,out/run_1536m_1bit/base_samples211,211,1,out/run_1536m_1bit/bit_samples211,2020-05-14 20:11:01,2020-05-14 20:11:16,211,249a819b-340e-4d99-ba13-a25b4f938be4,1,
