Logs,Boot ID,MAC Address,Phase 3,Phase 2,Phase 1,Phases,Start Time,End Time,Id,Request ID,Success,Error,Base Sample,Bit Sample
out/09-02-22-21/log,b5a17123-5faf-45f9-a8db-c66f0d703e6f,16:CD:5A:4E:EF:2B,38,38,38,3,2020-09-03 05:21:59,2020-09-03 05:22:58,38,2fd9f397-65ab-4ce7-8428-ea1c719b44bb,1,,-,-
out/09-02-22-21/log,9001e592-99a0-4b59-99d4-ca70d2e962a2,66:9F:96:6E:19:63,63,27,59,3,2020-09-03 05:21:59,2020-09-03 05:22:58,14,af186907-aa24-4acc-99d9-0fef303142cd,1,,-,-
out/09-02-22-21/log,d6c1c3ec-c248-4ef9-a130-0f1654cd294e,A2:D4:FC:08:85:DC,52,52,52,3,2020-09-03 05:21:59,2020-09-03 05:22:58,52,ec33c381-984b-435f-8d4d-52cd566b8a61,1,,-,-
out/09-02-22-21/log,a2b50b7b-cc99-4135-8b95-fd17f3935edb,CE:BD:EC:4B:5A:04,54,54,54,3,2020-09-03 05:21:59,2020-09-03 05:22:58,54,12ebc3a5-9909-4fca-a957-a7dd3de7d123,1,,-,-
out/09-02-22-21/log,34223fd4-eb6d-47f8-bd7b-3ab53d2131b9,8E:BB:5A:BD:9E:C8,41,41,41,3,2020-09-03 05:21:59,2020-09-03 05:22:59,41,8297c575-bcb3-44f1-aac7-b92bf4f269d2,1,,-,-
out/09-02-22-21/log,4d3852c9-92bf-4c7f-b472-28fb57df2d12,12:62:67:BD:58:F6,72,72,72,3,2020-09-03 05:21:59,2020-09-03 05:22:58,72,67b2d64e-0b09-4ef9-80a1-8e8504c0deb0,1,,-,-
out/09-02-22-21/log,c79f98f2-a4e3-4add-8e7d-46c90668a215,6A:D9:AC:CD:DB:87,47,47,47,3,2020-09-03 05:21:59,2020-09-03 05:22:59,47,1dbb5d95-d939-4599-9409-b92b6e8b242a,1,,-,-
out/09-02-22-21/log,578ff21d-a2c5-4928-af83-48a2db6c6486,06:62:BC:82:72:66,89,91,89,3,2020-09-03 05:21:59,2020-09-03 05:22:59,89,52a35c01-d21e-4151-9369-a7b6da1f564f,1,,-,-
out/09-02-22-21/log,4f3becc8-76dd-4038-a897-aa84a08e3f71,76:84:81:47:A0:7F,95,95,95,3,2020-09-03 05:21:59,2020-09-03 05:22:59,95,858b7400-bad1-475a-865d-8ae9bd9ab3cd,1,,-,-
out/09-02-22-21/log,3abb3e5b-2d67-4bf6-9ac0-53fbf152496f,16:D9:97:93:9A:37,85,85,85,3,2020-09-03 05:22:01,2020-09-03 05:22:59,85,5fa33b88-189e-4c66-a443-5fa3798ae057,1,,-,-
