Start Time,UP Time,Boot Time,Frequency,Interface,IP Address,MAC Address,Exec Time
1575607899689,0.78,2019-12-06 04:51:38,2000.173,eth2,169.254.8.1,81:31:e4:b5:4f:3a,22.394177675247192
1575607877196,1717.80,2019-12-06 04:22:39,2000.162,eth1,169.254.8.130,2b:79:a1:f9:50:57,47.538673400878906
1575607876037,1716.52,2019-12-06 04:22:39,2000.162,eth0,192.168.1.1,13:d0:6c:68:27:ca,49.163923025131226
1575607877048,49.63,2019-12-06 04:50:27,2000.162,eth2,169.254.8.1,17:a3:3d:11:ef:2e,49.282474994659424
1575607879220,0.75,2019-12-06 04:51:18,2000.159,eth2,169.254.8.1,99:03:55:fc:b1:cf,49.1801233291626
1575607895605,47.97,2019-12-06 04:50:47,2000.138,eth0,192.168.1.1,dd:19:b5:08:7b:20,33.115527629852295
1575607879201,0.68,2019-12-06 04:51:18,2000.159,eth1,169.254.8.130,89:b7:d6:dc:4a:bb,49.638267278671265
1575607899103,50.76,2019-12-06 04:50:47,2000.138,eth0,192.168.1.1,bd:17:7f:4c:b5:35,30.85033679008484
1575607900683,63.21,2019-12-06 04:50:37,2000.16,eth2,169.254.8.1,eb:49:15:d6:9c:76,30.70371103286743
1575607899566,71.98,2019-12-06 04:50:27,2000.169,eth1,169.254.8.130,9f:cf:67:db:c2:61,32.17381143569946
1575607899567,1688.52,2019-12-06 04:23:30,2000.169,eth0,192.168.1.1,0f:bf:b7:f7:b8:76,32.21787762641907
1575607899794,0.81,2019-12-06 04:51:38,2000.169,eth2,169.254.8.1,91:4e:64:da:20:9e,32.075671672821045
1575607899907,0.79,2019-12-06 04:51:38,2000.169,eth2,169.254.8.1,d9:8d:32:7f:86:d4,32.14880418777466
1575607883811,46.24,2019-12-06 04:50:37,2000.173,eth1,169.254.8.130,99:06:3a:ed:f5:5b,48.287012577056885
1575607899099,0.63,2019-12-06 04:51:38,2000.157,eth1,169.254.8.130,69:84:b0:57:19:07,33.15306258201599
1575607899169,0.71,2019-12-06 04:51:38,2000.157,eth1,169.254.8.130,4b:c4:89:aa:dd:bc,33.18316340446472
1575607884728,46.93,2019-12-06 04:50:37,2000.173,eth0,192.168.1.1,c3:65:8b:88:1b:24,49.062023401260376
1575607890359,52.05,2019-12-06 04:50:37,2000.173,lo,127.0.0.1,1d:b4:db:a7:9a:39,43.926586627960205
1575607908952,70.95,2019-12-06 04:50:37,2000.16,eth0,192.168.1.1,c9:3b:15:62:a6:7c,27.184009790420532
1575607887280,49.60,2019-12-06 04:50:37,2000.159,eth2,169.254.8.1,1f:f6:44:54:a5:40,49.33310627937317
1575607887581,49.61,2019-12-06 04:50:37,2000.159,eth1,169.254.8.130,b5:c0:7d:7b:54:11,49.24670386314392
