Logs,Boot ID,MAC Address,Phase 3,Phase 2,Phase 5,Phase 1,Phases,Start Time,Phase 4,End Time,Id,Request ID,Success,Error,Base Sample,Bit Sample
out/08-20-14-33/log,47144391-1c1a-4843-afd5-214271a453f7,52:1F:86:61:C1:59,653,653,653,653,5,2020-08-20 21:33:44,653,2020-08-20 21:37:15,653,86cd94ed-e799-43e7-9790-83388ab3bf60,1,,-,-
out/08-20-14-33/log,6a3d6cef-e93f-4015-9164-99542a1d162a,72:40:C4:44:4A:CF,184,328,184,186,5,2020-08-20 21:33:43,186,2020-08-20 21:37:14,184,aa8c88a0-5098-4dd9-afc1-b7b942a95e0b,1,,-,-
out/08-20-14-33/log,bd309f90-8997-4bb1-a838-8fd2aa0d5684,DE:93:20:AB:9B:64,904,904,904,904,5,2020-08-20 21:33:51,904,2020-08-20 21:37:14,904,787487c8-dbc1-4b52-9208-e86ae2866c0a,1,,-,-
out/08-20-14-33/log,2e49d104-e878-4280-bbad-8743fc3485b2,2A:B2:36:54:D9:5D,166,166,166,166,5,2020-08-20 21:33:43,166,2020-08-20 21:37:14,166,4f74a6e8-52c3-4ad8-adac-40973c5143b7,1,,-,-
out/08-20-14-33/log,1ce0af46-6c63-462e-82c9-582e46731fba,72:71:63:A4:B8:D6,930,938,920,916,5,2020-08-20 21:33:58,916,2020-08-20 21:37:14,916,bb45af5f-d783-4817-8b4d-8d6098690fae,1,,-,-
out/08-20-14-33/log,18963694-ca29-43d5-ba87-8ba4b780be38,62:8B:C2:49:D8:BD,589,589,589,589,5,2020-08-20 21:34:11,589,2020-08-20 21:37:15,589,deeb5469-7090-419a-99e7-a191c04c8e5e,1,,-,-
out/08-20-14-33/log,54224433-4880-4ebe-a2c1-0109ddccbf67,0A:2A:5C:BA:D4:74,821,821,821,821,5,2020-08-20 21:33:47,821,2020-08-20 21:37:15,821,d8fd4cf5-6138-4efd-bcd0-d7280e54eff1,1,,-,-
out/08-20-14-33/log,90cbe092-459e-461f-a446-ac9743c3d5a5,BE:B4:E0:73:45:E4,407,407,407,407,5,2020-08-20 21:33:51,407,2020-08-20 21:37:15,407,8fde94d4-5ed8-4a39-97e8-13353fefb8c3,1,,-,-
out/08-20-14-33/log,28872d15-e2f3-45dc-b706-8183695f7302,A2:B2:7D:04:7D:ED,426,426,426,426,5,2020-08-20 21:33:44,426,2020-08-20 21:37:14,426,4add7d50-3c93-4a19-a4f2-43a5f917aefe,1,,-,-
out/08-20-14-33/log,bf609ca7-80bb-4a65-b4ee-c8d68997bb0b,7A:51:5E:47:F8:01,67,67,67,67,5,2020-08-20 21:33:43,67,2020-08-20 21:37:15,67,5b605d01-2d2a-428e-a0dc-0a2ce1c931e8,1,,-,-
