GUID,Success,Id,Boot ID,End Time,Request ID,Start Time,Phases,Phase 1,Phase 2,Phase 3,Logs,Base Sample,Predecessors,Bit-1 Sample,Bit-0 Sample,Bit-1 Pvalue,Error,Bit-0 Pvalue,MAC Address,Warm Start
10-06-23-00-470,1,470,ae22d83d-478a-4d95-93d8-56358fa80e2b,2020-10-07 06:02:03,9bb626a5-7189-471f-bbcb-87419837672d,2020-10-07 06:00:10,3,470,470,470,out/10-06-23-00/log,out/10-06-23-00/base_samples470,,out/10-06-23-00/bit1_samples470,out/10-06-23-00/bit0_samples470,0,,0.287670145305348,62:E3:8A:F5:41:0F,No
10-06-23-00-530,1,530,8b2afcc4-652e-42cb-b26e-034cf72fe6f9,2020-10-07 06:02:03,bebee99b-4d30-4228-8541-b3ecce121212,2020-10-07 06:00:11,3,769,769,769,out/10-06-23-00/log,out/10-06-23-00/base_samples530,,out/10-06-23-00/bit1_samples530,out/10-06-23-00/bit0_samples530,6.04726886064584,,0.291875407427194,D2:D9:B6:20:EB:03,No
10-06-23-00-32,1,32,5ffa2028-986c-446a-bdf1-61f5a7ef1e11,2020-10-07 06:02:03,9e46adbb-a46e-44c7-a359-a74aa6129d3f,2020-10-07 06:00:03,3,491,491,491,out/10-06-23-00/log,out/10-06-23-00/base_samples32,,out/10-06-23-00/bit1_samples32,out/10-06-23-00/bit0_samples32,5.69313507023305,,0.270168607046221,06:1C:BD:7A:F6:CE,No
10-06-23-00-90,1,90,b86c6752-002a-4ee7-9809-b3936a663d2e,2020-10-07 06:02:03,e6f98627-22b1-4ff0-baab-362ef9cfaeef,2020-10-07 06:00:04,3,266,266,266,out/10-06-23-00/log,out/10-06-23-00/base_samples90,,out/10-06-23-00/bit1_samples90,out/10-06-23-00/bit0_samples90,6.1045084863257,,0.234541170159953,DA:B8:D0:93:AF:99,No
10-06-23-00-140,1,140,444f93fc-0c55-4ebd-82d1-78e3d1ac6502,2020-10-07 06:02:03,3ae50ee6-33d7-45db-a2ec-f5d4e556b16b,2020-10-07 06:00:04,3,683,683,683,out/10-06-23-00/log,out/10-06-23-00/base_samples140,,out/10-06-23-00/bit1_samples140,out/10-06-23-00/bit0_samples140,6.04866697523504,,0.500366836209559,4A:16:1C:A3:6C:F0,No
10-06-23-00-71,1,71,69bf14b9-d9cb-4600-8762-f344d066080f,2020-10-07 06:02:03,e302b674-4d86-44b5-9098-aa935a0f7890,2020-10-07 06:00:03,3,325,325,325,out/10-06-23-00/log,out/10-06-23-00/base_samples71,,out/10-06-23-00/bit1_samples71,out/10-06-23-00/bit0_samples71,5.57311771083086,,0.0897534014455851,6A:C5:E2:7C:00:F4,No
10-06-23-00-567,1,567,d059b26d-5941-4c62-a672-af9cefb65f0c,2020-10-07 06:02:03,a36eb93e-96f4-4e84-9e30-7c37c67c0033,2020-10-07 06:00:13,3,907,907,907,out/10-06-23-00/log,out/10-06-23-00/base_samples567,,out/10-06-23-00/bit1_samples567,out/10-06-23-00/bit0_samples567,5.74781198673034,,0.449747357301526,2E:2B:C8:82:9E:C5,No
10-06-23-00-977,1,977,a0029aeb-2536-4ecc-a88c-64a2887d158b,2020-10-07 06:02:03,ba00477e-d0c9-48c0-a2c6-9e7764dfc4c4,2020-10-07 06:00:29,3,977,977,977,out/10-06-23-00/log,out/10-06-23-00/base_samples977,,out/10-06-23-00/bit1_samples977,out/10-06-23-00/bit0_samples977,0,,0.522281712658156,6E:27:6F:1A:06:D3,No
10-06-23-00-808,1,808,f9f66a7b-20d5-41ad-84e9-71e053bdfa5b,2020-10-07 06:02:03,dedcc5ee-7e7a-4d63-9ba6-1b851a83b2b7,2020-10-07 06:00:21,3,808,808,808,out/10-06-23-00/log,out/10-06-23-00/base_samples808,,out/10-06-23-00/bit1_samples808,out/10-06-23-00/bit0_samples808,0,,0.382729955005746,02:36:0F:50:CB:6F,No
10-06-23-00-662,1,662,e5c88e98-3c25-4b14-8707-5195d5f0adb8,2020-10-07 06:02:03,1aa34f72-aece-471b-9e4e-819050878873,2020-10-07 06:00:15,3,662,662,662,out/10-06-23-00/log,out/10-06-23-00/base_samples662,,out/10-06-23-00/bit1_samples662,out/10-06-23-00/bit0_samples662,0,,0.10225633684927,4A:FD:44:F3:E7:24,No
