Logs,Boot ID,MAC Address,Phase 3,Phase 2,Phase 1,Phases,Start Time,End Time,Id,Request ID,Success,Error,Base Sample,Bit Sample
out/05-21-14-52/log,02e6ca90-8464-4925-96dc-f16bca3ca4f4,8A:F3:81:81:F3:59,8,8,8,3,2020-05-21 21:52:19,2020-05-21 21:52:46,8,f7fcd27c-e48e-4e14-a4be-1e9baf8d124b,1,,-,-
out/05-21-14-52/log,0fc0e10f-ce64-4ece-9174-4f88521fbbfe,BE:36:8B:21:35:89,6,6,6,3,2020-05-21 21:52:19,2020-05-21 21:52:46,6,ad617714-9670-453d-bbef-f8bdcea36698,1,,-,-
out/05-21-14-52/log,fab2d07a-344f-40d7-9eef-b4573ee37a33,DA:E0:0D:55:DF:3B,4,4,4,3,2020-05-21 21:52:19,2020-05-21 21:52:46,4,0262b454-7873-4051-9174-93c3dc8fe9be,1,,-,-
out/05-21-14-52/log,288e1457-fa46-4a5b-a9dc-d53cc59cd090,3E:A3:60:9D:73:FE,2,2,2,3,2020-05-21 21:52:19,2020-05-21 21:52:46,2,dd8ae60f-0e41-4983-af11-3bef3027883b,1,,-,-
out/05-21-14-52/log,61ad18e5-1b07-479a-b1f6-e48c1854ddba,6E:8E:09:07:96:4E,3,3,3,3,2020-05-21 21:52:19,2020-05-21 21:52:47,3,776fd803-e05c-4fda-bdbe-1c6e26a32cd4,1,,-,-
out/05-21-14-52/log,17080b11-eb80-465c-804d-d09ebf1fcb85,16:16:7A:82:DE:FE,10,10,10,3,2020-05-21 21:52:19,2020-05-21 21:52:46,10,d60ee262-3a4d-4032-ae0e-952db437daf9,1,,-,-
out/05-21-14-52/log,f02c9309-361c-4d12-9d80-306cb267f266,76:34:8D:0A:F7:1F,1,1,1,3,2020-05-21 21:52:19,2020-05-21 21:52:47,1,8adc8f1c-55c8-4960-af30-f6ac1c82c254,1,,-,-
out/05-21-14-52/log,0e0bec60-4e61-4639-b468-531ca1e89602,66:47:CE:A9:CF:04,9,9,9,3,2020-05-21 21:52:19,2020-05-21 21:52:47,9,c9c8a5b1-4ad9-4afd-9d12-7a2f6e99b2f7,1,,-,-
out/05-21-14-52/log,3923da93-9888-44f1-b00c-e2ee266e36ec,36:B6:C4:B7:2D:F5,5,5,5,3,2020-05-21 21:52:19,2020-05-21 21:52:47,5,04045213-92fc-4dd8-a05f-56db6d16c0fc,1,,-,-
out/05-21-14-52/log,0a8d0890-9e39-40dc-a486-3c6b2e428766,1A:43:29:F1:61:9F,7,7,7,3,2020-05-21 21:52:19,2020-05-21 21:52:47,7,3b575ccb-db93-4c09-b474-e064b52079a5,1,,-,-
