Logs,Boot ID,MAC Address,Phase 3,Phase 2,Phase 1,Phases,Start Time,End Time,Id,Request ID,Success,Error,Base Sample,Bit Sample
out/08-20-13-33/log,fe0c93cb-db6c-4473-8b71-ebcc2f79988c,56:6B:22:F9:78:F5,6,6,6,3,2020-08-20 20:33:21,2020-08-20 20:34:00,6,49e901ba-f65c-410d-85bb-e5998aff3705,1,,-,-
out/08-20-13-33/log,fb27953c-9a3c-483c-9e88-b272fe8a7109,3E:A7:A0:5D:19:EB,74,74,74,3,2020-08-20 20:33:21,2020-08-20 20:34:00,74,171178bc-e1b3-4770-83d6-fde2ef7ab162,1,,-,-
out/08-20-13-33/log,771d19e5-054e-4a94-9c9e-9f314c38dd5a,6E:60:57:02:37:E4,56,56,56,3,2020-08-20 20:33:21,2020-08-20 20:34:00,56,fa7432e3-54c3-45b6-8e53-63f7b9b8bd86,1,,-,-
out/08-20-13-33/log,203489d8-e14e-480a-909f-997faafeadfc,46:A4:A2:F8:48:7A,29,29,29,3,2020-08-20 20:33:21,2020-08-20 20:34:01,29,25b0d167-c840-4153-8362-e6cf1939243f,1,,-,-
out/08-20-13-33/log,0d1c9110-0c9c-46b6-bb68-295c34547887,E6:3B:DF:CC:A9:C1,54,54,54,3,2020-08-20 20:33:21,2020-08-20 20:34:00,54,b0e60386-2733-4d11-bf57-a1a542e94210,1,,-,-
out/08-20-13-33/log,3c9d0657-9f96-4ed2-b556-c8196483d05f,BE:75:8E:58:D7:DB,82,82,82,3,2020-08-20 20:33:21,2020-08-20 20:34:00,82,ddb08b7e-3dad-4d0c-9b1e-29de9599be62,1,,-,-
out/08-20-13-33/log,74c64735-b409-47ed-aa9d-19a24ee16410,42:7D:2D:59:ED:07,78,78,78,3,2020-08-20 20:33:21,2020-08-20 20:34:00,78,c0f355b7-c3d9-41f6-a4bf-75bc922f3271,1,,-,-
out/08-20-13-33/log,2655b7c8-160e-48db-97fb-acc40fedf275,AE:EE:8F:B9:50:1D,85,85,85,3,2020-08-20 20:33:21,2020-08-20 20:34:01,85,1ac0d353-8f53-45ee-8d48-2331718a9bf9,1,,-,-
out/08-20-13-33/log,d10553e8-7462-4f83-8986-fd5ada0cf2f9,3E:0C:4F:44:66:8C,256,89,89,3,2020-08-20 20:33:21,2020-08-20 20:34:01,89,a8dd3ec5-3d0f-4832-9fd8-45206cc18343,1,,-,-
out/08-20-13-33/log,4a00aac1-8d0a-4630-a4d4-3d5dbd98c441,72:9C:17:25:74:35,32,24,64,3,2020-08-20 20:33:21,2020-08-20 20:34:00,24,81889643-8b29-458c-b5c8-d7a081ca17ca,1,,-,-
out/08-20-13-33/log,5c3abafa-7b7c-4351-b69e-6817e1d87827,A6:C4:4F:1B:06:CD,55,55,55,3,2020-08-20 20:33:21,2020-08-20 20:34:01,55,49ac569f-3b19-4264-afc7-f33b6b320e42,1,,-,-
out/08-20-13-33/log,d451d82a-a6d0-4908-809f-a2d2cab4c219,D6:E3:DD:27:49:7F,80,80,80,3,2020-08-20 20:33:21,2020-08-20 20:34:00,80,014956ba-b708-46e0-8f8f-2f15768bf524,1,,-,-
out/08-20-13-33/log,49f671e9-7551-462e-8bf9-40d24baaa40d,9A:15:B0:91:76:09,17,17,17,3,2020-08-20 20:33:21,2020-08-20 20:34:01,17,a7703efb-d8c6-43ad-b03f-d8a800618b4e,1,,-,-
out/08-20-13-33/log,112036b9-ff65-4ec4-a664-07d64b2fd649,7E:1A:1E:E2:B1:CE,92,92,92,3,2020-08-20 20:33:21,2020-08-20 20:34:00,92,63a4535a-6563-4801-bce5-0761b63f1114,1,,-,-
out/08-20-13-33/log,3aaac67e-2e3e-4f82-a644-b76764239e27,6A:B9:29:DF:AC:05,67,67,67,3,2020-08-20 20:33:21,2020-08-20 20:34:01,67,aad659ce-8284-4637-b11d-1c64969adc00,1,,-,-
out/08-20-13-33/log,db61b9d8-3211-4030-acd1-61e467660d08,7E:42:35:89:C8:F2,59,59,59,3,2020-08-20 20:33:21,2020-08-20 20:34:01,59,853eafbb-8f85-4a4f-8386-659ca7db243a,1,,-,-
out/08-20-13-33/log,94be1103-607f-4b79-b925-6f358c11a59f,AE:9A:31:71:EB:2B,97,97,97,3,2020-08-20 20:33:21,2020-08-20 20:34:01,97,00fd4ef7-edf7-4fce-afbe-76eeeaa8ef80,1,,-,-
out/08-20-13-33/log,380109be-d1b0-40e6-b17c-0adda8721cb6,5A:63:2E:85:10:55,45,45,45,3,2020-08-20 20:33:21,2020-08-20 20:34:01,45,cd85dc87-4fe5-466f-a18e-19ffba6960ad,1,,-,-
out/08-20-13-33/log,67bc88e2-30a1-497e-8563-ad70eae11c88,6E:B9:D2:60:54:E3,2,2,2,3,2020-08-20 20:33:21,2020-08-20 20:34:00,2,fee3b1b3-f041-4293-b37e-5056445115f6,1,,-,-
out/08-20-13-33/log,9a715b95-f9ca-431e-8378-a4ea649db9d1,52:1D:D3:92:62:D5,99,99,99,3,2020-08-20 20:33:21,2020-08-20 20:34:01,99,5c7be5e4-c3bd-4be8-bb19-0eb70c0da8ac,1,,-,-
out/08-20-13-33/log,b4da3e7f-b397-4c26-baf2-4d3b15e5161a,BE:1D:2C:95:18:AE,69,69,69,3,2020-08-20 20:33:21,2020-08-20 20:34:01,69,ba7df39e-e563-4e73-9069-e48c49b4f581,1,,-,-
out/08-20-13-33/log,be91b93c-e354-463a-9079-380c841aaabd,66:C3:5D:24:2E:08,50,50,50,3,2020-08-20 20:33:21,2020-08-20 20:34:00,50,f153948b-9dc7-40cf-8c1d-d57d1858e98a,1,,-,-
out/08-20-13-33/log,47f8b7ed-296b-4a87-a227-87b71a0b091a,F6:60:CD:2C:58:BC,76,76,76,3,2020-08-20 20:33:21,2020-08-20 20:34:00,76,222dfb98-00dd-425b-bf57-cf67ce02b6ba,1,,-,-
out/08-20-13-33/log,054dfe1e-da44-4d33-90bc-9e17c0ac8bc4,DE:CD:C5:A3:29:36,61,61,61,3,2020-08-20 20:33:21,2020-08-20 20:34:01,61,c6416254-2a40-4cfb-8590-ccf19fde556a,1,,-,-
out/08-20-13-33/log,680208fd-546b-4755-813a-9de257266d0c,3A:72:86:DD:30:EA,3,3,3,3,2020-08-20 20:33:21,2020-08-20 20:34:01,3,f2d8c5e7-61ee-4d76-973f-1fab7fdad485,1,,-,-
