Id,Sender,Receiver,Rate,Bits,Sent Data,Rcvd Data,Sender Erasures,Receiver Erasures,SErasures,RErasures,Errors,Error %,Ones,OneErrs,OneErr%,Zeroes,ZeroErrs,ZeroErr%
1,40,25,200,1000,0100100000000100000001011100000000000100100000000000010001000000000010100000000000010000000000100000000100010000000000000010000001000000010000010100000000000000010100000000100001000000010100000000000000000100000000000010000000000010000100000110000000000000000010010000010000000000110101000000000100000100100000000001000000010010001001100000001000000000010000000001011010000001100000000010101001000100101001000000010000001000100000000100001010000000000000110000000000010010100000100011011000000000000000110000000101001001000110000000101000000000000000000000010000000000101000000011010001000000010100000000000000100000000000010000001000000101001000011010000001001000111000000100000100000100000000100000100010001100000000010000000010000000000100000000000001000001000100000100000000001000010000000000000000001010101100100000101110000000110110000001000000000000000000100000000001010001000100001000000100000000010000000100000010110000010000000010000010000001010000000000000000010000011100010001010000011010,0100100100000101000101011100000100000101000000000001010101000001000100100001000000010000000100110000000100010000000100000011000101000001010100010101000000010001010000010001100001000001010100000001000100000101000100000011000100000011000100000111000100000001000010010001010000010000110101010000000100010100100000000001000100000011001001010000000100010000010100010001010010000001100000010011101001010100101101010000010100001001100000010100001010010000000100110000000100000011000000110000011100000001000100110001000101001001000110000001101000010001000000010000010100010000101000010010010101010000010100010000000100100001000100010000001100000101001000010010000101001001111000010100000100000101000000100001100010010000000000010000000100000001000100010001000001010001000100010100000100011000010100000001000000011010101000110001001110010000110110000001000000010000000100010000000101010001000100011000000100000001010000010101000010000001010100000011000110000001010000010000100000010001011100010001010000011000,,,44,10,132,13.2,174,22,12,826,110,13
2,74,62,200,1000,1001010100000000010101110110100001000000000011100100101011011001000101000000001100111111010000000000001010000010111000100001000000000000111000001000100110001011001000110010000000000100010101000010000010001100100000000000001010101100010100000000010100100111001101101010111010001011111100001011001010000100110001100101000100110000110101101000100010000000000110110001101001110111100001010100111010110000010001100101110000100000100000011010010111100111001101001000001011000000110010100001001111000100011111101001001000000001101000001101100000110000001100000000000001111110011001010100111011000100010000001011010001000000010000100111000001100001110110011010101000010111101101100100001101100010101000101010111001101000001000001010100110011100000011111010100110100000001010000110000010000010001001010010110100010010100000001000111010110000000011001111100100101101100101001001000101011000100110000100010000000010000001001010100000000010000110011111010001000010010000001100000111101110100111011011100000001100,1101010100000100010101110100110001000100010011100100110011011101010101000100011100011111010001000100001011000110111001000001000001000100111000001100110110001111001000010100000001000100010101000110000011001100100001000100000011101100010100000100010100100101001101101000111011001001111101001011001010000100110001100101000001110000110110101000110011000000010110010101100001100101100001010100111011010000010001000101110001000000110001011010010111100110001101001000010011000000110011000000011111000100011000001101011000000101111000001101110000110100010100000100010001011110010001010100110011000100010000001011010001000100010001000110000001100101110011001110101001000111100101100100011101000010110000101110110001101000011001001010110110011100010011101110100111000100000001000110000011000110000001010100110101000110100001001100110011110100000011001111100101001101100101001101000101011100100111000100010001000110000001001110100001000100000111011111010001000100010001001100000111101110100111011101100001001100,,,123,1,144,14.4,370,52,14,630,92,14
5,47,23,200,1000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,1101110111111111111111011111110011110110111111011101111111111101111111011111110111111111111111111111110111111111111111011111111111011101110111011111111111111111110111111111111111011111110111111101110001111111110111011101111111011111110111111111110111011111110111111111110011011111110001111111110111111111111011111111110111111111111011011111111111111101111111110111110111111101110111011111111111110111111111011111111011011101110111111111111111111101111111000111111111011111111111111111011111011111111111011100111111111111110011111111111111111111110111111101111111111111111000000111110001111111110111111111110011111101110111011111110111111101111111011111110111111100111111111101110111001111111111111100111111111111111111011110011111111101110011111111111111111111110111111101111110011111110011111101110111001110010111011101110111111110110011111111111111011111110111111100111111111111111111011101110101111101011111011101111111111101111111011111110111000111111111011100111111111101111111011110111011111110,,,259,7,148,14.8,1000,148,14,0,0,-
6,65,31,200,1000,1111010110110011111101111001011111111111100111111110010100101111011000111011101011011011011111011111111011101111101001101001110011001100100110110010110010101100001101111011010111000001011110010010111100101101001111011001000111101010010111011111101100011111101111110111110111101110101010110101011000100101101111111111110000111111001001111101010111111111110111011101011111011010001110011111111101101011100100110111101010101011110111110111111111111000110111111111111100111110111111110101111111000111001111110111110100011100110101001111111011101111111001010110011110100100110111110110101111101011111011011010111110111101011111011110111000110001010011010111111111011110101111101101111100111011101110110000111101010110011011111010001001001101111110011111101101101100100100101101101101100111011101001010101111111010010111110111111011011011010111010001110011110101101001000101011001110101111101111111111111111010100011110100111101110001010011111101101111111010101111111111111000010111111111110011110101010101,0111010100110011011101110001011111110111100101111110010100111111001000110011001011010011011111010111011011100111101001101001010111000101000110110011110000110101001101110011010101010001011100010011011100101101001111010001000101101010010101011111001100010111101101110111010101111110001110110101011000110100101101111111010100111111001101111101010111110111010111010101011111010011001110010111011101100011100100110111001000111011000111110011111101110000110101111111011100111110011111110101011111000111001111110111110100010100110101011110011001101111011101010111011110100101110101110111001110101011011011010011111100110101011100011110001100110001010101010111001101010000101101110000111100111011001110110001011101010110011101111010001101000101011110010111101101011101000100010101001101110111011001010011001111110010010101110111111101010011010100010001010001110101001001000101011001110101011100111111011111110010100101110101111101110001010100111101001111110010001111110111111000010111011111110011110101010101,,,164,4,151,15.1,672,114,16,328,37,11
9,36,8,200,1000,0000010000100000100000000100010100010000000000000001111000000010000010111001000001110000110010001001000100000011100000000000101100000100000000001110000100000100010100000000000000001000000111110000010000000000000000000000000101000000000101000000001000000000100000001000000101011001011010010100001000000000001110010000101101000010000010010010000000000000000000000001001100000000001000000010010000001000000000000000000001001000010010101010000001100000100010100010000000000000001000000000100100100000000101000000000000000001000000011010000000001000000000100001001000100110000000100000110000000010000000010001010001001011100000001000010100101000010000000010000011001000001000000001010000010000100000000000000011000101000001000000100000000011101010001001000001000000001010001000100000000000010000100100001010000001000110111000010010000110100000010000100100000100101001000010100110000000000000000000100000101001000000000010001000100000110000010000000001001100010000101000000000100001010000010000000000001001,0001010000110001100000010101010000010001000000010001111000010011000010111000000101110000100110001001000100000011100100000001101100000101000100001111000100000101010100000001000100001001000111100001010100000001000100000001000101000001000101000001001000010000100100001000000101011000011110010100001100010000001110010000101101000011000110000011000100000001000000000001001100000001001100000011010100001001000000010001000001011000010110111010000101110000100110100011000100000001001100000001100100100001000101000001000100000001000100001011000000011001000100100001001000110110000100110000110100010010000100010000010101011010100100011000010100101000010100010010000111011000001100000001010000010000100100010000000111010100000101010000100100000011101010011001000001000001001110001001100100000001010100100101001110000001000110101001010010010111100000010001100000010101101001010011100010010001000000010001100000111000000100010010001100110000110100010000000101011100010100101000000100110000010100010000000100011000,,,51,0,136,13.6,208,16,7,792,120,15
13,56,13,200,1000,0001101000000001111000110000001011100110001101011011001001000000000010100010001111010001100001101001001101100110000001000001100100011100010000111010100000000010010011001111001110100111001001001000011010000000101010011001100110000011110100000110111101000011101100110101000001100010000001100100000111000110000001101100101101001011101110010000011010011111111011000111101101001001000101000011010000110010000011000010001010010010010100000101011101001111000010101101000010100111011001111010011101101111010100010001100100001100011001110101000001001010111011101110010111010110001000010001001101000001101010000001011011010000001110111001111010100010001100101010100001000100000011001100010100011010110011010011110010010101110000010001000000001010100110000111011001000010111000010000110110101100011101110111100001010110100100100100011100000010101010011001100010101010001101011000100110000111101111011011110001100101111010001110000100111001111100000000101011101000101001000111001000110110011001101011001000100100,0001101100000001001000110001001111100010000101010011001100000001000100100010001111010001000001110001001100110111000000010001100100011000010100111011000000010011000010001111001110110111001100001000001010010000101110011001100100000011100100010011001101010011101100110101000000110010000100100101000101000110000101101001101101010011001110010000011010010111110100100011101101001001000100010011000000110011000011010010001110010011010100000001010100001111000010111101000110100011011000111010000101111011010100010001100100011100001101110001000100001010101111101000010100010111001000010001001101010001101110000001001101010001001110111001101100100011001100100010100101010000000110001100000100010010110010010011100100010101100000010001000000011010100110000111001101000011101000010001110110110000011100110011100100010111000100110000001100010010101110011001100010101010001100011000100110000111001110011011100000100101101110001010000100111001111100000001101010110000101000010111001100110011001101101011001100110000,,,142,1,158,15.8,432,87,20,568,71,12
14,32,2,200,1000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,1110111111101111111011111110111111111110111111101111111001111111111111111110111101111111111011111111111111111110111111101111111111111110111111110111111011111111111111101110111111111111111011111111111111111110011111111110111101011111111111111111111011110111111111111110111111111110011111101111111011111110111111111110111111111110101111101111101011111110011111101111011110011110011111100100011111111111111111111110111111101111111001111111111011111110111111111110111111101111101111100111111111111110111111101111111111101111111111101111111111111110111111111011111010111111111011010011111111101111111111111111111011110111111011111110111111101111111011111110111111111110111011111111111011111111111011100111111011111111111111101111111011111111111111111111111000111111111111111110101111101111111000011111111111101111111011111111111011111111111011111111101110111010111111100111111110110110111111111111111011101111111111101111111001111110011111111111100101010011001111110111101101111100010100101111111111111110,,,251,16,140,14.0,1000,140,14,0,0,-
15,67,41,200,1000,1111111101111111111110110111111110101111111111011111011111111111111111111111111111111111111111111110111111111011111111111111111010111110111111111111111111111111111110111111010100111111111111111111111111111011111111000111111111111111111111111111110110111111111101111111101111111111111110111111011111111011101111111011101111111101111111110111111111111111111111111111111111111111111011111011111111111110001111111011110111111110011111111111111111111111111101111111111111110111111111111111111111111111111111111111111011111111111110110111110111111111111111111111111111110111111111111111101111111111101111111111111111111111111011111111111011111111111111111111101011011111101111111110111011110111111111011011111111011111111011111111110111111111111111111111001111101111111111111111111101111011111111011011111111111111111111101111111111111111110010101111011111111101111111111111110111111111010111111111111101111111111111111111111110101111111011111111111111111111111111111111101001111111111010111111011100011010,1111111100111111101111110111111110101011111111011111001111111011111111111111111111111011111111111010111111111001111111111111111010111110111111111011111110101111101100111110000000111111101111111011111110111011101111000111100111011111111110011111100111111011100001111011101111101111100100111001011110111011101111111011101110111101111111110111101111111011101111111001111100011111101011111111111111111110001111111001110111111010011110111111101111111111111101111111101111110011111110111111111001111111111111111111101010111111101111110011110110111111101110111101101111110011101111011011101111111011101111111111100000111110110011111101110011111001101111110111101011001111100111111110111011110101101110011011101111011111101011111111110110011101101111001001001110001111100011111011111101111011011110010111100011011001111011101110001110111111110011101111010110111001111001101100100111101001010110101111100101011111001100010111101111101000111011111111100111111011111110111111111001101111100110111001101100011010,,,246,12,166,16.6,903,156,17,97,10,10
17,55,45,200,1000,0000000010010000000100000101000000001000000000010000110001010000100000010000000000001000010001000101000110000000001000000001100000000001100010100000100001010011010000000001100010100111110000000101010000000001100000000100000100111100000000000100000001100001000000000000100000010000000100000100001100000011000110000001000001000000000000100000010010000100101000000010000001010000010011001000010000000000000000000000010000000010000010000000000000000000000000000001000000000100000100000010001000000000000000001000011110000000000001010000100000101100010001100000000101000000100010000011010000000000000110011100011001000010000001000110010001100100010000100011100001010000010010001000000000000101000000100000000010000100000000100001000001010010000000000000100010001010000001000010010000100000001000001001000000100011001100000111000000000100001110000000100000010000000000001100000100000000000000000000001000100000001100110000000000000000000000011100000011010000010011100100000000000101001100010000010010100001,0010001010000010001100000111001000001010001000000010111001010010101000000010001000001010011001000110000010100010001000100011100000100011100010100000100001100011010000100011100010100111110000000111010000100011100000100110000100101110000000100110000001001000001000100000101000110000001100100100001100100010001110000011001001000010001000100010011010000110101000000010001001010010011011001010011000000010001000000010011000000010001010000010000000100010000000100011000000100110000000100010001000100010000000101010011000000010001001000010101000101100011001000010001101000010101010000010011000000010001010011110011001000010001001000110011001100110011000100011101001010010011010001010001000000111001000100010001010000110100000100001000001100010000000100010100010101010000001100010010000100010001000101011000000100011001100100110000000100110001010100010100000100010000000101110000000100000000000100010001000100010001000110010000000100010000000111010000011100010010011100110000000100111001000110010010010100000,,,30,2,160,16.0,202,27,13,798,133,16
19,38,10,200,1000,1111101101110111110101111111111111110111111111111111111111111111111111111111111011111111111110111110111111111010111111111111111110111011111011111111111111111111111111111111111110111111111111101111110111011111110110111010111111111111110011111111111111111111111111111011011101111010011111111111110011111111111111111101101111111111110011111111111111111111111101111111001011111111111101110101111111101111111111111111111111011111111111111101111111111111111111111111111111111111111111111111111011111111111110111111110101111111111111111111111111111011111111101111111110011010110111110101111111101101111101011011111101101111111101111111111111111111111010111111110111111111111111111011101101111111111111111111111010111110111111111110111100111011101101111001111111111111111111111111111111111111111111111111110111101111111111111111111111111111110101111111110111111001111111111111110111111111111111111111111111111111110011111011101111111111110111111111111111101011111111111101111111111011111111011111110111101101,1011101100111111100101111111111110111111111110111111111111111011111110111111101011111111101110111000111110111010111110111111101110111011111010111101111111111111111110111111111110111011101111001111100111011111110110011010100111111111110010111011101111111111111110111011001110111010111110111111110011111011111111110001100111111011110011111011111110111111101111111011001011111011101101110001111110001001111111111111111110011111111111011000111110111111111110111101111111111111111110111111111010111111101110111011110111111010111111000011101111111011111111001111110110011010110110110101101111101001101101011011111101101111111101111001100111111011111010011111110111111111100011111011101101011111101111111011101010111010110111111100111000111011101100111001101111111001111110111111101111111011111111111011110111101111101111111011111110111011110100111001110111111001110111011111110111111001111111111111111110111111110010111011101111011111100110111011110111101011111111111100111110111001111110011101110111101101,,,175,3,125,12.5,895,119,13,105,6,5
