In,Start Time,Frequency,MAC Address,Total Bytes Sent,Total Bytes Received,Total Time,Exec Time
2500,1575670055069,2500.012,66:8e:09:86:64:17,176.00B,90.00B,23.405900239944458,17.398895978927612
2500,1575670055084,2500.012,ae:89:f8:5e:20:ed,90.00B,90.00B,23.418941974639893,17.41213846206665
2500,1575670055124,2500.012,6a:f4:27:9e:d1:d0,90.00B,180.00B,23.416956186294556,17.409868478775024
2500,1575670055081,2500.006,da:fa:18:cb:69:91,90.00B,90.00B,23.774850845336914,17.768102884292603
2500,1575670055135,2500.006,52:3d:71:5c:11:f9,90.00B,90.00B,23.79324436187744,17.78654384613037
2500,1575670054988,2500.002,12:8b:27:85:ff:9b,90.00B,90.00B,23.96429705619812,17.95760703086853
2500,1575670055100,2500.006,26:3d:47:76:4f:23,90.00B,90.00B,23.87461829185486,17.8678617477417
2500,1575670055114,2500.006,42:34:2d:fc:e7:67,90.00B,90.00B,23.87840700149536,17.871676683425903
2500,1575670055110,2500.006,62:af:55:0a:2e:d5,90.00B,90.00B,23.87977409362793,17.8730046749115
2500,1575670055093,2500.002,a2:31:a2:25:7b:48,90.00B,90.00B,23.964412927627563,17.957676649093628
2500,1575670055113,2500.002,46:26:a1:58:8e:86,176.00B,90.00B,23.97524881362915,17.968534231185913
2500,1575670055138,2500.012,c2:c8:45:05:ed:df,176.00B,90.00B,24.023382425308228,18.016583919525146
2500,1575670055113,2500.0,c6:2c:f7:60:c7:d5,90.00B,90.00B,24.062432527542114,18.055689334869385
2500,1575670055102,2500.0,72:73:1b:d2:de:5f,90.00B,90.00B,24.090956211090088,18.08423376083374
2500,1575670055114,2500.0,aa:a8:87:71:67:1d,176.00B,90.00B,24.077430248260498,18.07062292098999
2500,1575670055106,2500.0,a6:ca:36:1c:0e:ae,90.00B,180.00B,24.099206924438477,18.092320919036865
2500,1575670055119,2500.004,d2:ed:22:5e:53:9e,90.00B,90.00B,24.107444286346436,18.100720643997192
2500,1575670055035,2500.01,d6:09:db:2b:d7:b9,180.00B,90.00B,24.20589327812195,18.199153184890747
2500,1575670055115,2500.004,1e:51:26:0b:8c:0b,90.00B,90.00B,24.132060766220093,18.125361680984497
2500,1575670055074,2500.006,5e:f5:8c:64:be:db,90.00B,90.00B,24.174572944641113,18.167703866958618
2500,1575670055109,2500.004,3a:e1:df:30:3f:a6,90.00B,90.00B,24.148011207580566,18.14131212234497
2500,1575670055083,2500.004,b6:b5:cd:c0:54:ef,90.00B,90.00B,24.17058491706848,18.16372513771057
2500,1575670055090,2500.006,3e:13:42:8d:d3:cd,90.00B,90.00B,24.171647310256958,18.164863109588623
2500,1575670055143,2500.004,d6:c4:27:e0:f3:28,90.00B,90.00B,24.122703313827515,18.11588478088379
2500,1575670055084,2500.01,16:15:12:b8:79:96,90.00B,176.00B,24.19896960258484,18.192234754562378
2500,1575670055114,2500.012,8e:d3:ab:7a:ee:86,90.00B,90.00B,24.172610998153687,18.16552758216858
2500,1575670055107,2500.012,c2:fc:af:4b:22:df,90.00B,90.00B,24.19824767112732,18.19150137901306
2500,1575670055064,2500.006,ae:ff:8c:f8:c8:39,90.00B,90.00B,24.24306583404541,18.236353635787964
2500,1575670055137,2500.01,32:27:49:9c:67:56,90.00B,90.00B,24.188446044921875,18.181659698486328
2500,1575670055140,2500.012,f6:d2:d1:65:c7:89,90.00B,90.00B,24.201765060424805,18.194920301437378
2500,1575670055102,2500.006,1e:db:bb:dc:03:ff,90.00B,90.00B,24.243070125579834,18.23728370666504
2500,1575670055099,2500.006,ba:68:5f:6b:36:b5,90.00B,90.00B,24.251944541931152,18.245071411132812
2500,1575670055091,2500.01,96:bb:0f:2a:2c:c4,90.00B,90.00B,24.280670404434204,18.273929834365845
2500,1575670055116,2500.006,4e:c3:e4:41:dd:8d,90.00B,90.00B,24.249356031417847,18.242650508880615
2500,1575670055108,2500.012,ae:a4:32:2f:5a:99,90.00B,90.00B,24.258638858795166,18.251924753189087
2500,1575670055115,2500.006,f6:37:cf:b5:84:f2,90.00B,90.00B,24.253870248794556,18.24700617790222
2500,1575670055173,2500.012,5e:e2:c6:65:de:e6,90.00B,90.00B,24.193338632583618,18.185941457748413
2500,1575670055099,2500.006,42:dc:78:e2:50:42,90.00B,90.00B,24.27284073829651,18.26594090461731
2500,1575670055123,2500.01,f6:fa:1f:cb:63:4d,90.00B,180.00B,24.260169982910156,18.253430604934692
2500,1575670055038,2500.0,22:48:15:36:e3:02,176.00B,90.00B,24.38221788406372,18.375520706176758
2500,1575670055107,2500.0,6e:1e:b9:36:d7:cb,90.00B,90.00B,24.364675521850586,18.357952117919922
2500,1575670055109,2500.01,82:6d:7d:c1:b4:31,90.00B,90.00B,24.363490343093872,18.35676646232605
2500,1575670055106,2500.0,9a:4c:b3:bf:42:9c,90.00B,90.00B,24.409985303878784,18.403217792510986
2500,1575670055080,2500.0,9a:8c:e3:d0:6c:b4,90.00B,176.00B,24.445211172103882,18.43837022781372
2500,1575670055063,2500.004,ae:7e:98:bb:87:4b,90.00B,90.00B,24.506540536880493,18.499718189239502
2500,1575670055102,2500.004,de:5a:c5:73:58:46,90.00B,180.00B,24.534735441207886,18.527925729751587
2500,1575670055118,2500.004,aa:93:bd:ae:d3:32,90.00B,90.00B,24.52381157875061,18.516847372055054
2500,1575670055111,2500.004,1a:ff:a4:fb:03:6e,90.00B,90.00B,24.536837100982666,18.530107259750366
2500,1575670055115,2500.004,2e:e8:0f:a2:5c:a7,90.00B,90.00B,24.544254541397095,18.537543535232544
2500,1575670055121,2500.004,0a:65:5b:a4:5a:73,90.00B,176.00B,24.54621195793152,18.539411783218384
2500,1575670055049,2500.0,0a:e6:5e:72:a0:36,90.00B,90.00B,24.783303260803223,18.77656888961792
2500,1575670055066,2500.002,de:6d:0d:22:1e:74,90.00B,90.00B,25.487186431884766,19.48026418685913
2500,1575670055053,2500.002,c6:48:b6:aa:7e:d4,176.00B,90.00B,25.438558340072632,19.43171215057373
2500,1575670055096,2500.002,1a:da:3e:3c:21:d1,90.00B,90.00B,25.4705331325531,19.463762998580933
2500,1575670055084,2500.0,5a:f6:e1:a8:82:01,90.00B,90.00B,25.513509511947632,19.50680899620056
2500,1575670055160,2500.002,a6:93:2c:ce:4b:c2,176.00B,90.00B,25.45666813850403,19.44353938102722
2500,1575670055121,2500.0,36:d5:26:ec:4b:e1,90.00B,90.00B,25.49647307395935,19.489720344543457
2500,1575670055110,2500.0,72:b8:e4:1a:c2:8a,90.00B,90.00B,25.518442630767822,19.511696338653564
2500,1575670055066,2500.006,f6:9e:4a:78:65:d1,90.00B,90.00B,25.56864643096924,19.561641693115234
2500,1575670055076,2500.006,3a:18:7a:3d:2b:d5,90.00B,90.00B,25.559741973876953,19.552775859832764
2500,1575670055120,2500.002,3a:17:b2:28:8e:03,90.00B,90.00B,25.532968521118164,19.52615761756897
2500,1575670055118,2500.002,1e:46:b9:63:4a:e9,90.00B,90.00B,25.530364990234375,19.52348518371582
2500,1575670055138,2500.0,8e:bd:c1:00:c2:67,90.00B,90.00B,25.511424779891968,19.50460386276245
2500,1575670055103,2500.006,c2:c5:be:87:a4:e4,90.00B,90.00B,25.563722372055054,19.556884765625
2500,1575670055090,2500.006,9a:6c:80:9c:43:0a,90.00B,90.00B,25.576988458633423,19.570021867752075
2500,1575670055125,2500.002,86:7c:aa:39:ca:25,90.00B,90.00B,25.538838863372803,19.532083988189697
2500,1575670055107,2500.002,e2:1d:28:9c:f3:7a,90.00B,90.00B,25.54884958267212,19.54472827911377
2500,1575670055107,2500.008,06:85:9f:04:99:98,90.00B,90.00B,25.574394941329956,19.567646741867065
2500,1575670055129,2500.002,5e:26:eb:23:57:a1,90.00B,90.00B,25.55487608909607,19.548006772994995
2500,1575670055128,2500.008,d6:97:67:ca:c5:86,90.00B,90.00B,25.554808378219604,19.548032999038696
2500,1575670055127,2500.008,e2:ee:ff:d8:2c:a0,90.00B,176.00B,25.559996366500854,19.55325746536255
2500,1575670055131,2500.008,d6:a7:ac:92:95:c0,90.00B,90.00B,25.55925154685974,19.552483797073364
2500,1575670055135,2500.006,a6:69:e1:98:0c:be,90.00B,90.00B,25.562089204788208,19.555317163467407
2500,1575670055136,2500.008,92:3f:32:84:64:62,90.00B,90.00B,25.56753897666931,19.560826301574707
2500,1575670055121,2500.008,5e:14:e7:01:9a:7a,90.00B,90.00B,25.582226514816284,19.57550048828125
2500,1575670055154,2500.008,2e:6c:ea:ff:7b:0f,90.00B,90.00B,25.551079273223877,19.54434370994568
2500,1575670055113,2500.002,06:96:96:0d:74:f9,90.00B,90.00B,25.61434578895569,19.60760807991028
2500,1575670055046,2500.01,4e:a3:28:b7:b8:2b,90.00B,90.00B,27.09725856781006,21.090521335601807
2500,1575670055063,2500.008,2a:ac:b0:cd:e2:e4,90.00B,90.00B,27.084200859069824,21.07727026939392
2500,1575670055099,2500.002,ba:c0:af:07:e5:7e,90.00B,90.00B,27.064712524414062,21.057974338531494
2500,1575670055099,2500.002,26:03:32:46:f3:75,90.00B,90.00B,27.089888334274292,21.083046197891235
2500,1575670055116,2500.008,6e:1c:cf:b8:83:ee,90.00B,90.00B,27.074599266052246,21.067755699157715
2500,1575670055080,2500.002,de:68:18:c7:be:15,90.00B,90.00B,27.117582321166992,21.110815286636353
2500,1575670055106,2500.01,fe:50:b7:2f:39:be,90.00B,90.00B,27.10468029975891,21.097854137420654
2500,1575670055085,2500.01,9e:9e:81:f9:65:2a,90.00B,90.00B,27.12773633003235,21.120929479599
2500,1575670055108,2500.008,66:b5:a4:75:f8:cb,90.00B,180.00B,27.111321926116943,21.104596376419067
2500,1575670055130,2500.01,ae:9c:84:24:7c:bd,176.00B,90.00B,27.101113319396973,21.094303131103516
2500,1575670055101,2500.002,42:38:28:ad:5d:ae,90.00B,90.00B,27.13666272163391,21.129608631134033
2500,1575670055115,2500.01,52:de:c7:26:19:05,90.00B,90.00B,27.12644934654236,21.119641065597534
2500,1575670055172,2500.002,66:ba:14:99:90:42,90.00B,90.00B,27.125649213790894,21.118789672851562
2500,1575670055087,2500.008,da:8e:58:5b:a3:3b,90.00B,90.00B,28.648627758026123,22.64174175262451
2500,1575670055110,2500.008,12:4f:1c:a5:08:cc,176.00B,90.00B,28.638712406158447,22.622182846069336
2500,1575670055138,2500.008,12:ea:6d:a6:ac:36,90.00B,90.00B,28.6772677898407,22.669604301452637
