In,Start Time,Frequency,MAC Address,Total Bytes Sent,Total Bytes Received,Total Time,Exec Time
2300,1575671069809,2300.014,72:73:5a:a0:03:af,90.00B,90.00B,25.753079175949097,19.746220111846924
2300,1575671069806,2300.016,5e:e4:d3:d6:81:f8,90.00B,90.00B,25.740353107452393,19.73355507850647
2300,1575671069806,2300.014,0a:1e:b5:cd:df:34,90.00B,90.00B,25.763744592666626,19.756977558135986
2300,1575671069807,2300.016,86:0b:52:96:f9:4f,90.00B,90.00B,25.79718828201294,19.790399074554443
2300,1575671069807,2300.016,8a:3f:58:04:18:5f,90.00B,90.00B,25.726346015930176,19.71956205368042
2300,1575671069808,2300.016,5a:d3:6c:84:ad:10,90.00B,90.00B,25.771937131881714,19.765167474746704
2300,1575671069809,2300.014,ea:7a:36:2c:c6:ce,90.00B,90.00B,25.793529272079468,19.79136347770691
2300,1575671069807,2300.014,92:ee:ff:15:21:bd,90.00B,90.00B,25.804110527038574,19.797295331954956
2300,1575671069806,2300.014,02:8b:a3:58:01:9c,90.00B,90.00B,27.71974515914917,21.71295428276062
2300,1575671069805,2300.016,56:f0:67:b0:61:35,90.00B,90.00B,27.732210397720337,21.725462198257446
2300,1575671069806,2300.014,62:36:cd:15:77:5b,90.00B,176.00B,27.84691023826599,21.840108394622803
2300,1575671069804,2300.016,1e:1c:5e:b5:b9:6a,90.00B,90.00B,27.852760314941406,21.845977783203125
2300,1575671069805,2300.016,1e:c2:53:7d:6b:b7,180.00B,90.00B,27.886147260665894,21.87934970855713
2300,1575671069805,2300.016,2e:8d:5f:d9:99:4e,180.00B,90.00B,27.890660047531128,21.883765935897827
2300,1575671069806,2300.014,c2:2b:34:1a:41:65,90.00B,90.00B,27.95214009284973,21.945239543914795
