Logs,GUID,Error,IP Address,Success,Id,CPU CPI,MAC Address,Request ID,Start Time,Protocol Time,Phases,Phase 1,Phase 2,Phase 3,End Time,Boot ID,Predecessors,Base Sample,Bit-1 Sample,Bit-0 Sample,Warm Start,Tag,Channel,Bit-0 Pvalue,Bit-1 Pvalue
out/02-03-15-09/log,02-03-15-09-41,,169.254.76.1,1,41,7.974290,06:9A:1A:2E:EA:CC,ce6ad482-99c5-45fa-8919-a417e1114cc2,2021-02-03 23:09:32,30,3,72,47,41,2021-02-03 23:10:16,72f1e522-bc91-46aa-80a3-14647f8b3b64,02-03-15-06-61,-,-,-,Yes,DEFAULT,-,-,-
out/02-03-15-09/log,02-03-15-09-12,,169.254.76.1,1,12,7.684258,1E:4B:A7:DE:97:D3,8b0d73c1-9563-432a-9027-0dbbfc6eb950,2021-02-03 23:09:32,20,1,12,-1,-1,2021-02-03 23:10:06,4b3f92ca-d35d-4260-a832-016455f34e63,"02-03-14-52-28,02-03-14-55-100,02-03-14-59-72,02-03-15-02-97,02-03-15-06-90",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-15-09/log,02-03-15-09-76,,169.254.76.1,1,76,7.913098,82:51:14:F1:13:22,d6e99bcc-0f3a-4364-9e0f-78194a5fa230,2021-02-03 23:09:32,20,1,76,-1,-1,2021-02-03 23:10:06,4998c478-7a99-4420-bbbb-3d18de979e97,,-,-,-,No,DEFAULT,-,-,-
out/02-03-15-09/log,02-03-15-09-44,,169.254.76.1,1,44,7.864182,7E:35:C6:20:AF:91,684b3c58-ed19-4dee-b8d5-70e0b1b70b49,2021-02-03 23:09:32,30,2,44,27,-1,2021-02-03 23:10:25,3d4b5a4b-5895-4647-ae2a-ba106599e60f,02-03-15-06-42,-,-,-,Yes,DEFAULT,1,-,-
out/02-03-15-09/log,02-03-15-09-24,,169.254.76.1,1,24,7.764794,AA:0B:62:5F:73:72,085f32c5-4831-4e08-8efd-549008760aa3,2021-02-03 23:09:32,30,2,70,24,-1,2021-02-03 23:10:25,7c46d520-74a1-46ac-a982-7f84240d0761,,-,out/02-03-15-09/bit1_samples24,-,No,DEFAULT,2,-,-
out/02-03-15-09/log,02-03-15-09-15,,169.254.76.1,1,15,7.932811,F6:89:16:09:BE:5B,3cf0874b-866b-4849-a164-d0bd48403d05,2021-02-03 23:09:32,30,2,35,15,-1,2021-02-03 23:10:25,967daca5-577e-4a4c-a6a1-9e0761e11422,"02-03-14-49-77,02-03-14-52-13,02-03-14-55-17,02-03-14-59-42,02-03-15-02-32,02-03-15-06-6",-,out/02-03-15-09/bit1_samples15,-,Yes,DEFAULT,3,-,-
out/02-03-15-09/log,02-03-15-09-20,,169.254.76.1,1,20,7.859211,3A:12:ED:34:34:9C,5c43add5-1fb1-4ee6-a634-4465e5d3967d,2021-02-03 23:09:32,30,2,49,20,-1,2021-02-03 23:10:25,fbb6d64c-19ce-493a-84f2-150ecf6d76cc,"02-03-15-02-86,02-03-15-06-25",-,out/02-03-15-09/bit1_samples20,-,Yes,DEFAULT,4,-,-
out/02-03-15-09/log,02-03-15-09-47,,169.254.76.1,1,47,7.866274,42:F9:74:3E:9D:B7,4f28e789-d2c7-45f6-ab31-f3afe9876d7f,2021-02-03 23:09:32,30,3,72,47,41,2021-02-03 23:10:25,13a145ad-18cc-462c-a577-472db25517bc,02-03-15-06-99,-,out/02-03-15-09/bit1_samples47,-,Yes,DEFAULT,5,-,-
out/02-03-15-09/log,02-03-15-09-48,,169.254.76.1,1,48,7.972113,3E:BA:44:3B:25:01,a2a109f6-09da-4aa7-814f-eac6892d5a5f,2021-02-03 23:09:32,30,2,48,9,-1,2021-02-03 23:10:25,78f62c26-5ab6-46ca-aa35-62b8b4724fc9,"02-03-13-02-27,02-03-13-06-6,02-03-13-07-99,02-03-13-10-93,02-03-13-14-30,02-03-13-17-83,02-03-13-21-83,02-03-13-24-90,02-03-13-27-73,02-03-13-31-24,02-03-13-34-99,02-03-13-37-44,02-03-13-41-99,02-03-13-44-13,02-03-13-48-14,02-03-13-51-63,02-03-13-54-77,02-03-13-58-90,02-03-14-01-20,02-03-14-05-63,02-03-14-08-17,02-03-14-11-58,02-03-14-15-21,02-03-14-18-86,02-03-14-22-39,02-03-14-25-73,02-03-14-28-79,02-03-14-32-22,02-03-14-35-48,02-03-14-38-41,02-03-14-42-30,02-03-14-45-49,02-03-14-49-57,02-03-14-52-10,02-03-14-55-1,02-03-14-59-34,02-03-15-02-65,02-03-15-06-67",-,-,-,Yes,DEFAULT,6,-,-
out/02-03-15-09/log,02-03-15-09-37,,169.254.76.1,1,37,7.912051,E2:45:57:DB:CF:B1,af6e099e-eff4-47dd-a19f-300e532ce465,2021-02-03 23:09:32,30,2,37,11,-1,2021-02-03 23:10:25,349f8b5e-5f1f-4467-8208-8c1d44c36770,02-03-15-06-77,-,-,-,Yes,DEFAULT,7,-,-
