Boot ID,MAC Address,Bit-0 Pvalue,Bit-0 Sample,Logs,Bit-1 Pvalue,Bit-1 Sample,Base Sample,Phase 1,Phases,Start Time,End Time,Id,Request ID,Success,Error
9f352ded-200f-48f8-aa62-b4f6768e5a4d,FA:68:09:7A:85:FE,0.672684,out/09-10-13-42/bit0_samples6,out/09-10-13-42/log,0.000000,out/09-10-13-42/bit1_samples6,out/09-10-13-42/base_samples6,6,1,2020-09-10 20:42:15,2020-09-10 20:42:54,6,64b0022b-a537-4354-8537-d1d1ca2f35dd,1,
1724249e-5186-425f-9292-d4e6d5d84595,2A:02:8C:93:1C:6A,0.469070,out/09-10-13-42/bit0_samples3,out/09-10-13-42/log,0.000000,out/09-10-13-42/bit1_samples3,out/09-10-13-42/base_samples3,3,1,2020-09-10 20:42:15,2020-09-10 20:42:55,3,ff04dd73-7c2f-4abf-b251-605e210a4b64,1,
aff6067e-d729-46df-9dc0-fd43560f1735,56:3F:22:3D:83:A0,0.558345,out/09-10-13-42/bit0_samples4,out/09-10-13-42/log,0.000000,out/09-10-13-42/bit1_samples4,out/09-10-13-42/base_samples4,4,1,2020-09-10 20:42:15,2020-09-10 20:42:54,4,a347cbe2-315a-40f6-b04f-9cb74c331a6c,1,
2c6f2354-27af-4529-9caa-e8df4bdfc9a6,62:32:82:84:3E:3B,0.421505,out/09-10-13-42/bit0_samples9,out/09-10-13-42/log,0.000000,out/09-10-13-42/bit1_samples9,out/09-10-13-42/base_samples9,9,1,2020-09-10 20:42:15,2020-09-10 20:42:55,9,d3babe39-a139-47c5-aa1d-947e667b578a,1,
9638008f-fdd0-4cec-bc5e-95d77719c493,26:2C:2C:EF:52:A6,0.587353,out/09-10-13-42/bit0_samples10,out/09-10-13-42/log,0.000000,out/09-10-13-42/bit1_samples10,out/09-10-13-42/base_samples10,10,1,2020-09-10 20:42:15,2020-09-10 20:42:54,10,54ea5e69-386a-4687-95f7-353b4185d47e,1,
400400fd-9b81-4052-91ca-e4e0ce3f1e42,5E:BD:D1:77:84:F5,0.924356,out/09-10-13-42/bit0_samples8,out/09-10-13-42/log,0.000000,out/09-10-13-42/bit1_samples8,out/09-10-13-42/base_samples8,8,1,2020-09-10 20:42:15,2020-09-10 20:42:54,8,b7c01cf5-74a9-4c41-858b-d632e1056593,1,
56ec98ff-a023-44ec-9b96-43a1555fd874,3E:84:79:E5:97:D2,0.245286,out/09-10-13-42/bit0_samples5,out/09-10-13-42/log,0.000000,out/09-10-13-42/bit1_samples5,out/09-10-13-42/base_samples5,5,1,2020-09-10 20:42:15,2020-09-10 20:42:55,5,85145f9b-6ee2-49ba-8239-2f5d11b710c8,1,
bf44dca0-4155-4152-a73d-d0fcf186f85f,7E:4E:D6:D2:1E:A1,0.544705,out/09-10-13-42/bit0_samples1,out/09-10-13-42/log,0.000000,out/09-10-13-42/bit1_samples1,out/09-10-13-42/base_samples1,1,1,2020-09-10 20:42:15,2020-09-10 20:42:55,1,393f1f6f-f5c7-4f1e-af3e-2e9fc20feb75,1,
189ccb82-1f7b-4521-9d1f-f4f608e4aabc,32:71:CB:5A:1D:88,0.664847,out/09-10-13-42/bit0_samples7,out/09-10-13-42/log,0.000000,out/09-10-13-42/bit1_samples7,out/09-10-13-42/base_samples7,10,1,2020-09-10 20:42:15,2020-09-10 20:42:55,7,3371d3b7-85cd-4713-a87c-bbd6e49e8424,1,
d231f4c8-70e7-44af-8bd6-a2f8c871902c,5A:BD:ED:09:0C:AE,0.043500,out/09-10-13-42/bit0_samples2,out/09-10-13-42/log,0.000000,out/09-10-13-42/bit1_samples2,out/09-10-13-42/base_samples2,2,1,2020-09-10 20:42:15,2020-09-10 20:42:54,2,04aea5d9-5e1c-428c-bb75-4c2eef999715,1,
