Logs,Boot ID,MAC Address,Bit-1 Sample,Base Sample,Phase 3,Bit-0 Sample,Phase 2,Phase 1,Phases,Start Time,End Time,Id,Request ID,Success,Error
out/09-09-23-14/log,868652fe-cc03-43d2-a50b-820668ae80c2,CA:20:83:44:FB:D6,out/09-09-23-14/bit1_samples26,out/09-09-23-14/base_samples26,78,out/09-09-23-14/bit0_samples26,64,67,3,2020-09-10 06:14:14,2020-09-10 06:15:13,26,f129b243-317b-42fa-9395-78edda269c84,1,
out/09-09-23-14/log,c3a1b4a2-f0e6-460b-b3a2-85b854c3856c,E6:A5:E1:A6:44:3B,out/09-09-23-14/bit1_samples28,out/09-09-23-14/base_samples28,28,out/09-09-23-14/bit0_samples28,28,28,3,2020-09-10 06:14:14,2020-09-10 06:15:13,28,9d447f55-4307-443d-b196-1133c680dad8,1,
out/09-09-23-14/log,04d981eb-80b2-4998-8aaa-2c09d6a59175,72:4D:BA:51:E3:70,out/09-09-23-14/bit1_samples62,out/09-09-23-14/base_samples62,62,out/09-09-23-14/bit0_samples62,62,62,3,2020-09-10 06:14:14,2020-09-10 06:15:13,62,8d3ca46a-2543-44d0-8f9a-32934d193d21,1,
out/09-09-23-14/log,c08f5039-e5d7-41f1-87b9-e5f00d2d0992,2E:64:93:68:E8:6C,out/09-09-23-14/bit1_samples8,out/09-09-23-14/base_samples8,17,out/09-09-23-14/bit0_samples8,19,27,3,2020-09-10 06:14:19,2020-09-10 06:15:13,8,6e83fef4-2f0b-4175-b221-623fc4ba9b26,1,
out/09-09-23-14/log,9889fd90-28e5-47aa-8bdb-98cada18fadd,E2:C0:84:1F:10:08,out/09-09-23-14/bit1_samples64,out/09-09-23-14/base_samples64,64,out/09-09-23-14/bit0_samples64,64,64,3,2020-09-10 06:14:14,2020-09-10 06:15:13,64,4984e514-9c6f-4ad0-9de5-6dacee648cbe,1,
out/09-09-23-14/log,5ce2b9ed-2963-45d8-8ac8-0a6857779044,06:68:B7:A6:40:8C,out/09-09-23-14/bit1_samples53,out/09-09-23-14/base_samples53,56,out/09-09-23-14/bit0_samples53,53,53,3,2020-09-10 06:14:14,2020-09-10 06:15:14,53,e2557a68-8220-49eb-a691-0c2a6445d847,1,
out/09-09-23-14/log,0ea99d11-59bb-445c-8521-7e403f2a80f3,C6:94:7C:82:14:BC,out/09-09-23-14/bit1_samples40,out/09-09-23-14/base_samples40,98,out/09-09-23-14/bit0_samples40,96,98,3,2020-09-10 06:14:19,2020-09-10 06:15:13,40,91ce9e8a-f535-45d9-9aa7-decd353f4e5f,1,
out/09-09-23-14/log,7d6b584f-cb67-4dce-9bd4-7802450661ec,7E:5F:C1:E5:52:91,out/09-09-23-14/bit1_samples46,out/09-09-23-14/base_samples46,46,out/09-09-23-14/bit0_samples46,46,46,3,2020-09-10 06:14:14,2020-09-10 06:15:13,46,38305033-3893-46c1-8d37-e2538d1bea74,1,
out/09-09-23-14/log,b3863c92-ce55-4cba-9153-8d04fec5b7c6,AA:68:16:F6:6D:CB,out/09-09-23-14/bit1_samples74,out/09-09-23-14/base_samples74,80,out/09-09-23-14/bit0_samples74,74,74,3,2020-09-10 06:14:14,2020-09-10 06:15:13,74,105b407e-211c-4609-a573-bb5ad3f15a7b,1,
out/09-09-23-14/log,6a9bd2e2-d437-4270-bae6-496e50fbfb43,66:7F:FE:36:99:88,out/09-09-23-14/bit1_samples21,out/09-09-23-14/base_samples21,21,out/09-09-23-14/bit0_samples21,21,21,3,2020-09-10 06:14:14,2020-09-10 06:15:14,21,85a81a42-c9bf-4d25-86fc-8adc0db7a132,1,
out/09-09-23-14/log,aa21b9a2-0b07-4473-816f-786cc88ef580,86:96:AD:2B:DA:95,out/09-09-23-14/bit1_samples17,out/09-09-23-14/base_samples17,17,out/09-09-23-14/bit0_samples17,17,17,3,2020-09-10 06:14:19,2020-09-10 06:15:14,17,1fad3891-c134-49e2-a8d8-360f3e829b29,1,
out/09-09-23-14/log,55019205-7dba-4080-b455-64f75c2b93fc,DA:DF:99:6B:33:AA,out/09-09-23-14/bit1_samples77,out/09-09-23-14/base_samples77,77,out/09-09-23-14/bit0_samples77,77,77,3,2020-09-10 06:14:14,2020-09-10 06:15:14,77,68fd07dd-2d54-4267-bd28-5dadd96a0192,1,
out/09-09-23-14/log,669aade8-16fa-4440-8ee1-332cca10549b,9E:19:6C:96:D6:F7,out/09-09-23-14/bit1_samples3,out/09-09-23-14/base_samples3,3,out/09-09-23-14/bit0_samples3,3,3,3,2020-09-10 06:14:14,2020-09-10 06:15:14,3,5cdc4983-c200-4223-81c2-b463e6ae8df0,1,
out/09-09-23-14/log,18e4dffe-939a-48e7-8be9-55300d52b452,1A:F2:3A:AC:0D:5F,out/09-09-23-14/bit1_samples63,out/09-09-23-14/base_samples63,63,out/09-09-23-14/bit0_samples63,63,63,3,2020-09-10 06:14:14,2020-09-10 06:15:14,63,ef6536e0-8eb6-4e3c-8466-171c7d876e5e,1,
out/09-09-23-14/log,5f856c4d-71ac-44df-93e3-fe335acc8860,72:6C:FA:F6:77:01,out/09-09-23-14/bit1_samples72,out/09-09-23-14/base_samples72,72,out/09-09-23-14/bit0_samples72,72,72,3,2020-09-10 06:14:14,2020-09-10 06:15:13,72,e24e4ea6-e405-4190-a5d0-e1f830bb094d,1,
out/09-09-23-14/log,772a147c-da63-4402-b467-da1e57cb356c,16:16:8B:8B:5C:31,out/09-09-23-14/bit1_samples19,out/09-09-23-14/base_samples19,19,out/09-09-23-14/bit0_samples19,19,19,3,2020-09-10 06:14:19,2020-09-10 06:15:14,19,66ca815e-b9cd-4703-a934-18456c7eb919,1,
out/09-09-23-14/log,b42c82b2-5917-442a-a04a-86dcae2c17ef,5E:6D:23:E9:90:58,out/09-09-23-14/bit1_samples68,out/09-09-23-14/base_samples68,69,out/09-09-23-14/bit0_samples68,68,68,3,2020-09-10 06:14:14,2020-09-10 06:15:13,68,7f7c6c85-076d-4dd8-a668-05beaaea4b8c,1,
out/09-09-23-14/log,ae470a5f-a379-4c40-9e09-a81d5d3c2e2e,FA:E6:03:0C:63:EA,out/09-09-23-14/bit1_samples79,out/09-09-23-14/base_samples79,79,out/09-09-23-14/bit0_samples79,79,79,3,2020-09-10 06:14:14,2020-09-10 06:15:14,79,894274cc-0593-452f-96c7-18bc04277b0b,1,
out/09-09-23-14/log,9971b3db-cbab-41cf-8072-9dae62c32f7e,EA:D6:85:D5:F4:0A,out/09-09-23-14/bit1_samples18,out/09-09-23-14/base_samples18,18,out/09-09-23-14/bit0_samples18,18,18,3,2020-09-10 06:14:14,2020-09-10 06:15:13,18,c62ae648-d99b-4aeb-aa71-258bd1e14195,1,
out/09-09-23-14/log,0cda4a7d-119e-434a-aa5f-9ca143f5c70a,8E:E0:B2:AB:06:35,out/09-09-23-14/bit1_samples96,out/09-09-23-14/base_samples96,96,out/09-09-23-14/bit0_samples96,96,96,3,2020-09-10 06:14:14,2020-09-10 06:15:13,96,df0ba867-3ab5-4b11-b09b-e27c6cda6f5b,1,
out/09-09-23-14/log,ddab1225-85b7-4bf3-81f7-3dfe4495e474,3E:AF:26:B9:C0:24,out/09-09-23-14/bit1_samples52,out/09-09-23-14/base_samples52,52,out/09-09-23-14/bit0_samples52,52,52,3,2020-09-10 06:14:14,2020-09-10 06:15:13,52,4c038c0e-be34-4c57-9f21-963e4dc68523,1,
out/09-09-23-14/log,528b4362-8172-4c4d-8143-f1d8821c97b0,22:EC:9A:E7:D1:5F,out/09-09-23-14/bit1_samples49,out/09-09-23-14/base_samples49,49,out/09-09-23-14/bit0_samples49,49,49,3,2020-09-10 06:14:14,2020-09-10 06:15:14,49,4d12ee43-fbd4-49fc-a1de-6bbbaa0be8cc,1,
out/09-09-23-14/log,8ecd8c48-4e0e-4051-9eca-19548e50b25e,AE:A1:67:8E:71:BF,out/09-09-23-14/bit1_samples45,out/09-09-23-14/base_samples45,45,out/09-09-23-14/bit0_samples45,45,45,3,2020-09-10 06:14:19,2020-09-10 06:15:14,45,52b34558-0006-4e6b-92e2-8af6a8ea74f5,1,
out/09-09-23-14/log,e371618e-f4d2-4d66-8484-81db7bc0400d,72:BB:E3:1F:E3:8A,out/09-09-23-14/bit1_samples58,out/09-09-23-14/base_samples58,58,out/09-09-23-14/bit0_samples58,58,58,3,2020-09-10 06:14:14,2020-09-10 06:15:13,58,0e8bc637-f91c-44d7-a508-caf06333b9de,1,
out/09-09-23-14/log,49ac9f66-5dd2-480d-805a-87dceae521f2,E6:32:A5:53:DC:3B,out/09-09-23-14/bit1_samples42,out/09-09-23-14/base_samples42,42,out/09-09-23-14/bit0_samples42,42,42,3,2020-09-10 06:14:14,2020-09-10 06:15:13,42,10deee7a-9557-4eb5-9792-4ce9768ec414,1,
out/09-09-23-14/log,7140bcf2-08a6-44a3-9dc7-9f322cc425d6,7A:D6:1F:94:D4:DF,out/09-09-23-14/bit1_samples30,out/09-09-23-14/base_samples30,88,out/09-09-23-14/bit0_samples30,30,88,3,2020-09-10 06:14:14,2020-09-10 06:15:13,30,19a34289-e007-4dec-8c67-b8d7e8a7abdc,1,
out/09-09-23-14/log,578b6586-e64e-4e58-90f7-dea6fdc66f28,FA:52:18:73:42:91,out/09-09-23-14/bit1_samples44,out/09-09-23-14/base_samples44,44,out/09-09-23-14/bit0_samples44,44,44,3,2020-09-10 06:14:14,2020-09-10 06:15:13,44,1c80dd32-185b-45e3-8e08-8bae277064fd,1,
out/09-09-23-14/log,e458abca-eed1-4e28-bdf9-21b20c878f1a,5A:1E:50:E5:10:03,out/09-09-23-14/bit1_samples92,out/09-09-23-14/base_samples92,92,out/09-09-23-14/bit0_samples92,92,92,3,2020-09-10 06:14:14,2020-09-10 06:15:13,92,924f9775-986c-479f-b0ff-60a2025ec47a,1,
out/09-09-23-14/log,ff3cbf26-98c5-48ed-a103-215eb4a2a6b7,7A:51:A4:7E:80:FE,out/09-09-23-14/bit1_samples71,out/09-09-23-14/base_samples71,71,out/09-09-23-14/bit0_samples71,96,100,3,2020-09-10 06:14:14,2020-09-10 06:15:14,71,2e0fcb2b-fbfb-4794-8129-0d8279ba3e23,1,
out/09-09-23-14/log,e8e529c8-2d11-4611-a67e-47a74bb79faf,B6:3B:40:0B:82:E5,out/09-09-23-14/bit1_samples57,out/09-09-23-14/base_samples57,57,out/09-09-23-14/bit0_samples57,57,57,3,2020-09-10 06:14:14,2020-09-10 06:15:14,57,1a8b15ff-b1f8-49b7-b354-333dd8582e55,1,
out/09-09-23-14/log,da3318a5-baf7-44da-bf79-c52758305911,22:DF:18:18:6C:5B,out/09-09-23-14/bit1_samples25,out/09-09-23-14/base_samples25,25,out/09-09-23-14/bit0_samples25,25,25,3,2020-09-10 06:14:14,2020-09-10 06:15:14,25,d9dd1225-c57d-4093-bf0c-c1b1cf744fe1,1,
out/09-09-23-14/log,4c5f4e0c-67e0-4de9-8d0c-e30c6f0696f2,1E:57:A0:22:B4:B5,out/09-09-23-14/bit1_samples14,out/09-09-23-14/base_samples14,14,out/09-09-23-14/bit0_samples14,14,14,3,2020-09-10 06:14:19,2020-09-10 06:15:13,14,23dc8d30-bc2b-4633-88d0-1bb2f94bb696,1,
out/09-09-23-14/log,6df9d4b8-9999-4506-ab13-ed0faad25f46,22:CC:5C:92:90:D2,out/09-09-23-14/bit1_samples51,out/09-09-23-14/base_samples51,66,out/09-09-23-14/bit0_samples51,51,80,3,2020-09-10 06:14:14,2020-09-10 06:15:14,51,dac2c42b-324b-4d40-bb8c-c4a03312cef9,1,
out/09-09-23-14/log,59e029bb-6f8e-4ec6-b4f0-8ab7d276a7e3,96:E2:46:E5:2F:24,out/09-09-23-14/bit1_samples38,out/09-09-23-14/base_samples38,43,out/09-09-23-14/bit0_samples38,38,43,3,2020-09-10 06:14:14,2020-09-10 06:15:13,38,12e751d5-131e-4db1-ad64-3546c496d419,1,
out/09-09-23-14/log,c125280b-6b47-47f8-8e67-7c6579a80c2f,8A:F6:E1:D6:20:5A,out/09-09-23-14/bit1_samples36,out/09-09-23-14/base_samples36,36,out/09-09-23-14/bit0_samples36,36,36,3,2020-09-10 06:14:14,2020-09-10 06:15:13,36,a3d53a63-7ae2-4572-b716-0d23bda380e2,1,
