KS Max,KS SMean,KS DMean,CVM
0.16576548473189776,0.7587872673387686,0.0034994887525556764,313.2506035080453
0.12512886597938036,0.6250562754751141,0.005488798109970597,322.53380230311774
0.16270103092783475,0.7254809476927981,0.013626040000003779,339.78379720550527
0.074,0.3466804998842594,0.00551556,324.741066
0.166,0.7598953217384615,0.01244512,313.086902
0.048,0.23638025509758637,0.00346296,326.06676
0.6475751503006008,4.871864885628523,0.04469418292585285,327.613994
0.06778471746983057,0.2661802696223065,0.003240950805189825,325.64503599835365
0.05947540983606577,0.21282572589510074,0.000995213442623807,334.7373452578483
-0.060581655480984806,0.2606571074949654,0.003090679821026366,318.1693778114805
-0.1152208835341368,0.4976726300883981,0.002166413493975469,328.1197976998173
0.09997849462365532,0.46982633577427063,0.0044322864516120825,326.86270967741933
0.7351182795698895,5.27642462401763,0.05558743053763361,320.2746380522592
-0.10668684307390344,0.3182127497532476,0.002566288086379212,327.67516249504195
-0.06603278688524598,0.3794050449619564,0.0022851268852455624,320.743920106856
0.691067653276953,4.8385987290015935,0.04488103498769786,315.6107550742561
-0.07188607379052883,0.309837390293965,0.004619470826786154,311.3858690440015
-0.06433804290947294,0.3643218088643962,0.002682838304551859,328.9924047843001
0.678643483364511,4.82149442549982,0.0530874377315576,310.1749853230965
-0.05524197002141276,0.20498621547535625,0.0015126628693771212,322.1203487463158
0.09557894736842168,0.3165552107253476,0.006014922105260867,319.44803778677465
0.6573441955193485,4.684884065249737,0.05383841547861833,338.06175978884323
0.07817123532663565,0.36767048555944454,0.0010679461701761125,314.6644167296989
-0.0886821064240419,0.2907217453666485,0.003210378825475647,312.5677870744928
0.5732676414494567,4.490835751718541,0.044793995196716486,299.59131384291527
-0.109991471215352,0.5954078116536379,0.006528002899786915,331.8782982610169
0.6455845824411138,4.672908731141458,0.044007642826550585,330.41368766334676
-0.0521003818876158,0.15988684431015054,0.0015726373886204115,324.33609036688586
0.6714042553191566,5.041416414048479,0.04773153702128191,316.03518438254
0.078,0.312021936728814,0.00589456,334.123482
-0.03735422416095388,0.12725878748163993,0.0011324506365178245,307.74923985461766
0.08606584362139941,0.45190315035546547,0.005347105843621951,328.58196993297105
0.05750286368842292,0.18793655013800234,0.002755913360403818,315.9554355462897
-0.06324732277774323,0.27243729556546303,0.007667981325145006,336.01856929070095
-0.11159595959596003,0.4715927084558766,0.0029981725252497095,338.1672237348358
-0.06799156118143466,0.41796131161015054,0.002205123037972477,336.6549309992289
0.6450343886316898,4.801640639756517,0.046453310139967195,325.8791644107483
0.0968731808731811,0.37514469041100396,0.0031817229106005,329.49194506433037
-0.0683460700577507,0.31205072471856055,0.007176307963623712,309.13634762274927
-0.08670194942994594,0.35192186485345167,0.013491886109988334,314.8296575533427
0.13960231980115873,0.8481870882006404,0.005626390697123871,324.7522214479063
-0.07587967587967566,0.30720830896028395,0.003994950826954252,327.5540722201775
0.6304528248416078,4.848129059558552,0.04144832282747444,337.47055649967007
0.10148665297741252,0.4219450214833399,0.0022120307186859357,330.0598256721361
0.11198469173109019,0.6727762527871106,0.007147213433643353,309.35470766529244
-0.05716701902748352,0.20589550597222714,0.005131229513734068,317.7739512155905
0.06843902439024382,0.34399937470077735,0.0019856071544720145,321.229175304878
-0.0684147843942501,0.2878930959810043,0.003135816591376222,329.486673311572
0.09,0.3994589140324697,0.0078894,328.705702
0.08636174636174601,0.40974380573862074,0.0031266159667362285,332.1187044983986
0.07119745222929938,0.2466326887956553,0.002851336305727536,323.6308617508599
0.637029535864979,4.779163743222068,0.04749299797468752,324.1656402412081
0.078,0.2372656928424335,0.00215852,328.306964
0.62504347826087,4.7488368241177525,0.04771364869565491,324.3201743426881
0.03630985915492928,0.13648621684498116,0.001125789456741394,346.720587065018
-0.13690546544968954,0.4787101533708429,0.0045759202398886365,318.4200299555105
-0.07344329896907688,0.38562669876715894,0.0088767109278372,328.4879153069234
-0.07711244998703205,0.33025329126629105,0.0062811658708472416,322.69316909107494
-0.0690130141540783,0.2529434421411279,0.0037634975776613985,309.8627034446787
0.07460251046024984,0.2383737829257253,0.0014378148953968768,322.66259471554105
0.072,0.3387748057338385,0.00554716,339.159482
