Start Time,Frequency,MAC Address,Total Bytes Sent,Total Bytes Received,First Iteration,Rdrand Latency,Rdrand Stdev,Contention Rdrand Latency,Contention Rdrand Stdev,Total Latency,Boot ID,Elapsed Time
1575937417857,2500.006,26:de:83:de:0a:ed,90.00B,90.00B,5.600199222564697,2.6397037506103517e-05,8.387608827542229e-06,2.5811243057250976e-05,8.247847530908008e-06,-5.857944488525409e-07,650d2621-310d-4bd1-9d1b-e04867685095,1558757361
1575937417880,2500.0,12:dd:21:25:38:29,90.00B,176.00B,5.564603805541992,2.6622676849365235e-05,3.0557936479863775e-05,2.5986766815185545e-05,7.737822182687459e-06,-6.359100341796895e-07,dbbd6ab7-3063-4487-887a-6811e1bd2877,1558757299
1575937417849,2500.004,72:28:a4:6c:a0:13,90.00B,90.00B,5.61820912361145,2.9809713363647462e-05,0.00024306405648200172,2.643013000488281e-05,3.306674879401671e-05,-3.379583358764651e-06,979cd123-38fd-49c8-b286-0cc40721ff2e,1558757318
1575937417877,2500.006,1e:5f:af:6f:58:4d,90.00B,90.00B,5.6044087409973145,2.62420654296875e-05,7.07837485947964e-06,2.5667142868041992e-05,8.046208176988945e-06,-5.749225616455079e-07,1a591140-3c79-43c5-8a41-676ae50e6f20,1558757282
1575937417922,2500.008,ea:d8:98:62:db:95,90.00B,90.00B,5.562264442443848,2.60678768157959e-05,5.9013613755848594e-06,2.611837387084961e-05,8.542996623691355e-06,5.049705505371014e-08,9f90a7b2-0391-4002-8670-0e025a022058,1558757194
1575937417935,2500.01,82:90:8c:c4:19:21,90.00B,90.00B,5.564569711685181,2.6076889038085936e-05,1.0138248386823105e-05,2.5903797149658202e-05,5.88002102135078e-06,-1.7309188842773416e-07,653d1747-e685-4ee6-91d4-d0dcdbb0b8d5,1558757528
1575937417872,2500.008,52:67:22:e5:56:88,176.00B,90.00B,5.608344554901123,2.676420211791992e-05,8.080552553684413e-06,2.6566123962402344e-05,8.27464263405866e-06,-1.9807815551757727e-07,2729c9e7-63d6-4a3a-b3b7-34e0f76244e8,1558757546
1575937417898,2500.012,92:b6:50:b7:4e:c9,90.00B,90.00B,5.576910018920898,2.6433753967285157e-05,8.673997321311436e-06,2.628011703491211e-05,6.484824602962858e-06,-1.5363693237304795e-07,223ed8aa-c24a-4d28-9c1c-4a50be88463f,1558757293
1575937417882,2500.006,62:77:46:cf:fa:89,90.00B,90.00B,5.589924335479736,2.6302528381347658e-05,8.051231128975693e-06,2.6140546798706056e-05,5.979428653085525e-06,-1.6198158264160183e-07,a0c42977-5c7b-408d-8b8f-7c107bfdb9f6,1558757285
1575937417857,2500.012,ea:b7:e1:49:bc:59,90.00B,90.00B,5.619379758834839,3.008103370666504e-05,0.000258006605365842,2.6229000091552734e-05,8.382076559730998e-06,-3.852033615112304e-06,ce9a003b-c171-46ec-bc31-fed6a0b81168,1558757353
1575937417860,2499.998,6e:57:c9:53:1a:51,90.00B,90.00B,5.612901449203491,2.654252052307129e-05,4.471321389189057e-05,2.5448942184448242e-05,6.373264542956202e-06,-1.093578338623046e-06,59716a59-3501-4d60-83c7-7feb965efd7e,1558757248
1575937417932,2500.01,0e:b6:98:07:bc:35,90.00B,90.00B,5.558134317398071,2.5905275344848633e-05,7.957708255568977e-06,2.575244903564453e-05,7.488986577964459e-06,-1.5282630920410284e-07,9bb42c30-4c31-4780-ba44-f3e3b2e28134,1558757519
1575937417919,2500.012,36:8e:ad:41:4a:a7,90.00B,90.00B,5.5956034660339355,2.7502012252807617e-05,9.196531606010557e-05,2.631678581237793e-05,8.618291384749877e-06,-1.1852264404296866e-06,017218ac-4291-4839-bdf3-239e9d39836e,1558757524
1575937417936,2500.008,4e:6c:4d:16:70:1c,90.00B,90.00B,5.559391498565674,2.8764915466308592e-05,0.0002046732736156481,2.619643211364746e-05,3.192005891666215e-05,-2.568483352661132e-06,e6992841-3da6-45b1-82e7-f83418335954,1558757544
1575937417865,2500.004,22:dd:f0:fb:0b:8a,90.00B,90.00B,5.609685897827148,2.6256322860717772e-05,6.05489065941282e-06,2.6030588150024414e-05,6.262904084983104e-06,-2.2573471069335844e-07,811fb383-65d0-47e8-825c-3214478bd553,1558757602
1575937417863,2500.002,02:58:22:a7:a6:22,90.00B,90.00B,5.609228849411011,2.6111888885498045e-05,8.191113151106616e-06,2.5937747955322267e-05,6.174015420190523e-06,-1.741409301757786e-07,cd715b3a-6b66-4166-91aa-7e8d5e0ddb11,1558757511
1575937417883,2500.006,76:2a:f0:a2:b7:71,90.00B,90.00B,5.593578100204468,2.7311134338378905e-05,9.202677803096084e-05,2.571868896484375e-05,7.750438201744078e-06,-1.592445373535155e-06,b28310a5-ad02-477f-8cbd-9dd4f5a0bbc2,1558757284
