Id,Sender,Receiver,Rate,Bits,Sent Data,Rcvd Data,Sender Erasures,Receiver Erasures,SErasures,RErasures,Errors,Error %,Ones,OneErrs,OneErr%,Zeroes,ZeroErrs,ZeroErr%
3,45,31,200,1000,0000000101000010000010000000000010100001000000000000100010000100000000000000000000000100001000000110000000000010000100000000000100000000000000000000000000100000000000010000100001010010010001000000000000000000000000000000000000100000000000000000010000100000000000000000000000001100000000000000001000000000000010100000000000000000000000000100000000000010100100000000100000000000010000001000000000001010000000000101000000000000010000100100000000000000100010000000001000000000000000000000000001000000000000000000000011000000011000000000000100000001000000000000000000100000000000000000000001000001000000000101010000000000000010000001000000100000000000000000000100100000000100000000000000000000000000000000000110000100000100000001000000000000000000110000000100000000000000100000000000000010000000001001000000100000010001100100111110000000000000000000000000000100010000000000000100000001000000001000000000000000000100111010001000010000000001000100000000000000010000100000000001000000001000000010010001000001,1111111111000110111011111000110011100111111111000100101010101110111101011110000011101100011011001110111011000110111111110111111111000000110010001100111111100100111011011100110001011111110001000000110001000100110011000000110011100100111011001100111011100100110001101100111101101100010111101000001011000111111011100110000011101110010010000100101111001110111111111111111111001100010011111110101011001010100011000101000010001000110000101110000010001100100010000000101011100100100110010100110011010100100000111100100011001101011111111100110111111001111111100010110000101110110101011101100011101001010111001111011010000000110111000111110011100101100001001111000100100000100111000000100011000000110010000000100110001100100100001011110011000100110011110001111111100100110001101100101011001110111111001001100000101100111001100100111111001100100001001100111010001100010010000100100101001001111000001000100001000100110111111010111110010100110001001100000011110100110010110100100001001000101001001010110001001101,,,4,6,395,39.5,113,0,0,887,395,44
4,99,94,200,1000,1000000111011000111110011101010010101110011111000111101110101101111010011111011101101111101111011111111011101110100111111111010011001101111001011011110111011010110010110111100101101111111011001000110010111100100111100101110010001011101101111000110101111011010111111111110100011011111010110111110011111001100101111011011111111111011111000100111111101110101011100111010000111011101010011110001111010010000011110111110111111111011011100111110111010101011111110111101111000101100110101110111100111011111101111101101110111101111110110100111100010101110110001111011100111001001011110110010100010110111111111101111111110100101101111111110010110111011011101111111011111111111111101011111111110110101011111011110011011101010011001001110101110111101111111010110111011011111111110101001000011111111101101111101111111111111110011111111111101010100010111011011111100011100111101101110111111110100011011010101100011011111111111111111111111111101101110110111100101111111100110110111110101111111101100110101111101011,1111101111111111111111111111110010101111111111111111101010111111111111111111111111111111111011111110111111111110111111111111011111101111111001001011111111011011111111100111111101101111111111101011111111111111111111100111111010111111111111111111111111111011111111111111111100001010111110111111111011111111100011111011011011111111011111000110111111111110101111110111011000111111101110011110001111110010001011110111111111111111011111100111111011011111111111111111101111000111101010101111111110111011111101111111111110111110111110100111111010100101111110001111011100101011001111110110011000010111111111111111111111110100101101111111111011110111011011101111111011111111111111101011111111110111101011111010111011111111011011001011110101100111101111111010111111011010111011110111101000111110111101101111101111111111111111111111111011101011101011101011011011100011101111111111111111111110101011111010101000111010111111111111111011111111101101100110111100101111111100110110111100101110111101100110111011101010,,,22,7,166,16.6,693,33,4,307,133,43
5,98,13,200,1000,1011111001001111001101010000100000111110010011011101111101001001001111110011110111100100101100110001100101110100110100000110011011101001111011011010110110011110111111110111001001010010011100001111000101001011111000011110001010000011001100110000101110101011101110010000011111101111111010101000101100111000001111100011100010101010011100010111000001011010001011000011011111011001101101011111000111001000110000010100000101011101001010001011010001100100101111000001001010111010100100000010110010101001100010010011010011111001101011111001000100001110100011000111101011011100110100010100000111000111110001010100101001001100101100011001000001011100100000011101101011111011111111000100101010111011100111101110000010001000001110011001010111011010100001100001101000010001100111100000001001111100101111010000000001100001101111100101000111110101010110010101001011110001011101110110101000100111001001011111000000001000011100010101101010011001111010011100111001001101100100011010001110111001101011011011001100100100,1011111111101111111111111110111100111110011011111111111101001101001111110111111111100100101101110011110101110100110101001110011011101001111011111110111110011110111111111111111001010010011101111111010101001111111001011110001011100111001101110000101111101011111111110001111111101111111011101100111101111000011111100111100011101110111101010111000001011111001011100011011111011101111101011111110111001100110001010100011101011101011110001111011001100100111111000111001011111111111101100110111011101001110010010111010011111101101011111111100101001111101011000111111111111110110101110101111111000111111001010100101001001100111101011101011001111100111000011101111011111011111111011111101011111011110111111110011010001110011110011111010111011110111001100001111000010111111111100100111111111110101111110111111001110001111111100101110111110101010110111101011011110111011101111110111111100111011001011111100001101100011100010111111010011101111011111110111001001101100101111010011110111111111011011111001101100100,,,15,0,181,18.1,503,0,0,497,181,36
8,53,5,200,1000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,1111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111101111111111111111111111111111111011111111111111111111111111011100111111011110011111111111111111111111111111111101111111111111111111111111111111011111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111101111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111011111110111111111111111111111111111111111111111111111111111111111111111101111111111110111111111001111011111011111111111111111111111111111111111111111110111101111110111011111011111011111,,,99,12,33,3.3,1000,33,3,0,0,-
9,69,63,200,1000,1111011111101101111111111011101110010011111001101010111111111111010110111011110101001011111100110111100111011010111011011011101111010010100111001001101110010110011101111101111111101111111101111111100010101001110101111111011011111010101111111110001101000011111111000011101111111111110110111111111111101110101111101101111011111011101111111100111110011110011010101100111111101101001110111111111001111011111011111111111111111111011111111101100011011111100011111011110011111111011110110111010010111111101110111111000011101110011110100011011110001000010111110011011101001111111001001010111111111100101010110010101110011010110110110101111011000110111010100011000011111011011111000110110011111010011011110011110101111111111110111111010111011011101111001101010110011110101101011100101110110101111111101111100010110111110110010011101111111000011110111111110111011011100110111101110110101111111111111101110001011100010011111101110110101101110000111001111110011000011101110110111101111010011111111011100011011010,1111111111111111111111011011101111110101110011011111111111111111111111111111111111101101111101110101111111111011111111011111111111011111111111111111111110111110111111111111111111011111111111111111100111011001111101111111110111111111100111111110011101000101111111000111101111111101110111111101111001111110111111011100111011111100000011111110111111111110111111011100111111011101011111111111111011111011111111011111110111111101011111111101110111111111110011111111110011111111110111110111010111011111111111011111001011111111111111110101111111001100011111110111011111011111111001111111111111111101101011110110101110011110110111111101111111100101111011100101000011011111111111110011110111011100011011110111111111111110111111111111010000111111111111001111111110011101111101011111110110110111110111111110110111110111110110010111110011111000111111111111111111011111100111111101111111011111111111111101111111011110010111111101111110111111111000011111111110011100111111111100111111111110111111111011110111111110,,,90,2,220,22.0,697,50,7,303,170,56
10,37,21,200,1000,1010011011101111000111100111111011011011011111111101011011111110011010111101001111101000111110111111111111111100110111100111111000111011101111011100111101111111110111101001101111100011010111101111111111011111011110111100110111100011100111110101110100101011101101111111100111011111111111011101111001111110100111100111110111011111001011111010110001110101010111110110001100101101111111111111100110110100111111101110011100010111110110111001111001011101110111111011010100111011111111110101100011111010011111011111111111110111110111111110111101111100010000111111110111110110011111110110111111100001110101101110011111110001101101111111111011011101111111101111010110111110011101110001111100001111101111101110101110011100110011101101010111111111110111011101101011010011100010111111101111111010111101011000011101011111011100111110011101111111101011111001010010011001111000100001010111101111111111001111101111011001011111111111010111111011111111110011011111110101111101111100111111111110001011101011011111111111,1111111011111111011111100111111111111111111111101111111011111111111011111111111111101110111110111111111111111011110111111111111001111011101111011100111111111111111111101001101111111111110111101111111111011111111110111100111111100011101111110101101100101011101111111111100111010111111111011101101011111110110111101111110111011111111011111010110011111111010111111110101100101111111111111111100110111100101111101110011111011111111110111101111011011111111111111011110111111011111101111101100011111010111111010111111110111111110111111110111111111100110000111111110111111110011111111110111111101101110111101110111111111101101101111111111011011101110111101111111110111110111111110001111100011111101111101110101110011100110011101101010111111111110111011101101011011011100011111111101111111010111111111000111111111111111111111110011111111111101011111001110011011001111000101001110110101111111111011111101111111001011111111111110111111011111111110111111111111101110111111100111111111110001011101011011111111111,,,67,3,111,11.1,718,12,1,282,99,35
12,57,40,200,1000,0011100101001000101011011111110101110010011001110111111000110111111100011111111000101000010001011111101100011110100100100100000110110110001101111110101101000101100100100101011011000101100111000101110000110011111110100001010000011010011011100101101101101101100110011100011111000010010100011110101101111000010011010010110001010001100001010010001010101111111011101110011101101110101100111011001010000010110110010100111101001111011110111001000110010010010011111011100010100110010010010101011110101000110010011010110000101000011101110010000010001001010111000101000100110011011110001101000100010001110101001011001110101111111011101111100101101001111110101001010010110110000000111110111110101100100110001011001000011011000000110100100001010110000001000010011010000011010110010011110011110010000101001101101000101100001110110011000110111011011100110010100011011001000101100101110101000001000101011001010010100110110100100111000100000001110010101101010011111101011100011000111010001010001101111001100010100011,1111101101111001101111111111111101110010111111110111111000110111111111111111111000101011010001111111101101111111101100100101001110110110001101101110101001010100101100100101011011100101101111000111111100100011111010100010010000111010011011100110101101101101101110111111111111100010011100001110101001111010011111011010110101110001101001110010101110101111111011111110011101101110101110111011001000000010111110000110111101001110011110101011000110110010010011101010101010100110011010010111111000101000111010110010111000101000011001110010000110101001011111110101001000110111111110111101111100010010110101111011001010111110111011101111100101111011111110101011011010110110000000111110111110101111101110001010001000001011000001101100101001110110001001110010011010101010011110110110111011110010001101101111111000111100001110110011000010111011011100110010100011111011000101100111110001100001000101111000010010100110111100100111000100100011110010101111010011111100111110001010111110011010001101111011100011100011,,,22,2,155,15.5,505,33,6,495,122,24
13,54,38,200,1000,1100101111111000010110111110111111111111011111110111111110111111101111100111010110000110110011001111101110001000010101111100100111101111111111111111111111110101110101100111110100010001111111111110100011110111111111101000111110010011011100011010111100011010001011101101001101111101000100100111101111011111101101101101111100010101001111101111110110111010010111011110110110101110111111101111110111110111101111110100110001111111110111011010111111111110010100010011110111111111101100100101110110111100100111101011010111101111100010111011100101101000111111000101011110010011011101101111011011110101111111011101011101011111100111001101010111010101101111101110010111101110101111101011111010001011101111111101101111010110111111101000111101111101111110011001111111111101011111111100001101111111011111111100011111111000011111111010011111110011111111111000010101101010000011100111111111011011101010110111111101111011110111101001011011110101111010111111011110011111011000011110111010011101111101111101001110101000,1101111111111110110111111111111111111111011111110111111110111111101111100111010110100110111011001111111110001100010101111100100111101111111111111111111111110111110101100111111101110001111111111110111011110111111111101110111110010111011101111010111101111010011011101111011101111111010101100111111111111111111111101111111000010101001111101111110111111010010111011110110111101110111111101111111111110111111111110110110001011111111111111110111111111110010101010011110111100111001100100101110110111110101111101001010111101111101010111111111101101000111111000101011110010101100001101101011011110111111111011101011111011111100111001111011111011101111111101110010111111100101111111011110011001011111111111111101111010110111111101101111111111111111110011111001111111101110110111100011101111111011111111100011111111001011111111111111111110111111111111100110101111010000011101111111111111011111011111111111101111111111111101011011111110111111011111111111111011101011000111111111010111111111111111111111110111000,,,17,8,119,11.9,690,18,2,310,101,32
14,42,29,200,1000,1110111111010011011101111000111100111111011011011011111111101011011111110011010111101001111101000111110111111111111111100110111100111111000111011101111011100111101111111110111101001101111100011010111101111111111011111011110111100110111100011100111110101110100101011101101111111100111011111111111011101111001111110100111100111110111011111001011111010110001110101010111110110001100101101111111111111100110110100111111101110011100010111110110111001111001011101110111111011010100111011111111110101100011111010011111011111111111110111110111111110111101111100010000111111110111110110011111110110111111100001110101101110011111110001101101111111111011011101111111101111010110111110011101110001111100001111101111101110101110011100110011101101010111111111110111011101101011010011100010111111101111111010111101011000011101011111011100111110011101111111101011111001010010011001111000100001010111101111111111001111101111011001011111111111010111111011111111110011011111110101111101111100111111111110001011101011011,1111111111010111011101111001111100111111011011011011111111101111111111110011010111101001111101000111110111111111111111111111111100111111000111011101111111100011101111111111111101011001111100011111111101111111111011111011110111110110111100011100111110111110110101011101101111111101111111111111111011111111001111110101111100111111111011111001011111010111001110111010111110110001100101101111111111111101110110110111111101110011100110111111110111011111001111111110111111011011100111100111111110101101111111010011111011111111111110111110111111010111101111110010000111111110111111110011111111111111111100011111101101110011111110011101111111111111011111111111111101111010110111110011101110011111110101111101111101110101110111100111111101101010111111111110111111101101111010111111110111111101111111010111101011010011101011111011100111110011101111111101111111011011110011011111010100011011111111111111111111111101111111001011111111111011111111011111111110011011111110101111101111110111111111110001011101010111,,,36,2,78,7.8,717,6,0,283,72,25
15,68,43,200,1000,1111111111011111111111111011111111011010111011111111100111111111111111111011110111111111001111011011111101111111111111101111111110011111011111111101111111111111111111101011111111111111111111111111011111111111111111111111101101010110011101101111110111111111110111111111110111110110100111111111111011011111101110111111111111111110111111111101111111111011111111111111111111111101111111111111101110111111111111111101111011111011011100111011111111101011111101011111111111111111001111101111111111111111111111110110111111111110111111111111011111111111011111101110111111011110111101111111111011011111011111111111111111101111111011111111100111111011110111111111101111101111111111111111111001111111111111101111111111111110111111011111111111111111111111111111111111111111111111111111111111111111111111110101111111111111111100111110111111111111111111011101011111101111010111011111111011111111101111011111111111101110111111111110111111111101111101111011101111011111111111111111101111110111111111101111110111111111,1111111111110001111111111011111111111010111011111111100111111111111111111011111111111111001111011011111101111111111111101111111110111111011111111111111111111111111111101011111111111111111111111111011111111111111111111001101101110110011101101111111111111111110111111111111111001110111111111111111011111111101110111111111111111110111111111101111111111011111111111111111111111101111111111111101110111111111111111101111111111011011110101011111111101011111101011111111111111111101111101111111111111111111111110110111111111110111111111110011111111111011111101110111111011110001101111111111011111111011111111111111111101111111011111111100111111011110111111111101111101111011111111111111001111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111100111110111111111111111111011111011111101111011111011111111011111111101111111111111111101110111111111110111111111111111101111011101111011111111111111111101111110111111111101111111111111111,,,47,8,36,3.6,885,12,1,115,24,20
