Logs,Boot ID,MAC Address,Phase 3,Phase 2,Phase 1,Phases,Start Time,End Time,Id,Request ID,Success,Error,Base Sample,Bit Sample
out/05-21-15-17/log,c79cb905-4c95-4b8e-be5b-e084b416f13b,B6:17:20:8A:DD:71,200,224,200,3,2020-05-21 22:17:31,2020-05-21 22:17:57,200,91c5b7c0-2376-4e1c-9fde-da476018103f,1,,-,-
out/05-21-15-17/log,7a61277d-f946-487d-9b22-059083b7f6de,2A:33:3C:12:FB:1D,103,103,103,3,2020-05-21 22:17:31,2020-05-21 22:17:57,56,4ea90dc1-b5d3-4779-8333-21526ea81db8,1,,-,-
out/05-21-15-17/log,cacc2012-c9e5-41b9-acaa-81c7421ae6f4,36:AC:5F:7A:4F:0C,140,140,140,3,2020-05-21 22:17:31,2020-05-21 22:17:57,140,bc5837e7-8af7-4a93-9f32-5f5f4076c0f0,1,,-,-
out/05-21-15-17/log,8788fe0e-4af6-43ac-8bfc-cc8f3361e662,56:62:4B:64:00:E9,170,161,149,3,2020-05-21 22:17:31,2020-05-21 22:17:57,72,086ec1c9-360a-4014-b1a2-efd21f40b33a,1,,-,-
out/05-21-15-17/log,0f82d6e2-ddde-4b50-86ac-67081918f1a4,8E:7C:B0:7E:D4:12,94,94,94,3,2020-05-21 22:17:31,2020-05-21 22:17:57,94,f2bb1278-1c04-44bc-81e1-6652383c4fe7,1,,-,-
out/05-21-15-17/log,d9b09b45-c943-44cf-803b-85928f92d2ff,C2:F2:C2:A7:1A:B4,90,90,90,3,2020-05-21 22:17:31,2020-05-21 22:17:57,90,2f2dd851-8e64-4935-be53-832ccd9c323b,1,,-,-
out/05-21-15-17/log,18aaa8b2-7499-478c-a936-89e85ec2c03b,9E:C5:80:BF:F1:56,136,156,132,3,2020-05-21 22:17:31,2020-05-21 22:17:57,132,4fe640c6-ee08-48d3-9890-5963423359a5,1,,-,-
out/05-21-15-17/log,362814c4-b7c4-4f12-b85a-ecc944387f63,BA:27:52:BB:F7:01,218,172,172,3,2020-05-21 22:17:31,2020-05-21 22:17:57,172,c439385b-9880-4f1d-a6eb-f6e06f0a83c7,1,,-,-
out/05-21-15-17/log,f9e2d016-dbe8-4b3e-ac67-599a71cf894e,6A:CE:51:C3:67:38,161,186,162,3,2020-05-21 22:17:31,2020-05-21 22:17:57,76,b958fef1-4336-47ff-9c60-b7608893a896,1,,-,-
out/05-21-15-17/log,700c85b4-c90b-4c55-b8a1-9e3bf346b71e,D2:5A:91:FD:F8:6D,138,138,142,3,2020-05-21 22:17:30,2020-05-21 22:17:57,10,729c5edf-f925-4634-b19c-549daef80155,1,,-,-
out/05-21-15-17/log,c899d552-a8f8-4b26-a930-a3b6be267ea0,7E:01:52:61:40:C3,74,74,74,3,2020-05-21 22:17:31,2020-05-21 22:17:57,74,3022bc2e-a5e2-4d34-9da3-08301716acd8,1,,-,-
out/05-21-15-17/log,26af12e2-6f11-45f0-b88b-01dc4c3edb58,1E:25:5D:3D:06:97,176,176,176,3,2020-05-21 22:17:31,2020-05-21 22:17:57,82,c10048d7-084c-4891-8540-eb87fb35d55f,1,,-,-
out/05-21-15-17/log,93644260-4546-499f-b3cf-4148d07b21ce,E6:0E:8A:8B:C5:D6,120,124,120,3,2020-05-21 22:17:31,2020-05-21 22:17:57,42,1192f8b3-da3e-4c98-aacf-f422031a5f03,1,,-,-
out/05-21-15-17/log,4e77e438-5ecf-4a4f-8e35-355e71efd659,CE:08:5F:AF:47:9A,128,128,128,3,2020-05-21 22:17:31,2020-05-21 22:17:57,128,c20e51a7-cd4f-47dd-bb43-b8ca9fffc278,1,,-,-
out/05-21-15-17/log,65acd979-a997-4a1a-972a-894d2117b58a,C2:82:C4:B1:C9:BD,44,28,132,3,2020-05-21 22:17:31,2020-05-21 22:17:57,28,07437040-b1bf-4054-a16c-f08e587dc4df,1,,-,-
out/05-21-15-17/log,3beb7877-8301-4348-a981-e630df2ecceb,72:52:80:57:B9:62,98,123,98,3,2020-05-21 22:17:31,2020-05-21 22:17:57,98,cfc1f4a8-9b4a-48a6-8883-9a2c28fa8807,1,,-,-
out/05-21-15-17/log,3369fd52-5769-4d9f-85c3-21f382f248ae,F6:B6:4D:47:5A:67,174,174,174,3,2020-05-21 22:17:31,2020-05-21 22:17:57,174,9220f8eb-d5a2-452b-989b-3d42fbe757a1,1,,-,-
out/05-21-15-17/log,d233cadf-439a-435d-818d-d420bb065a47,1A:5B:CB:5B:1D:5B,182,108,144,3,2020-05-21 22:17:31,2020-05-21 22:17:57,108,c1ce7d90-e9fe-47a0-a905-881ef8c5cea5,1,,-,-
