GUID,Success,Id,Boot ID,End Time,Request ID,Start Time,Phases,Phase 1,Phase 2,Phase 3,Logs,Base Sample,Predecessors,Bit-1 Sample,Bit-0 Sample,Bit-1 Pvalue,Error,Bit-0 Pvalue,MAC Address,Warm Start
09-22-01-34-696,1,696,6156c23b-e013-41cc-90a4-baf2b81adb35,2020-09-22 08:36:51,335c83dc-fc1f-486f-a225-a1dfd32e7c71,2020-09-22 08:34:57,3,886,886,886,out/09-22-01-34/log,out/09-22-01-34/base_samples696,,out/09-22-01-34/bit1_samples696,out/09-22-01-34/bit0_samples696,6.78456216912901,,0.780658360866229,26:F4:00:BB:59:EC,No
09-22-01-34-419,1,419,7e6c542e-e639-4c20-bbe0-814511c7f6d5,2020-09-22 08:36:51,9564b912-d1a1-4675-9319-c127047c4638,2020-09-22 08:34:54,3,886,886,886,out/09-22-01-34/log,out/09-22-01-34/base_samples419,,out/09-22-01-34/bit1_samples419,out/09-22-01-34/bit0_samples419,8.77266862044121,,0.65024464576468,9E:3A:6F:21:31:4B,No
09-22-01-34-402,1,402,08e05a97-36d7-4702-8e68-8b2337b1ae30,2020-09-22 08:36:51,1b3abd47-34fb-4d4d-bcc0-03c0a958e678,2020-09-22 08:34:52,3,855,855,855,out/09-22-01-34/log,out/09-22-01-34/base_samples402,,out/09-22-01-34/bit1_samples402,out/09-22-01-34/bit0_samples402,8.46161881029599,,1.05353981084658,62:1C:5B:7F:E8:F1,No
09-22-01-34-393,1,393,8f4a1626-9052-4182-81f1-266e3c623edd,2020-09-22 08:36:51,09171823-b687-48f5-a395-5c0e94dfc1a3,2020-09-22 08:34:52,3,848,848,848,out/09-22-01-34/log,out/09-22-01-34/base_samples393,,out/09-22-01-34/bit1_samples393,out/09-22-01-34/bit0_samples393,6.36813795186348,,0.58142088921673,76:67:A7:18:C2:EA,No
09-22-01-34-679,1,679,501403e6-3e4e-4f44-afdd-0996973c7b44,2020-09-22 08:36:51,43041c74-6d8d-4c62-8ae7-2ada50d8d45f,2020-09-22 08:35:16,3,870,870,870,out/09-22-01-34/log,out/09-22-01-34/base_samples679,,out/09-22-01-34/bit1_samples679,out/09-22-01-34/bit0_samples679,8.19694714833854,,0.566256354417887,2E:2C:50:10:31:5D,No
09-22-01-34-681,1,681,af196165-b9bd-49bc-8965-cf91355e940f,2020-09-22 08:36:51,f154a000-af1e-4fdf-9a98-98ca0e2f3046,2020-09-22 08:35:19,3,967,967,967,out/09-22-01-34/log,out/09-22-01-34/base_samples681,,out/09-22-01-34/bit1_samples681,out/09-22-01-34/bit0_samples681,8.28829616442225,,1.08135521007434,5A:96:DF:AC:70:57,No
09-22-01-34-896,1,896,a8fe992d-a3d7-456e-b700-ffa334544271,2020-09-22 08:36:51,100ae4e6-a838-45e4-bd40-44e3a0811256,2020-09-22 08:35:06,3,997,997,997,out/09-22-01-34/log,out/09-22-01-34/base_samples896,,out/09-22-01-34/bit1_samples896,out/09-22-01-34/bit0_samples896,6.69381836778517,,1.37964618150817,46:B4:A8:9A:BC:6A,No
09-22-01-34-468,1,468,2b3e791e-aff2-4cf0-9b47-c0365fcc871a,2020-09-22 08:36:51,eafb129b-012d-451a-8e99-a0f59f3e35d1,2020-09-22 08:34:54,3,888,888,888,out/09-22-01-34/log,out/09-22-01-34/base_samples468,,out/09-22-01-34/bit1_samples468,out/09-22-01-34/bit0_samples468,8.91491347451319,,0.800575339982916,86:78:AA:E2:AA:96,No
09-22-01-34-314,1,314,a82bb138-2a9b-46a1-b133-0296306ed61d,2020-09-22 08:36:51,045ab143-15bd-4127-ad7e-ab9bcb63cca7,2020-09-22 08:34:52,3,930,930,930,out/09-22-01-34/log,out/09-22-01-34/base_samples314,,out/09-22-01-34/bit1_samples314,out/09-22-01-34/bit0_samples314,8.9919328674513,,0.793346244381978,2E:17:A6:92:63:39,No
09-22-01-34-546,1,546,2cf802fb-1abe-45dc-9cb5-6c6711808311,2020-09-22 08:36:51,cd164b2d-8696-4a00-8d47-711d0e8439a5,2020-09-22 08:35:13,3,991,991,991,out/09-22-01-34/log,out/09-22-01-34/base_samples546,,out/09-22-01-34/bit1_samples546,out/09-22-01-34/bit0_samples546,7.24539653414505,,0.49030558975041,2E:95:5F:85:82:90,No
09-22-01-34-90,1,90,a0bcfc1b-1550-403d-b799-8124a60083ed,2020-09-22 08:36:51,4c45d85c-7219-43a3-b0b0-9dc92cc1ef9f,2020-09-22 08:34:52,3,988,988,988,out/09-22-01-34/log,out/09-22-01-34/base_samples90,,out/09-22-01-34/bit1_samples90,out/09-22-01-34/bit0_samples90,8.28266845886677,,1.86566834715427,B2:B9:70:4B:E2:DE,No
09-22-01-34-186,1,186,b2313122-8595-4911-8a14-533c2db6c9f6,2020-09-22 08:36:51,714cf418-9d24-41e1-9d76-c6294026f1bf,2020-09-22 08:34:52,3,409,409,409,out/09-22-01-34/log,out/09-22-01-34/base_samples186,,out/09-22-01-34/bit1_samples186,out/09-22-01-34/bit0_samples186,8.50526731184441,,0.229128318795752,4A:DD:F3:72:57:D8,No
09-22-01-34-417,1,417,317dbd2c-86d2-49b0-8d66-e260655828a4,2020-09-22 08:36:51,e91d96db-29ae-4154-afd7-ced2c719098d,2020-09-22 08:34:52,3,417,417,417,out/09-22-01-34/log,out/09-22-01-34/base_samples417,,out/09-22-01-34/bit1_samples417,out/09-22-01-34/bit0_samples417,0,,0.343550390619752,0A:0B:E8:00:57:59,No
09-22-01-34-639,1,639,65f9de25-ab38-4e75-b505-284c4fa15720,2020-09-22 08:36:51,0675e9dd-f62f-4f5e-9321-6e6b8dc7aa62,2020-09-22 08:35:09,3,965,965,965,out/09-22-01-34/log,out/09-22-01-34/base_samples639,,out/09-22-01-34/bit1_samples639,out/09-22-01-34/bit0_samples639,8.6986938328321,,0.741557920374446,DE:AB:C8:00:3F:B9,No
