Id,Lambda,Phase,Bit,Base Size,Base Mean,Base Std,Size,Mean,Std,KSvalue,Mean Diff
491,0,0,1,1000,27541,453866,1000,6700,4942,0.226312440002754,-20841
490,0,0,0,1000,27541,453866,1000,6752,5060,0.118969996742876,-20789
493,0,0,3,1000,27541,453866,910,6820,5378,0.332883831254006,-20721
494,0,0,4,1000,27541,453866,997,7007,5116,0.778765665081032,-20534
498,0,0,8,1000,27541,453866,960,7103,6115,0.617129291361758,-20438
499,0,0,9,1000,27541,453866,990,7131,6012,0.293284377774682,-20410
497,0,0,7,1000,27541,453866,1000,7554,9334,0.50370785295149,-19987
492,0,0,2,1000,27541,453866,946,12908,15186,6.03087869179855,-14633
495,0,0,5,1000,27541,453866,987,14722,37698,6.382930647340812,-12819
106,0,0,5,962,17894,340731,974,6627,4509,0.199719007620646,-11267
108,0,0,7,962,17894,340731,933,6871,5470,0.505271716230798,-11023
276,0,0,5,968,17847,331658,978,6891,5521,0.205833461797732,-10956
110,0,0,9,962,17894,340731,1000,6981,5046,0.216635411277975,-10913
104,0,0,3,962,17894,340731,988,7025,4921,0.43663414219724,-10869
278,0,0,7,968,17847,331658,990,7171,6017,0.257769435721911,-10676
103,0,0,2,962,17894,340731,1000,7225,5359,0.291544320024094,-10669
109,0,0,8,962,17894,340731,1000,7236,5653,0.832890559531895,-10658
354,0,0,5,1000,17536,325021,965,7106,8663,0.740573280586177,-10430
351,0,0,2,1000,17536,325021,1000,7143,5299,0.926268798999513,-10393
280,0,0,9,968,17847,331658,936,7529,7138,0.48890322405285,-10318
279,0,0,8,968,17847,331658,1000,7539,6943,0.562394024233597,-10308
122,0,0,3,1000,16958,320823,1000,6757,4945,1.158875770358929,-10201
123,0,0,4,1000,16958,320823,972,6757,4869,0.553957169036007,-10201
358,0,0,9,1000,17536,325021,968,7388,5883,0.471350346657983,-10148
666,0,0,3,1000,17378,324012,991,7243,5658,0.129973304579075,-10135
357,0,0,8,1000,17536,325021,1000,7414,6800,0.172289037666359,-10122
350,0,0,1,1000,17536,325021,946,7429,5818,0.126958727172445,-10107
356,0,0,7,1000,17536,325021,1000,7454,9520,0.303333801487734,-10082
663,0,0,0,1000,17378,324012,1000,7359,5788,0.174625728702846,-10019
665,0,0,2,1000,17378,324012,1000,7416,6124,0.153617870054236,-9962
667,0,0,4,1000,17378,324012,1000,7450,5865,0.468802831822718,-9928
670,0,0,8,1000,17378,324012,1000,7455,6296,0.753409563998892,-9923
127,0,0,8,1000,16958,320823,968,7078,5887,0.247478742310434,-9880
126,0,0,7,1000,16958,320823,957,7164,6325,0.374504523593408,-9794
124,0,0,5,1000,16958,320823,983,7231,5740,0.645431733197866,-9727
671,0,0,9,1000,17378,324012,983,7674,10059,0.194433090395826,-9704
669,0,0,7,1000,17378,324012,936,7794,6732,0.279942320471624,-9584
271,0,0,0,968,17847,331658,1000,11306,5727,6.049997976440511,-6541
273,0,0,2,968,17847,331658,966,11532,7010,5.74802551260824,-6315
274,0,0,3,968,17847,331658,1000,11582,9325,6.097598181233526,-6265
352,0,0,3,1000,17536,325021,962,12197,9973,5.868192232001162,-5339
101,0,0,0,962,17894,340731,888,13260,9051,6.130314979895214,-4634
102,0,0,1,962,17894,340731,953,13365,8442,6.528733312278774,-4529
355,0,0,6,1000,17536,325021,1000,13068,12702,6.007979245345309,-4468
272,0,0,1,968,17847,331658,1000,13496,69156,6.017336661469309,-4351
668,0,0,5,1000,17378,324012,1000,13218,10252,6.19751954745808,-4160
349,0,0,0,1000,17536,325021,1000,13674,37740,5.68088722159664,-3862
119,0,0,0,1000,16958,320823,1000,13255,23249,6.191985279213768,-3703
353,0,0,4,1000,17536,325021,936,14356,50279,5.797251174088296,-3180
120,0,0,1,1000,16958,320823,959,15426,82122,6.181253807211055,-1532
503,0,0,3,941,8250,10318,1000,7149,6207,0.544742201080945,-1101
575,0,0,0,982,7709,9916,1000,6756,4675,0.234620509680413,-953
579,0,0,9,982,7709,9916,980,6766,4906,0.625553863470096,-943
368,0,0,9,972,7540,13683,990,6663,4497,0.5503524725313,-877
363,0,0,4,972,7540,13683,970,6671,5393,0.299397122277428,-869
244,0,0,0,1000,7725,13399,990,6858,4961,0.218901156697557,-867
181,0,0,5,1000,7801,13244,983,6963,5435,0.672860626793753,-838
809,0,0,5,1000,7748,15254,940,6916,5070,0.135827660002146,-832
246,0,0,2,1000,7725,13399,938,6905,5121,0.223664365710015,-820
812,0,0,9,1000,7748,15254,929,6932,5228,0.413330928288025,-816
508,0,0,8,941,8250,10318,969,7482,6901,0.255712806486359,-768
763,0,0,8,923,7437,9932,961,6728,4589,0.351510809962029,-709
217,0,0,3,1000,7573,6721,1000,6875,5289,0.429448035418722,-698
184,0,0,8,1000,7801,13244,966,7136,5568,0.407880548934375,-665
248,0,0,4,1000,7725,13399,964,7062,5254,0.659840687134769,-663
799,0,0,9,981,7535,17553,965,6874,5179,0.139886788882743,-661
816,0,0,3,1000,7593,10271,1000,6933,5170,0.370304037413853,-660
141,0,0,5,1000,7330,6097,987,6674,4791,0.581449117256917,-656
764,0,0,9,923,7437,9932,1000,6783,5206,0.703951368595471,-654
507,0,0,7,941,8250,10318,966,7602,7143,0.173915872328065,-648
253,0,0,9,1000,7725,13399,987,7083,5428,0.268093768567414,-642
815,0,0,2,1000,7593,10271,942,6954,5454,0.464629336615604,-639
529,0,0,9,992,7533,8943,981,6905,4955,0.172645057421739,-628
505,0,0,5,941,8250,10318,985,7639,13442,0.518978899208819,-611
742,0,0,1,1000,7546,10275,971,6936,5198,0.422384972496869,-610
72,0,0,1,1000,7336,6150,1000,6735,4569,0.779627461035077,-601
811,0,0,8,1000,7748,15254,1000,7151,5835,0.618630566655092,-597
364,0,0,5,972,7540,13683,925,6950,5381,0.211321352655486,-590
631,0,0,8,985,7388,6187,962,6799,5182,0.501447719430876,-589
237,0,0,3,915,7493,6369,972,6906,4835,1.047834974033137,-587
185,0,0,9,1000,7801,13244,951,7224,5724,0.088945569932099,-577
577,0,0,7,982,7709,9916,997,7141,6060,0.544092337189641,-568
796,0,0,5,981,7535,17553,992,6969,5848,0.429078033355642,-566
290,0,0,9,950,7579,6638,1000,7023,5279,0.648312379011216,-556
283,0,0,2,950,7579,6638,990,7032,5194,0.286494675358905,-547
391,0,0,4,969,7327,12683,925,6781,4739,0.648314018108033,-546
810,0,0,7,1000,7748,15254,915,7205,5653,0.37298463535155,-543
711,0,0,9,1000,7245,6840,919,6704,4625,0.469492165556856,-541
251,0,0,7,1000,7725,13399,969,7187,5760,0.128015211672073,-538
501,0,0,1,941,8250,10318,983,7721,13850,0.416650426682572,-529
183,0,0,7,1000,7801,13244,1000,7277,5922,0.640912984050877,-524
176,0,0,0,1000,7801,13244,1000,7281,6017,0.716369097951608,-520
578,0,0,8,982,7709,9916,904,7191,5752,0.526960460081345,-518
90,0,0,9,989,7637,6285,989,7132,5664,0.283604791254376,-505
716,0,0,5,1000,7416,8896,975,6912,5721,0.131912216417078,-504
743,0,0,3,1000,7546,10275,985,7044,5424,0.405553385432415,-502
462,0,0,9,1000,7222,9648,1000,6726,5158,0.470625227224381,-496
387,0,0,9,998,7081,5742,934,6588,4767,0.346943464815222,-493
576,0,0,6,982,7709,9916,1000,7221,5924,0.227753338036878,-488
315,0,0,5,926,7417,6064,1000,6930,4749,0.764008875550399,-487
622,0,0,7,986,7389,6272,950,6904,5362,0.328699251117506,-485
567,0,0,7,987,7016,4982,993,6544,4248,0.573766578746293,-472
500,0,0,0,941,8250,10318,1000,7781,7772,0.395630527878137,-469
632,0,0,9,985,7388,6187,1000,6920,5258,0.365625333134216,-468
818,0,0,7,1000,7593,10271,1000,7128,8920,0.704674462429284,-465
381,0,0,3,998,7081,5742,995,6620,4928,0.300900300625849,-461
618,0,0,2,986,7389,6272,953,6931,5388,0.45491949577508,-458
625,0,0,0,985,7388,6187,1000,6930,5611,0.447300061084708,-458
565,0,0,5,987,7016,4982,982,6568,4618,0.242218095839775,-448
196,0,0,2,1000,7323,6279,930,6884,5521,0.279292593580636,-439
319,0,0,9,926,7417,6064,982,6979,5497,0.226554381126206,-438
223,0,0,9,1000,7573,6721,984,7137,6172,0.510217681605442,-436
348,0,0,9,948,7301,6205,995,6866,5204,0.731256962730533,-435
143,0,0,7,1000,7330,6097,1000,6909,5102,0.176056812208446,-421
847,0,0,9,995,7417,6306,984,6996,5647,0.264621430871564,-421
694,0,0,9,986,7204,6319,1000,6787,4725,0.217258965423374,-417
15,0,0,4,1000,7182,5787,971,6766,4642,0.368369013639263,-416
191,0,0,7,964,7338,5924,965,6922,5432,0.690056366045246,-416
485,0,0,3,1000,7115,5155,955,6699,4462,0.807242468526439,-416
813,0,0,0,1000,7593,10271,944,7177,5387,1.169747142504139,-416
377,0,0,9,1000,7498,6660,947,7083,5586,0.897384308058686,-415
627,0,0,3,985,7388,6187,980,6982,5500,0.382178406425739,-406
630,0,0,7,985,7388,6187,1000,6987,5621,0.291478220684672,-401
66,0,0,5,996,7498,6586,931,7101,5888,0.599926630177759,-397
139,0,0,3,1000,7330,6097,976,6936,5166,0.479017556945511,-394
243,0,0,9,915,7493,6369,979,7101,4996,0.284580470704015,-392
820,0,0,9,1000,7593,10271,977,7201,5905,0.334150098412582,-392
439,0,0,9,996,7228,5703,991,6842,4901,0.422639826690092,-386
626,0,0,1,985,7388,6187,995,7003,5206,0.302789958041206,-385
192,0,0,8,964,7338,5924,952,6956,5192,0.293105254495001,-382
581,0,0,1,942,7149,5488,969,6769,5006,0.309085615271102,-380
802,0,0,2,1000,7285,6042,955,6906,5081,0.345545549153119,-379
822,0,0,2,1000,7286,5923,986,6908,5037,0.224967064221037,-378
528,0,0,8,992,7533,8943,976,7158,5785,0.357831650102842,-375
707,0,0,4,1000,7245,6840,910,6870,5108,0.148166196550978,-375
71,0,0,0,1000,7336,6150,951,6962,5418,0.721910036772239,-374
718,0,0,8,1000,7416,8896,968,7043,6036,0.725216771221865,-373
62,0,0,1,996,7498,6586,962,7127,5561,0.2015266718955,-371
753,0,0,9,972,7509,6501,1000,7138,6166,0.288161180222542,-371
545,0,0,5,1000,7147,5953,988,6777,5320,0.504254905087379,-370
629,0,0,5,985,7388,6187,1000,7020,5569,0.314503080563496,-368
798,0,0,8,981,7535,17553,951,7167,6081,0.146229575361444,-368
250,0,0,6,1000,7725,13399,973,7362,6133,0.219836103744091,-363
