Logs,GUID,Predecessors,CPU CPI,Error,Success,Id,Channel,MAC Address,Request ID,Start Time,Protocol Time,Phases,Phase 1,Phase 2,IP Address,Bit-0 Sample,Phase 3,End Time,Boot ID,Base Sample,Bit-1 Sample,Warm Start,Tag,Bit-0 Pvalue,Bit-1 Pvalue
out/02-03-13-48/log,02-03-13-48-19,"02-03-13-41-18,02-03-13-44-75",7.817142,,1,19,1,12:1B:AD:4B:EC:9C,ea534bc9-b3ce-479f-b785-216f2fa8479c,2021-02-03 21:48:10,30,2,19,9,169.254.76.1,out/02-03-13-48/bit0_samples19,-1,2021-02-03 21:49:03,40187c04-7003-44bf-b16b-9cb4a9ace2fc,-,-,Yes,DEFAULT,-,-
out/02-03-13-48/log,02-03-13-48-28,"02-03-13-24-45,02-03-13-27-30,02-03-13-31-72,02-03-13-34-19,02-03-13-37-29,02-03-13-41-50,02-03-13-44-3",8.634900,,1,28,2,DA:1A:FA:D3:D2:0F,d4e81925-e3f2-4fbc-8772-4ee3e47cee48,2021-02-03 21:48:10,30,2,93,28,169.254.76.1,-,-1,2021-02-03 21:49:03,c7b42126-ba38-4366-8572-895eb41df5a8,-,out/02-03-13-48/bit1_samples28,Yes,DEFAULT,-,-
out/02-03-13-48/log,02-03-13-48-30,02-03-13-44-91,7.954915,,1,30,3,C2:3C:32:15:F4:C3,290471db-2198-466b-b989-aad76d281d5b,2021-02-03 21:48:10,30,2,33,30,169.254.76.1,-,-1,2021-02-03 21:49:03,62a2b1ce-2dca-4bf3-8beb-a6db9d3e016b,-,out/02-03-13-48/bit1_samples30,Yes,DEFAULT,-,-
out/02-03-13-48/log,02-03-13-48-14,"02-03-13-02-27,02-03-13-06-6,02-03-13-07-99,02-03-13-10-93,02-03-13-14-30,02-03-13-17-83,02-03-13-21-83,02-03-13-24-90,02-03-13-27-73,02-03-13-31-24,02-03-13-34-99,02-03-13-37-44,02-03-13-41-99,02-03-13-44-13",7.846782,,1,14,-,3E:BA:44:3B:25:01,ef3229a6-2d83-42b7-9993-5d5aa1c1535b,2021-02-03 21:48:10,20,1,14,-1,169.254.76.1,-,-1,2021-02-03 21:48:44,78f62c26-5ab6-46ca-aa35-62b8b4724fc9,-,-,Yes,DEFAULT,-,-
out/02-03-13-48/log,02-03-13-48-89,"02-03-13-02-96,02-03-13-06-77,02-03-13-07-100,02-03-13-10-16,02-03-13-14-23,02-03-13-17-55,02-03-13-21-97,02-03-13-24-62,02-03-13-27-95,02-03-13-31-19,02-03-13-34-94,02-03-13-37-84,02-03-13-41-90,02-03-13-44-25",7.784775,,1,89,-,6E:2A:9A:DF:1D:C9,ce504cdd-1d7f-4e65-b82b-542b898c4f89,2021-02-03 21:48:10,20,1,89,-1,169.254.76.1,-,-1,2021-02-03 21:48:44,6cd2933f-be2c-47d8-8313-22365554f6b0,-,-,Yes,DEFAULT,-,-
out/02-03-13-48/log,02-03-13-48-20,"02-03-13-02-74,02-03-13-06-23,02-03-13-07-7,02-03-13-10-46,02-03-13-14-74,02-03-13-17-35,02-03-13-21-79,02-03-13-24-25,02-03-13-27-54,02-03-13-31-55,02-03-13-34-28,02-03-13-37-40,02-03-13-41-6,02-03-13-44-52",7.803879,,1,20,-,A6:B8:0A:D8:F3:66,76833c01-e368-4d0d-b80d-e9900a98bfb3,2021-02-03 21:48:10,30,3,98,75,169.254.76.1,-,27,2021-02-03 21:48:54,718ce61b-a840-44d5-9952-74ce73420e81,-,-,Yes,DEFAULT,-,-
out/02-03-13-48/log,02-03-13-48-6,"02-03-13-24-40,02-03-13-27-38,02-03-13-31-45,02-03-13-34-23,02-03-13-37-2,02-03-13-41-24,02-03-13-44-30",7.939219,,1,6,4,1E:4B:A7:DE:97:D3,b87f7fec-5215-4aec-a7d8-43d966ffe2c2,2021-02-03 21:48:10,30,2,18,6,169.254.76.1,-,-1,2021-02-03 21:49:03,25b6ea25-ad7c-4549-b77d-e18894968b59,-,out/02-03-13-48/bit1_samples6,Yes,DEFAULT,-,-
out/02-03-13-48/log,02-03-13-48-86,"02-03-13-27-1,02-03-13-31-60,02-03-13-34-53,02-03-13-37-13,02-03-13-41-2,02-03-13-44-1",8.348269,,1,86,5,AA:75:BA:EE:A2:C2,eaf06f20-f797-4660-99c9-dcc4cedf1f06,2021-02-03 21:48:10,30,3,86,12,169.254.76.1,-,2,2021-02-03 21:49:03,1d9c1993-7054-4318-8d1a-c6429c7e9ecc,-,-,Yes,DEFAULT,-,-
out/02-03-13-48/log,02-03-13-48-22,"02-03-13-02-7,02-03-13-06-53,02-03-13-07-36,02-03-13-10-11,02-03-13-14-76,02-03-13-17-30,02-03-13-21-88,02-03-13-24-7,02-03-13-27-78,02-03-13-31-94,02-03-13-34-64,02-03-13-37-81,02-03-13-41-33,02-03-13-44-42",7.728991,,1,22,-,12:CB:DF:A2:81:97,5fa27eae-c120-4058-b71d-147a89b0643c,2021-02-03 21:48:10,20,1,22,-1,169.254.76.1,-,-1,2021-02-03 21:48:44,ec81cf04-552c-4326-ba61-7580c5f3fe7e,-,-,Yes,DEFAULT,-,-
out/02-03-13-48/log,02-03-13-48-100,"02-03-13-02-44,02-03-13-06-80,02-03-13-07-59,02-03-13-10-94,02-03-13-14-13,02-03-13-17-80,02-03-13-21-98,02-03-13-24-18,02-03-13-27-98,02-03-13-31-57,02-03-13-34-75,02-03-13-37-90,02-03-13-41-97,02-03-13-44-85",7.741067,,1,100,-,96:71:53:31:82:EA,5da8d761-1588-4bb2-a01c-2392bb2a9534,2021-02-03 21:48:10,20,1,100,-1,169.254.76.1,-,-1,2021-02-03 21:48:44,71add647-0424-4aab-abbf-78fb6fb6cd90,-,-,Yes,DEFAULT,-,-
