Logs,Boot ID,MAC Address,Samples,Phase 1,Phases,Start Time,End Time,Id,Request ID,Success,Error,Base Sample,Bit Sample
out/05-07-08-48/log,73e9f0d9-58b3-4ea3-879c-336a22facb37,2A:68:37:91:3C:8C,"7638,7302,5698,5462,5732,5294,5464,5358,5400,5392,5790,5442,7056,5578,5444,5284,5892,5300,5182,5378,5226,5402,5202,5342,5282,5364,5286,5174,5306,5252,5148,6756,5496,5240,6170,5500,5310,29626,5278,7394,6382,5694,5598,6872,5364,7174,28002,5920,5306,5290,5240,5214,40620,5290,5504,5788,38054,23380,5178,5250,5320,24416,5254,5182,5226,5388,5428,5410,5300,5486,5248,5256,7104,5136,5236,5208,5252,5190,5248,5174,5432,5178,7138,5192,11466,5276,5164,5592,5204,5620,5246,35280,5204,5178,6900,35932,5746,6066,5324,5852,5320,5172,24722,5298,5118,5408,5290,5650,5390,5476,22988,24232,5118,5554,5414,24362,35384,5312,5286,7414,32450,5200,5270,5258,5372,5246,5622,25494,5922,5270,6860,6092,5136,5324,5362,5134,5208,5266,5174,5290,5210,35088,5180,5212,9002,5714,5240,7448,5260,5190,5984,6162,5434,40526,5332,5656,5448,6084,5584,5322,7394,5802,5220,35500,5450,5362,5254,5316,5354,5218,5336,5178,7992,5286,5352,5460,5954,5382,5322,5264,5476,5376,5394,5832,5372,5376,5448,5370,7112,5480,5244,5138,6056,5190,5418,5470,5372,5460,5190,5360,5186,5358,5158,5194,5542,5244,7222,5552,5700,5542,5342,6852,5176,5184,5140,5154,5186,5162,5144,5168,5166,5156,5170,5216,5244,5166,5766,5168,5718,7390,5482,5434,6156,5356,5448,24534,5364,5406,5340,5368,5498,6126,5378,7150,5320,5448,5478,5372,5352,6272,5386,5426,5622,5532,6064,5294,5622,5368,6198,5308,7226,5290,5932,35398,35460,5488,5442,5362,5906,7424,5580,11676,5608,5576,5794,6070,13246,5308,5596,5212,5574,5296,6146,5294,5972,10894,5452,6012,5380,5894,5402,5442,5418,5432,5360,5434,5504,6944,5948,6120,10740,5236,5256,5364,6008,5376,5376,5370,5294,7204,5528,5514,11022,5210,6222,5468,5460,5394,5484,5392,5478,5472,5588,5448,5564,5582,5460,5346,6236,7402,5802,5218,5752,5334,5510,5818,6180,5742,6090,5438,5506,5498,5350,5496,5506,8334,5732,5240,10656,5936,5288,5302,5370,6132,5246,5286,5304,5346,5490,5358,5292,5364,5250,7958,5732,5458,5864,5750,6092,5920,5608,7920,5246,5940,5272,5306,10954,5740,5278,5232,5434,5332,5184,10758,5256,35440,10772,6932,5748,5170,5246,6094,5160,5420,5352,5668,5726,5998,6808,5436,5930,5208,5172,6148,5384,5408,5288,5264,5346,8188,5726,35312,5488,5574,6122,5792,6162,5692,10422,5618,6382,6246,8234,6108,5206,5670,5234,10936,11004,5624,5470,5540,5388,5286,5364,5204,5308,5306,5434,5206,5706,5338,5574,5310,34888,5444,5260,7418,5538,5506,5690,5392,24636,5210,5322,5256,5368,5492,5194,5208,5548,20850,26980,5490,5194,5994,5964,35330,5204,24414,5224,5250,7154,7314,5262,5194,5270,5644,5286,6208,5490,5440,5344,5412,5334,",1,1,2020-05-07 15:47:38,2020-05-07 15:48:03,1,e618a6be-a993-4024-9b59-73ddc0b22a88,1,,-,-
