Logs,GUID,CPU CPI,Error,IP Address,Success,Id,Channel,MAC Address,Request ID,Start Time,Protocol Time,Phases,Phase 1,Phase 2,Phase 3,Predecessors,Bit-1 Sample,End Time,Boot ID,Base Sample,Bit-0 Sample,Warm Start,Tag,Bit-0 Pvalue,Bit-1 Pvalue
out/02-03-17-33/log,02-03-17-33-9,7.869318,,169.254.76.1,1,9,1,F2:79:0A:8B:0E:25,e11c9401-67fe-490e-b86f-893eaa657f74,2021-02-04 01:33:04,30,2,93,9,-1,"02-03-17-22-30,02-03-17-26-7,02-03-17-29-32",out/02-03-17-33/bit1_samples9,2021-02-04 01:33:57,0ba30285-c61f-4f89-88ca-639e0d26b646,-,-,Yes,DEFAULT,-,-
out/02-03-17-33/log,02-03-17-33-7,7.954855,,169.254.76.1,1,7,-,C2:39:CF:84:55:F0,bdb8fe15-17a7-4dfe-8ef5-e7922d94c0e6,2021-02-04 01:33:04,30,3,61,46,7,"02-03-17-22-98,02-03-17-26-19,02-03-17-29-86",-,2021-02-04 01:33:48,85627a45-45a3-4cf5-be56-56335a872e08,-,-,Yes,DEFAULT,-,-
out/02-03-17-33/log,02-03-17-33-89,7.958119,,169.254.76.1,1,89,2,7A:5D:E1:D6:73:F4,1dcef8c0-dc87-41b2-b072-0f7d6ec1ed81,2021-02-04 01:33:05,30,3,95,89,77,"02-03-17-06-99,02-03-17-08-55,02-03-17-09-92,02-03-17-12-73,02-03-17-16-35,02-03-17-19-90,02-03-17-22-91,02-03-17-26-36,02-03-17-29-49",out/02-03-17-33/bit1_samples89,2021-02-04 01:33:57,1581be0d-123e-4f1e-8934-e37ad01e23d1,-,-,Yes,DEFAULT,-,-
out/02-03-17-33/log,02-03-17-33-84,7.704298,,169.254.76.1,1,84,-,56:07:EE:2F:62:86,e46d021a-b1fe-4890-b209-8b54cee745f2,2021-02-04 01:33:05,20,1,84,-1,-1,"02-03-17-06-70,02-03-17-08-98,02-03-17-09-32,02-03-17-12-56,02-03-17-16-92,02-03-17-19-45,02-03-17-22-18,02-03-17-26-81,02-03-17-29-98",-,2021-02-04 01:33:38,5af1f94c-c385-4a80-976d-6c7844ccb41b,-,-,Yes,DEFAULT,-,-
out/02-03-17-33/log,02-03-17-33-42,7.798244,,169.254.76.1,1,42,3,66:AF:26:3A:2C:B3,669bbd1b-6d90-44ec-9ccb-fadd0d39cd01,2021-02-04 01:33:04,30,2,76,42,-1,02-03-17-29-82,out/02-03-17-33/bit1_samples42,2021-02-04 01:33:57,405bc383-2bf1-48f2-a1e5-9dd6d96754d9,-,-,Yes,DEFAULT,-,-
out/02-03-17-33/log,02-03-17-33-3,7.959838,,169.254.76.1,1,3,4,62:8D:C0:23:4C:9E,61edbeea-2643-44aa-b4f0-0918a7ce832b,2021-02-04 01:33:04,30,2,63,3,-1,"02-03-17-12-60,02-03-17-16-3,02-03-17-19-29,02-03-17-22-31,02-03-17-26-3,02-03-17-29-3",out/02-03-17-33/bit1_samples3,2021-02-04 01:33:57,b034f470-a847-498b-a3f0-4cdd3dc9c03e,-,-,Yes,DEFAULT,-,-
out/02-03-17-33/log,02-03-17-33-63,7.867268,,169.254.76.1,1,63,4,F6:41:56:98:6D:04,2aa21659-fc54-432b-83f1-5f51ca02638d,2021-02-04 01:33:04,30,2,63,3,-1,02-03-17-29-83,-,2021-02-04 01:33:57,fb23b151-ae17-47ed-ae3c-bfb74a58a01d,-,-,Yes,DEFAULT,-,-
out/02-03-17-33/log,02-03-17-33-94,8.323768,,169.254.76.1,1,94,-,72:F1:E7:2B:DD:B5,e0f53998-e043-4a53-9624-e5923f394816,2021-02-04 01:33:05,20,1,94,-1,-1,"02-03-17-06-75,02-03-17-08-21,02-03-17-09-97,02-03-17-12-98,02-03-17-16-80,02-03-17-19-77,02-03-17-22-36,02-03-17-26-64,02-03-17-29-94",-,2021-02-04 01:33:38,21e20817-26ce-4dda-b0b0-74e033e94278,-,-,Yes,DEFAULT,-,-
out/02-03-17-33/log,02-03-17-33-95,7.903998,,169.254.76.1,1,95,2,6A:17:9E:DB:19:B4,b271ea18-0a4b-4417-ac23-104865730fd0,2021-02-04 01:33:05,30,3,95,89,77,02-03-17-29-12,-,2021-02-04 01:33:57,06d921cd-dd59-4b59-b2c7-9e498d651b68,-,-,Yes,DEFAULT,-,-
out/02-03-17-33/log,02-03-17-33-49,7.883393,,169.254.76.1,1,49,5,AA:CF:6C:2B:DB:A8,2ea8fa98-c4da-4328-8323-1ea532be1baa,2021-02-04 01:33:05,30,3,55,49,44,"02-03-17-22-25,02-03-17-26-83,02-03-17-29-47",out/02-03-17-33/bit1_samples49,2021-02-04 01:33:57,9cfc955d-7f22-4ab5-8ab7-9d8122ab25cf,-,-,Yes,DEFAULT,-,-
out/02-03-17-33/log,02-03-17-33-29,7.802339,,169.254.76.1,1,29,-,02:02:30:6F:55:11,2e0347a2-b09f-4f22-808f-d34f44260e44,2021-02-04 01:33:04,30,3,56,36,29,"02-03-17-06-3,02-03-17-08-57,02-03-17-09-16,02-03-17-12-38,02-03-17-16-65,02-03-17-19-10,02-03-17-22-85,02-03-17-26-59,02-03-17-29-51",-,2021-02-04 01:33:48,7d9de3b9-4e94-4326-84cd-74100d2ece9a,-,-,Yes,DEFAULT,-,-
out/02-03-17-33/log,02-03-17-33-61,7.875596,,169.254.76.1,1,61,6,3A:83:F8:76:C7:E6,b1d458c5-4d75-4f3d-92af-665286d14ee6,2021-02-04 01:33:04,30,3,61,46,7,"02-03-17-16-32,02-03-17-19-8,02-03-17-22-45,02-03-17-26-82,02-03-17-29-42",-,2021-02-04 01:33:57,70e102fd-0159-42d6-bb2d-2e5c5d8086b4,-,out/02-03-17-33/bit0_samples61,Yes,DEFAULT,-,-
out/02-03-17-33/log,02-03-17-33-79,7.742717,,169.254.76.1,1,79,-,52:A6:1B:EC:D1:B1,6bbbd4ce-5143-4d72-ba54-449d840b95b8,2021-02-04 01:33:05,20,1,79,-1,-1,"02-03-17-06-37,02-03-17-08-84,02-03-17-09-78,02-03-17-12-93,02-03-17-16-91,02-03-17-19-100,02-03-17-22-76,02-03-17-26-99,02-03-17-29-73",-,2021-02-04 01:33:38,4cb55b5e-d6cb-4fee-bd4a-368839c5addf,-,-,Yes,DEFAULT,-,-
out/02-03-17-33/log,02-03-17-33-91,7.883288,,169.254.76.1,1,91,-,02:4D:D6:2E:A1:2F,dc39ed5b-3f14-4a6d-a98d-d2589a17e24c,2021-02-04 01:33:05,20,1,91,-1,-1,"02-03-17-06-84,02-03-17-08-100,02-03-17-09-71,02-03-17-12-64,02-03-17-16-66,02-03-17-19-96,02-03-17-22-26,02-03-17-26-22,02-03-17-29-97",-,2021-02-04 01:33:38,780440e2-72eb-4969-b285-644828dcaa90,-,-,Yes,DEFAULT,-,-
out/02-03-17-33/log,02-03-17-33-71,7.720506,,169.254.76.1,1,71,7,26:FB:13:42:AC:83,623272be-8956-40a0-a574-b61678d06630,2021-02-04 01:33:05,30,3,71,65,8,"02-03-17-26-89,02-03-17-29-20",-,2021-02-04 01:33:58,ff2b1fb4-e877-4ca7-921f-8d4dd53442a3,-,out/02-03-17-33/bit0_samples71,Yes,DEFAULT,-,-
out/02-03-17-33/log,02-03-17-33-38,7.805813,,169.254.76.1,1,38,8,46:D0:9D:73:D2:78,0d8002df-cad3-4216-ab80-5de6c401eeeb,2021-02-04 01:33:04,30,2,54,38,-1,02-03-17-29-54,out/02-03-17-33/bit1_samples38,2021-02-04 01:33:57,2c3d4be4-7ed5-4031-b98e-13ab22ee2e1a,-,-,Yes,DEFAULT,-,-
out/02-03-17-33/log,02-03-17-33-62,7.881486,,169.254.76.1,1,62,9,5E:EE:55:37:04:6E,c97ceb2a-2b88-4f0a-800b-880a983588ae,2021-02-04 01:33:05,30,3,90,62,47,,out/02-03-17-33/bit1_samples62,2021-02-04 01:33:57,763a9398-bc5a-4b8c-b696-d39e635a5b26,-,-,No,DEFAULT,-,-
out/02-03-17-33/log,02-03-17-33-28,7.834350,,169.254.76.1,1,28,-,A2:0C:76:9F:4C:A4,9b065fa5-fcff-442d-ad43-1bb582504fe8,2021-02-04 01:33:05,30,3,92,83,30,"02-03-17-06-13,02-03-17-08-58,02-03-17-09-96,02-03-17-12-15,02-03-17-16-95,02-03-17-19-39,02-03-17-22-10,02-03-17-26-56,02-03-17-29-45",-,2021-02-04 01:33:48,674a3048-76f5-4e12-bc07-2a4188e072da,-,-,Yes,DEFAULT,-,-
out/02-03-17-33/log,02-03-17-33-66,7.828384,,169.254.76.1,1,66,10,AA:93:0B:79:9A:0C,dab33066-7fb8-490e-9b89-f3b847470a39,2021-02-04 01:33:05,30,3,98,66,37,"02-03-17-06-64,02-03-17-08-2,02-03-17-09-42,02-03-17-12-30,02-03-17-16-46,02-03-17-19-51,02-03-17-22-33,02-03-17-26-79,02-03-17-29-14",out/02-03-17-33/bit1_samples66,2021-02-04 01:33:57,7ed0eb10-0ae1-4543-8114-1a350e9dc1ee,-,-,Yes,DEFAULT,-,-
out/02-03-17-33/log,02-03-17-33-81,7.807841,,169.254.76.1,1,81,11,8A:85:0C:8F:68:FA,c84c9d9d-e4c9-42f9-86e7-abfea1c4de4f,2021-02-04 01:33:04,30,2,81,74,-1,"02-03-17-16-58,02-03-17-19-12,02-03-17-22-5,02-03-17-26-6,02-03-17-29-16",-,2021-02-04 01:33:57,7ebafa6e-c510-49df-9f4b-2b1c714f7baf,-,-,Yes,DEFAULT,-,-
out/02-03-17-33/log,02-03-17-33-82,7.915937,,169.254.76.1,1,82,12,0E:19:6D:78:9E:F5,b47f5de9-0e65-4e07-a51e-2e45453824cd,2021-02-04 01:33:04,30,2,82,41,-1,"02-03-17-19-36,02-03-17-22-13,02-03-17-26-61,02-03-17-29-39",-,2021-02-04 01:33:57,7139bb78-70fe-4c8e-8067-92233e6eae6d,-,out/02-03-17-33/bit0_samples82,Yes,DEFAULT,-,-
out/02-03-17-33/log,02-03-17-33-48,7.832723,,169.254.76.1,1,48,-,4E:35:30:70:E0:56,352a490a-6f63-4cb8-8df1-e21f4dbd2f8b,2021-02-04 01:33:05,30,3,99,80,69,"02-03-17-06-4,02-03-17-08-77,02-03-17-09-13,02-03-17-12-16,02-03-17-16-60,02-03-17-19-41,02-03-17-22-74,02-03-17-26-69,02-03-17-29-60",-,2021-02-04 01:33:48,7c45c94e-a086-4ba7-ab1d-0e12e7891b51,-,-,Yes,DEFAULT,-,-
out/02-03-17-33/log,02-03-17-33-41,7.833325,,169.254.76.1,1,41,12,AA:01:E1:33:67:3E,9f91ad53-41fe-4ec8-a6cd-ac541b4fa4ab,2021-02-04 01:33:04,30,2,82,41,-1,"02-03-17-22-58,02-03-17-26-29,02-03-17-29-52",out/02-03-17-33/bit1_samples41,2021-02-04 01:33:57,8d2f9801-1198-4b30-9779-64a44181c82e,-,-,Yes,DEFAULT,-,-
out/02-03-17-33/log,02-03-17-33-44,7.825920,,169.254.76.1,1,44,-,B6:00:24:59:43:9C,9bef5fc4-f770-4848-82b6-1a3741a4c5c5,2021-02-04 01:33:04,30,3,55,49,44,"02-03-17-06-29,02-03-17-08-80,02-03-17-09-19,02-03-17-12-23,02-03-17-16-11,02-03-17-19-5,02-03-17-22-99,02-03-17-26-35,02-03-17-29-48",-,2021-02-04 01:33:48,7febeadd-957f-49d8-8d2f-3e0d9ed9ccd5,-,-,Yes,DEFAULT,-,-
out/02-03-17-33/log,02-03-17-33-35,8.398743,,169.254.76.1,1,35,-,E2:74:07:70:E7:A7,85d6e493-97c2-4573-80c9-ef7b8848daf9,2021-02-04 01:33:04,30,3,90,62,47,"02-03-17-26-31,02-03-17-29-88",-,2021-02-04 01:33:48,aad999ba-3542-4e83-aca3-e2d613c25bb2,-,-,Yes,DEFAULT,-,-
out/02-03-17-33/log,02-03-17-33-4,7.729563,,169.254.76.1,1,4,-,C2:F8:FB:11:03:4A,808ad0e2-ec3e-412c-94dc-cb08174e41af,2021-02-04 01:33:04,30,3,60,14,4,"02-03-17-06-59,02-03-17-08-25,02-03-17-09-69,02-03-17-12-41,02-03-17-16-57,02-03-17-19-78,02-03-17-22-84,02-03-17-26-46,02-03-17-29-4",-,2021-02-04 01:33:48,a7a95e41-d83f-40bd-b882-5814195782c5,-,-,Yes,DEFAULT,-,-
out/02-03-17-33/log,02-03-17-33-93,7.804227,,169.254.76.1,1,93,1,CE:A6:1F:F8:95:15,d0aa5085-2d20-4ce4-87db-cb8665e14086,2021-02-04 01:33:05,30,2,93,9,-1,,-,2021-02-04 01:33:57,58107369-788d-4878-8e2d-18a62bf01b27,-,out/02-03-17-33/bit0_samples93,No,DEFAULT,-,-
out/02-03-17-33/log,02-03-17-33-27,8.861916,,169.254.76.1,1,27,13,1A:4F:02:AF:97:61,a48a679d-3aa8-4a2f-b1e7-e91db23f0348,2021-02-04 01:33:04,30,2,57,27,-1,"02-03-17-22-70,02-03-17-26-51,02-03-17-29-34",out/02-03-17-33/bit1_samples27,2021-02-04 01:33:57,e5b1b186-2094-486e-86ae-9c6dc8b54140,-,-,Yes,DEFAULT,-,-
out/02-03-17-33/log,02-03-17-33-52,7.849742,,169.254.76.1,1,52,14,46:73:ED:88:B0:B6,4692fd05-f51f-4f0d-ba15-599f2737b8c6,2021-02-04 01:33:04,30,2,86,52,-1,"02-03-17-26-73,02-03-17-29-18",out/02-03-17-33/bit1_samples52,2021-02-04 01:33:57,716f9151-f5b3-4e16-a71c-7ebdb1d2e1a2,-,-,Yes,DEFAULT,-,-
out/02-03-17-33/log,02-03-17-33-23,7.743706,,169.254.76.1,1,23,-,E6:2D:7A:7E:83:DA,eb90a0e8-0af1-4cfe-876d-66714768deb2,2021-02-04 01:33:05,20,1,23,-1,-1,"02-03-17-06-78,02-03-17-08-76,02-03-17-09-45,02-03-17-12-36,02-03-17-16-83,02-03-17-19-80,02-03-17-22-47,02-03-17-26-43,02-03-17-29-90",-,2021-02-04 01:33:38,65c0d59c-e31a-4fac-8897-55883eff3f7a,-,-,Yes,DEFAULT,-,-
out/02-03-17-33/log,02-03-17-33-70,7.789208,,169.254.76.1,1,70,15,32:85:72:B0:5A:22,19e5d908-d3c2-4b1e-a0a5-c051358ee1f0,2021-02-04 01:33:04,30,2,70,10,-1,02-03-17-29-15,-,2021-02-04 01:33:57,df4d216a-6f0c-434e-818b-01613f3ef123,-,out/02-03-17-33/bit0_samples70,Yes,DEFAULT,-,-
out/02-03-17-33/log,02-03-17-33-92,7.778410,,169.254.76.1,1,92,16,FA:A6:9A:BA:A5:5A,49f56872-3f7e-4490-9081-9721e2901b01,2021-02-04 01:33:05,30,3,92,83,30,"02-03-17-06-66,02-03-17-08-26,02-03-17-09-85,02-03-17-12-25,02-03-17-16-47,02-03-17-19-32,02-03-17-22-41,02-03-17-26-80,02-03-17-29-2",-,2021-02-04 01:33:57,74e32759-bbde-484e-a1db-739d4dff6823,-,-,Yes,DEFAULT,-,-
out/02-03-17-33/log,02-03-17-33-57,7.845387,,169.254.76.1,1,57,13,16:8A:8A:A5:91:C4,cbeca79f-2900-4b03-9c19-8ea06e02637e,2021-02-04 01:33:04,30,2,57,27,-1,"02-03-17-16-5,02-03-17-19-33,02-03-17-22-61,02-03-17-26-28,02-03-17-29-38",-,2021-02-04 01:33:57,a74ebd2c-9fd5-4d32-b304-a649a2cae5a7,-,-,Yes,DEFAULT,-,-
out/02-03-17-33/log,02-03-17-33-26,7.940302,,169.254.76.1,1,26,-,A6:DE:F3:5B:D3:FA,5b8e202a-e286-4942-b1ff-15d5e81f6621,2021-02-04 01:33:04,30,3,98,66,37,"02-03-17-26-60,02-03-17-29-43",-,2021-02-04 01:33:48,017020b9-26e3-435a-8078-9b1a85543356,-,-,Yes,DEFAULT,-,-
out/02-03-17-33/log,02-03-17-33-1,7.820938,,169.254.76.1,1,1,-,F6:60:22:36:BF:7E,df9aff05-72e8-49d3-a968-480d078f155e,2021-02-04 01:33:04,30,3,92,83,30,"02-03-17-26-49,02-03-17-29-77",-,2021-02-04 01:33:48,ad593375-cc50-431c-9fc0-954f7b9bc7b6,-,-,Yes,DEFAULT,-,-
out/02-03-17-33/log,02-03-17-33-96,7.806325,,169.254.76.1,1,96,-,D2:7C:0E:2E:9F:0C,8eccac3e-74a4-40dc-adfa-da6e6daa0a3f,2021-02-04 01:33:05,20,1,96,-1,-1,"02-03-17-06-90,02-03-17-08-65,02-03-17-09-80,02-03-17-12-53,02-03-17-16-76,02-03-17-19-89,02-03-17-22-83,02-03-17-26-93,02-03-17-29-96",-,2021-02-04 01:33:38,e73fcd94-6985-49f3-8522-98b65f587ad9,-,-,Yes,DEFAULT,-,-
out/02-03-17-33/log,02-03-17-33-36,7.914280,,169.254.76.1,1,36,17,4E:9D:A5:49:DA:75,362b6947-6025-4d26-b26b-28f2b17424ab,2021-02-04 01:33:04,30,3,56,36,29,"02-03-17-16-7,02-03-17-19-43,02-03-17-22-68,02-03-17-26-24,02-03-17-29-87",out/02-03-17-33/bit1_samples36,2021-02-04 01:33:57,40658de5-b8a0-4aa8-a8d5-d3219ace129b,-,-,Yes,DEFAULT,-,-
out/02-03-17-33/log,02-03-17-33-30,7.826574,,169.254.76.1,1,30,-,B6:46:AD:80:67:E6,d0003844-d8dc-476e-8092-3947e88ea533,2021-02-04 01:33:04,30,3,92,83,30,"02-03-17-06-5,02-03-17-08-64,02-03-17-09-1,02-03-17-12-4,02-03-17-16-15,02-03-17-19-84,02-03-17-22-43,02-03-17-26-41,02-03-17-29-74",-,2021-02-04 01:33:48,35f149ab-c133-4bc2-94a5-c446c358a29a,-,-,Yes,DEFAULT,-,-
out/02-03-17-33/log,02-03-17-33-100,7.755273,,169.254.76.1,1,100,-,A2:85:5F:43:D2:E3,ce2de28a-86ba-48ba-b6b3-d01980f00093,2021-02-04 01:33:05,20,1,100,-1,-1,"02-03-17-06-31,02-03-17-08-79,02-03-17-09-65,02-03-17-12-66,02-03-17-16-86,02-03-17-19-91,02-03-17-22-79,02-03-17-26-97,02-03-17-29-35",-,2021-02-04 01:33:38,5c3517e6-8148-4f27-b543-257f2a0dafb7,-,-,Yes,DEFAULT,-,-
out/02-03-17-33/log,02-03-17-33-17,7.595908,,169.254.76.1,1,17,-,F6:41:87:94:ED:00,8f265919-3e60-4cd4-97f0-1701f23eac19,2021-02-04 01:33:05,20,1,17,-1,-1,"02-03-17-06-46,02-03-17-08-82,02-03-17-09-52,02-03-17-12-26,02-03-17-16-44,02-03-17-19-92,02-03-17-22-32,02-03-17-26-76,02-03-17-29-75",-,2021-02-04 01:33:38,e9ce316a-81cd-4327-a511-df10b6f05271,-,-,Yes,DEFAULT,-,-
out/02-03-17-33/log,02-03-17-33-80,7.819470,,169.254.76.1,1,80,18,E6:CD:DC:3E:1F:34,c99d809a-f72b-49fa-86ae-fe5f87f969a6,2021-02-04 01:33:05,30,3,99,80,69,"02-03-17-06-40,02-03-17-08-63,02-03-17-09-39,02-03-17-12-52,02-03-17-16-82,02-03-17-19-46,02-03-17-22-48,02-03-17-26-94,02-03-17-29-19",out/02-03-17-33/bit1_samples80,2021-02-04 01:33:57,8c2cc330-1ff0-4f85-8658-aead8d6e5b50,-,-,Yes,DEFAULT,-,-
out/02-03-17-33/log,02-03-17-33-86,7.840239,,169.254.76.1,1,86,14,C2:3A:93:0F:8F:DB,ef7e509b-28f7-416d-83c0-c6749abb0481,2021-02-04 01:33:04,30,2,86,52,-1,"02-03-17-16-6,02-03-17-19-97,02-03-17-22-27,02-03-17-26-65,02-03-17-29-17",-,2021-02-04 01:33:57,98474b0f-daa3-4102-a311-f1fe2e305d87,-,-,Yes,DEFAULT,-,-
