start_time,Boot ID,MAC Addr,IP,imax_value,iavg_value,fmax_value,favg_value
1575252531008,7a03f268-c72b-4b50-ae02-3cb0af2468d3,fa:fe:60:db:cd:64,169.254.33.37,0.00014448165893554688,2.4756050109863282e-05,0.00014734268188476562,2.5134706497192383e-05
1575252531010,4cef80cc-71c8-4bf9-9946-9459b3501ef6,c2:84:9b:59:58:4c,169.254.32.253,0.0002033710479736328,2.465972900390625e-05,0.000209808349609375,2.532811164855957e-05
1575252531009,4ae06cc7-3597-4b30-bbc4-9394bb598efc,ca:7b:04:53:ec:4c,169.254.33.141,0.0001442432403564453,2.4576663970947264e-05,0.0001633167266845703,2.5035810470581055e-05
1575252531011,1ccf00e1-4154-493d-86c6-b3ac17724d0c,4a:87:56:22:39:a3,169.254.32.189,0.0001418590545654297,2.4783039093017577e-05,0.000213623046875,2.512931823730469e-05
1575252531015,b1a262a2-d15e-484e-bf57-0b3e7f6aee19,9e:73:0f:15:e9:d6,169.254.33.13,0.0001251697540283203,2.492685317993164e-05,0.0001468658447265625,2.517571449279785e-05
1575252531009,87076826-2491-4efd-836e-5f742dae3df4,ce:92:20:39:ae:d8,169.254.32.205,0.0001506805419921875,2.4851322174072264e-05,0.00021600723266601562,2.5269699096679687e-05
1575252531012,737a687f-38fe-4848-980f-a4dac154bed3,36:d0:ea:86:5c:32,169.254.32.213,0.0001628398895263672,2.4761962890625e-05,0.00015783309936523438,2.5354623794555664e-05
1575252531009,318f2c8d-7daf-4873-97a9-86c38d24b2cc,c6:ae:32:9c:11:79,169.254.33.125,0.00015735626220703125,2.490048408508301e-05,0.0005223751068115234,2.5438833236694336e-05
1575252531017,48944b4d-4f43-40e3-b496-c62d1123b007,f2:f7:91:83:95:3a,169.254.33.149,0.00026106834411621094,2.5725412368774414e-05,0.00020360946655273438,2.588648796081543e-05
1575252531021,f98b4b52-3ee8-4843-9a99-b311d47da714,4a:52:50:5f:e7:0f,169.254.21.77,0.000179290771484375,2.6362371444702148e-05,0.00018286705017089844,2.5681066513061525e-05
1575252531016,35c8d30a-d02e-413c-bd57-b84c2d4287fe,62:35:56:f9:23:38,169.254.33.69,0.0026869773864746094,2.6175928115844726e-05,0.00015664100646972656,2.589988708496094e-05
1575252531017,e1f665ef-08ec-4182-bc9d-78fb6eac6255,5a:98:f0:ea:15:39,169.254.21.165,0.0003371238708496094,2.6433467864990235e-05,0.00023794174194335938,2.5218725204467775e-05
1575252531017,a3a0dd6c-a657-4f23-a82b-631347015a58,66:78:f7:09:72:a0,169.254.33.133,0.0001366138458251953,2.5843286514282226e-05,0.00016832351684570312,2.596883773803711e-05
1575252531018,c843523d-7d7b-47f4-904b-e31f717a120c,7e:a9:1c:b1:ee:5a,169.254.33.117,0.00013637542724609375,2.558889389038086e-05,0.00018525123596191406,2.598137855529785e-05
1575252531025,2646f7eb-46ec-489d-9d45-c255e43bb6cc,d6:ca:ca:f2:c7:5d,169.254.189.109,0.0002617835998535156,2.5576496124267577e-05,0.0001533031463623047,2.5514888763427735e-05
1575252531015,bebf1ce5-be89-4c1a-a5ea-ed5228e2bcc5,1e:7d:55:26:80:f4,169.254.21.133,0.00038361549377441406,2.6571941375732422e-05,0.0001430511474609375,2.5334692001342772e-05
1575252531008,74857f4f-b4f8-4b1e-98e4-26d2bdad3829,6a:99:b9:c0:32:a3,169.254.239.29,0.0003762245178222656,2.5684404373168946e-05,0.00018739700317382812,2.5665807723999023e-05
1575252531007,dbaa0b9a-59d2-41cd-b69d-530de0999cd1,96:7d:61:91:fb:76,169.254.239.61,0.0001583099365234375,2.5555706024169922e-05,0.0006113052368164062,2.607283592224121e-05
1575252531016,31b62e60-0ab3-4875-98a8-9d6208e94432,72:25:d0:31:3c:33,169.254.22.13,0.00017952919006347656,2.6626491546630858e-05,0.00016760826110839844,2.544288635253906e-05
1575252531040,ae319e91-b889-41c0-b8fb-770831455405,52:4f:7d:a2:a4:4e,169.254.191.189,0.00011515617370605469,2.453122138977051e-05,0.00016379356384277344,2.521519660949707e-05
1575252531027,48235234-1031-4778-877c-c9b4710e4f0f,9a:7c:ab:6f:cb:86,169.254.196.37,0.0002186298370361328,2.570204734802246e-05,0.00019788742065429688,2.5966930389404298e-05
1575252531020,3d4adf93-62cb-44a6-b76c-8f2fae32a402,b6:d4:6f:ed:53:89,169.254.99.205,0.00022363662719726562,2.581214904785156e-05,0.00020813941955566406,2.578568458557129e-05
1575252531010,05f26f1a-a0c0-4d82-af8d-a9bf4319455c,f6:f9:6b:bf:89:f6,169.254.70.77,0.0025827884674072266,2.640557289123535e-05,0.00025534629821777344,2.5986003875732422e-05
1575252531032,b3eff019-c5f7-4bd3-875f-57c34c7f5666,3a:a8:34:1a:9d:0e,169.254.100.61,0.00020170211791992188,2.5476646423339845e-05,0.00016927719116210938,2.5424003601074218e-05
1575252531020,ba29f31d-21b9-4fb4-b992-714e3d4eefa7,c6:04:06:50:c6:cb,169.254.7.253,0.0001895427703857422,2.5589370727539062e-05,0.0002048015594482422,2.586946487426758e-05
1575252531017,bdd6fe5b-5e36-4b5d-9bba-cd6666603f66,b2:1d:2d:bc:ce:19,169.254.21.245,0.00019669532775878906,2.6655006408691406e-05,0.00020933151245117188,2.5646400451660155e-05
1575252531048,fbf672d1-887b-4ec7-8b0b-a76a4923ea33,36:b8:9c:dc:2a:74,169.254.191.181,0.00012230873107910156,2.4662017822265624e-05,0.0002186298370361328,2.5466299057006836e-05
1575252531036,ce3dee4a-183f-493a-a371-c186cd7cc7fb,de:72:ab:02:80:2f,169.254.100.205,0.00048160552978515625,2.5282907485961915e-05,0.00017881393432617188,2.5241184234619142e-05
1575252531022,f4e17334-d69e-4047-a82f-6959801f4c49,1a:53:3e:dc:4b:1e,169.254.9.141,0.0001723766326904297,2.5660133361816407e-05,0.00024080276489257812,2.596569061279297e-05
1575252531017,b721a025-159f-4d61-a2fd-91ccbe72ffa5,5e:e3:37:7c:a3:f7,169.254.22.253,0.00016379356384277344,2.6865291595458985e-05,0.0002791881561279297,2.652440071105957e-05
1575252531011,f8fbf38d-122f-4140-849e-9109092a1a9e,2a:f4:9a:cc:96:ee,169.254.102.109,0.00019860267639160156,2.5505590438842774e-05,0.00023412704467773438,2.5801753997802734e-05
1575252531012,541ad681-06e6-4d50-b3c0-d0aeff11ea7f,e6:ee:55:95:ea:ec,169.254.32.253,0.00027251243591308594,2.5669288635253906e-05,0.00023174285888671875,2.6005983352661132e-05
