start_time,Boot ID,UP Time 1,File NR 1,MAC Addr,nr_active_anon,nr_inactive_file,IP,max_value,avg_value,memory_time
1575245295358,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3192.32,320,d6:e6:ae:cf:91:65,15514,13978,169.254.23.197,0.16657447814941406,0.1628245194753011,0.7200384140014648
1575245307096,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3204.05,320,d6:e6:ae:cf:91:65,15514,13978,169.254.23.197,0.17373919486999512,0.16940159797668458,0.7243137359619141
1575245319125,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3216.08,320,d6:e6:ae:cf:91:65,15514,13978,169.254.23.197,0.1678171157836914,0.1653561234474182,0.7222006320953369
1575245331049,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3228.01,320,d6:e6:ae:cf:91:65,15514,13978,169.254.23.197,0.17541193962097168,0.1716353972752889,0.7243568897247314
1575245343336,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3240.29,320,d6:e6:ae:cf:91:65,15514,13978,169.254.23.197,0.15987467765808105,0.15780717531840008,0.7207114696502686
1575245354667,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3251.63,320,d6:e6:ae:cf:91:65,15514,13978,169.254.23.197,0.17411065101623535,0.17102264563242595,0.751990556716919
1575245366908,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3263.87,320,d6:e6:ae:cf:91:65,15514,13978,169.254.23.197,0.16593503952026367,0.16266897122065227,0.7403745651245117
1575245378562,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3275.52,320,d6:e6:ae:cf:91:65,15514,13978,169.254.23.197,0.17495417594909668,0.16676161289215088,0.7286782264709473
1575245390542,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3287.50,320,d6:e6:ae:cf:91:65,15515,13978,169.254.23.197,0.18142199516296387,0.17752376000086467,0.7482450008392334
1575245403190,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3300.15,320,d6:e6:ae:cf:91:65,15515,13978,169.254.23.197,0.17377996444702148,0.16968278884887694,0.7270886898040771
1575245415244,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3312.20,320,d6:e6:ae:cf:91:65,15515,13978,169.254.23.197,0.17432141304016113,0.1702561895052592,0.7543144226074219
1575245427509,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3324.47,320,d6:e6:ae:cf:91:65,15515,13978,169.254.23.197,0.18147778511047363,0.17727360328038533,0.754094123840332
1575245440039,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3337.00,320,d6:e6:ae:cf:91:65,15515,13979,169.254.23.197,0.17445755004882812,0.1702165206273397,0.7251110076904297
1575245452289,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3349.25,320,d6:e6:ae:cf:91:65,15515,13979,169.254.23.197,0.1751847267150879,0.16606514851252238,0.7243597507476807
1575245464130,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3361.09,320,d6:e6:ae:cf:91:65,15515,13979,169.254.23.197,0.1730031967163086,0.1693623701731364,0.7236449718475342
1575245476138,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3373.10,320,d6:e6:ae:cf:91:65,15515,13979,169.254.23.197,0.16467571258544922,0.1614354173342387,0.7277419567108154
1575245487726,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3384.69,320,d6:e6:ae:cf:91:65,15515,13979,169.254.23.197,0.1616365909576416,0.1596665382385254,0.7263307571411133
1575245499185,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3396.15,320,d6:e6:ae:cf:91:65,15516,13979,169.254.23.197,0.1630418300628662,0.15836973985036215,0.7363758087158203
1575245510628,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3407.59,320,d6:e6:ae:cf:91:65,15516,13979,169.254.23.197,0.17302608489990234,0.16955161094665527,0.7230327129364014
1575245522875,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3419.84,320,d6:e6:ae:cf:91:65,15516,13979,169.254.23.197,0.18811774253845215,0.16861156225204468,0.7262439727783203
1575245534960,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3431.92,320,d6:e6:ae:cf:91:65,15516,13979,169.254.23.197,0.19995713233947754,0.16484853426615398,0.7385632991790771
1575245546713,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3443.68,320,d6:e6:ae:cf:91:65,15516,13979,169.254.23.197,0.16548466682434082,0.16274633804957073,0.7529244422912598
1575245558365,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3455.33,320,d6:e6:ae:cf:91:65,15516,13979,169.254.23.197,0.1650524139404297,0.16254762013753254,0.7291238307952881
1575245569993,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3466.96,320,d6:e6:ae:cf:91:65,15516,13979,169.254.23.197,0.1795954704284668,0.16488360961278278,0.7233662605285645
1575245581730,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3478.69,320,d6:e6:ae:cf:91:65,15518,13979,169.254.23.197,0.1722409725189209,0.16524397134780883,0.7318499088287354
1575245593600,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3490.56,320,d6:e6:ae:cf:91:65,15518,13979,169.254.23.197,0.1687946319580078,0.1637531359990438,0.7211620807647705
1575245605277,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3502.24,320,d6:e6:ae:cf:91:65,15518,13979,169.254.23.197,0.16574621200561523,0.16367873350779216,0.7207863330841064
1575245617024,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3513.99,320,d6:e6:ae:cf:91:65,15518,13979,169.254.23.197,0.19010353088378906,0.16587723890940348,0.7370107173919678
1575245628936,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3525.90,320,d6:e6:ae:cf:91:65,15518,13979,169.254.23.197,0.17641067504882812,0.17351142168045045,0.7601661682128906
1575245641322,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3538.29,320,d6:e6:ae:cf:91:65,15518,13979,169.254.23.197,0.16722726821899414,0.16268816391626995,0.7435078620910645
1575245653060,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3550.02,320,d6:e6:ae:cf:91:65,15518,13979,169.254.23.197,0.1666717529296875,0.16318232615788777,0.7275896072387695
1575245664871,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3561.84,320,d6:e6:ae:cf:91:65,15519,13979,169.254.23.197,0.16169285774230957,0.15931828816731772,0.7220430374145508
1575245676318,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3573.28,320,d6:e6:ae:cf:91:65,15519,13979,169.254.23.197,0.1753067970275879,0.16946041186650593,0.7353830337524414
1575245688527,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3585.49,320,d6:e6:ae:cf:91:65,15519,13979,169.254.23.197,0.17627596855163574,0.17178142070770264,0.722414493560791
1575245700781,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3597.75,320,d6:e6:ae:cf:91:65,15519,13979,169.254.23.197,0.17528033256530762,0.16943910519282024,0.7277617454528809
1575245712878,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3609.84,320,d6:e6:ae:cf:91:65,15519,13979,169.254.23.197,0.16938471794128418,0.1643879493077596,0.7237546443939209
1575245724602,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3621.57,320,d6:e6:ae:cf:91:65,15519,13979,169.254.23.197,0.17112255096435547,0.1653132915496826,0.7489254474639893
1575245736552,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3633.52,320,d6:e6:ae:cf:91:65,15519,13979,169.254.23.197,0.17192602157592773,0.16960167090098063,0.7208659648895264
1575245748600,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3645.57,320,d6:e6:ae:cf:91:65,15519,13979,169.254.23.197,0.16542530059814453,0.16296257972717285,0.7220962047576904
1575245760253,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3657.22,320,d6:e6:ae:cf:91:65,15519,13979,169.254.23.197,0.1640315055847168,0.16195371548334758,0.7241623401641846
1575245771894,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3668.86,320,d6:e6:ae:cf:91:65,15519,13979,169.254.23.197,0.17387080192565918,0.17108412981033325,0.7209033966064453
1575245784007,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3680.97,320,d6:e6:ae:cf:91:65,15519,13979,169.254.23.197,0.17447972297668457,0.1711126168568929,0.7237899303436279
1575245796245,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3693.21,320,d6:e6:ae:cf:91:65,15519,13979,169.254.23.197,0.16912078857421875,0.165473473072052,0.7281811237335205
1575245808042,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3705.01,320,d6:e6:ae:cf:91:65,15519,13979,169.254.23.197,0.17038679122924805,0.16538012027740479,0.7263095378875732
1575245819849,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3716.82,320,d6:e6:ae:cf:91:65,15519,13979,169.254.23.197,0.17088532447814941,0.16468114058176678,0.7229933738708496
1575245831632,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3728.60,320,d6:e6:ae:cf:91:65,15519,13979,169.254.23.197,0.1684427261352539,0.16440165837605794,0.7472348213195801
1575245843466,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3740.43,320,d6:e6:ae:cf:91:65,15519,13979,169.254.23.197,0.16693329811096191,0.1628322958946228,0.7246901988983154
1575245855093,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3752.06,320,d6:e6:ae:cf:91:65,15519,13979,169.254.23.197,0.1698911190032959,0.16437575419743855,0.7389883995056152
1575245866823,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3763.79,320,d6:e6:ae:cf:91:65,15519,13979,169.254.23.197,0.17113327980041504,0.16827170451482137,0.7220568656921387
1575245878835,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3775.80,320,d6:e6:ae:cf:91:65,15519,13979,169.254.23.197,0.17289090156555176,0.16840787331263224,0.7283213138580322
1575245890859,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3787.83,320,d6:e6:ae:cf:91:65,15519,13979,169.254.23.197,0.16363310813903809,0.16011839310328166,0.7273979187011719
1575245902394,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3799.36,320,d6:e6:ae:cf:91:65,15519,13979,169.254.23.197,0.16073942184448242,0.15881656805674235,0.7228505611419678
1575245913779,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3810.75,320,d6:e6:ae:cf:91:65,15519,13979,169.254.23.197,0.16228437423706055,0.1600106438000997,0.7233891487121582
1575245925344,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3822.31,320,d6:e6:ae:cf:91:65,15519,13979,169.254.23.197,0.17213964462280273,0.1703023076057434,0.7471969127655029
1575245937566,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3834.54,320,d6:e6:ae:cf:91:65,15519,13979,169.254.23.197,0.17788195610046387,0.17631760438283284,0.7543394565582275
1575245950028,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3847.00,352,d6:e6:ae:cf:91:65,15519,13979,169.254.23.197,0.17433381080627441,0.1702666958173116,0.720677375793457
1575245962103,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3859.07,352,d6:e6:ae:cf:91:65,15519,13979,169.254.23.197,0.1656041145324707,0.1625771959622701,0.7227375507354736
1575245973745,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3870.72,352,d6:e6:ae:cf:91:65,15519,13979,169.254.23.197,0.16496491432189941,0.16386716763178508,0.7202091217041016
1575245985491,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3882.46,352,d6:e6:ae:cf:91:65,15519,13979,169.254.23.197,0.1659085750579834,0.164133087793986,0.7364628314971924
1575245997263,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3894.23,352,d6:e6:ae:cf:91:65,15519,13979,169.254.23.197,0.1706833839416504,0.16268800497055053,0.7191650867462158
1575246008869,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3905.84,352,d6:e6:ae:cf:91:65,15519,13980,169.254.23.197,0.16822576522827148,0.165093461672465,0.7217555046081543
1575246020781,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3917.75,352,d6:e6:ae:cf:91:65,15519,13980,169.254.23.197,0.1644289493560791,0.16197121540705364,0.7403197288513184
1575246032461,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3929.43,352,d6:e6:ae:cf:91:65,15519,13980,169.254.23.197,0.17022991180419922,0.1628573179244995,0.7245707511901855
1575246044095,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3941.07,352,d6:e6:ae:cf:91:65,15519,13980,169.254.23.197,0.1698451042175293,0.1680363933245341,0.7189099788665771
1575246056031,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3953.00,352,d6:e6:ae:cf:91:65,15519,13980,169.254.23.197,0.1625680923461914,0.16058830817540487,0.7187728881835938
1575246067614,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3964.59,352,d6:e6:ae:cf:91:65,15519,13980,169.254.23.197,0.16338729858398438,0.16107438007990518,0.7215867042541504
1575246079230,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3976.20,352,d6:e6:ae:cf:91:65,15519,13980,169.254.23.197,0.16628122329711914,0.16155327161153157,0.7246689796447754
1575246090861,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3987.83,352,d6:e6:ae:cf:91:65,15520,13980,169.254.23.197,0.16639089584350586,0.16243720054626465,0.7336573600769043
1575246102637,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,3999.61,352,d6:e6:ae:cf:91:65,15519,13980,169.254.23.197,0.16660022735595703,0.1627836545308431,0.7505340576171875
1575246114378,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,4011.35,352,d6:e6:ae:cf:91:65,15519,13980,169.254.23.197,0.17754340171813965,0.16937812566757202,0.718897819519043
1575246126411,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,4023.38,352,d6:e6:ae:cf:91:65,15519,13980,169.254.23.197,0.16102933883666992,0.15929036140441893,0.7211482524871826
1575246137959,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,4034.93,352,d6:e6:ae:cf:91:65,15519,13980,169.254.23.197,0.16546320915222168,0.1631617029507955,0.7216806411743164
1575246149737,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,4046.71,352,d6:e6:ae:cf:91:65,15519,13980,169.254.23.197,0.17955517768859863,0.17639649311701458,0.748103141784668
1575246162239,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,4059.21,352,d6:e6:ae:cf:91:65,15519,13980,169.254.23.197,0.1647953987121582,0.16282601753870646,0.7244546413421631
1575246173902,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,4070.88,352,d6:e6:ae:cf:91:65,15519,13980,169.254.23.197,0.17801594734191895,0.16014339129130045,0.7184591293334961
1575246185375,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,4082.35,352,d6:e6:ae:cf:91:65,15519,13980,169.254.23.197,0.16042113304138184,0.1580909808476766,0.7241573333740234
1575246196745,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,4093.72,352,d6:e6:ae:cf:91:65,15519,13980,169.254.23.197,0.1770339012145996,0.16951486269632976,0.7374527454376221
1575246209441,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,4106.42,352,d6:e6:ae:cf:91:65,15519,13980,169.254.23.197,0.16638755798339844,0.16233975489934285,0.7405800819396973
1575246221051,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,4118.03,352,d6:e6:ae:cf:91:65,15519,13980,169.254.23.197,0.17363190650939941,0.17050211826960246,0.723961353302002
1575246233129,aa48ec26-41a2-4e8c-bf2e-ca556bd055fd,4130.10,352,d6:e6:ae:cf:91:65,15519,13980,169.254.23.197,0.16911816596984863,0.16447068055470784,0.7186758518218994
