In,Start Time,Frequency,MAC Address,Total Bytes Sent,Total Bytes Received,Total Time,Exec Time
2500,1575670171320,2500.012,c2:82:01:c1:85:c0,90.00B,90.00B,23.34422540664673,17.339524507522583
2500,1575670171301,2500.01,0a:88:17:01:5f:1b,90.00B,176.00B,23.768991470336914,17.765467643737793
2500,1575670171305,2500.01,b6:6d:bd:cb:38:82,90.00B,90.00B,23.767956018447876,17.761269330978394
2500,1575670171316,2500.006,32:2f:77:1f:03:a6,90.00B,90.00B,23.76728320121765,17.760612964630127
2500,1575670171302,2500.006,c6:37:0c:0c:ec:78,90.00B,176.00B,23.79074740409851,17.78471851348877
2500,1575670171316,2500.006,b6:2c:ad:a1:c9:7c,90.00B,90.00B,23.793049573898315,17.786376953125
2500,1575670171323,2500.006,4e:d2:e9:a5:68:da,90.00B,90.00B,23.87399435043335,17.867231845855713
2500,1575670171324,2500.006,ee:31:55:01:62:a1,90.00B,90.00B,23.893279552459717,17.88662624359131
2500,1575670171323,2500.012,2e:9b:15:cc:bf:04,90.00B,90.00B,23.88909649848938,17.882456064224243
2500,1575670171323,2500.006,1e:9c:2b:06:5c:e7,90.00B,90.00B,23.902121782302856,17.895437717437744
2500,1575670171324,2500.002,ee:44:16:8c:65:5b,90.00B,90.00B,24.00473117828369,17.997644901275635
2500,1575670171324,2500.002,5e:74:2e:d5:27:f4,90.00B,90.00B,24.048157453536987,18.04134964942932
2500,1575670171312,2500.012,86:13:85:90:80:4c,90.00B,90.00B,24.048519611358643,18.041853666305542
2500,1575670171316,2500.01,6a:39:53:68:6b:b7,90.00B,90.00B,24.108097791671753,18.101408004760742
2500,1575670171316,2500.01,1a:92:86:b1:a5:20,180.00B,90.00B,24.120238780975342,18.113579988479614
2500,1575670171314,2500.01,7e:57:ba:43:0c:5d,90.00B,90.00B,24.123552799224854,18.116832733154297
2500,1575670171323,2500.002,12:59:4c:fc:f6:7b,90.00B,90.00B,24.1142098903656,18.107370615005493
2500,1575670171322,2500.006,a2:66:71:47:96:67,176.00B,90.00B,24.156699419021606,18.1499924659729
2500,1575670171322,2500.006,d2:e1:6e:4a:a8:1a,90.00B,90.00B,24.153014183044434,18.145976543426514
2500,1575670171316,2500.01,96:3c:96:29:a6:5a,90.00B,90.00B,24.158937692642212,18.152286529541016
2500,1575670171318,2500.0,8a:ef:ba:7b:45:e5,90.00B,90.00B,24.204826593399048,18.198150873184204
2500,1575670171321,2500.0,52:94:f2:9e:e3:1a,90.00B,90.00B,24.205594301223755,18.198879718780518
2500,1575670171320,2500.0,e6:40:eb:f2:7d:ea,90.00B,90.00B,24.203442096710205,18.196738719940186
2500,1575670171319,2500.0,ee:75:0d:05:e7:e5,90.00B,90.00B,24.207102060317993,18.200441598892212
2500,1575670171306,2500.006,4a:02:f1:a7:fc:28,90.00B,90.00B,24.238152980804443,18.231366395950317
2500,1575670171316,2500.006,62:a9:4e:47:eb:9b,90.00B,90.00B,24.231651067733765,18.224957942962646
2500,1575670171322,2500.006,96:a2:7f:41:3e:5b,90.00B,90.00B,24.226306915283203,18.219611883163452
2500,1575670171305,2500.004,f2:9b:6c:0c:66:20,90.00B,90.00B,24.250081777572632,18.242889642715454
2500,1575670171323,2500.012,56:b4:71:c4:77:2f,180.00B,90.00B,24.23050618171692,18.223843574523926
2500,1575670171322,2500.002,92:86:b2:74:61:a3,90.00B,90.00B,24.217015027999878,18.210304737091064
2500,1575670171311,2500.006,3e:c5:4e:40:b4:8c,90.00B,90.00B,24.25422191619873,18.247539281845093
2500,1575670171317,2500.004,46:12:6e:a4:10:6d,180.00B,90.00B,24.266518354415894,18.25955104827881
2500,1575670171322,2500.002,7a:45:0a:8b:30:6b,90.00B,90.00B,24.264390468597412,18.257659673690796
2500,1575670171321,2500.006,8a:6d:e9:54:a1:c1,90.00B,90.00B,24.278005361557007,18.27134919166565
2500,1575670171300,2500.0,3e:6a:ee:78:43:17,90.00B,90.00B,24.414968729019165,18.40819501876831
2500,1575670171299,2500.0,fa:c1:fa:a5:62:f4,90.00B,90.00B,24.423519372940063,18.416873693466187
