In,Start Time,Current Frequency,MAC Address,Total Bytes Sent,Total Bytes Received,Total Time,Exec Time
Both,1575671626472,2300.014,96:1e:23:ce:11:78,90.00B,90.00B,19.542622089385986,13.535764217376709
Both,1575671626506,2300.014,06:2b:4a:1a:79:a4,90.00B,90.00B,19.682754278182983,13.675895929336548
Both,1575671626466,2300.014,ee:70:ad:6b:d6:25,90.00B,90.00B,19.76524806022644,13.758371353149414
Both,1575671626482,2300.014,c6:45:46:f1:c8:18,90.00B,176.00B,19.860142469406128,13.853253364562988
Both,1575671626438,2300.014,42:7b:36:d7:34:b3,90.00B,176.00B,20.162923574447632,14.155987977981567
Both,1575671626452,2300.014,b6:5d:1d:88:01:86,90.00B,90.00B,20.197265148162842,14.190387725830078
Both,1575671626501,2300.014,ee:7c:68:e0:aa:26,180.00B,90.00B,20.471418857574463,14.464478254318237
Both,1575671626541,2300.014,e2:e5:e9:58:fd:33,90.00B,90.00B,20.4561870098114,14.449301719665527
Both,1575671626492,2300.016,6e:79:e1:9c:f1:ea,90.00B,90.00B,20.58238434791565,14.576442956924438
Both,1575671626556,2300.014,36:0d:58:c4:86:ae,90.00B,90.00B,20.585025787353516,14.578114986419678
Both,1575671626482,2300.014,42:90:aa:c3:6e:e1,90.00B,90.00B,20.74998664855957,14.743002653121948
Both,1575671626563,2300.016,82:35:bf:42:24:db,90.00B,90.00B,20.647372007369995,14.640404224395752
Both,1575671626500,2300.014,96:0c:87:82:07:0d,90.00B,90.00B,20.753644704818726,14.746797323226929
Both,1575671626532,2300.014,1a:4b:5a:43:41:6a,90.00B,90.00B,20.73097586631775,14.724099159240723
Both,1575671626517,2300.016,1a:b1:0e:49:35:4a,90.00B,90.00B,20.753481149673462,14.746558904647827
Both,1575671626557,2300.014,fa:e0:8e:3c:eb:c9,90.00B,90.00B,20.882357120513916,14.875452280044556
Both,1575671626494,2300.016,5a:05:ac:34:2e:66,176.00B,90.00B,21.32003116607666,15.31313705444336
Both,1575671626328,2500.008,22:fd:8a:21:dd:f8,90.00B,90.00B,23.408312797546387,17.40157914161682
Both,1575671626410,2500.0,ba:6f:75:7e:9d:aa,90.00B,90.00B,23.556150436401367,17.54144787788391
Both,1575671626354,2500.0,76:a0:20:c8:1c:36,90.00B,90.00B,23.868584156036377,17.861704349517822
Both,1575671626452,2500.008,72:71:bb:71:0f:6a,90.00B,90.00B,23.797799348831177,17.791059970855713
Both,1575671626462,2500.002,2a:a0:8d:ef:a6:47,90.00B,90.00B,23.84453010559082,17.837738275527954
Both,1575671626328,2500.0,d6:0d:bd:14:69:27,90.00B,90.00B,24.051451206207275,18.044737100601196
Both,1575671626326,2500.01,ee:08:b1:94:2c:47,90.00B,90.00B,24.111732244491577,18.110601902008057
Both,1575671626371,2500.0,7e:3e:c2:39:24:5e,90.00B,90.00B,24.090376615524292,18.08363914489746
Both,1575671626423,2500.002,46:7e:2c:c2:f8:ad,90.00B,90.00B,24.078285932540894,18.07148003578186
Both,1575671626360,2500.002,9a:f9:9f:42:06:a6,90.00B,90.00B,24.150994777679443,18.14423370361328
Both,1575671626384,2500.01,8a:74:02:e9:d9:4d,90.00B,90.00B,24.13007926940918,18.122957706451416
Both,1575671626380,2500.01,66:a8:56:85:40:20,180.00B,90.00B,24.146567821502686,18.13947296142578
Both,1575671626356,2500.002,7e:0d:d7:31:c9:cc,90.00B,90.00B,24.172640323638916,18.165823459625244
Both,1575671626337,2500.006,42:5d:a5:cb:1a:e6,90.00B,90.00B,24.221726894378662,18.21481704711914
Both,1575671626394,2500.002,42:d7:c6:3a:d7:5e,90.00B,90.00B,24.165833234786987,18.15894842147827
Both,1575671626328,2500.0,e2:aa:43:0e:b4:23,90.00B,90.00B,24.233383417129517,18.226595163345337
Both,1575671626431,2500.002,da:60:ba:4b:d2:0c,90.00B,90.00B,24.13493824005127,18.127652168273926
Both,1575671626398,2500.002,02:37:39:82:de:0f,90.00B,90.00B,24.168225049972534,18.16205382347107
Both,1575671626397,2500.006,82:f9:7d:3e:ec:cf,90.00B,90.00B,24.187354564666748,18.180514097213745
Both,1575671626397,2500.01,36:63:2c:26:e4:28,90.00B,90.00B,24.18430757522583,18.17721199989319
Both,1575671626393,2500.0,72:41:96:8a:92:e3,90.00B,90.00B,24.200542449951172,18.193819522857666
Both,1575671626386,2500.0,42:f0:9b:69:8e:b0,90.00B,90.00B,24.21031928062439,18.20348072052002
Both,1575671626386,2500.0,2a:3b:b3:ca:ee:99,90.00B,90.00B,24.23128318786621,18.224567651748657
Both,1575671626352,2500.006,22:a7:e5:eb:cb:33,90.00B,90.00B,24.26591682434082,18.259066820144653
Both,1575671626383,2500.006,8a:11:81:0a:48:5e,90.00B,90.00B,24.236949682235718,18.230034589767456
Both,1575671626327,2500.01,f2:8c:23:e4:a5:26,90.00B,90.00B,24.292556047439575,18.28572916984558
Both,1575671626420,2500.008,7a:13:4b:4f:a6:39,90.00B,176.00B,24.201443433761597,18.194703578948975
