In,Start Time,Frequency,MAC Address,Total Bytes Sent,Total Bytes Received,Total Time,Exec Time
2300,1575670796806,2300.016,5e:e4:d3:d6:81:f8,90.00B,90.00B,26.192611694335938,20.185829401016235
2300,1575670796804,2300.016,8a:3f:58:04:18:5f,90.00B,90.00B,26.15768265724182,20.15082097053528
2300,1575670796808,2300.014,ea:7a:36:2c:c6:ce,90.00B,90.00B,26.150022506713867,20.143255710601807
2300,1575670796809,2300.014,92:ee:ff:15:21:bd,90.00B,90.00B,26.207780838012695,20.202340126037598
2300,1575670796806,2300.016,86:0b:52:96:f9:4f,90.00B,90.00B,26.1323721408844,20.12548828125
2300,1575670796809,2300.014,72:73:5a:a0:03:af,90.00B,90.00B,26.150952577590942,20.14411735534668
2300,1575670796805,2300.016,5a:d3:6c:84:ad:10,90.00B,90.00B,26.123740673065186,20.11676025390625
2300,1575670796807,2300.014,0a:1e:b5:cd:df:34,90.00B,90.00B,26.22839879989624,20.221624612808228
2300,1575670796798,2300.016,2e:8d:5f:d9:99:4e,180.00B,90.00B,28.17432475090027,22.167490005493164
2300,1575670796799,2300.014,02:8b:a3:58:01:9c,90.00B,90.00B,28.30277132987976,22.297217845916748
2300,1575670796798,2300.014,62:36:cd:15:77:5b,90.00B,176.00B,28.367086172103882,22.361616134643555
2300,1575670796798,2300.016,1e:c2:53:7d:6b:b7,180.00B,90.00B,28.422008991241455,22.41805672645569
2300,1575670796791,2300.016,56:f0:67:b0:61:35,90.00B,90.00B,28.43238353729248,22.425572633743286
2300,1575670796795,2300.014,c2:2b:34:1a:41:65,90.00B,90.00B,28.57025718688965,22.563371419906616
2300,1575670796798,2300.016,1e:1c:5e:b5:b9:6a,90.00B,90.00B,28.777726888656616,22.770937204360962
