In,Start Time,Frequency,MAC Address,Total Bytes Sent,Total Bytes Received,Total Time,Exec Time
2300,1575671295210,2300.014,72:84:86:f4:e2:d5,90.00B,90.00B,22.603952169418335,16.597079753875732
2300,1575671295147,2300.014,46:5d:7a:d2:b2:92,90.00B,90.00B,22.653920888900757,16.64706802368164
2300,1575671295195,2300.014,32:66:ea:6f:e3:58,90.00B,90.00B,22.75346612930298,16.746588706970215
2300,1575671295129,2300.016,0a:da:d7:d6:f6:2f,180.00B,90.00B,23.086759328842163,17.079819917678833
2300,1575671295142,2300.016,f6:d1:95:b2:a7:a0,90.00B,90.00B,23.089181900024414,17.08228373527527
2300,1575671295143,2300.014,1e:70:de:53:7b:a9,90.00B,90.00B,23.19741654396057,17.19050168991089
2300,1575671295139,2300.014,12:56:23:df:0c:a2,90.00B,90.00B,23.246111154556274,17.23921823501587
2300,1575671295149,2300.016,22:a2:3f:7d:cd:f9,90.00B,90.00B,23.280325174331665,17.27340316772461
2300,1575671295144,2300.016,f2:e0:23:ca:fa:f1,90.00B,90.00B,24.23436713218689,18.22746467590332
2300,1575671295158,2300.016,92:ef:ea:53:16:26,90.00B,90.00B,24.23041319847107,18.223553895950317
2300,1575671295182,2300.016,de:a5:b3:b9:a4:51,90.00B,180.00B,24.241166591644287,18.23426842689514
2300,1575671295139,2300.016,a2:ef:80:c7:30:13,90.00B,90.00B,24.290145874023438,18.283219575881958
2300,1575671295171,2300.016,26:7c:7e:09:3f:19,176.00B,90.00B,24.266926765441895,18.260090351104736
2300,1575671295144,2300.016,06:4a:f6:53:5e:75,180.00B,90.00B,24.347557306289673,18.340648412704468
2300,1575671295132,2300.014,ea:9c:cc:25:6c:c1,90.00B,90.00B,28.031517505645752,22.02852177619934
2300,1575671295113,2300.014,46:84:32:7f:8b:c9,90.00B,90.00B,28.13352918624878,22.126404762268066
2300,1575671295135,2300.014,66:32:d5:79:12:3d,90.00B,176.00B,28.156175136566162,22.149237155914307
2300,1575671295125,2300.014,ca:3a:8e:06:3c:67,90.00B,90.00B,28.16995596885681,22.16307497024536
2300,1575671295135,2300.014,b2:9e:e2:3f:b4:08,90.00B,180.00B,28.197778463363647,22.19084596633911
2300,1575671295198,2300.014,5e:60:ce:d7:07:c7,90.00B,176.00B,28.207018613815308,22.201395273208618
2300,1575671295225,2300.014,d6:4b:36:c2:06:e2,90.00B,90.00B,28.20662498474121,22.199739694595337
2300,1575671295211,2300.014,aa:74:51:a5:3a:b7,90.00B,90.00B,28.23677921295166,22.229898929595947
2300,1575671295175,2300.014,7e:28:ac:4c:77:43,90.00B,90.00B,28.307480096817017,22.300547122955322
2300,1575671295113,2300.014,2a:cb:c0:cc:6e:a5,90.00B,90.00B,28.38696599006653,22.380061388015747
2300,1575671295220,2300.014,42:24:2a:f3:30:16,90.00B,90.00B,28.366779327392578,22.35991597175598
2300,1575671295240,2300.014,76:48:50:91:bc:9d,90.00B,90.00B,28.352378368377686,22.345511198043823
2300,1575671295221,2300.014,ba:9e:21:c9:dd:05,90.00B,176.00B,28.406757354736328,22.399879932403564
