In,Start Time,Frequency,MAC Address,Total Bytes Sent,Total Bytes Received,Total Time,Exec Time
2500,1575670057088,2500.002,ee:44:16:8c:65:5b,90.00B,90.00B,23.424293994903564,17.41751456260681
2500,1575670057085,2500.002,5e:74:2e:d5:27:f4,90.00B,90.00B,23.419241428375244,17.412446975708008
2500,1575670057133,2500.012,56:b4:71:c4:77:2f,180.00B,90.00B,23.394742012023926,17.38737416267395
2500,1575670057136,2500.002,12:59:4c:fc:f6:7b,90.00B,90.00B,23.430003881454468,17.422786951065063
2500,1575670057092,2500.012,2e:9b:15:cc:bf:04,90.00B,90.00B,23.71311092376709,17.70633292198181
2500,1575670057088,2500.006,ee:31:55:01:62:a1,90.00B,90.00B,23.810938835144043,17.804160356521606
2500,1575670057085,2500.006,96:a2:7f:41:3e:5b,90.00B,90.00B,23.84442925453186,17.837696075439453
2500,1575670057130,2500.006,4e:d2:e9:a5:68:da,90.00B,90.00B,23.816328287124634,17.809630393981934
2500,1575670057136,2500.006,1e:9c:2b:06:5c:e7,90.00B,90.00B,23.81809639930725,17.81126308441162
2500,1575670057079,2500.006,8a:6d:e9:54:a1:c1,90.00B,90.00B,23.893337965011597,17.886523008346558
2500,1575670057129,2500.006,d2:e1:6e:4a:a8:1a,90.00B,90.00B,23.894277811050415,17.8875675201416
2500,1575670057121,2500.006,a2:66:71:47:96:67,176.00B,90.00B,23.91003918647766,17.903217315673828
2500,1575670057084,2500.002,92:86:b2:74:61:a3,90.00B,90.00B,23.956242561340332,17.949402570724487
2500,1575670057130,2500.002,7a:45:0a:8b:30:6b,90.00B,90.00B,23.9172420501709,17.910500526428223
2500,1575670057092,2500.0,52:94:f2:9e:e3:1a,90.00B,90.00B,24.06268310546875,18.05587911605835
2500,1575670057162,2500.012,c2:82:01:c1:85:c0,90.00B,90.00B,23.994699001312256,17.98797035217285
2500,1575670057121,2500.0,e6:40:eb:f2:7d:ea,90.00B,90.00B,24.068244695663452,18.061530351638794
2500,1575670057126,2500.0,ee:75:0d:05:e7:e5,90.00B,90.00B,24.06409978866577,18.057350397109985
2500,1575670057175,2500.0,8a:ef:ba:7b:45:e5,90.00B,90.00B,24.059295415878296,18.0525541305542
2500,1575670057136,2500.004,46:12:6e:a4:10:6d,180.00B,90.00B,24.131703853607178,18.124922513961792
2500,1575670057088,2500.01,6a:39:53:68:6b:b7,90.00B,90.00B,24.19821524620056,18.193047046661377
2500,1575670057144,2500.01,1a:92:86:b1:a5:20,180.00B,90.00B,24.193379878997803,18.18665623664856
2500,1575670057106,2500.006,b6:2c:ad:a1:c9:7c,90.00B,90.00B,24.225645303726196,18.2186119556427
2500,1575670057084,2500.006,32:2f:77:1f:03:a6,90.00B,90.00B,24.260569095611572,18.253697872161865
2500,1575670057176,2500.01,96:3c:96:29:a6:5a,90.00B,90.00B,24.172512769699097,18.165769338607788
2500,1575670057130,2500.006,62:a9:4e:47:eb:9b,90.00B,90.00B,24.22004985809326,18.213266611099243
2500,1575670057171,2500.01,7e:57:ba:43:0c:5d,90.00B,90.00B,24.17984890937805,18.1789391040802
2500,1575670057145,2500.012,86:13:85:90:80:4c,90.00B,90.00B,24.206194400787354,18.19902205467224
2500,1575670057095,2500.006,3e:c5:4e:40:b4:8c,90.00B,90.00B,24.26382040977478,18.256942987442017
2500,1575670057127,2500.006,4a:02:f1:a7:fc:28,90.00B,90.00B,24.23806929588318,18.231324195861816
2500,1575670057169,2500.004,f2:9b:6c:0c:66:20,90.00B,90.00B,24.226307153701782,18.21950936317444
2500,1575670057172,2500.01,b6:6d:bd:cb:38:82,90.00B,90.00B,24.240421056747437,18.233609914779663
2500,1575670057145,2500.006,c6:37:0c:0c:ec:78,90.00B,176.00B,24.275010108947754,18.26828694343567
2500,1575670057155,2500.01,0a:88:17:01:5f:1b,90.00B,176.00B,24.293459177017212,18.28672194480896
2500,1575670057075,2500.0,da:eb:e4:90:68:fa,90.00B,90.00B,24.41044592857361,18.40370750427246
2500,1575670057064,2500.0,22:86:5d:c5:52:68,90.00B,176.00B,24.43573307991028,18.428752899169922
2500,1575670057084,2500.0,52:40:bc:61:fa:79,90.00B,90.00B,24.434181213378906,18.427318811416626
