In,Start Time,Frequency,MAC Address,Total Bytes Sent,Total Bytes Received,Total Time,Exec Time
2500,1575669716002,2500.0,82:1d:2f:49:49:02,90.00B,176.00B,25.32738208770752,17.318552494049072
2500,1575669715977,2500.002,f2:1b:80:04:ab:c6,90.00B,90.00B,25.448256731033325,17.439524173736572
2500,1575669715969,2500.002,1e:a3:a8:d3:8e:18,90.00B,180.00B,25.462815046310425,17.454020500183105
2500,1575669715983,2500.002,c6:18:fe:49:7e:c2,90.00B,90.00B,25.45043110847473,17.441489934921265
2500,1575669716026,2500.002,72:83:7c:cc:c5:38,90.00B,90.00B,25.45619511604309,17.447354078292847
2500,1575669715961,2500.002,ce:49:4f:24:1d:ec,90.00B,180.00B,25.593576669692993,17.584793090820312
2500,1575669716039,2500.002,aa:55:eb:41:16:40,90.00B,180.00B,25.595008373260498,17.586275577545166
2500,1575669715998,2500.0,c2:97:0f:bc:86:a1,90.00B,90.00B,25.712507247924805,17.703620195388794
2500,1575669716023,2500.0,46:b2:a1:df:d5:06,90.00B,90.00B,25.695882081985474,17.68716335296631
2500,1575669716030,2500.0,c2:ba:af:1c:98:b0,90.00B,90.00B,25.697808980941772,17.689109325408936
2500,1575669715978,2500.006,fe:0c:54:0f:6c:30,90.00B,90.00B,25.824075937271118,17.808741569519043
2500,1575669716018,2500.006,de:35:6b:4a:8e:31,90.00B,90.00B,25.821523427963257,17.8126437664032
2500,1575669715948,2500.004,b6:91:95:77:30:2d,90.00B,90.00B,25.983542919158936,17.97484517097473
2500,1575669716016,2500.002,1a:d0:79:48:41:42,90.00B,90.00B,25.943925619125366,17.935144901275635
2500,1575669715971,2500.012,5a:e8:e8:0c:44:56,90.00B,90.00B,25.998018503189087,17.989259958267212
2500,1575669715979,2500.012,36:e1:ea:d7:9a:ce,90.00B,90.00B,25.99305772781372,17.984190225601196
2500,1575669716048,2500.002,22:25:da:55:26:e8,90.00B,90.00B,25.927059412002563,17.917860746383667
2500,1575669716017,2500.012,42:7e:1f:c8:0d:80,90.00B,90.00B,25.976181507110596,17.967417240142822
2500,1575669716024,2500.002,de:11:53:5d:c0:6a,90.00B,90.00B,25.973459482192993,17.964643955230713
2500,1575669716008,2500.004,d6:8b:86:c2:ff:a0,90.00B,90.00B,25.988811492919922,17.979860544204712
