In,Start Time,Current Frequency,MAC Address,Total Bytes Sent,Total Bytes Received,Exec Time
Both,1575667713064,2300.014,ae:37:f0:4c:45:1d,90.00B,90.00B,16.463794946670532
Both,1575667713064,2300.014,d6:e0:52:3c:ee:61,180.00B,90.00B,16.554560661315918
Both,1575667713084,2300.014,26:3d:e3:a9:51:15,90.00B,90.00B,16.63171935081482
Both,1575667713081,2300.014,92:2d:f2:da:86:50,90.00B,90.00B,16.652274131774902
Both,1575667713081,2300.014,e6:5c:c5:ed:ae:67,90.00B,90.00B,16.654222011566162
Both,1575667713082,2300.014,8e:8f:dc:f2:68:4d,90.00B,90.00B,16.786426067352295
Both,1575667713418,2300.014,7a:93:f8:39:93:ec,90.00B,180.00B,16.517236471176147
Both,1575667713082,2300.014,fe:0e:4f:ee:5a:6b,90.00B,90.00B,16.864193201065063
Both,1575667713458,2300.014,06:f8:62:e3:47:dd,90.00B,90.00B,16.594618320465088
Both,1575667713059,2300.014,16:52:06:31:60:0d,90.00B,176.00B,17.066519498825073
Both,1575667713448,2300.014,b2:30:1a:83:d1:69,90.00B,176.00B,16.928810119628906
Both,1575667713066,2300.014,2e:3b:b3:fe:ee:a3,90.00B,90.00B,19.58413052558899
Both,1575667713064,2300.014,7e:eb:76:c9:6d:71,90.00B,90.00B,19.990230798721313
Both,1575667713066,2300.014,0e:9f:02:70:1e:18,180.00B,90.00B,20.05396056175232
Both,1575667713061,2500.008,7e:aa:cc:4d:96:75,90.00B,90.00B,21.612489938735962
Both,1575667713060,2500.008,02:0e:27:7a:74:5a,90.00B,176.00B,21.678674936294556
Both,1575667713061,2500.008,a2:c8:44:55:9f:46,90.00B,90.00B,21.77413535118103
Both,1575667713061,2500.008,92:7b:de:c5:97:c7,90.00B,90.00B,21.96102476119995
Both,1575667713066,2300.014,fa:aa:1d:73:ed:52,90.00B,90.00B,21.97673726081848
Both,1575667713421,2300.014,7a:a2:cc:81:12:8a,90.00B,90.00B,21.655226707458496
Both,1575667713062,2500.008,da:18:b5:6d:e8:88,90.00B,90.00B,22.028615951538086
Both,1575667713062,2500.006,ea:1c:f1:cb:a2:85,90.00B,90.00B,22.04537534713745
Both,1575667713056,2500.012,4a:7d:43:dd:68:7f,90.00B,90.00B,22.11069679260254
Both,1575667713059,2500.012,b2:fe:ff:43:fb:a0,90.00B,90.00B,22.2076895236969
Both,1575667713057,2500.012,22:2d:8a:c4:ff:2a,90.00B,90.00B,22.212132692337036
Both,1575667713058,2500.012,86:4f:3a:fc:07:7e,90.00B,90.00B,22.221201181411743
Both,1575667713434,2300.014,42:40:39:51:fd:48,90.00B,90.00B,21.84596037864685
Both,1575667713059,2500.012,3a:f9:c0:50:8a:92,90.00B,90.00B,22.2906436920166
Both,1575667713376,2500.006,ba:22:89:f1:d2:94,176.00B,90.00B,22.024693489074707
Both,1575667713062,2500.012,76:94:d6:53:98:d4,90.00B,90.00B,22.381439924240112
Both,1575667713358,2500.012,7e:a2:d6:15:1c:6f,90.00B,90.00B,22.089423894882202
Both,1575667713383,2500.0,66:f3:1f:4a:b1:f9,90.00B,176.00B,22.129138231277466
Both,1575667713344,2500.01,ee:87:7f:05:e6:e3,176.00B,176.00B,22.209526777267456
Both,1575667713371,2500.012,6e:27:ea:5d:e2:cb,176.00B,90.00B,22.197834491729736
Both,1575667713057,2500.002,82:d3:7b:fe:01:11,90.00B,90.00B,22.531415700912476
Both,1575667713057,2500.002,ee:4e:e4:1f:f4:a5,90.00B,90.00B,22.53534245491028
Both,1575667713057,2500.002,82:0c:ee:c7:e0:77,90.00B,90.00B,22.539762496948242
Both,1575667713057,2500.002,a6:4a:99:2b:3c:55,90.00B,90.00B,22.542033672332764
Both,1575667713057,2500.002,32:a6:b0:5e:c8:68,90.00B,90.00B,22.543623447418213
Both,1575667713351,2500.002,ca:c4:ab:c2:5a:45,90.00B,90.00B,22.255849361419678
Both,1575667713378,2500.01,ae:52:9a:0f:bd:b9,176.00B,90.00B,22.291329383850098
Both,1575667713064,2500.002,6e:c9:d6:c0:09:58,176.00B,90.00B,22.623615264892578
Both,1575667713061,2500.01,ea:9f:6f:3b:71:63,176.00B,90.00B,22.62830376625061
Both,1575667713060,2500.012,4a:2c:ea:1a:fa:f3,90.00B,90.00B,22.66662836074829
Both,1575667713351,2500.012,ea:12:e3:90:7f:e2,90.00B,180.00B,22.380748987197876
Both,1575667713374,2500.012,7a:a6:58:30:a5:38,90.00B,90.00B,22.373957633972168
Both,1575667713059,2500.01,4e:fd:02:e4:9c:d7,90.00B,90.00B,22.697429418563843
Both,1575667713060,2500.01,5e:8c:cf:39:66:c3,90.00B,90.00B,22.71430778503418
Both,1575667713063,2500.012,8e:a1:47:5b:ae:b0,90.00B,90.00B,22.711782217025757
Both,1575667713353,2500.008,32:e9:a7:fd:66:eb,90.00B,90.00B,22.43288516998291
Both,1575667713354,2500.008,4a:87:9d:85:e5:d7,90.00B,90.00B,22.433047771453857
Both,1575667713061,2500.012,66:95:73:14:fc:da,90.00B,90.00B,22.737301349639893
Both,1575667713064,2500.0,26:6d:2d:96:82:3c,176.00B,90.00B,22.74153208732605
Both,1575667713362,2500.0,66:3d:ec:36:c1:8c,90.00B,90.00B,22.439876794815063
Both,1575667713064,2500.006,ca:19:95:c4:08:92,90.00B,90.00B,22.74208950996399
Both,1575667713057,2500.012,ce:de:b9:a5:1e:39,176.00B,90.00B,22.756646156311035
Both,1575667713059,2500.012,a6:ad:13:d1:a5:0d,90.00B,90.00B,22.756879806518555
Both,1575667713063,2500.006,66:72:f9:fc:0e:c5,90.00B,90.00B,22.76487445831299
Both,1575667713057,2500.012,42:89:ca:36:c6:1d,90.00B,90.00B,22.777705192565918
Both,1575667713062,2500.006,7a:2c:74:c4:10:5a,90.00B,90.00B,22.80080533027649
Both,1575667713063,2500.0,de:60:4d:c4:d2:d2,90.00B,90.00B,22.84512162208557
Both,1575667713329,2500.012,1a:f5:77:2e:75:c5,90.00B,90.00B,22.674837827682495
Both,1575667713332,2500.012,ba:13:8b:b1:08:0f,90.00B,90.00B,22.67705750465393
Both,1575667713346,2500.01,ca:89:1f:e8:72:12,90.00B,90.00B,22.679706811904907
Both,1575667713364,2500.002,4a:16:28:1b:e1:d1,90.00B,90.00B,22.665490865707397
Both,1575667713336,2500.012,4a:63:22:74:b5:8e,90.00B,90.00B,22.741414308547974
Both,1575667713332,2500.006,02:52:f5:58:38:54,266.00B,90.00B,22.748822450637817
Both,1575667713393,2500.0,82:50:a6:63:d9:1a,90.00B,90.00B,22.699919939041138
Both,1575667713340,2500.006,6a:b8:60:b2:25:ad,90.00B,90.00B,22.753000020980835
Both,1575667713366,2500.012,32:ec:7d:81:bc:38,90.00B,180.00B,22.74969220161438
Both,1575667713340,2500.012,8a:9c:19:1d:d0:3e,90.00B,90.00B,22.778292179107666
Both,1575667713351,2500.012,f2:17:b2:81:3f:bb,90.00B,90.00B,22.780000925064087
Both,1575667713354,2500.012,5a:9b:2a:8f:62:03,90.00B,90.00B,22.7868549823761
