In,Start Time,Current Frequency,MAC Address,Total Bytes Sent,Total Bytes Received,Exec Time
Both,1575667177271,2500.002,de:0e:be:19:7d:8d,90.00B,90.00B,22.269378900527954
Both,1575667176975,2500.006,92:47:c1:68:76:b9,90.00B,90.00B,22.609270334243774
Both,1575667177649,2300.014,9a:03:81:b6:30:4a,90.00B,90.00B,21.96714496612549
Both,1575667177280,2500.006,a6:88:6a:9b:0d:a3,90.00B,90.00B,22.396848678588867
Both,1575667177259,2500.012,fa:43:4b:e8:bd:f2,90.00B,90.00B,22.43236207962036
Both,1575667176981,2500.012,6a:91:de:17:7b:06,90.00B,90.00B,22.74088191986084
Both,1575667176991,2300.014,7e:65:3d:f9:33:f3,90.00B,90.00B,22.73367214202881
Both,1575667176978,2500.012,76:47:15:57:61:00,90.00B,90.00B,22.7540922164917
Both,1575667176987,2500.006,ce:b3:a0:7a:58:87,90.00B,180.00B,22.74315094947815
Both,1575667176988,2500.008,92:ad:03:0a:92:73,90.00B,90.00B,22.79841947555542
Both,1575667176990,2300.014,b6:5e:c8:c9:14:1f,90.00B,90.00B,22.873124837875366
Both,1575667177879,2500.006,02:21:91:d0:ed:98,90.00B,180.00B,22.02594542503357
Both,1575667177280,2500.006,b6:4e:ed:f3:8d:16,90.00B,90.00B,22.62554144859314
Both,1575667177264,2500.012,c6:db:80:c0:ad:ff,90.00B,90.00B,22.668253660202026
Both,1575667177254,2500.006,32:e3:2b:fa:9b:8d,90.00B,90.00B,22.73176646232605
Both,1575667177280,2500.012,ea:c7:60:cc:7f:27,90.00B,90.00B,22.715555429458618
Both,1575667177264,2500.006,ee:88:4c:21:d6:f3,90.00B,90.00B,22.733224868774414
Both,1575667176918,2500.002,8a:21:11:73:56:6e,90.00B,180.00B,23.128814935684204
Both,1575667176921,2500.006,1e:d7:9e:7b:f6:e0,90.00B,90.00B,23.129239320755005
Both,1575667176973,2500.01,8a:a7:8c:4f:c4:38,90.00B,90.00B,23.080421209335327
Both,1575667176918,2500.002,76:c3:fb:08:d9:d5,90.00B,90.00B,23.135886192321777
Both,1575667176967,2500.01,4e:ff:7f:76:3d:fa,90.00B,90.00B,23.088886737823486
Both,1575667176918,2500.002,36:eb:da:00:88:b7,90.00B,90.00B,23.14233684539795
Both,1575667176920,2500.006,b6:ce:59:d2:1e:a6,90.00B,266.00B,23.15121579170227
Both,1575667176983,2500.012,26:86:c3:d9:cd:b5,90.00B,90.00B,23.094768285751343
Both,1575667176985,2500.012,2a:37:28:5a:30:0d,90.00B,90.00B,23.08865189552307
Both,1575667176920,2500.006,a6:ce:56:a3:ea:20,90.00B,90.00B,23.165618181228638
Both,1575667176921,2500.006,3a:0a:3c:18:9a:86,90.00B,90.00B,23.167515993118286
Both,1575667176984,2500.012,f2:34:bc:2f:52:f3,90.00B,90.00B,23.102097749710083
Both,1575667176983,2500.012,3e:97:4a:48:f5:c7,90.00B,90.00B,23.110484838485718
Both,1575667176918,2500.002,b6:3e:bf:13:7c:b5,90.00B,90.00B,23.190576791763306
Both,1575667176985,2500.012,0a:ab:26:cf:5e:45,90.00B,90.00B,23.123204469680786
Both,1575667176921,2500.006,22:5e:89:55:f4:39,90.00B,90.00B,23.19861674308777
Both,1575667176984,2500.012,b6:69:04:08:07:f9,90.00B,90.00B,23.15013074874878
Both,1575667176978,2500.012,ae:f4:a1:40:70:0b,90.00B,90.00B,23.17233896255493
Both,1575667177252,2500.01,5a:a1:51:b3:4d:96,90.00B,90.00B,23.066258907318115
Both,1575667177277,2500.012,b2:83:fc:85:ea:29,176.00B,90.00B,23.080946445465088
Both,1575667177266,2500.002,66:17:a7:b0:8c:47,176.00B,90.00B,23.10309624671936
Both,1575667177288,2500.012,8a:f2:6c:23:57:5d,90.00B,176.00B,23.092631340026855
Both,1575667177281,2500.002,f6:48:f2:22:83:5f,90.00B,90.00B,23.103560209274292
Both,1575667177254,2500.012,a2:3d:8b:d6:20:ac,176.00B,90.00B,23.162037134170532
Both,1575667177261,2500.002,3a:1d:9f:af:71:e7,90.00B,90.00B,23.16593074798584
Both,1575667177272,2500.012,7a:c5:3e:a1:ab:fe,90.00B,90.00B,23.18037509918213
Both,1575667177857,2500.012,7a:8a:74:a8:16:a0,90.00B,90.00B,22.6603786945343
Both,1575667177881,2500.008,ea:00:38:e8:7a:fc,90.00B,176.00B,22.713268995285034
Both,1575667177886,2500.008,f6:47:12:f5:e4:ca,90.00B,90.00B,22.724124670028687
Both,1575667177869,2500.008,26:20:46:9a:6d:66,90.00B,90.00B,22.759252548217773
Both,1575667177862,2500.008,62:81:53:86:34:1d,90.00B,90.00B,22.775926113128662
Both,1575667177864,2500.008,22:e5:99:34:32:41,90.00B,90.00B,22.846790075302124
Both,1575667177885,2500.012,ae:e5:a7:da:11:e6,90.00B,90.00B,23.057981729507446
Both,1575667177867,2500.006,7a:15:f0:73:ee:0f,90.00B,90.00B,23.0777907371521
Both,1575667177870,2500.012,0a:25:cc:dc:09:64,90.00B,90.00B,23.169797658920288
Both,1575667176918,2500.01,12:a9:92:ec:be:ec,90.00B,90.00B,24.497275590896606
Both,1575667176918,2500.01,4e:59:ad:2b:e6:36,90.00B,90.00B,24.515971422195435
Both,1575667176968,2500.0,7a:aa:76:65:d6:73,90.00B,90.00B,24.50297212600708
Both,1575667176967,2500.0,ae:74:01:08:43:76,90.00B,90.00B,24.50860047340393
Both,1575667176967,2500.0,ba:ba:85:9a:1b:a8,90.00B,90.00B,24.509982585906982
Both,1575667176970,2500.0,0a:47:4e:53:58:c7,90.00B,90.00B,24.510790586471558
Both,1575667176973,2500.006,b6:c0:49:a5:19:13,176.00B,90.00B,24.518381357192993
Both,1575667176969,2500.0,5a:1a:d4:fb:ce:60,90.00B,90.00B,24.52469563484192
Both,1575667176973,2500.006,de:8e:c5:f1:3a:1b,90.00B,90.00B,24.521653652191162
Both,1575667176971,2500.01,52:ed:1c:a5:44:63,90.00B,90.00B,24.561437129974365
Both,1575667176978,2500.012,7a:bb:6d:96:aa:55,90.00B,90.00B,24.561969995498657
Both,1575667176973,2500.01,4a:22:f9:04:a6:0f,90.00B,90.00B,24.56907558441162
Both,1575667176983,2500.012,72:e1:c8:c3:b7:ce,90.00B,90.00B,24.557539224624634
Both,1575667176970,2500.01,22:09:a2:d7:0b:43,90.00B,90.00B,24.57439112663269
Both,1575667176971,2500.01,1a:2a:df:e1:6e:1e,90.00B,90.00B,24.586960792541504
Both,1575667176982,2500.012,76:ee:36:b4:61:e3,90.00B,90.00B,24.577441692352295
Both,1575667176982,2500.012,d2:43:85:f7:2d:9b,90.00B,90.00B,24.58443260192871
Both,1575667176982,2500.012,aa:18:35:f2:4c:9d,90.00B,90.00B,24.590463638305664
Both,1575667177278,2500.012,c2:5c:56:1c:3b:4d,180.00B,90.00B,24.507282972335815
Both,1575667177278,2500.012,5e:70:c2:22:20:63,90.00B,90.00B,24.508116483688354
Both,1575667177278,2500.006,56:ec:6d:2e:59:f0,90.00B,90.00B,24.51694917678833
Both,1575667177284,2500.0,f6:e5:d5:3a:a5:d3,90.00B,90.00B,24.51470160484314
Both,1575667177262,2500.006,f6:25:fb:9f:1d:f2,90.00B,90.00B,24.53131651878357
Both,1575667177283,2500.006,3a:d4:f0:90:2c:44,90.00B,90.00B,24.526662588119507
Both,1575667177274,2500.01,ca:11:e6:b9:3d:22,90.00B,90.00B,24.554942846298218
Both,1575667177897,2500.0,5e:0f:7b:be:ca:8b,90.00B,90.00B,24.49495553970337
Both,1575667177859,2500.01,66:40:4b:9a:4c:b8,90.00B,90.00B,24.486334323883057
Both,1575667177860,2500.012,62:e8:f0:df:46:d3,90.00B,90.00B,24.53172206878662
Both,1575667177872,2500.01,2e:ef:e3:11:63:2e,90.00B,90.00B,24.535521268844604
Both,1575667177878,2500.012,d2:6a:9f:2e:35:af,90.00B,90.00B,24.53549599647522
Both,1575667177873,2500.01,1a:0a:af:94:0e:34,90.00B,90.00B,24.560762643814087
Both,1575667176921,2300.014,26:e2:82:7f:c4:72,90.00B,90.00B,26.368614435195923
Both,1575667176974,2500.012,66:3a:52:cf:75:29,90.00B,90.00B,26.463045597076416
Both,1575667176974,2500.012,fa:42:b2:b2:24:5c,90.00B,90.00B,26.494791746139526
Both,1575667176921,2300.014,ea:61:92:f4:66:a4,90.00B,90.00B,26.573686122894287
Both,1575667176915,2500.002,c2:ba:5c:4f:12:91,90.00B,90.00B,26.68253517150879
Both,1575667176906,2500.002,76:d0:43:24:34:5a,90.00B,90.00B,26.68898320198059
Both,1575667176914,2500.002,06:b0:fc:60:74:f0,90.00B,90.00B,26.69757390022278
Both,1575667176920,2300.014,72:a8:7f:25:fb:d0,90.00B,90.00B,26.8415367603302
Both,1575667177321,2500.012,ae:19:04:e5:90:e1,90.00B,90.00B,26.459024906158447
Both,1575667177297,2500.012,4e:59:b9:3d:b5:d3,90.00B,90.00B,26.531060695648193
Both,1575667176927,2300.014,52:d7:e9:77:06:fd,90.00B,90.00B,27.141772747039795
Both,1575667176921,2300.014,16:74:4a:68:10:4b,90.00B,90.00B,27.384631633758545
Both,1575667178330,2300.014,52:89:90:e8:01:09,180.00B,180.00B,26.090346097946167
Both,1575667178187,2300.014,16:e5:0d:09:8a:8b,90.00B,90.00B,26.387178897857666
Both,1575667178288,2300.014,3a:1f:09:94:1b:b3,90.00B,90.00B,26.34827494621277
