In,Start Time,Current Frequency,MAC Address,Total Bytes Sent,Total Bytes Received,Exec Time
Both,1575667176926,2300.014,ea:70:56:9a:74:fb,90.00B,90.00B,17.102463245391846
Both,1575667176928,2300.014,f6:33:d1:52:c8:16,90.00B,90.00B,17.201433658599854
Both,1575667176925,2300.014,4e:27:e4:8e:e0:37,90.00B,90.00B,17.22426676750183
Both,1575667176926,2300.014,e2:e5:a6:5f:89:dc,90.00B,90.00B,17.238043546676636
Both,1575667176927,2300.014,e2:4b:d9:fe:28:2f,90.00B,90.00B,17.3977472782135
Both,1575667176887,2300.014,c6:93:b6:28:ff:9a,90.00B,90.00B,18.097711324691772
Both,1575667177930,2300.014,d2:05:d3:d9:78:5b,90.00B,90.00B,17.19008731842041
Both,1575667176975,2300.014,42:3e:83:7b:0b:bb,180.00B,90.00B,18.277743577957153
Both,1575667176905,2300.014,e6:07:cd:01:09:d8,90.00B,180.00B,18.515326023101807
Both,1575667176975,2300.014,da:65:f4:15:45:ca,90.00B,90.00B,18.483569860458374
Both,1575667176889,2300.014,6e:49:66:c3:8d:21,90.00B,90.00B,18.62432551383972
Both,1575667177587,2300.014,d6:3c:a4:16:15:17,90.00B,90.00B,18.459410905838013
Both,1575667176919,2300.016,32:5b:b1:92:c4:5e,90.00B,180.00B,19.9840087890625
Both,1575667176933,2300.016,76:f9:b3:28:24:3f,90.00B,90.00B,20.021163940429688
Both,1575667176991,2300.014,ba:1a:64:fc:16:ca,90.00B,90.00B,20.002184629440308
Both,1575667176922,2300.016,66:88:8f:40:46:00,90.00B,90.00B,20.071102142333984
Both,1575667176922,2300.016,b2:f7:c6:58:9f:bf,90.00B,90.00B,20.134366750717163
Both,1575667176922,2300.016,e6:0c:14:44:36:9f,90.00B,90.00B,20.33314061164856
Both,1575667177539,2300.016,b2:8e:75:e6:8c:e2,176.00B,176.00B,20.036152839660645
Both,1575667177458,2300.014,4e:d8:60:cd:b5:82,90.00B,90.00B,20.25405788421631
Both,1575667178082,2300.014,8e:69:83:37:0b:0b,90.00B,90.00B,19.990520000457764
Both,1575667177464,2300.016,42:cd:69:e2:fd:7d,180.00B,90.00B,20.02240228652954
Both,1575667177436,2300.014,f6:b5:21:46:53:ea,90.00B,90.00B,20.050442457199097
Both,1575667177264,2500.0,ce:6f:5a:15:a3:21,90.00B,90.00B,21.46663475036621
Both,1575667176982,2500.002,0e:2b:b9:d9:66:c7,90.00B,176.00B,21.933964729309082
Both,1575667176988,2500.002,0a:85:9a:c7:ec:46,90.00B,90.00B,21.93076801300049
Both,1575667176989,2500.002,36:d0:76:95:f2:4e,90.00B,90.00B,21.965324878692627
Both,1575667176988,2500.002,da:d2:1b:5f:e3:d9,90.00B,90.00B,21.97342276573181
Both,1575667176994,2300.014,3e:d5:2a:bd:c9:de,90.00B,90.00B,22.00029945373535
Both,1575667176923,2500.0,16:ca:cf:c5:f3:10,90.00B,90.00B,22.260737657546997
Both,1575667176988,2500.01,e2:ba:a0:5d:31:c4,90.00B,90.00B,22.196582555770874
Both,1575667176923,2500.0,22:51:cc:ea:9d:a0,90.00B,176.00B,22.302623987197876
Both,1575667176923,2500.0,ee:16:56:b3:33:a8,90.00B,90.00B,22.318129777908325
Both,1575667176983,2500.006,a6:fd:d4:9d:8e:f7,90.00B,90.00B,22.399072647094727
Both,1575667176976,2500.006,ae:aa:0b:16:30:84,90.00B,90.00B,22.488406896591187
