Logs,GUID,Predecessors,CPU CPI,Error,Success,Id,Channel,MAC Address,Request ID,Start Time,Protocol Time,Phases,Phase 1,Phase 2,IP Address,Bit-0 Sample,Phase 3,End Time,Boot ID,Base Sample,Bit-1 Sample,Warm Start,Tag,Bit-0 Pvalue,Bit-1 Pvalue
out/02-03-14-38/log,02-03-14-38-16,"02-03-14-28-2,02-03-14-32-16,02-03-14-35-3",7.866316,,1,16,1,16:BD:33:6D:7D:54,153f0107-fd58-48bc-9d6f-a91f42d388c5,2021-02-03 22:39:01,30,2,16,11,169.254.76.1,out/02-03-14-38/bit0_samples16,-1,2021-02-03 22:39:54,a0b8a06d-9ef0-40f2-8557-251c004a801a,-,-,Yes,DEFAULT,-,-
out/02-03-14-38/log,02-03-14-38-43,"02-03-14-22-87,02-03-14-25-48,02-03-14-28-90,02-03-14-32-45,02-03-14-35-34",7.991396,,1,43,-,BA:7D:9A:13:C1:5C,067322dd-e7b9-4796-aac9-c8ee30f38bc5,2021-02-03 22:39:01,30,3,95,88,169.254.76.1,-,43,2021-02-03 22:39:44,f615b85f-a2a0-4f1a-b84e-a56e2dd21a78,-,-,Yes,DEFAULT,-,-
out/02-03-14-38/log,02-03-14-38-97,"02-03-13-02-72,02-03-13-06-46,02-03-13-07-15,02-03-13-10-90,02-03-13-14-49,02-03-13-17-45,02-03-13-21-71,02-03-13-24-32,02-03-13-27-90,02-03-13-31-50,02-03-13-34-78,02-03-13-37-34,02-03-13-41-48,02-03-13-44-40,02-03-13-48-88,02-03-13-51-81,02-03-13-54-84,02-03-13-58-12,02-03-14-01-26,02-03-14-05-75,02-03-14-08-8,02-03-14-11-97,02-03-14-15-49,02-03-14-18-34,02-03-14-22-77,02-03-14-25-76,02-03-14-28-68,02-03-14-32-28,02-03-14-35-66",7.759119,,1,97,-,2E:BC:B5:CB:C2:4B,719cd666-8803-4c27-a61e-ffa6ce5b49e4,2021-02-03 22:39:01,20,1,97,-1,169.254.76.1,-,-1,2021-02-03 22:39:34,4be16048-92fd-453f-9927-cc0ac800ac51,-,-,Yes,DEFAULT,-,-
out/02-03-14-38/log,02-03-14-38-17,"02-03-14-18-48,02-03-14-22-30,02-03-14-25-14,02-03-14-28-49,02-03-14-32-86,02-03-14-35-6",7.836902,,1,17,-,82:7A:5D:E0:22:28,d17ad8e8-791f-45e6-b7b7-9443c9a5aa1c,2021-02-03 22:39:01,30,3,58,46,169.254.76.1,-,17,2021-02-03 22:39:44,463f9136-9b83-4b20-9f59-d4fedb87624a,-,-,Yes,DEFAULT,-,-
out/02-03-14-38/log,02-03-14-38-61,"02-03-14-28-94,02-03-14-32-40,02-03-14-35-26",7.817051,,1,61,-,E2:21:43:05:E8:60,54f4124c-1e68-46fe-8ada-a8987b71d485,2021-02-03 22:39:01,30,3,83,73,169.254.76.1,-,61,2021-02-03 22:39:44,56944feb-4df9-4943-9a3d-a2e5f164e7cc,-,-,Yes,DEFAULT,-,-
out/02-03-14-38/log,02-03-14-38-76,"02-03-13-06-22,02-03-13-07-62,02-03-13-10-89,02-03-13-14-21,02-03-13-17-59,02-03-13-21-73,02-03-13-24-67,02-03-13-27-56,02-03-13-31-38,02-03-13-34-11,02-03-13-37-35,02-03-13-41-41,02-03-13-44-51,02-03-13-48-50,02-03-13-51-73,02-03-13-54-96,02-03-13-58-86,02-03-14-01-85,02-03-14-05-66,02-03-14-08-15,02-03-14-11-70,02-03-14-15-76,02-03-14-18-82,02-03-14-22-70,02-03-14-25-100,02-03-14-28-89,02-03-14-32-82,02-03-14-35-53",7.821464,,1,76,-,6E:3D:57:38:A0:34,4d35b567-6a64-4b23-9d40-e4f083d5d8af,2021-02-03 22:39:01,20,1,76,-1,169.254.76.1,-,-1,2021-02-03 22:39:34,2b327b44-c219-4c18-86b2-aaaec5636294,-,-,Yes,DEFAULT,-,-
out/02-03-14-38/log,02-03-14-38-58,,7.921010,,1,58,2,66:40:E7:FF:3E:47,c3e2c0a6-7334-494a-8351-80bcb91dda1c,2021-02-03 22:39:01,30,3,58,46,169.254.76.1,out/02-03-14-38/bit0_samples58,17,2021-02-03 22:39:53,23a39edf-e529-4fe6-9796-d4984e467ae0,-,-,No,DEFAULT,-,-
out/02-03-14-38/log,02-03-14-38-18,"02-03-14-22-13,02-03-14-25-65,02-03-14-28-16,02-03-14-32-35,02-03-14-35-31",7.826995,,1,18,3,2E:3F:C8:A9:10:7E,e817238f-2f49-432d-a18f-7a204c873f97,2021-02-03 22:39:01,30,2,59,18,169.254.76.1,-,-1,2021-02-03 22:39:53,beaf2d98-8b35-4da6-8d72-83ec6a356d38,-,out/02-03-14-38/bit1_samples18,Yes,DEFAULT,-,-
out/02-03-14-38/log,02-03-14-38-1,"02-03-14-22-73,02-03-14-25-21,02-03-14-28-15,02-03-14-32-10,02-03-14-35-28",7.888772,,1,1,4,26:F0:18:FD:4F:A4,76dfc7a4-58f6-4783-967c-3a436ec2968e,2021-02-03 22:39:01,30,2,4,1,169.254.76.1,-,-1,2021-02-03 22:39:53,7a7b383e-46ac-46e8-9866-b9bf7e78323d,-,out/02-03-14-38/bit1_samples1,Yes,DEFAULT,-,-
out/02-03-14-38/log,02-03-14-38-23,"02-03-14-25-35,02-03-14-28-39,02-03-14-32-41,02-03-14-35-55",7.800984,,1,23,5,BA:BB:30:49:B6:81,cbb2d473-d1a2-4215-bc69-2c2846e5f2da,2021-02-03 22:39:01,30,2,68,23,169.254.76.1,-,-1,2021-02-03 22:39:53,0d959d69-cbed-4acd-9c81-70ba401dd5cc,-,out/02-03-14-38/bit1_samples23,Yes,DEFAULT,-,-
out/02-03-14-38/log,02-03-14-38-51,,8.017233,,1,51,6,C2:E5:D9:11:8B:EC,12b99d5c-07ff-423d-bf0c-1a71c1bf59a3,2021-02-03 22:39:01,30,2,51,34,169.254.76.1,out/02-03-14-38/bit0_samples51,-1,2021-02-03 22:39:54,5fbc6ad9-7cc5-4799-bfdd-15e75d5d0893,-,-,No,DEFAULT,-,-
out/02-03-14-38/log,02-03-14-38-13,"02-03-14-15-3,02-03-14-18-74,02-03-14-22-34,02-03-14-25-46,02-03-14-28-48,02-03-14-32-7,02-03-14-35-2",7.862279,,1,13,7,CA:C2:9A:5E:D6:A4,47f6789e-31d7-42d5-b7d1-914590eccc28,2021-02-03 22:39:01,30,2,44,13,169.254.76.1,-,-1,2021-02-03 22:39:53,58432f19-10ec-451b-ba79-fbc9dabf50b1,-,out/02-03-14-38/bit1_samples13,Yes,DEFAULT,-,-
out/02-03-14-38/log,02-03-14-38-9,"02-03-13-51-79,02-03-13-54-88,02-03-13-58-87,02-03-14-01-88,02-03-14-05-20,02-03-14-08-14,02-03-14-11-13,02-03-14-15-25,02-03-14-18-40,02-03-14-22-62,02-03-14-25-6,02-03-14-28-84,02-03-14-32-54,02-03-14-35-58",7.821424,,1,9,-,1A:EB:92:D7:DC:1E,9571eb1f-01b0-480e-b844-8c74e00e7be5,2021-02-03 22:39:01,20,1,9,-1,169.254.76.1,-,-1,2021-02-03 22:39:34,7b599d68-d821-4fb3-8e17-270430750875,-,-,Yes,DEFAULT,-,-
out/02-03-14-38/log,02-03-14-38-22,"02-03-14-05-41,02-03-14-08-24,02-03-14-11-26,02-03-14-15-72,02-03-14-18-63,02-03-14-22-64,02-03-14-25-43,02-03-14-28-13,02-03-14-32-80,02-03-14-35-16",7.702705,,1,22,-,7E:8C:A7:E0:CE:EB,34111c83-eb00-4b56-bcd7-0979fd2495be,2021-02-03 22:39:01,30,3,48,40,169.254.76.1,-,22,2021-02-03 22:39:44,95a64c1e-5c46-4cb6-80ad-8bcca4953020,-,-,Yes,DEFAULT,-,-
