GUID,Success,Id,Boot ID,End Time,Request ID,Start Time,Phases,Phase 1,Phase 2,Phase 3,Logs,Base Sample,Predecessors,Bit-1 Sample,Bit-0 Sample,Bit-1 Pvalue,Error,Bit-0 Pvalue,MAC Address,Warm Start
09-30-23-03-448,1,448,fa3eafd0-a6c0-425b-ab1f-02747b1154ad,2020-10-01 06:05:06,15a43c53-4f98-4283-ab02-5963ffa80a96,2020-10-01 06:03:09,3,770,770,770,out/09-30-23-03/log,out/09-30-23-03/base_samples448,,out/09-30-23-03/bit1_samples448,out/09-30-23-03/bit0_samples448,7.94944922894034,,0.269036452734823,76:49:A5:4A:FF:B5,No
09-30-23-03-433,1,433,7aa28d05-234d-4795-911d-581009a9fe34,2020-10-01 06:05:06,7d7f17cc-c88b-4443-a68d-22db9b105a80,2020-10-01 06:03:07,3,986,986,986,out/09-30-23-03/log,out/09-30-23-03/base_samples433,,out/09-30-23-03/bit1_samples433,out/09-30-23-03/bit0_samples433,8.79314070181882,,0.604254739744879,F6:05:F7:6D:4F:C6,No
09-30-23-03-98,1,98,f35e337f-ffe5-4c25-aad2-aa170c27a1db,2020-10-01 06:05:06,2321c8e8-43cb-4573-a15f-6ad011f8c28f,2020-10-01 06:03:14,3,735,735,735,out/09-30-23-03/log,out/09-30-23-03/base_samples98,,out/09-30-23-03/bit1_samples98,out/09-30-23-03/bit0_samples98,8.00756067354472,,0.249756211566376,EA:3E:90:EC:B1:5B,No
09-30-23-03-63,1,63,4864c252-246e-4dd2-88ff-096a6b0b3d01,2020-10-01 06:05:06,847743ad-4323-40ed-a4ec-4bcef5a76fc3,2020-10-01 06:03:13,3,999,999,999,out/09-30-23-03/log,out/09-30-23-03/base_samples63,,out/09-30-23-03/bit1_samples63,out/09-30-23-03/bit0_samples63,8.9785294902489,,0.283177346764161,FA:CF:F4:57:B6:DE,No
09-30-23-03-170,1,170,c2611fc4-ea04-46b3-87f8-282b71bcfe33,2020-10-01 06:05:06,0e609eae-3f71-4112-9a4c-9e31edd487a8,2020-10-01 06:03:30,3,963,963,963,out/09-30-23-03/log,out/09-30-23-03/base_samples170,,out/09-30-23-03/bit1_samples170,out/09-30-23-03/bit0_samples170,8.48022484616768,,0.470130427972546,3A:A8:7D:27:06:EC,No
09-30-23-03-192,1,192,e5755826-d6ee-4054-bf0c-f3fc24b55c23,2020-10-01 06:05:06,ea65724b-c512-443b-a4d0-5833acb1620b,2020-10-01 06:03:14,3,972,972,972,out/09-30-23-03/log,out/09-30-23-03/base_samples192,,out/09-30-23-03/bit1_samples192,out/09-30-23-03/bit0_samples192,7.75184992227934,,0.263372211173342,6A:24:5E:C6:58:6D,No
09-30-23-03-517,1,517,3a13d74f-4711-4583-9ee4-e0a373bd405a,2020-10-01 06:05:06,660f16e6-48f6-41ab-bb02-e26ca8c123a0,2020-10-01 06:03:15,3,937,937,937,out/09-30-23-03/log,out/09-30-23-03/base_samples517,,out/09-30-23-03/bit1_samples517,out/09-30-23-03/bit0_samples517,7.66259947397272,,0.235498515869581,32:D0:AA:87:D9:A3,No
09-30-23-03-862,1,862,5a27231b-0be3-4cb4-9cc7-427b315ba050,2020-10-01 06:05:06,ecf2d573-181a-4f21-8df5-d3dcc718fbbd,2020-10-01 06:03:12,3,916,916,916,out/09-30-23-03/log,out/09-30-23-03/base_samples862,,out/09-30-23-03/bit1_samples862,out/09-30-23-03/bit0_samples862,6.73684628357625,,0.276997489323918,0A:1F:71:F4:41:CB,No
09-30-23-03-47,1,47,330f9a82-6af9-4712-aab1-30b6fdb9b68f,2020-10-01 06:05:06,16901f1a-29f8-400e-aa25-c1d91d36979d,2020-10-01 06:03:07,3,826,826,826,out/09-30-23-03/log,out/09-30-23-03/base_samples47,,out/09-30-23-03/bit1_samples47,out/09-30-23-03/bit0_samples47,6.80746443143607,,0.567771878477733,3A:C8:5C:42:12:59,No
09-30-23-03-749,1,749,2beffc69-56d2-4916-81c6-5cf0f3573b82,2020-10-01 06:05:06,58d85fb8-a79b-433a-ade4-668b95ff990e,2020-10-01 06:03:26,3,749,749,749,out/09-30-23-03/log,out/09-30-23-03/base_samples749,,out/09-30-23-03/bit1_samples749,out/09-30-23-03/bit0_samples749,0,,0.279176853017039,BE:A2:51:93:DB:AA,No
09-30-23-03-323,1,323,3263df6d-195b-4a53-a46b-26597c872c9a,2020-10-01 06:05:06,d5210e7c-3346-450a-8fc0-6be67825104f,2020-10-01 06:03:10,3,841,841,841,out/09-30-23-03/log,out/09-30-23-03/base_samples323,,out/09-30-23-03/bit1_samples323,out/09-30-23-03/bit0_samples323,7.66413443157603,,0.208388655235671,2E:69:AF:EF:C4:A3,No
09-30-23-03-250,1,250,27b9c1f1-c303-47bb-b6f8-6f7cdea0a122,2020-10-01 06:05:06,2f9d0333-f8bf-4848-bb34-30b2af3059b6,2020-10-01 06:03:30,3,937,937,937,out/09-30-23-03/log,out/09-30-23-03/base_samples250,,out/09-30-23-03/bit1_samples250,out/09-30-23-03/bit0_samples250,8.60062578452725,,0.228127558775716,BA:8E:77:CD:3F:0D,No
09-30-23-03-402,1,402,3ef84753-63ca-4535-8b6e-0909482dfe1a,2020-10-01 06:05:06,1d81a5ae-34d1-411b-a1dc-088c0540cd59,2020-10-01 06:03:12,3,981,981,981,out/09-30-23-03/log,out/09-30-23-03/base_samples402,,out/09-30-23-03/bit1_samples402,out/09-30-23-03/bit0_samples402,8.27604826435835,,0.631471255662949,D2:46:3D:F3:FB:8B,No
09-30-23-03-786,1,786,7f95d5f9-fed5-44cd-bd3b-7bdf43e3267e,2020-10-01 06:05:06,e8945c69-8a7d-4c3f-8dfe-53cafd6ceac1,2020-10-01 06:03:20,3,786,786,786,out/09-30-23-03/log,out/09-30-23-03/base_samples786,,out/09-30-23-03/bit1_samples786,out/09-30-23-03/bit0_samples786,0,,0.386338181614761,76:7A:EA:E0:EE:52,No
09-30-23-03-348,1,348,78a73790-3cf0-434b-bc37-ca05bae9bddb,2020-10-01 06:05:06,9b2a6d6a-348c-481f-8d73-c0d773de2343,2020-10-01 06:03:07,3,986,986,986,out/09-30-23-03/log,out/09-30-23-03/base_samples348,,out/09-30-23-03/bit1_samples348,out/09-30-23-03/bit0_samples348,8.26591594874366,,0.60257364290639,C6:3C:7C:96:A5:DD,No
09-30-23-03-54,1,54,4b891c20-a1f3-46f1-bc91-3537c0be3ab3,2020-10-01 06:05:06,06d40c54-bee6-42f5-9a90-f2fc3cb35e3e,2020-10-01 06:03:08,3,898,898,898,out/09-30-23-03/log,out/09-30-23-03/base_samples54,,out/09-30-23-03/bit1_samples54,out/09-30-23-03/bit0_samples54,8.94860400776917,,0.382184089995053,A2:35:C2:19:74:EF,No
09-30-23-03-843,1,843,115559cc-19e6-4390-bb26-e787e12d0376,2020-10-01 06:05:06,d37c141e-0c7f-4dcc-8c75-a6a2da2e66e4,2020-10-01 06:03:23,3,843,843,843,out/09-30-23-03/log,out/09-30-23-03/base_samples843,,out/09-30-23-03/bit1_samples843,out/09-30-23-03/bit0_samples843,0,,0.615567839719355,0A:B1:81:97:B8:5E,No
09-30-23-03-157,1,157,9374565b-f8db-436b-aa31-f78c760b7553,2020-10-01 06:05:06,f22390d7-88f1-4031-87c9-c62b64d9aae3,2020-10-01 06:03:41,3,947,947,947,out/09-30-23-03/log,out/09-30-23-03/base_samples157,,out/09-30-23-03/bit1_samples157,out/09-30-23-03/bit0_samples157,8.57852544924231,,0.300667987355379,56:15:21:AB:90:36,No
09-30-23-03-450,1,450,3159eac3-5a7b-4ecf-bc3c-a9033a339054,2020-10-01 06:05:06,1db45451-d4b1-4cf9-b641-f5b591d3f7c7,2020-10-01 06:03:07,3,950,950,950,out/09-30-23-03/log,out/09-30-23-03/base_samples450,,out/09-30-23-03/bit1_samples450,out/09-30-23-03/bit0_samples450,8.35326806170391,,0.347587557934052,92:88:00:C2:03:2D,No
09-30-23-03-205,1,205,bec19845-dfcf-45fe-a1a6-3f8690a29953,2020-10-01 06:05:06,21f27dec-d8f0-4c96-9063-af8a08fd6de7,2020-10-01 06:03:15,3,976,976,976,out/09-30-23-03/log,out/09-30-23-03/base_samples205,,out/09-30-23-03/bit1_samples205,out/09-30-23-03/bit0_samples205,8.87653447050711,,0.237910570474649,46:CF:B1:B3:33:2F,No
09-30-23-03-550,1,550,cc42dc69-1a94-46b5-aedd-7674692e1e06,2020-10-01 06:05:06,19ae206f-22dd-484b-91b5-463b88832a69,2020-10-01 06:03:13,3,959,959,959,out/09-30-23-03/log,out/09-30-23-03/base_samples550,,out/09-30-23-03/bit1_samples550,out/09-30-23-03/bit0_samples550,7.13236610041579,,0.978099340928739,16:46:9E:12:F5:42,No
09-30-23-03-623,1,623,398f86b3-b4ba-418f-af7d-740812bfe5a3,2020-10-01 06:05:06,8ebf8f34-468d-4352-9638-fbbc828948c7,2020-10-01 06:03:32,3,817,817,817,out/09-30-23-03/log,out/09-30-23-03/base_samples623,,out/09-30-23-03/bit1_samples623,out/09-30-23-03/bit0_samples623,5.9731077652362,,0.335736582889946,EA:DB:38:63:9D:71,No
09-30-23-03-592,1,592,343d3694-a9ad-49a5-8dbe-5d79e2790f9e,2020-10-01 06:05:06,17c93771-5ee9-42e6-9a22-5145b5b92db4,2020-10-01 06:03:35,3,988,988,988,out/09-30-23-03/log,out/09-30-23-03/base_samples592,,out/09-30-23-03/bit1_samples592,out/09-30-23-03/bit0_samples592,6.68011650971277,,0.607705007191746,52:63:21:66:1A:5E,No
09-30-23-03-908,1,908,179443d2-2617-4d4e-9928-1e3c1fa17f13,2020-10-01 06:05:06,2e11fc0b-ed17-4145-9417-14f533df9c03,2020-10-01 06:03:16,3,908,908,908,out/09-30-23-03/log,out/09-30-23-03/base_samples908,,out/09-30-23-03/bit1_samples908,out/09-30-23-03/bit0_samples908,0,,0.402561701705585,66:29:2C:5A:33:8A,No
09-30-23-03-919,1,919,70de26f7-711a-434d-a790-4edd0cc40780,2020-10-01 06:05:06,769b8be5-80bc-4772-9290-181fd56ecec7,2020-10-01 06:03:17,3,932,932,932,out/09-30-23-03/log,out/09-30-23-03/base_samples919,,out/09-30-23-03/bit1_samples919,out/09-30-23-03/bit0_samples919,5.94205771118514,,0.208890913954783,46:34:CD:B9:45:A7,No
09-30-23-03-718,1,718,2636d658-5157-419f-ba95-2cae34dc7f33,2020-10-01 06:05:06,4957b7c2-93d7-4f88-88b2-4024274beded,2020-10-01 06:03:15,3,811,811,811,out/09-30-23-03/log,out/09-30-23-03/base_samples718,,out/09-30-23-03/bit1_samples718,out/09-30-23-03/bit0_samples718,7.59877146612502,,0.299245425063994,AE:1D:FF:A6:1B:F9,No
09-30-23-03-678,1,678,1c872373-0b2b-4bb7-a32d-7b8f34363361,2020-10-01 06:05:06,5d66580c-26da-4891-bc80-e8699288b9d5,2020-10-01 06:03:14,3,981,981,981,out/09-30-23-03/log,out/09-30-23-03/base_samples678,,out/09-30-23-03/bit1_samples678,out/09-30-23-03/bit0_samples678,7.8320905590612,,0.684578942292447,D2:9A:86:41:B0:02,No
09-30-23-03-359,1,359,1cc1eaa4-2688-44d7-aba2-1554846f3e88,2020-10-01 06:05:06,4bdd9edb-2ed9-4981-bf59-4dca4d612ec7,2020-10-01 06:03:40,3,359,359,359,out/09-30-23-03/log,out/09-30-23-03/base_samples359,,out/09-30-23-03/bit1_samples359,out/09-30-23-03/bit0_samples359,0,,0.300347361152401,EA:55:F4:B1:60:42,No
09-30-23-03-715,1,715,3219aa86-8d88-4492-8c71-bec55d00a577,2020-10-01 06:05:06,4ad84bdf-d322-4f0c-b49e-fe4636f826bd,2020-10-01 06:03:10,3,894,894,894,out/09-30-23-03/log,out/09-30-23-03/base_samples715,,out/09-30-23-03/bit1_samples715,out/09-30-23-03/bit0_samples715,6.01155877159019,,0.394281651967892,AA:02:96:DB:56:E5,No
09-30-23-03-103,1,103,863afed1-28f1-4ea5-a3c1-cad638c9e0b6,2020-10-01 06:05:06,f1f8f705-d0c0-48cc-99ef-003653be6467,2020-10-01 06:03:30,3,103,103,103,out/09-30-23-03/log,out/09-30-23-03/base_samples103,,out/09-30-23-03/bit1_samples103,out/09-30-23-03/bit0_samples103,0,,0.340925022649255,AA:34:7F:7C:58:16,No
09-30-23-03-122,1,122,973369b6-292e-422f-990a-49c98a98927b,2020-10-01 06:05:06,f481d4a8-834a-4dae-8f49-0d1f142ac8e5,2020-10-01 06:03:36,3,122,122,122,out/09-30-23-03/log,out/09-30-23-03/base_samples122,,out/09-30-23-03/bit1_samples122,out/09-30-23-03/bit0_samples122,0,,0.46247996590972,F2:B2:7B:0C:8F:12,No
09-30-23-03-534,1,534,2c79943a-9b16-473c-8fd5-6fed02997029,2020-10-01 06:05:06,a97322b5-ab7c-4776-9902-c8f8591ed9e0,2020-10-01 06:03:31,3,534,534,534,out/09-30-23-03/log,out/09-30-23-03/base_samples534,,out/09-30-23-03/bit1_samples534,out/09-30-23-03/bit0_samples534,0,,0.423038663877366,9E:01:EE:A6:88:01,No
09-30-23-03-645,1,645,8cddd212-e425-4054-8133-72cc82c64476,2020-10-01 06:05:06,b7789cd9-1209-474e-9fea-cda8096b04b5,2020-10-01 06:03:09,3,920,920,920,out/09-30-23-03/log,out/09-30-23-03/base_samples645,,out/09-30-23-03/bit1_samples645,out/09-30-23-03/bit0_samples645,6.08381924307194,,0.288201350950296,DA:7A:06:4F:6D:B3,No
09-30-23-03-690,1,690,a2f51f52-cd29-49a1-a259-2c0e36013ba5,2020-10-01 06:05:06,7d960e55-f928-44fe-be88-cde958a39589,2020-10-01 06:03:10,3,989,989,989,out/09-30-23-03/log,out/09-30-23-03/base_samples690,,out/09-30-23-03/bit1_samples690,out/09-30-23-03/bit0_samples690,8.70502148052212,,0.42688346258704,4A:CE:FB:01:5C:18,No
09-30-23-03-633,1,633,d6126c80-930a-4142-80ea-dd6fc8348769,2020-10-01 06:05:06,c1770914-29a7-4e4a-b696-cc594097a700,2020-10-01 06:03:15,3,633,633,633,out/09-30-23-03/log,out/09-30-23-03/base_samples633,,out/09-30-23-03/bit1_samples633,out/09-30-23-03/bit0_samples633,0,,0.144883368518599,5A:BF:33:92:E1:FC,No
09-30-23-03-813,1,813,1e97799a-8502-4fce-900a-1d6f52df3197,2020-10-01 06:05:06,4e0f1eaf-2683-452f-b254-78899d4e9911,2020-10-01 06:03:28,3,840,840,840,out/09-30-23-03/log,out/09-30-23-03/base_samples813,,out/09-30-23-03/bit1_samples813,out/09-30-23-03/bit0_samples813,5.86379285596583,,0.591606489947952,AA:58:33:6A:32:CB,No
09-30-23-03-154,1,154,26f9596a-ee37-4af6-a57c-7253c83f90dd,2020-10-01 06:05:06,b6729fd8-827d-41ef-a063-ceb65648773a,2020-10-01 06:03:14,3,923,923,923,out/09-30-23-03/log,out/09-30-23-03/base_samples154,,out/09-30-23-03/bit1_samples154,out/09-30-23-03/bit0_samples154,8.43164642624595,,0.218447463124526,1A:05:0F:8E:7B:FC,No
09-30-23-03-114,1,114,40405969-41e4-438b-bb80-c200fb227b89,2020-10-01 06:05:06,f2a560c3-135d-40f1-b4c8-eeb8b6926065,2020-10-01 06:03:27,3,971,971,971,out/09-30-23-03/log,out/09-30-23-03/base_samples114,,out/09-30-23-03/bit1_samples114,out/09-30-23-03/bit0_samples114,8.38992324532627,,0.173731408728753,7A:4A:53:10:34:E8,No
09-30-23-03-777,1,777,4b286033-9ece-4315-b409-2850ce82725b,2020-10-01 06:05:06,6ad08203-a754-432c-9b18-2a750acbcdcc,2020-10-01 06:03:20,3,930,930,930,out/09-30-23-03/log,out/09-30-23-03/base_samples777,,out/09-30-23-03/bit1_samples777,out/09-30-23-03/bit0_samples777,7.47644105582225,,0.875305984731894,46:81:7B:B3:3C:7E,No
