In,Start Time,Current Frequency,MAC Address,Total Bytes Sent,Total Bytes Received,Total Time,Exec Time
Both,1575688295633,2500.012,12:18:ad:fd:03:69,90.00B,90.00B,23.175807237625122,17.169063091278076
Both,1575688295664,2500.01,66:bf:d2:6c:ed:f3,90.00B,90.00B,23.196585178375244,17.18984842300415
Both,1575688295223,2500.004,1e:73:21:2b:16:89,90.00B,90.00B,23.642759561538696,17.636074781417847
Both,1575688295633,2500.002,06:67:52:d5:b2:90,90.00B,90.00B,23.301064491271973,17.29430389404297
Both,1575688295633,2500.002,72:34:db:a5:de:be,180.00B,90.00B,23.311527013778687,17.304742097854614
Both,1575688295632,2500.01,fa:03:76:9e:50:06,90.00B,90.00B,23.43847393989563,17.431898593902588
Both,1575688295713,2500.004,ea:e9:3d:d4:bb:0a,90.00B,90.00B,23.447790145874023,17.440962076187134
Both,1575688295607,2499.998,ca:76:d9:c8:89:8a,90.00B,90.00B,23.58964776992798,17.582774877548218
Both,1575688295608,2499.998,7e:ec:cd:47:25:9e,90.00B,90.00B,23.598327159881592,17.591610431671143
Both,1575688295635,2500.008,aa:1c:67:3f:94:77,90.00B,90.00B,23.5781352519989,17.571271896362305
Both,1575688295644,2500.008,0a:d0:ee:ba:7c:05,90.00B,90.00B,23.571860551834106,17.56503176689148
Both,1575688295661,2500.01,f2:7d:dd:3b:11:57,90.00B,90.00B,23.580103397369385,17.573368787765503
Both,1575688295661,2500.012,c6:16:8b:3a:c3:f7,90.00B,90.00B,23.604259967803955,17.597413301467896
Both,1575688295582,2500.004,62:c3:cc:09:38:1f,90.00B,90.00B,23.68605327606201,17.684311151504517
Both,1575688295603,2499.998,ca:a5:b5:f2:8e:28,90.00B,90.00B,23.686583280563354,17.67979907989502
Both,1575688295715,2500.058,2a:da:a5:79:66:9b,90.00B,90.00B,23.579653024673462,17.572707891464233
Both,1575688295629,2500.012,e6:5d:58:c0:7c:4a,176.00B,90.00B,23.670575857162476,17.66375494003296
Both,1575688295606,2499.998,ea:87:f2:2c:77:ee,90.00B,90.00B,23.713796615600586,17.707056283950806
Both,1575688295626,2500.008,ee:c0:8c:f2:bd:ff,90.00B,90.00B,23.71761178970337,17.710880756378174
Both,1575688295625,2500.008,8e:60:06:f2:32:58,90.00B,90.00B,23.712023735046387,17.705325603485107
Both,1575688295662,2500.01,a2:30:26:6e:68:14,90.00B,90.00B,23.68254327774048,17.675791263580322
Both,1575688295604,2499.998,2e:c2:5e:4b:de:75,90.00B,90.00B,23.746771335601807,17.740022897720337
Both,1575688295657,2500.006,0a:97:0b:07:2a:0e,90.00B,90.00B,23.69255828857422,17.685831308364868
Both,1575688295661,2500.01,36:f9:49:79:d6:b1,176.00B,90.00B,23.686566591262817,17.679869413375854
Both,1575688295623,2500.01,fe:28:b5:63:44:b8,90.00B,90.00B,23.734312057495117,17.727154970169067
Both,1575688295643,2500.01,ba:71:28:f7:e8:75,90.00B,90.00B,23.70766019821167,17.700934648513794
Both,1575688295653,2500.006,3e:4b:c7:5e:07:51,90.00B,90.00B,23.711299419403076,17.70454168319702
Both,1575688295659,2500.006,72:35:43:48:30:e5,90.00B,90.00B,23.716726303100586,17.709928512573242
Both,1575688295613,2499.998,1e:d3:f3:61:36:7a,90.00B,90.00B,23.763840913772583,17.757131576538086
Both,1575688295693,2500.01,22:0e:00:6b:6b:c9,176.00B,90.00B,23.70248317718506,17.695608139038086
Both,1575688295640,2500.004,c2:e1:d2:e7:aa:78,90.00B,90.00B,23.761844158172607,17.755056381225586
Both,1575688295643,2500.004,b2:82:4a:1a:f2:45,90.00B,90.00B,23.75928235054016,17.75241231918335
Both,1575688295658,2500.006,26:c3:fd:05:5a:f4,90.00B,180.00B,23.751322746276855,17.74457335472107
Both,1575688295637,2500.01,4e:48:a7:e4:86:fb,90.00B,90.00B,23.791182279586792,17.78444480895996
Both,1575688295636,2500.01,12:08:82:ca:03:c8,90.00B,90.00B,23.7997407913208,17.79291844367981
Both,1575688295613,2499.992,4e:12:97:a0:42:dc,90.00B,90.00B,23.870502948760986,17.86375093460083
