GUID,CPU CPI,Success,Id,Boot ID,End Time,MAC Address,Request ID,Start Time,Protocol Time,Phases,Phase 1,Logs,Base Sample,Predecessors,Bit-1 Sample,IP Address,Bit-1 Pvalue,Bit-0 Sample,Error,Bit-0 Pvalue,Warm Start,Tag
10-16-16-17-3,95.082046,1,3,369036df-34b0-402b-b9d8-33505fcab683,2020-10-16 23:17:45,3E:BA:D0:D7:99:73,e2afd6d8-d059-4535-baaf-8ea3e3f6b660,2020-10-16 23:17:30,0,1,3,out/10-16-16-17/log,out/10-16-16-17/base_samples3,,out/10-16-16-17/bit1_samples3,169.254.76.1,0,out/10-16-16-17/bit0_samples3,,0.225400797095468,No,DEFAULT
10-16-16-17-5,96.014094,1,5,12a07e47-ed06-46a0-9ff3-218b635400f0,2020-10-16 23:17:45,1A:D5:98:8F:9B:3E,fb3506ea-4073-4202-b662-68285ce117dd,2020-10-16 23:17:30,0,1,5,out/10-16-16-17/log,out/10-16-16-17/base_samples5,,out/10-16-16-17/bit1_samples5,169.254.76.1,0,out/10-16-16-17/bit0_samples5,,0.215234598065376,No,DEFAULT
10-16-16-17-1,96.010952,1,1,f678af79-c4cd-4471-8663-fc9da5f4dc49,2020-10-16 23:17:45,EE:66:4A:D4:9D:9C,67e9da1b-a95f-4535-b603-35834096ed31,2020-10-16 23:17:30,0,1,1,out/10-16-16-17/log,out/10-16-16-17/base_samples1,,out/10-16-16-17/bit1_samples1,169.254.76.1,0,out/10-16-16-17/bit0_samples1,,0.136963198826642,No,DEFAULT
10-16-16-17-2,94.588394,1,2,9ec93093-c6c1-4b1d-91ba-1439c8792306,2020-10-16 23:17:44,76:FD:88:8E:99:49,131bbf74-ad10-4cd4-adf3-eb2f5e70d32d,2020-10-16 23:17:30,0,1,2,out/10-16-16-17/log,out/10-16-16-17/base_samples2,,out/10-16-16-17/bit1_samples2,169.254.76.1,0,out/10-16-16-17/bit0_samples2,,0.188507674749569,No,DEFAULT
10-16-16-17-4,94.552355,1,4,e1e458f6-65c7-422f-874c-aebdac83a5b1,2020-10-16 23:17:44,72:6F:37:C2:B1:32,8c0911ba-2e08-48f1-9420-7a2408cd55d9,2020-10-16 23:17:30,0,1,4,out/10-16-16-17/log,out/10-16-16-17/base_samples4,,out/10-16-16-17/bit1_samples4,169.254.76.1,0,out/10-16-16-17/bit0_samples4,,0.8026476109365,No,DEFAULT
