Logs,GUID,Predecessors,Boot ID,MAC Address,Phase 1,Phases,Start Time,End Time,Id,Request ID,Success,Error,Base Sample,Bit-1 Sample,Bit-0 Sample,Warm Start
out/09-21-23-43/log,09-21-23-43-34,,21d36227-3b8a-4d8e-af67-d4eade08655d,A2:49:33:1D:66:94,34,1,2020-09-22 06:43:12,2020-09-22 06:44:02,34,879f2d04-c092-468c-8f21-77b00050a3f0,1,,-,-,-,No
out/09-21-23-43/log,09-21-23-43-51,,9c9d2ad8-7990-45d2-a3df-9292c5d5b0a9,DA:A9:9F:D8:ED:32,51,1,2020-09-22 06:43:12,2020-09-22 06:44:01,51,fba60208-fa7d-4703-9108-bbda886d8d35,1,,-,-,-,No
out/09-21-23-43/log,09-21-23-43-2,,9f193039-d408-4956-b168-7a805214ca58,A2:B5:1F:5F:42:7B,34,1,2020-09-22 06:43:12,2020-09-22 06:44:02,2,57ed9df0-855e-4ba7-9d04-a92a1ab2c873,1,,-,-,-,No
out/09-21-23-43/log,09-21-23-43-18,,063aef59-a7b9-4d87-8fe2-23e4b997c79e,D6:6F:F7:C2:D1:89,18,1,2020-09-22 06:43:12,2020-09-22 06:44:02,18,3d4f76b0-55de-4a0d-9d60-c534ab65de33,1,,-,-,-,No
out/09-21-23-43/log,09-21-23-43-20,,49b8e840-b997-403e-b065-974a539ed9af,0E:4A:6F:4A:C0:81,20,1,2020-09-22 06:43:12,2020-09-22 06:44:01,20,367b08cb-378d-41e9-bf19-629c9fa9fb3f,1,,-,-,-,No
out/09-21-23-43/log,09-21-23-43-30,,dd05916d-f5a7-4f0b-9085-6e589ebc4ef2,B2:B5:01:F3:86:27,30,1,2020-09-22 06:43:12,2020-09-22 06:44:01,30,0e68b336-8656-4436-9c70-6154e082482f,1,,-,-,-,No
out/09-21-23-43/log,09-21-23-43-72,,e3c85885-9b89-421b-9bbd-6a921c3c92f7,AE:23:84:4E:28:7F,72,1,2020-09-22 06:43:12,2020-09-22 06:44:01,72,2dc3ad91-d864-40d2-8d43-5b69b4a9fce7,1,,-,-,-,No
out/09-21-23-43/log,09-21-23-43-50,,adce7296-9fe5-4e49-905c-2c194246f7ad,1E:75:69:10:42:DB,50,1,2020-09-22 06:43:12,2020-09-22 06:44:02,50,a090ef55-831e-4d2a-bf45-838c69c4e0d2,1,,-,-,-,No
out/09-21-23-43/log,09-21-23-43-59,,0a3d68aa-9217-462c-abc1-f3c2c8134d45,9A:BE:37:7A:2D:C8,59,1,2020-09-22 06:43:12,2020-09-22 06:44:02,59,ebe5b53e-2b62-43e6-a42c-5af335d38302,1,,-,-,-,No
out/09-21-23-43/log,09-21-23-43-98,,5578f137-cfb9-4b1c-b9b8-8e2b04552dd2,1E:B7:92:64:E6:B1,98,1,2020-09-22 06:43:12,2020-09-22 06:44:02,98,bf2ac2c5-c021-41f0-adb0-fa98f9a46211,1,,-,-,-,No
