Logs,GUID,Predecessors,Boot ID,MAC Address,Phases,Start Time,End Time,Id,Request ID,Success,Error,Base Sample,Bit-1 Sample,Bit-0 Sample,Warm Start
out/09-22-22-16/log,09-22-22-16-7,09-22-22-15-3,3d892129-07f6-4c7d-b655-4390055ea1d2,36:86:86:C7:39:33,0,2020-09-23 05:16:07,2020-09-23 05:16:31,7,e56f8dcc-8e28-49a9-bc92-4daf59ab328d,1,,-,-,-,Yes
out/09-22-22-16/log,09-22-22-16-10,09-22-22-15-2,f4eda563-0b91-4590-9ba7-0854875fb2b1,D2:5D:D5:72:32:97,0,2020-09-23 05:16:09,2020-09-23 05:16:31,10,c3c37751-9f66-4154-9ea7-606630ad6d57,1,,-,-,-,Yes
out/09-22-22-16/log,09-22-22-16-1,09-22-22-15-1,8a508f98-8cb2-4c9a-b00b-14107ece9866,56:FC:B9:AD:4D:15,0,2020-09-23 05:16:02,2020-09-23 05:16:31,1,15045f01-d8a5-4046-8cf7-7aa3fa5d0b0c,1,,-,-,-,Yes
out/09-22-22-16/log,09-22-22-16-4,09-22-22-15-8,1e0f4cd6-b582-491d-a6bc-5039cba4ce88,7A:64:2E:5A:CE:64,0,2020-09-23 05:16:04,2020-09-23 05:16:31,4,0d4127d2-efa5-46b0-9bd3-eec6533bd1f8,1,,-,-,-,Yes
out/09-22-22-16/log,09-22-22-16-5,09-22-22-15-7,baa95f26-4522-4f23-a171-27220c0fd229,9E:3E:50:36:6A:90,0,2020-09-23 05:16:05,2020-09-23 05:16:31,5,b5da4066-79d1-47bd-a68e-338d7af9d3c8,1,,-,-,-,Yes
out/09-22-22-16/log,09-22-22-16-2,09-22-22-15-9,92b909af-453b-4f5c-890c-951d58647031,A2:52:D8:CF:34:F3,0,2020-09-23 05:16:03,2020-09-23 05:16:31,2,38341d44-519e-4e7b-9277-b8b02036326b,1,,-,-,-,Yes
out/09-22-22-16/log,09-22-22-16-8,09-22-22-15-5,e401f604-e5a1-4acd-8660-30a21e589c76,C6:28:9A:C0:A2:82,0,2020-09-23 05:16:07,2020-09-23 05:16:31,8,624418da-1eec-418a-bc59-6851a726465e,1,,-,-,-,Yes
out/09-22-22-16/log,09-22-22-16-9,09-22-22-15-4,b4ad500a-bd2a-4eea-a203-19fe9b62656c,6A:BB:45:AE:DC:7F,0,2020-09-23 05:16:08,2020-09-23 05:16:31,9,685fc446-a824-4c05-8b40-10de8cabc418,1,,-,-,-,Yes
out/09-22-22-16/log,09-22-22-16-6,09-22-22-15-10,941f5cae-8d52-4c72-a408-f7c29b2b7d50,16:93:1C:C7:DE:A2,0,2020-09-23 05:16:06,2020-09-23 05:16:31,6,42274cc4-195e-405c-8fbd-c2c7c13105a1,1,,-,-,-,Yes
out/09-22-22-16/log,09-22-22-16-3,09-22-22-15-6,79bdd4e7-037f-40d5-89ff-3188a2a3fa29,5E:54:95:A3:CE:1A,0,2020-09-23 05:16:04,2020-09-23 05:16:31,3,a9a047bd-ff3b-4b85-944a-37048e5c3e88,1,,-,-,-,Yes
