GUID,Success,Id,Boot ID,End Time,Request ID,Start Time,Phases,Phase 1,Phase 2,Phase 3,Logs,Base Sample,Predecessors,Bit-1 Sample,Bit-0 Sample,Bit-1 Pvalue,Error,Bit-0 Pvalue,MAC Address,Warm Start
09-22-00-35-78,1,78,5f19f267-2d2a-4137-9c5e-6c79a68f56dd,2020-09-22 07:36:50,b9061fa3-54b6-4e3d-98f0-03c601654daa,2020-09-22 07:35:52,3,78,78,78,out/09-22-00-35/log,out/09-22-00-35/base_samples78,,out/09-22-00-35/bit1_samples78,out/09-22-00-35/bit0_samples78,0,,0.428799575705247,DE:E0:45:1D:12:C4,No
09-22-00-35-31,1,31,06aaf243-adaf-40c8-a408-63d0f868647e,2020-09-22 07:36:50,cd13e8ab-ae4c-4396-a01b-7621c7b04614,2020-09-22 07:35:52,3,73,73,73,out/09-22-00-35/log,out/09-22-00-35/base_samples31,,out/09-22-00-35/bit1_samples31,out/09-22-00-35/bit0_samples31,6.51597408161181,,0.363758477632628,EE:C8:EC:DD:C6:B9,No
09-22-00-35-50,1,50,e9c36e88-772a-4315-a41e-7da4ee09a4d7,2020-09-22 07:36:50,d0c65c93-b860-468a-994a-21794c362619,2020-09-22 07:35:52,3,78,78,78,out/09-22-00-35/log,out/09-22-00-35/base_samples50,,out/09-22-00-35/bit1_samples50,out/09-22-00-35/bit0_samples50,6.68784057870564,,0.551858680672031,FE:E0:E2:9A:5D:06,No
09-22-00-35-10,1,10,36bf5bbf-d038-49f2-8844-31e782dff599,2020-09-22 07:36:50,b2492f18-3a1a-4cdd-aaf1-6df85766e2a0,2020-09-22 07:35:52,3,36,36,36,out/09-22-00-35/log,out/09-22-00-35/base_samples10,,out/09-22-00-35/bit1_samples10,out/09-22-00-35/bit0_samples10,6.44063784657025,,0.20748651363136,26:0E:A4:54:FE:4F,No
09-22-00-35-44,1,44,1c1a7ef9-bd69-42b8-aae9-4ad62874059c,2020-09-22 07:36:50,0f6e7ec4-433a-4f98-a219-61355812925e,2020-09-22 07:35:52,3,59,59,59,out/09-22-00-35/log,out/09-22-00-35/base_samples44,,out/09-22-00-35/bit1_samples44,out/09-22-00-35/bit0_samples44,6.47535445788211,,0.820947698123798,F2:10:31:CC:8D:E1,No
09-22-00-35-47,1,47,40b14d37-388b-4000-9118-988b003c9345,2020-09-22 07:36:50,384a2b9b-3f9a-4528-b615-337da39a4eea,2020-09-22 07:35:52,3,47,47,47,out/09-22-00-35/log,out/09-22-00-35/base_samples47,,out/09-22-00-35/bit1_samples47,out/09-22-00-35/bit0_samples47,0,,0.21791100569259,C6:21:4E:6F:18:7C,No
09-22-00-35-45,1,45,2e4cf89e-0511-4a26-bdf8-266e78880920,2020-09-22 07:36:50,bc833f95-fdd7-4fa8-bea6-1e6aeb000f51,2020-09-22 07:35:52,3,62,62,62,out/09-22-00-35/log,out/09-22-00-35/base_samples45,,out/09-22-00-35/bit1_samples45,out/09-22-00-35/bit0_samples45,6.4108802923726,,0.49742373771793,7E:87:C5:3E:C1:D7,No
09-22-00-35-39,1,39,1b968535-f229-4e6a-80ac-d0b4f206aea4,2020-09-22 07:36:50,5735d5ce-f25a-4b5d-a1eb-189857e1b446,2020-09-22 07:35:52,3,72,72,72,out/09-22-00-35/log,out/09-22-00-35/base_samples39,,out/09-22-00-35/bit1_samples39,out/09-22-00-35/bit0_samples39,6.70099466561992,,0.489031133277756,F6:22:4B:A1:EB:CF,No
09-22-00-35-48,1,48,a0d8f33e-b05d-4b0e-87ab-fe214b0ba3bc,2020-09-22 07:36:50,846b732b-3d5a-44dd-a430-7a7092190e93,2020-09-22 07:35:52,3,92,92,92,out/09-22-00-35/log,out/09-22-00-35/base_samples48,,out/09-22-00-35/bit1_samples48,out/09-22-00-35/bit0_samples48,6.67407085653632,,0.155586903313916,6A:DF:80:E1:8F:1E,No
09-22-00-35-59,1,59,573b5f85-da4f-444b-a31a-9dab7b6a78d1,2020-09-22 07:36:50,fd6e393d-50e1-48ab-a059-2a0b407ebd5f,2020-09-22 07:35:52,3,59,59,59,out/09-22-00-35/log,out/09-22-00-35/base_samples59,,out/09-22-00-35/bit1_samples59,out/09-22-00-35/bit0_samples59,0,,0.553849330902203,B2:1A:09:08:6D:29,No
