Logs,Boot ID,MAC Address,Bit-0 Sample,Bit-1 Sample,Base Sample,Phase 1,Phases,Start Time,End Time,Id,Request ID,Success,Error
out/09-10-13-18/log,ad1b12f4-3acd-428d-afcf-556ef7716b73,0E:86:02:6A:63:6E,out/09-10-13-18/bit0_samples467,out/09-10-13-18/bit1_samples467,out/09-10-13-18/base_samples467,473,1,2020-09-10 20:18:55,2020-09-10 20:20:25,467,f65515ef-5c18-45cd-bbb4-02f9fad06b11,1,
out/09-10-13-18/log,2340c020-f43f-4910-b79a-f6729ebb813d,46:FC:08:18:4C:16,out/09-10-13-18/bit0_samples515,out/09-10-13-18/bit1_samples515,out/09-10-13-18/base_samples515,704,1,2020-09-10 20:18:53,2020-09-10 20:20:25,515,15df8f8f-ec43-4688-a147-d8bc4ef8ee0a,1,
out/09-10-13-18/log,0c82d02c-b2be-485b-8052-d5474a695eca,D6:1C:D9:00:87:17,out/09-10-13-18/bit0_samples63,out/09-10-13-18/bit1_samples63,out/09-10-13-18/base_samples63,80,1,2020-09-10 20:18:53,2020-09-10 20:20:25,63,301b61e7-4cc9-4b0c-a6b4-185815c9d8c1,1,
out/09-10-13-18/log,9327a86a-5d77-4850-a2a4-d3b0f6547039,F6:30:C6:29:A5:44,out/09-10-13-18/bit0_samples126,out/09-10-13-18/bit1_samples126,out/09-10-13-18/base_samples126,768,1,2020-09-10 20:18:53,2020-09-10 20:20:24,126,2e2f1066-d117-4253-b60e-95623fe69e85,1,
out/09-10-13-18/log,00705686-2e15-49be-b74c-d89ce04a47dd,1A:A9:89:B0:6F:9A,out/09-10-13-18/bit0_samples330,out/09-10-13-18/bit1_samples330,out/09-10-13-18/base_samples330,391,1,2020-09-10 20:18:53,2020-09-10 20:20:24,330,0fd94546-b779-4542-839b-d808537b3e2c,1,
out/09-10-13-18/log,469fa704-bfb4-43d9-942e-6cb724df5866,BA:E4:0A:71:86:7C,out/09-10-13-18/bit0_samples440,out/09-10-13-18/bit1_samples440,out/09-10-13-18/base_samples440,475,1,2020-09-10 20:18:53,2020-09-10 20:20:24,440,4a6e33d1-e2d9-41cc-a21a-44da2223d695,1,
out/09-10-13-18/log,dcf76373-3ee0-4ce9-b43e-e77c5fe4f3ec,FE:55:21:86:95:40,out/09-10-13-18/bit0_samples846,out/09-10-13-18/bit1_samples846,out/09-10-13-18/base_samples846,846,1,2020-09-10 20:19:03,2020-09-10 20:20:24,846,0049d7fa-8fe0-4062-9f37-3f2f0db60f7a,1,
out/09-10-13-18/log,28f32912-1d39-4eec-b357-c01ba2229444,2A:95:13:73:5B:2B,out/09-10-13-18/bit0_samples367,out/09-10-13-18/bit1_samples367,out/09-10-13-18/base_samples367,545,1,2020-09-10 20:18:53,2020-09-10 20:20:25,367,f2af8e61-b6f3-4b27-92b8-a3c337a525f6,1,
out/09-10-13-18/log,bb197182-6a7e-4205-b943-997a489152e3,F2:61:52:0C:4B:DB,out/09-10-13-18/bit0_samples619,out/09-10-13-18/bit1_samples619,out/09-10-13-18/base_samples619,799,1,2020-09-10 20:18:56,2020-09-10 20:20:25,619,69caadc4-0cea-4259-8212-e745c944466e,1,
out/09-10-13-18/log,d23d4ad4-131a-49c9-a06d-34923c421630,D2:B6:7A:CD:E7:A6,out/09-10-13-18/bit0_samples613,out/09-10-13-18/bit1_samples613,out/09-10-13-18/base_samples613,913,1,2020-09-10 20:19:02,2020-09-10 20:20:25,613,494f6e16-3cdd-4b71-ae78-5fe66e4926a2,1,
