Start Time,Frequency,MAC Address,Total Bytes Sent,Total Bytes Received,Initial Iteration Latency,Rdrand Latency,Contention Rdrand Latency,Total Latency
1575667171967,2500.012,62:c5:3e:d4:71:1e,180.00B,90.00B,5.498654127120972,5.708456039428711e-06,6.3781261444091795e-06,6.696701049804683e-07
1575667172096,2500.002,c6:c1:53:66:f2:7a,90.00B,90.00B,5.422597885131836,4.88286018371582e-06,5.133867263793946e-06,2.510070800781253e-07
1575667171951,2500.008,0e:25:72:f3:5c:79,180.00B,90.00B,5.459318161010742,5.169534683227539e-06,4.784154891967773e-06,-3.8537979125976617e-07
1575667171981,2500.004,16:54:e5:5f:f4:5c,90.00B,90.00B,5.485316514968872,5.616283416748047e-06,7.200717926025391e-06,1.5844345092773442e-06
1575667171998,2500.006,36:c2:44:16:88:af,90.00B,90.00B,5.472233295440674,6.225490570068359e-06,7.091760635375977e-06,8.662700653076176e-07
1575667171957,2500.006,be:66:1a:e8:9c:64,90.00B,90.00B,5.4804847240448,5.656814575195313e-06,7.104873657226563e-06,1.4480590820312498e-06
1575667172019,2500.01,06:3b:0e:e1:e0:18,90.00B,90.00B,5.442651987075806,5.1701068878173825e-06,5.536413192749023e-06,3.6630630493164073e-07
1575667172023,2500.006,82:50:24:88:af:bf,90.00B,90.00B,5.439609050750732,5.70526123046875e-06,5.151748657226563e-06,-5.535125732421875e-07
1575667171994,2500.0,42:15:d6:78:e1:96,90.00B,90.00B,5.471688508987427,5.09023666381836e-06,4.745912551879883e-06,-3.443241119384771e-07
1575667172026,2500.012,d2:6e:49:b0:8d:a1,90.00B,90.00B,5.4756019115448,5.585432052612305e-06,5.177116394042969e-06,-4.0831565856933554e-07
1575667172045,2500.006,7e:5e:58:6b:a0:4f,90.00B,90.00B,5.461204767227173,5.210018157958984e-06,5.10554313659668e-06,-1.044750213623043e-07
1575667172025,2500.012,0a:f4:73:07:c3:38,90.00B,90.00B,5.44591760635376,5.377864837646484e-06,5.6835174560546875e-06,3.0565261840820313e-07
1575667171984,2500.006,06:8d:a2:78:ca:3b,90.00B,90.00B,5.4361796379089355,4.953813552856445e-06,4.784870147705078e-06,-1.6894340515136732e-07
1575667172024,2500.008,b2:fc:4e:1c:81:e2,90.00B,90.00B,5.484660625457764,5.154228210449219e-06,4.740810394287109e-06,-4.134178161621098e-07
1575667172023,2500.006,56:c6:b5:22:3b:e4,90.00B,90.00B,5.468139410018921,4.9883842468261716e-06,5.57098388671875e-06,5.825996398925781e-07
1575667172015,2500.012,92:b4:87:e1:54:3d,90.00B,90.00B,5.4346418380737305,4.928445816040039e-06,5.28254508972168e-06,3.540992736816412e-07
1575667172026,2500.012,26:d7:62:c1:3e:13,90.00B,90.00B,5.445367813110352,5.3776264190673825e-06,5.8239459991455075e-06,4.4631958007812497e-07
1575667172015,2500.01,ea:44:c9:a1:b3:51,90.00B,90.00B,5.441179513931274,5.42302131652832e-06,5.596590042114258e-06,1.7356872558593787e-07
1575667172019,2500.0,42:e0:c1:0d:a5:6b,90.00B,90.00B,5.470731019973755,5.320358276367188e-06,5.5995941162109374e-06,2.7923583984374974e-07
1575667171993,2500.006,e2:b4:f4:91:9f:ae,176.00B,90.00B,5.446803569793701,5.759143829345703e-06,5.213403701782226e-06,-5.457401275634769e-07
1575667171983,2500.006,36:78:3b:c6:5b:6f,90.00B,90.00B,5.458808898925781,5.793333053588867e-06,5.092048645019532e-06,-7.012844085693355e-07
1575667172087,2500.01,4e:8f:68:0e:43:4a,90.00B,90.00B,5.440336227416992,5.458211898803711e-06,5.524826049804687e-06,6.661415100097632e-08
1575667171996,2500.006,5e:b7:c8:9b:bc:19,90.00B,90.00B,5.455309152603149,8.066415786743164e-06,5.153083801269532e-06,-2.913331985473632e-06
1575667171991,2500.004,fe:3d:27:4c:9e:f2,90.00B,90.00B,5.480730772018433,5.7124137878417965e-06,7.370328903198242e-06,1.6579151153564456e-06
1575667171992,2500.012,0e:4a:dd:b8:04:d1,90.00B,176.00B,5.445556163787842,5.448722839355469e-06,5.708599090576172e-06,2.598762512207031e-07
1575667171986,2500.0,a6:7f:95:7f:23:1f,90.00B,90.00B,5.461637258529663,4.999017715454102e-06,4.85982894897461e-06,-1.391887664794922e-07
1575667171989,2500.006,96:97:7d:35:82:79,90.00B,90.00B,5.461854696273804,5.297994613647461e-06,5.4595947265625e-06,1.6160011291503937e-07
1575667171985,2500.008,2e:33:b6:9e:f6:33,176.00B,90.00B,5.447983980178833,5.4126262664794925e-06,4.726362228393554e-06,-6.862640380859382e-07
1575667171990,2500.006,66:93:28:2f:44:50,90.00B,90.00B,5.470266580581665,4.91633415222168e-06,5.551958084106445e-06,6.356239318847657e-07
1575667171987,2500.012,2a:4a:4c:90:63:50,90.00B,90.00B,5.498485803604126,5.7306289672851566e-06,6.247282028198242e-06,5.166530609130855e-07
1575667171977,2500.006,92:f4:08:8d:1a:6b,90.00B,90.00B,5.4732582569122314,5.581569671630859e-06,7.096529006958008e-06,1.514959335327149e-06
1575667172020,2500.006,92:7f:91:42:13:3e,90.00B,176.00B,5.465115785598755,5.058670043945313e-06,5.574464797973633e-06,5.157947540283202e-07
1575667171960,2500.004,de:e6:d1:ae:70:ac,90.00B,180.00B,5.459528207778931,5.540084838867187e-06,7.258272171020508e-06,1.7181873321533207e-06
1575667172010,2500.0,8a:50:3c:60:d3:f1,90.00B,90.00B,5.436554193496704,4.717731475830078e-06,4.544830322265625e-06,-1.7290115356445335e-07
1575667172092,2500.01,16:c0:d4:95:64:18,90.00B,90.00B,5.455952405929565,5.164957046508789e-06,6.2896728515625e-06,1.1247158050537113e-06
1575667171995,2500.01,52:8b:b5:36:39:7b,90.00B,90.00B,5.458109378814697,5.675697326660156e-06,7.774162292480468e-06,2.0984649658203126e-06
1575667172005,2500.008,e2:2e:f7:ec:6a:2f,90.00B,90.00B,5.47874641418457,5.312156677246094e-06,4.872703552246094e-06,-4.394531249999999e-07
1575667171958,2500.002,fe:bd:c8:7c:78:bd,90.00B,90.00B,5.476855039596558,5.265998840332031e-06,4.889631271362305e-06,-3.763675689697261e-07
1575667171979,2500.012,42:f9:e5:20:6b:1a,90.00B,90.00B,5.443148851394653,4.960107803344727e-06,5.344343185424805e-06,3.8423538208007795e-07
1575667172102,2500.012,02:a7:31:8a:49:41,90.00B,90.00B,5.4424872398376465,5.261421203613282e-06,5.668973922729492e-06,4.0755271911621063e-07
1575667172015,2500.006,76:50:a2:42:c1:f1,90.00B,90.00B,5.464432954788208,5.30242919921875e-06,5.4068565368652346e-06,1.0442733764648494e-07
1575667172045,2500.006,22:42:06:c3:f3:b2,90.00B,90.00B,5.494354724884033,5.625200271606446e-06,5.128860473632813e-06,-4.963397979736331e-07
1575667172023,2500.0,d2:26:2e:ec:e6:ee,90.00B,90.00B,5.4580419063568115,5.255746841430664e-06,5.60612678527832e-06,3.503799438476562e-07
1575667172022,2500.012,b6:45:fe:db:be:09,90.00B,90.00B,5.459477186203003,5.692672729492187e-06,6.130218505859375e-06,4.375457763671876e-07
1575667172006,2500.0,aa:c1:00:5e:a4:d2,90.00B,90.00B,5.465266227722168,5.147600173950195e-06,8.680582046508789e-06,3.532981872558594e-06
1575667172040,2500.01,d6:9f:68:b5:98:f7,90.00B,176.00B,5.453791618347168,5.473756790161133e-06,7.824420928955078e-06,2.3506641387939447e-06
1575667172029,2500.0,e6:6b:12:81:24:bc,90.00B,90.00B,5.477019786834717,5.171728134155274e-06,4.780197143554688e-06,-3.915309906005857e-07
1575667171999,2500.006,ae:b1:3c:b5:88:03,90.00B,90.00B,5.457569122314453,5.239343643188477e-06,5.108880996704102e-06,-1.3046264648437503e-07
1575667171983,2500.006,5a:57:03:8d:d2:12,90.00B,90.00B,5.480022430419922,5.568170547485352e-06,5.083656311035156e-06,-4.845142364501961e-07
1575667172016,2500.01,ee:f2:82:a9:57:79,90.00B,90.00B,5.466966152191162,5.625057220458984e-06,7.682895660400391e-06,2.057838439941407e-06
1575667171995,2500.01,be:23:86:7e:1a:06,90.00B,90.00B,5.458744525909424,5.681085586547851e-06,7.736539840698242e-06,2.05545425415039e-06
1575667171998,2500.01,2a:aa:6d:82:fd:65,90.00B,90.00B,5.452936410903931,5.456209182739258e-06,7.680368423461914e-06,2.2241592407226557e-06
1575667172088,2500.012,d6:c3:53:36:c9:a7,90.00B,90.00B,5.43264365196228,5.02161979675293e-06,5.3786754608154295e-06,3.5705566406249964e-07
1575667172040,2500.002,ea:76:4c:3f:30:0a,90.00B,90.00B,5.456650733947754,5.0217628479003905e-06,4.720592498779297e-06,-3.011703491210932e-07
1575667172004,2500.006,7e:8c:4b:0e:33:1f,180.00B,90.00B,5.458318471908569,5.255794525146484e-06,5.1001548767089845e-06,-1.556396484374998e-07
1575667172012,2500.006,3a:da:22:b1:c7:58,90.00B,176.00B,5.453172922134399,5.288600921630859e-06,5.201339721679687e-06,-8.72611999511718e-08
1575667171991,2500.012,36:b3:c4:14:95:55,90.00B,90.00B,5.475611925125122,6.180143356323242e-06,6.092977523803711e-06,-8.716583251953054e-08
1575667172031,2500.006,02:f9:ab:dc:c1:00,90.00B,90.00B,5.481805324554443,5.592679977416992e-06,5.118417739868164e-06,-4.742622375488282e-07
1575667171965,2500.006,aa:b0:c1:c8:ae:57,90.00B,90.00B,5.4860310554504395,5.517339706420899e-06,7.028722763061523e-06,1.5113830566406246e-06
1575667171968,2500.012,ce:e0:97:9d:10:c8,90.00B,90.00B,5.462747812271118,5.180835723876953e-06,5.180215835571289e-06,-6.198883056643119e-10
1575667172014,2500.012,2a:a7:37:94:e6:cd,90.00B,90.00B,5.464913606643677,5.174636840820313e-06,5.066108703613281e-06,-1.0852813720703158e-07
1575667172076,2500.004,0a:e6:20:13:ba:12,90.00B,90.00B,5.488011121749878,5.527591705322266e-06,7.190942764282227e-06,1.6633510589599612e-06
1575667172001,2500.012,ea:9f:90:41:2a:18,90.00B,90.00B,5.445877552032471,5.256271362304687e-06,5.55119514465332e-06,2.9492378234863326e-07
1575667171967,2500.012,9a:65:77:f0:5f:ec,90.00B,90.00B,5.475467681884766,5.728816986083985e-06,8.19692611694336e-06,2.468109130859375e-06
1575667171979,2500.01,b6:3c:9c:74:5a:e1,176.00B,90.00B,5.447458028793335,5.4936408996582035e-06,7.65681266784668e-06,2.1631717681884767e-06
1575667171996,2500.006,1e:ca:e4:ef:70:96,90.00B,90.00B,5.468455076217651,5.473518371582031e-06,7.139062881469727e-06,1.6655445098876956e-06
1575667171991,2500.01,e2:d3:e9:e9:33:f2,90.00B,180.00B,5.439825534820557,5.270195007324219e-06,5.561113357543945e-06,2.909183502197262e-07
1575667172011,2500.012,06:7a:43:6c:47:11,90.00B,180.00B,5.504231691360474,5.875635147094727e-06,6.385326385498047e-06,5.0969123840332e-07
1575667171987,2500.012,0e:b8:b1:d0:7b:cd,90.00B,176.00B,5.48138689994812,5.718564987182617e-06,8.367586135864259e-06,2.6490211486816417e-06
1575667172000,2500.01,9e:40:61:51:1f:8b,90.00B,176.00B,5.439979553222656,5.466747283935547e-06,5.566120147705078e-06,9.93728637695309e-08
1575667172092,2500.006,a2:45:df:6e:5d:ee,90.00B,90.00B,5.453679323196411,5.310964584350586e-06,5.58629035949707e-06,2.753257751464839e-07
1575667171994,2500.012,82:40:ce:29:ea:02,90.00B,90.00B,5.476679086685181,5.609035491943359e-06,6.082439422607422e-06,4.734039306640629e-07
1575667172032,2500.01,5e:7c:a8:e7:8c:69,90.00B,176.00B,5.443945407867432,5.323600769042969e-06,5.550241470336914e-06,2.266407012939448e-07
1575667171968,2500.012,06:30:9b:8a:87:93,90.00B,90.00B,5.496533155441284,5.682849884033203e-06,6.22859001159668e-06,5.457401275634769e-07
1575667171960,2500.01,72:c7:da:82:4d:9b,90.00B,90.00B,5.448357343673706,5.063772201538086e-06,5.435800552368164e-06,3.720283508300776e-07
1575667172096,2500.01,fe:67:b9:56:9f:60,90.00B,90.00B,5.458910703659058,5.556774139404297e-06,7.816743850708008e-06,2.2599697113037116e-06
1575667171971,2500.006,ea:58:23:79:f3:4c,90.00B,90.00B,5.458617687225342,4.954147338867187e-06,5.563116073608399e-06,6.089687347412113e-07
1575667171971,2500.004,ea:cf:4f:d9:ed:54,90.00B,90.00B,5.494014739990234,5.310964584350586e-06,8.22892189025879e-06,2.9179573059082034e-06
1575667172002,2500.012,82:2e:0f:78:02:70,90.00B,90.00B,5.483246088027954,8.817720413208008e-06,8.13894271850586e-06,-6.787776947021487e-07
1575667172001,2500.012,2a:9f:f5:76:98:fb,90.00B,90.00B,5.492566108703613,5.679512023925781e-06,6.242227554321289e-06,5.627155303955076e-07
1575667171996,2500.012,ba:5e:d9:1b:1f:b4,90.00B,90.00B,5.4764182567596436,5.954265594482422e-06,8.216381072998048e-06,2.2621154785156257e-06
1575667171972,2500.004,2a:fa:20:1d:59:e9,90.00B,90.00B,5.46275520324707,7.2242259979248045e-06,8.389616012573242e-06,1.165390014648438e-06
1575667172016,2500.012,56:2d:07:9f:0f:0e,90.00B,90.00B,5.4793126583099365,5.599164962768555e-06,8.135604858398437e-06,2.536439895629882e-06
1575667171997,2500.004,12:af:b0:cb:9a:ce,90.00B,90.00B,5.472344636917114,5.448484420776367e-06,8.083868026733398e-06,2.635383605957031e-06
1575667172022,2500.004,de:16:5f:5f:fa:9e,90.00B,90.00B,5.480754852294922,5.45806884765625e-06,8.20150375366211e-06,2.743434906005859e-06
1575667172028,2500.004,46:f7:36:0a:f7:91,176.00B,90.00B,5.462800025939941,6.138896942138672e-06,8.991003036499023e-06,2.852106094360351e-06
1575667172093,2500.012,f6:00:d0:4c:e1:fe,90.00B,90.00B,5.471941709518433,5.507135391235352e-06,8.320903778076171e-06,2.8137683868408195e-06
1575667172016,2500.012,22:34:c8:4e:20:4a,90.00B,90.00B,5.509321928024292,5.7600498199462894e-06,8.164310455322266e-06,2.4042606353759764e-06
1575667171993,2500.004,8e:9f:a4:4b:96:c9,90.00B,90.00B,5.527641773223877,5.713367462158203e-06,8.18500518798828e-06,2.4716377258300776e-06
1575667172092,2300.014,0e:69:9e:6d:55:c7,90.00B,90.00B,5.7187464237213135,6.895923614501953e-06,6.665802001953125e-06,-2.3012161254882798e-07
1575667172123,2300.014,16:1e:30:dc:39:cc,90.00B,90.00B,5.730722665786743,6.587409973144531e-06,6.420421600341797e-06,-1.6698837280273398e-07
1575667172123,2300.016,0e:a7:eb:88:06:cc,90.00B,90.00B,5.728155136108398,6.3276290893554685e-06,7.553339004516602e-06,1.2257099151611332e-06
1575667172136,2300.014,66:c5:e5:af:99:7c,90.00B,90.00B,5.777490615844727,6.6053390502929685e-06,6.319856643676758e-06,-2.854824066162105e-07
1575667172586,2500.012,4e:25:1c:9f:1c:8f,90.00B,90.00B,5.546409606933594,6.169939041137695e-06,6.262445449829102e-06,9.250640869140665e-08
1575667172084,2300.016,72:ce:83:d1:4b:28,90.00B,90.00B,5.830657005310059,6.580924987792969e-06,7.572078704833984e-06,9.911537170410155e-07
1575667172062,2300.016,e6:d8:cf:76:b1:9d,90.00B,90.00B,5.714848518371582,6.44383430480957e-06,7.417440414428711e-06,9.736061096191408e-07
1575667172169,2300.014,de:1a:81:59:8b:90,90.00B,90.00B,5.754871845245361,6.824493408203125e-06,6.918954849243164e-06,9.446144104003914e-08
1575667172080,2300.014,16:1d:41:5a:ca:02,90.00B,90.00B,5.747438669204712,6.529569625854492e-06,7.55147933959961e-06,1.0219097137451174e-06
1575667172067,2300.014,06:24:73:4b:3a:e9,90.00B,90.00B,5.69195556640625,6.4572811126708985e-06,8.413410186767579e-06,1.9561290740966804e-06
1575667172098,2300.016,16:69:67:84:d0:73,90.00B,90.00B,5.702579975128174,6.744146347045898e-06,8.981704711914062e-06,2.2375583648681636e-06
1575667172128,2300.014,82:bc:48:fe:65:23,90.00B,90.00B,5.808312892913818,6.615209579467774e-06,8.360099792480468e-06,1.7448902130126945e-06
1575667172093,2300.014,ca:43:a5:cc:74:08,90.00B,90.00B,5.9381608963012695,6.408452987670899e-06,8.193016052246093e-06,1.7845630645751943e-06
1575667172090,2300.014,66:f9:30:f4:64:83,90.00B,90.00B,5.695969343185425,6.363296508789062e-06,8.944940567016602e-06,2.5816440582275397e-06
1575667172148,2300.014,ee:b9:c2:8f:0c:c5,176.00B,90.00B,5.713186502456665,7.96990394592285e-06,8.77070426940918e-06,8.008003234863287e-07
1575667172072,2300.014,86:f3:a9:57:ec:46,90.00B,90.00B,5.914988994598389,7.239961624145507e-06,8.885002136230468e-06,1.6450405120849607e-06
1575667172112,2300.014,3a:5d:82:71:ae:92,90.00B,90.00B,5.713645696640015,6.305027008056641e-06,9.935760498046875e-06,3.6307334899902345e-06
1575667172105,2300.014,fa:c2:08:f4:ff:49,90.00B,90.00B,5.695261001586914,6.48198127746582e-06,8.01539421081543e-06,1.5334129333496093e-06
1575667172121,2300.014,f6:7c:19:7b:4b:94,90.00B,90.00B,6.0711750984191895,9.252166748046874e-06,8.695602416992188e-06,-5.565643310546863e-07
1575667172091,2300.014,a2:dd:88:d1:b6:26,90.00B,90.00B,5.707701921463013,6.512594223022461e-06,1.0549163818359375e-05,4.0365695953369145e-06
1575667172202,2300.014,d2:04:1c:3c:6a:40,90.00B,90.00B,5.993588209152222,6.955718994140625e-06,8.10718536376953e-06,1.151466369628906e-06
1575667172093,2300.016,16:f0:22:a5:86:f9,90.00B,176.00B,6.145692348480225,6.502485275268554e-06,1.602325439453125e-05,9.520769119262697e-06
