GUID,Success,Id,Boot ID,End Time,Request ID,Start Time,Phases,Phase 1,Phase 2,Phase 3,Logs,Base Sample,Predecessors,Bit-1 Sample,Bit-0 Sample,Bit-1 Pvalue,Error,Bit-0 Pvalue,MAC Address,Warm Start
09-22-15-21-7,1,7,5e1c5909-e575-41b4-a061-0eff7dfd670c,2020-09-22 22:23:38,bf23d0c0-cbfc-4d65-9b4d-b6a8f2cfdb51,2020-09-22 22:21:40,3,941,941,941,out/09-22-15-21/log,out/09-22-15-21/base_samples7,,out/09-22-15-21/bit1_samples7,out/09-22-15-21/bit0_samples7,5.67255113565747,,0.34611228082189,DE:F0:24:A1:EB:67,No
09-22-15-21-26,1,26,52e12b55-f666-40dc-8c87-f791bf032a71,2020-09-22 22:23:38,38a97773-398d-4af7-8c3b-0f9fa57ff469,2020-09-22 22:21:40,3,574,574,574,out/09-22-15-21/log,out/09-22-15-21/base_samples26,,out/09-22-15-21/bit1_samples26,out/09-22-15-21/bit0_samples26,5.89994100264505,,0.864605660432627,96:8F:66:97:58:AF,No
09-22-15-21-345,1,345,38e431fe-a362-44a9-88ee-176966de07a6,2020-09-22 22:23:38,8ffe9d0f-8cce-447f-b90d-7a16bbdc8adb,2020-09-22 22:21:41,3,876,876,876,out/09-22-15-21/log,out/09-22-15-21/base_samples345,,out/09-22-15-21/bit1_samples345,out/09-22-15-21/bit0_samples345,5.95002554860976,,1.02017493076552,76:EA:35:B5:9D:1B,No
09-22-15-21-597,1,597,b939d403-6f5f-438e-9471-945d0915e83c,2020-09-22 22:23:38,a1ddea41-9fcf-4ebd-a711-1fd273c3e495,2020-09-22 22:21:48,3,835,835,835,out/09-22-15-21/log,out/09-22-15-21/base_samples597,,out/09-22-15-21/bit1_samples597,out/09-22-15-21/bit0_samples597,5.89149128405746,,0.454995112061657,96:53:5A:36:54:02,No
09-22-15-21-295,1,295,61ec9101-5a58-4555-9d55-4db5d56c6c5f,2020-09-22 22:23:38,0aa7d3a0-9ed5-449a-9eda-d82d7e21c9e0,2020-09-22 22:21:40,3,718,718,718,out/09-22-15-21/log,out/09-22-15-21/base_samples295,,out/09-22-15-21/bit1_samples295,out/09-22-15-21/bit0_samples295,6.24912948728889,,0.253207509830734,82:80:AE:33:E8:B5,No
09-22-15-21-133,1,133,594d700a-24c5-4ac9-8fbb-e8634c201b27,2020-09-22 22:23:38,c54086e7-b57f-4956-b342-8255beb02b8c,2020-09-22 22:21:40,3,915,915,915,out/09-22-15-21/log,out/09-22-15-21/base_samples133,,out/09-22-15-21/bit1_samples133,out/09-22-15-21/bit0_samples133,5.75195630272769,,0.452363465650903,A2:91:F0:D7:B2:D3,No
09-22-15-21-610,1,610,ab164d14-8322-4062-9bbc-ac1c3aee6c05,2020-09-22 22:23:38,8c83c604-a5fc-4d32-a116-bdb9890b0323,2020-09-22 22:21:50,3,610,610,610,out/09-22-15-21/log,out/09-22-15-21/base_samples610,,out/09-22-15-21/bit1_samples610,out/09-22-15-21/bit0_samples610,0,,0.247216205466651,76:35:26:8B:FF:64,No
09-22-15-21-793,1,793,1c54a6ce-7e06-47fe-934e-95684f7f1b00,2020-09-22 22:23:38,59fe0a52-fc37-4048-8baa-97908303e7e4,2020-09-22 22:21:50,3,882,882,882,out/09-22-15-21/log,out/09-22-15-21/base_samples793,,out/09-22-15-21/bit1_samples793,out/09-22-15-21/bit0_samples793,5.77888031296388,,0.623104002743941,4A:19:52:CD:81:EF,No
09-22-15-21-835,1,835,1cfb287b-0bfe-4b16-9e5c-61fc2571eae8,2020-09-22 22:23:38,b859c870-fe46-4934-bda5-324bcbf5e630,2020-09-22 22:21:56,3,835,835,835,out/09-22-15-21/log,out/09-22-15-21/base_samples835,,out/09-22-15-21/bit1_samples835,out/09-22-15-21/bit0_samples835,0,,0.754382809456925,4A:B4:62:99:F8:D4,No
09-22-15-21-208,1,208,9fd1c3c1-8722-4c62-a244-66f6da792303,2020-09-22 22:23:38,ddc27176-5c95-4af4-bdc2-3da8be182c91,2020-09-22 22:21:40,3,825,825,825,out/09-22-15-21/log,out/09-22-15-21/base_samples208,,out/09-22-15-21/bit1_samples208,out/09-22-15-21/bit0_samples208,8.28999701910008,,0.451070812761145,2E:EF:B2:64:D5:D1,No
