In,Start Time,Current Frequency,MAC Address,Total Bytes Sent,Total Bytes Received,Total Time,Exec Time
Both,1575684585425,2500.01,52:04:b7:1e:db:72,90.00B,90.00B,23.559123516082764,17.552415370941162
Both,1575684585812,2499.998,f6:17:9d:b0:39:ca,180.00B,90.00B,23.32823920249939,17.321556091308594
Both,1575684585591,2500.01,f2:3b:fe:9d:26:3c,90.00B,90.00B,23.56563687324524,17.558990001678467
Both,1575684585786,2500.002,e6:4c:cb:64:16:92,176.00B,90.00B,23.39987349510193,17.393201112747192
Both,1575684585616,2500.006,4e:2a:23:de:66:90,90.00B,90.00B,23.637730836868286,17.630829572677612
Both,1575684585613,2500.008,42:4d:c2:22:d1:d0,90.00B,90.00B,23.69466543197632,17.688024044036865
Both,1575684585616,2500.008,46:da:d5:fe:79:3f,90.00B,90.00B,23.693214654922485,17.68653655052185
Both,1575684585604,2500.0,62:b4:ec:41:2f:77,90.00B,90.00B,23.70488452911377,17.6981201171875
Both,1575684585610,2500.0,d6:26:ec:34:88:8d,90.00B,176.00B,23.703352689743042,17.69668173789978
Both,1575684585803,2500.01,d6:22:90:56:32:b9,90.00B,90.00B,23.555322408676147,17.548603534698486
Both,1575684585803,2500.01,e2:50:3a:c0:ce:c1,90.00B,180.00B,23.5630304813385,17.556309700012207
Both,1575684585803,2500.01,06:d6:75:db:cc:b5,90.00B,90.00B,23.579164028167725,17.5724196434021
Both,1575684585807,2500.008,86:4b:1b:23:f1:9b,90.00B,90.00B,23.583381175994873,17.576716423034668
Both,1575684585803,2500.01,3a:f7:f1:ba:15:b3,90.00B,90.00B,23.60079288482666,17.594054460525513
Both,1575684585803,2500.006,12:88:ca:4a:e8:34,90.00B,90.00B,23.617273092269897,17.61049485206604
Both,1575684585802,2500.006,4a:62:a8:b6:a3:f3,90.00B,90.00B,23.621238470077515,17.614564180374146
Both,1575684585592,2500.008,16:b5:03:c6:b2:ad,90.00B,90.00B,23.83826208114624,17.83161473274231
Both,1575684585802,2500.01,16:41:9f:6c:84:2e,90.00B,90.00B,23.660760164260864,17.653961420059204
Both,1575684585594,2500.006,ae:4f:24:c1:d0:87,90.00B,90.00B,23.883362531661987,17.876726627349854
Both,1575684585803,2500.0,ba:83:d5:b5:48:0a,90.00B,90.00B,23.70002579689026,17.693289756774902
Both,1575684585768,2500.006,26:ea:90:5a:56:56,90.00B,90.00B,23.745256662368774,17.738592863082886
Both,1575684585797,2500.006,9e:c6:af:d7:74:4c,176.00B,90.00B,23.716598749160767,17.709941864013672
Both,1575684585803,2500.0,ba:c6:f1:54:2f:8b,90.00B,90.00B,23.714610815048218,17.707942247390747
Both,1575684585807,2500.008,c2:91:16:6a:e0:31,180.00B,90.00B,23.72040104866028,17.71306586265564
Both,1575684585802,2500.0,ce:10:11:0c:a0:31,90.00B,90.00B,23.73177433013916,17.72501850128174
Both,1575684585810,2500.008,46:44:69:00:cc:6c,90.00B,90.00B,23.72887921333313,17.72213578224182
Both,1575684585430,2500.002,9a:31:06:33:da:57,90.00B,90.00B,24.119130611419678,18.112401723861694
Both,1575684585805,2500.006,62:c7:32:f9:d1:e1,90.00B,90.00B,23.754416465759277,17.747622966766357
Both,1575684585822,2500.006,52:6d:26:b6:3d:f2,90.00B,90.00B,23.73504328727722,17.72837233543396
Both,1575684585803,2500.01,5a:4c:42:6c:40:d9,90.00B,90.00B,23.816203355789185,17.80954647064209
Both,1575684585616,2500.004,a2:5d:4e:89:d4:f7,90.00B,90.00B,24.02975296974182,18.022777557373047
Both,1575684585588,2500.002,16:d0:a7:75:5a:7b,90.00B,90.00B,24.065651416778564,18.058911561965942
Both,1575684585618,2500.004,a2:a0:82:49:43:15,90.00B,90.00B,24.038905382156372,18.031962633132935
Both,1575684585773,2500.012,b2:5b:1d:79:0e:07,90.00B,90.00B,23.87866473197937,17.87149953842163
Both,1575684585603,2500.014,62:84:59:ac:49:1e,90.00B,176.00B,24.058415412902832,18.051640033721924
Both,1575684585804,2500.006,b6:1a:c0:6b:13:14,90.00B,90.00B,23.853036165237427,17.8462975025177
Both,1575684585823,2500.012,26:3d:24:01:e8:03,90.00B,90.00B,23.837399005889893,17.830759525299072
Both,1575684585798,2500.008,ca:71:b3:4c:19:39,90.00B,90.00B,23.860527992248535,17.853848218917847
Both,1575684585820,2500.012,c2:80:37:27:aa:85,90.00B,90.00B,23.834473371505737,17.827749252319336
Both,1575684585593,2500.038,ae:af:66:50:d5:a2,176.00B,90.00B,24.068036556243896,18.061278820037842
Both,1575684585824,2500.012,86:e4:5b:f4:e4:80,90.00B,176.00B,23.844096899032593,17.8373920917511
Both,1575684585821,2500.012,86:4c:be:14:0c:35,90.00B,90.00B,23.847062826156616,17.840315103530884
Both,1575684585809,2500.006,f6:10:b8:aa:dc:4d,90.00B,90.00B,23.857223510742188,17.85057806968689
Both,1575684585612,2500.038,c2:ea:12:f1:28:e1,90.00B,90.00B,24.06527304649353,18.058590173721313
Both,1575684585615,2500.002,0a:e8:4c:d8:13:9f,90.00B,90.00B,24.069257736206055,18.062522411346436
Both,1575684585613,2500.014,da:1b:5c:b1:29:6c,90.00B,90.00B,24.07196831703186,18.06529998779297
Both,1575684585620,2500.038,7e:0e:e1:26:c1:1a,90.00B,90.00B,24.06686234474182,18.060198307037354
Both,1575684585803,2500.006,9e:8f:39:6a:34:63,90.00B,90.00B,23.875969409942627,17.8693106174469
Both,1575684585623,2500.038,86:53:22:c4:9b:39,90.00B,176.00B,24.074615716934204,18.06786847114563
Both,1575684585586,2500.038,8a:14:58:0c:0f:3c,90.00B,90.00B,24.11273455619812,18.106079816818237
Both,1575684585614,2500.01,4a:ab:c0:ea:ab:18,90.00B,90.00B,24.097700357437134,18.09093451499939
Both,1575684585805,2500.006,e6:19:aa:18:ae:bf,90.00B,90.00B,23.90493130683899,17.898157596588135
Both,1575684585594,2500.002,7e:e2:b0:d4:44:9a,90.00B,90.00B,24.125504732131958,18.118804216384888
Both,1575684585594,2500.002,ae:00:92:88:ec:f7,90.00B,90.00B,24.129042387008667,18.12238621711731
Both,1575684585613,2499.998,0a:59:44:81:1a:57,90.00B,90.00B,24.109776258468628,18.103006839752197
Both,1575684585614,2500.01,e2:07:70:5c:fe:39,90.00B,90.00B,24.109805822372437,18.10305643081665
Both,1575684585596,2500.002,3a:e6:67:74:68:94,90.00B,90.00B,24.130122900009155,18.12922692298889
Both,1575684585616,2500.01,f6:24:c2:1a:d6:23,90.00B,90.00B,24.113054275512695,18.10635018348694
Both,1575684585617,2500.01,22:cc:31:e7:b0:4d,90.00B,90.00B,24.115976095199585,18.109296798706055
Both,1575684585615,2500.01,9e:47:d3:23:b3:fd,90.00B,90.00B,24.119212865829468,18.1125648021698
Both,1575684585603,2499.998,92:9d:c3:9e:72:43,90.00B,90.00B,24.128384828567505,18.121742010116577
Both,1575684585615,2499.998,56:07:83:a1:ff:9e,90.00B,90.00B,24.11697292327881,18.110228776931763
Both,1575684585617,2500.01,6a:11:12:00:7e:29,176.00B,90.00B,24.124634981155396,18.11790370941162
Both,1575684585614,2499.998,5e:fa:a0:2d:f6:23,90.00B,90.00B,24.122310876846313,18.115634441375732
Both,1575684585598,2499.998,3e:5f:84:9b:81:ad,90.00B,90.00B,24.127279043197632,18.12548065185547
Both,1575684585613,2500.01,da:be:d7:f5:b9:8c,180.00B,90.00B,24.134103298187256,18.12679409980774
Both,1575684585615,2500.01,b2:e3:9d:20:34:06,180.00B,90.00B,24.120607376098633,18.113582372665405
Both,1575684585615,2500.01,b2:c1:66:41:1e:22,90.00B,90.00B,24.121997117996216,18.115288734436035
Both,1575684585587,2500.038,9e:19:d7:e1:3b:98,90.00B,180.00B,24.143515825271606,18.136866807937622
Both,1575684585616,2500.01,f6:a2:ca:ca:84:26,180.00B,176.00B,24.134023666381836,18.127279043197632
Both,1575684585584,2500.008,32:b4:8e:1a:ea:57,90.00B,90.00B,24.16034483909607,18.153611660003662
Both,1575684585804,2500.01,5e:d1:79:26:08:94,90.00B,90.00B,23.955748796463013,17.949097633361816
Both,1575684585596,2500.038,36:9a:f9:75:18:2f,90.00B,90.00B,24.168511867523193,18.161701917648315
Both,1575684585609,2499.998,56:df:4b:43:a1:2a,90.00B,90.00B,24.15068554878235,18.144023418426514
Both,1575684585595,2500.042,3e:78:b0:45:85:7f,90.00B,90.00B,24.174213409423828,18.16755437850952
Both,1575684585592,2500.008,1e:ac:65:38:7e:1a,90.00B,180.00B,24.186301469802856,18.179579257965088
Both,1575684585612,2500.042,a6:b0:12:c8:3e:16,90.00B,90.00B,24.159726858139038,18.15299940109253
Both,1575684585594,2499.998,56:55:8b:64:38:8b,176.00B,90.00B,24.185458421707153,18.178653478622437
Both,1575684585594,2499.998,5e:aa:da:91:9d:af,90.00B,180.00B,24.187875509262085,18.181121349334717
Both,1575684585594,2500.042,a6:fa:0a:c8:31:63,90.00B,90.00B,24.19049096107483,18.183815717697144
