In,Start Time,Current Frequency,MAC Address,Total Bytes Sent,Total Bytes Received,Total Time,Exec Time
Both,1575684674809,2500.004,ae:a9:69:6f:25:d8,90.00B,90.00B,23.785792350769043,17.779073238372803
Both,1575684674814,2500.014,de:dd:84:bc:e6:8d,90.00B,90.00B,24.383665800094604,18.376972436904907
Both,1575684674811,2500.014,f2:f0:43:18:d0:e0,176.00B,90.00B,24.388099670410156,18.381346940994263
Both,1575684674811,2500.014,2a:a3:34:39:88:8b,90.00B,90.00B,24.38984227180481,18.383167266845703
Both,1575684674818,2500.014,7a:8d:43:a1:e3:14,90.00B,90.00B,24.38826060295105,18.381547689437866
Both,1575684674826,2500.014,7e:95:4d:91:10:37,90.00B,90.00B,24.40208888053894,18.395410776138306
Both,1575684674815,2500.014,92:72:32:ea:71:8a,90.00B,90.00B,24.443629264831543,18.43689489364624
Both,1575684674812,2500.006,d2:b3:a2:aa:cb:4d,90.00B,90.00B,24.4752197265625,18.467938661575317
Both,1575684674818,2500.006,ea:91:56:6d:b4:40,90.00B,90.00B,24.47779607772827,18.470417022705078
Both,1575684674817,2500.006,66:12:27:3e:27:6e,90.00B,90.00B,24.491127490997314,18.484424352645874
Both,1575684674831,2500.006,52:61:bc:ac:61:9e,90.00B,90.00B,24.483221292495728,18.476531505584717
Both,1575684674827,2500.006,22:ec:0d:e0:a7:29,90.00B,90.00B,24.521408319473267,18.514707565307617
Both,1575684675557,2500.042,76:aa:ed:b6:cb:ff,90.00B,90.00B,24.379246473312378,18.372509002685547
Both,1575684675657,2500.008,c2:e2:1e:9f:1e:12,90.00B,90.00B,24.389931201934814,18.38327980041504
Both,1575684675653,2500.042,92:79:a2:17:41:36,180.00B,90.00B,24.404433250427246,18.39650797843933
Both,1575684674805,2499.998,f2:94:91:86:f1:33,90.00B,176.00B,25.64284586906433,19.63616442680359
Both,1575684674800,2499.998,06:85:e1:35:ef:65,90.00B,90.00B,25.660582304000854,19.653906106948853
Both,1575684674808,2499.998,96:7e:31:48:53:dd,90.00B,90.00B,25.66655135154724,19.659862518310547
Both,1575684674809,2499.998,56:98:a4:37:85:93,90.00B,90.00B,25.6773521900177,19.670647382736206
Both,1575684674808,2499.998,be:76:d9:68:36:ff,90.00B,90.00B,25.68044662475586,19.673698902130127
Both,1575684674805,2499.998,d6:95:3d:0a:40:05,90.00B,90.00B,25.692299604415894,19.685582399368286
Both,1575684674805,2499.998,1a:58:67:77:08:26,90.00B,176.00B,25.68787980079651,19.681190729141235
Both,1575684674808,2499.998,ae:b1:9c:71:49:8b,90.00B,90.00B,25.691007614135742,19.684324264526367
Both,1575684674809,2499.998,9a:c3:5f:7c:45:1d,90.00B,90.00B,25.733486652374268,19.726794481277466
Both,1575684674809,2499.998,5e:47:a0:3b:94:88,90.00B,176.00B,25.81960892677307,19.81291937828064
Both,1575684674787,2500.012,ee:c5:8f:f7:1a:20,176.00B,90.00B,27.30682349205017,21.30017113685608
Both,1575684674777,2500.002,5e:1f:11:90:42:e6,90.00B,90.00B,27.398335933685303,21.391660451889038
Both,1575684674773,2500.012,62:ac:27:30:77:6d,90.00B,90.00B,27.357146739959717,21.355992078781128
Both,1575684674787,2500.012,66:57:67:92:5a:e0,90.00B,90.00B,27.352394819259644,21.345707178115845
Both,1575684674788,2500.002,82:31:00:1b:d6:62,90.00B,90.00B,27.37857985496521,21.371902465820312
Both,1575684674781,2500.002,12:98:3a:a4:2b:fd,90.00B,90.00B,27.38311529159546,21.376439571380615
Both,1575684674783,2500.002,f2:3e:d9:2c:80:65,90.00B,90.00B,27.373517990112305,21.36664128303528
Both,1575684674798,2500.012,c6:12:98:d4:82:b0,90.00B,90.00B,27.416422367095947,21.409783601760864
Both,1575684674799,2500.012,36:05:ba:91:d5:74,90.00B,90.00B,27.36730694770813,21.360676288604736
Both,1575684674780,2500.012,aa:87:74:89:06:07,90.00B,90.00B,27.377991914749146,21.37132501602173
Both,1575684674797,2500.012,4e:aa:27:2a:7a:97,90.00B,90.00B,27.353178024291992,21.346516847610474
Both,1575684674783,2500.012,4a:f2:81:15:9b:bc,90.00B,90.00B,27.349972009658813,21.343230724334717
Both,1575684674796,2500.012,6e:f2:d2:9d:71:af,90.00B,90.00B,27.332038640975952,21.325321435928345
Both,1575684674795,2500.012,7e:77:57:3c:f1:08,90.00B,90.00B,27.420957565307617,21.414291620254517
Both,1575684674781,2500.002,fa:c2:9e:51:16:fd,90.00B,90.00B,27.36725378036499,21.360573530197144
Both,1575684674783,2500.002,0e:0f:89:10:b7:53,90.00B,90.00B,27.39058518409729,21.38388466835022
Both,1575684674799,2500.012,22:ba:4b:67:e6:92,90.00B,90.00B,27.32017731666565,21.31350040435791
Both,1575684674789,2500.002,46:f5:77:64:a8:86,90.00B,90.00B,27.393497705459595,21.386645317077637
Both,1575684674782,2500.012,36:fb:eb:fb:f6:94,90.00B,90.00B,27.356923580169678,21.350467920303345
Both,1575684674777,2500.002,32:b2:e0:62:0a:a4,90.00B,90.00B,27.383352994918823,21.376705169677734
Both,1575684674785,2500.002,ba:65:67:8e:c0:15,90.00B,90.00B,27.398520469665527,21.391872882843018
Both,1575684674793,2500.012,3a:ac:ba:31:8c:aa,90.00B,90.00B,27.33694076538086,21.330267667770386
Both,1575684674779,2500.002,ea:6c:ce:4b:6c:46,90.00B,90.00B,27.41670513153076,21.410033464431763
Both,1575684674773,2500.012,96:94:e7:f9:d9:51,90.00B,90.00B,27.376213550567627,21.369565963745117
Both,1575684674793,2500.012,ae:44:79:e0:6b:06,90.00B,90.00B,27.36634063720703,21.35965895652771
Both,1575684674784,2500.012,ce:78:41:44:24:2b,180.00B,90.00B,27.34377956390381,21.33713126182556
Both,1575684674778,2500.012,4e:fd:d8:3b:9c:be,180.00B,90.00B,27.354751348495483,21.34806728363037
Both,1575684674775,2500.012,56:06:60:67:99:2b,90.00B,176.00B,27.476381540298462,21.469699144363403
Both,1575684674794,2500.012,4a:4f:e9:72:a1:35,90.00B,90.00B,27.38047432899475,21.37376832962036
Both,1575684674777,2500.002,4e:d5:b6:50:8f:6f,90.00B,90.00B,27.40518617630005,21.39845561981201
Both,1575684674773,2500.012,52:af:b0:c0:8c:6f,90.00B,90.00B,27.344093084335327,21.33745765686035
Both,1575684674792,2500.012,fa:bb:c9:98:3c:4c,90.00B,90.00B,27.49324870109558,21.486565351486206
Both,1575684674783,2500.012,1e:c9:92:97:b3:fb,90.00B,176.00B,27.56789779663086,21.561203479766846
