In,Start Time,Current Frequency,MAC Address,Total Bytes Sent,Total Bytes Received,Total Time,Exec Time
Both,1575684585443,2500.006,de:42:72:3c:06:91,176.00B,90.00B,23.629960298538208,17.623092889785767
Both,1575684585445,2500.006,3e:4c:52:64:b4:52,90.00B,90.00B,23.74880599975586,17.7421395778656
Both,1575684585429,2500.002,86:b8:0b:21:a2:33,90.00B,90.00B,23.96812391281128,17.96133065223694
Both,1575684585428,2500.038,d6:1c:da:1e:ea:f7,90.00B,90.00B,24.067184925079346,18.06053853034973
Both,1575684585440,2500.014,4a:81:15:0c:65:18,90.00B,90.00B,24.084047079086304,18.077330589294434
Both,1575684585442,2500.038,22:86:5b:77:2e:b9,90.00B,90.00B,24.117437601089478,18.11077094078064
Both,1575684585442,2499.998,e2:cf:6e:bb:91:1f,90.00B,90.00B,24.14864206314087,18.141589641571045
Both,1575684585442,2500.01,f6:58:1d:f3:93:4c,90.00B,90.00B,24.157436847686768,18.150786638259888
Both,1575684585449,2500.01,aa:7b:2c:46:e6:25,90.00B,90.00B,24.170005559921265,18.16335129737854
Both,1575684585453,2500.002,92:b4:8d:50:5e:92,90.00B,90.00B,24.189653158187866,18.18293523788452
Both,1575684585442,2500.002,12:32:fe:09:38:a4,90.00B,90.00B,24.2267107963562,18.220003604888916
Both,1575684585601,2499.998,2e:9a:7d:07:55:a8,90.00B,90.00B,24.146687746047974,18.14006996154785
Both,1575684585455,2500.006,a6:fc:43:97:f8:55,176.00B,90.00B,24.39344334602356,18.38716197013855
Both,1575684585444,2500.008,56:f6:42:14:98:fb,90.00B,90.00B,24.478272199630737,18.471503734588623
Both,1575684585424,2500.008,5a:6f:ea:f2:20:ee,90.00B,90.00B,24.511178970336914,18.50436520576477
Both,1575684585425,2500.042,ba:11:d4:bd:dd:03,90.00B,90.00B,24.515580654144287,18.5088107585907
Both,1575684585425,2500.042,fe:1b:57:f2:38:e0,90.00B,90.00B,24.526829957962036,18.520021200180054
Both,1575684585445,2500.008,36:07:88:00:52:91,90.00B,90.00B,24.511163234710693,18.50441837310791
Both,1575684585443,2500.008,ee:22:8e:18:e6:c6,90.00B,90.00B,24.51447319984436,18.507729053497314
Both,1575684585447,2500.008,22:f9:76:a3:6c:68,90.00B,180.00B,24.516371250152588,18.50970196723938
Both,1575684585449,2500.042,4e:e8:38:9b:2e:c1,90.00B,90.00B,24.518310070037842,18.511536836624146
Both,1575684585448,2500.042,da:39:05:17:be:0e,90.00B,90.00B,24.525264739990234,18.518568754196167
Both,1575684585450,2500.042,26:1f:b0:aa:a1:b4,90.00B,90.00B,24.530573844909668,18.522732734680176
Both,1575684585443,2500.006,56:88:ae:82:ec:bc,90.00B,90.00B,24.533855199813843,18.526798248291016
Both,1575684585444,2500.006,da:34:75:27:b5:07,90.00B,90.00B,24.533385515213013,18.526689291000366
Both,1575684585448,2500.006,26:62:ef:f9:67:d8,90.00B,90.00B,24.53277063369751,18.52601933479309
Both,1575684585460,2500.042,5e:f0:e8:af:42:fc,90.00B,90.00B,24.528472661972046,18.521790504455566
Both,1575684585452,2500.006,9a:c5:b2:9e:ee:21,90.00B,90.00B,24.53355383872986,18.52689838409424
Both,1575684585445,2500.008,62:65:49:14:bb:93,180.00B,176.00B,24.543039560317993,18.536275386810303
Both,1575684585448,2500.014,9a:52:54:f0:12:59,90.00B,90.00B,24.543415546417236,18.53670907020569
Both,1575684585448,2500.014,ee:20:2c:92:67:17,90.00B,90.00B,24.564033269882202,18.557296991348267
Both,1575684585444,2500.014,3e:52:e7:c9:1b:35,90.00B,90.00B,24.56006360054016,18.55326271057129
Both,1575684585426,2499.998,56:98:a4:37:85:93,90.00B,90.00B,25.652876377105713,19.64610457420349
Both,1575684585426,2499.998,9a:c3:5f:7c:45:1d,90.00B,90.00B,25.671622037887573,19.664868354797363
Both,1575684585425,2499.998,5e:47:a0:3b:94:88,90.00B,176.00B,25.69517469406128,19.688414335250854
Both,1575684585422,2500.012,c6:12:98:d4:82:b0,90.00B,90.00B,27.383147954940796,21.37640357017517
Both,1575684585422,2500.012,1e:c9:92:97:b3:fb,90.00B,176.00B,27.41756319999695,21.410876989364624
Both,1575684585420,2500.012,4a:4f:e9:72:a1:35,90.00B,90.00B,27.403979539871216,21.397319316864014
Both,1575684585430,2500.012,6e:f2:d2:9d:71:af,90.00B,90.00B,27.384260654449463,21.37756633758545
Both,1575684585441,2500.012,aa:87:74:89:06:07,90.00B,90.00B,27.403945207595825,21.397252559661865
Both,1575684585421,2500.012,36:05:ba:91:d5:74,90.00B,90.00B,27.37873649597168,21.371995210647583
Both,1575684585422,2500.002,46:f5:77:64:a8:86,90.00B,90.00B,27.413503885269165,21.40682029724121
Both,1575684585428,2500.012,ee:c5:8f:f7:1a:20,176.00B,90.00B,27.405702829360962,21.399019241333008
Both,1575684585441,2500.012,66:57:67:92:5a:e0,90.00B,90.00B,27.397870779037476,21.391210794448853
Both,1575684585430,2500.002,32:b2:e0:62:0a:a4,90.00B,90.00B,27.42867875099182,21.422053337097168
Both,1575684585423,2500.002,0e:0f:89:10:b7:53,90.00B,90.00B,27.41962957382202,21.412848949432373
Both,1575684585426,2500.002,5e:1f:11:90:42:e6,90.00B,90.00B,27.4495530128479,21.44267225265503
Both,1575684585428,2500.012,36:fb:eb:fb:f6:94,90.00B,90.00B,27.411536693572998,21.404787302017212
Both,1575684585431,2500.012,4a:f2:81:15:9b:bc,90.00B,90.00B,27.410242319107056,21.40327739715576
Both,1575684585426,2500.002,ea:6c:ce:4b:6c:46,90.00B,90.00B,27.43108296394348,21.424318313598633
Both,1575684585422,2500.002,12:98:3a:a4:2b:fd,90.00B,90.00B,27.429943561553955,21.42328667640686
Both,1575684585422,2500.002,ba:65:67:8e:c0:15,90.00B,90.00B,27.418744325637817,21.412062406539917
Both,1575684585426,2500.012,ae:44:79:e0:6b:06,90.00B,90.00B,27.405455350875854,21.398385524749756
Both,1575684585422,2500.012,7e:77:57:3c:f1:08,90.00B,90.00B,27.396302938461304,21.389854192733765
Both,1575684585422,2500.002,82:31:00:1b:d6:62,90.00B,90.00B,27.415757417678833,21.4091055393219
Both,1575684585429,2500.002,fa:c2:9e:51:16:fd,90.00B,90.00B,27.422125816345215,21.41547656059265
Both,1575684585422,2500.012,4e:aa:27:2a:7a:97,90.00B,90.00B,27.39659833908081,21.38993263244629
Both,1575684585423,2500.002,4e:d5:b6:50:8f:6f,90.00B,90.00B,27.44919228553772,21.442500114440918
Both,1575684585427,2500.012,22:ba:4b:67:e6:92,90.00B,90.00B,27.37730836868286,21.370614290237427
Both,1575684585420,2500.012,3a:ac:ba:31:8c:aa,90.00B,90.00B,27.40138006210327,21.39469075202942
Both,1575684585421,2500.012,56:06:60:67:99:2b,90.00B,176.00B,27.519376277923584,21.512680292129517
Both,1575684585433,2500.012,62:ac:27:30:77:6d,90.00B,90.00B,27.532078504562378,21.525384664535522
Both,1575684585422,2500.012,96:94:e7:f9:d9:51,90.00B,90.00B,27.700735807418823,21.69406819343567
