GUID,Success,Id,Boot ID,End Time,Request ID,Start Time,Phases,Phase 1,Phase 2,Phase 3,Logs,Base Sample,Predecessors,Bit-1 Sample,Bit-0 Sample,Bit-1 Pvalue,Error,Bit-0 Pvalue,MAC Address,Warm Start,Account
10-11-12-03-870,1,870,a1c5b589-8289-486c-a779-2ff5a4e3c831,2020-10-11 19:05:32,06662c27-7a12-402b-bd39-6cfcb2aa6871,2020-10-11 19:03:49,3,870,870,870,out/10-11-12-03/log,out/10-11-12-03/base_samples870,,out/10-11-12-03/bit1_samples870,out/10-11-12-03/bit0_samples870,0,,0.18176315498452,F2:A0:95:D6:FF:EB,No,017371402075
10-11-12-03-133,1,133,e539accb-77e2-490e-88c0-279d4f93b81b,2020-10-11 19:05:32,905fb4cb-2cdd-4fde-b2b8-48571d1dcdfb,2020-10-11 19:03:33,3,819,819,819,out/10-11-12-03/log,out/10-11-12-03/base_samples133,,out/10-11-12-03/bit1_samples133,out/10-11-12-03/bit0_samples133,8.5345162313956,,0.199110673056469,82:E1:30:E6:F7:FD,No,017371402075
10-11-12-03-231,1,231,8b88bf99-f1e1-4764-9a8e-3c0de9f19796,2020-10-11 19:05:32,16023cc0-58f8-4657-8b95-8d98e33a9cb6,2020-10-11 19:03:33,3,968,968,968,out/10-11-12-03/log,out/10-11-12-03/base_samples231,,out/10-11-12-03/bit1_samples231,out/10-11-12-03/bit0_samples231,6.75861640342952,,0.441639350481977,EA:6A:91:D2:24:F2,No,017371402075
10-11-12-03-754,1,754,3cbf76ce-1d74-4903-926e-caa48aefbdd9,2020-10-11 19:05:32,8ce5e3d1-e0f1-40ea-b29b-d6e4cd15b084,2020-10-11 19:03:39,3,851,851,851,out/10-11-12-03/log,out/10-11-12-03/base_samples754,,out/10-11-12-03/bit1_samples754,out/10-11-12-03/bit0_samples754,6.17290558727684,,0.153972776578847,D2:F6:E4:18:C1:EB,No,017371402075
10-11-12-03-706,1,706,3fa43710-4136-480f-9dfb-f775451874a9,2020-10-11 19:05:32,b63c762c-f3da-4663-b76b-eb7a56ad4fbf,2020-10-11 19:03:55,3,706,706,706,out/10-11-12-03/log,out/10-11-12-03/base_samples706,,out/10-11-12-03/bit1_samples706,out/10-11-12-03/bit0_samples706,0,,0.332761090486566,6E:9B:07:54:93:8A,No,017371402075
10-11-12-03-650,1,650,ecaa4fbc-b983-4bd1-a6a2-ab75a81a0207,2020-10-11 19:05:32,ad532a02-6d3b-41a4-9f82-fa1da1a712bc,2020-10-11 19:03:46,3,938,938,938,out/10-11-12-03/log,out/10-11-12-03/base_samples650,,out/10-11-12-03/bit1_samples650,out/10-11-12-03/bit0_samples650,8.53205277834707,,0.134533029866275,2E:AC:F4:35:D3:B6,No,017371402075
10-11-12-03-332,1,332,0f5ecd46-48de-4f17-9b5d-d6a07dc2c46b,2020-10-11 19:05:32,5e9e37da-a162-402f-84b0-0d5b6049848c,2020-10-11 19:03:33,3,814,814,814,out/10-11-12-03/log,out/10-11-12-03/base_samples332,,out/10-11-12-03/bit1_samples332,out/10-11-12-03/bit0_samples332,7.96113449508925,,0.494047975252637,8E:C4:60:FD:9A:BD,No,017371402075
10-11-12-03-965,1,965,75c738de-9cfd-464f-a0f2-d40a2111016b,2020-10-11 19:05:32,1faa398b-8404-4aa9-9c88-3b9a1427ccb9,2020-10-11 19:03:54,3,990,990,990,out/10-11-12-03/log,out/10-11-12-03/base_samples965,,out/10-11-12-03/bit1_samples965,out/10-11-12-03/bit0_samples965,6.12143796937193,,0.376206205354932,36:F1:13:6F:64:9D,No,017371402075
10-11-12-03-980,1,980,1509013a-7ea4-41e4-90dc-33b495210510,2020-10-11 19:05:32,7063ebd5-d111-43a4-8718-4f0c19884ec4,2020-10-11 19:04:02,3,998,998,998,out/10-11-12-03/log,out/10-11-12-03/base_samples980,,out/10-11-12-03/bit1_samples980,out/10-11-12-03/bit0_samples980,4.9921500440004,,0.513560753096532,9E:42:88:39:79:53,No,017371402075
10-11-12-03-921,1,921,7e4f6697-236c-4c0c-83c7-a03517d59f0e,2020-10-11 19:05:32,e7de27c0-fc67-4cca-a0b4-5141cc1ee482,2020-10-11 19:03:52,3,971,971,971,out/10-11-12-03/log,out/10-11-12-03/base_samples921,,out/10-11-12-03/bit1_samples921,out/10-11-12-03/bit0_samples921,6.55727147838671,,0.420149894641296,C6:38:E1:76:90:0D,No,017371402075
10-11-12-03-187,1,187,a76b8e5c-745d-4cb5-ba2f-2900fcad2fee,2020-10-11 19:05:32,503ccd87-b5f4-48f6-bce1-88cbd69f7708,2020-10-11 19:03:33,3,964,964,964,out/10-11-12-03/log,out/10-11-12-03/base_samples187,,out/10-11-12-03/bit1_samples187,out/10-11-12-03/bit0_samples187,8.10836618290421,,0.62481165796286,6E:15:9D:9A:F4:34,No,017371402075
10-11-12-03-682,1,682,c88142dc-4073-4ee3-ba38-e0f7b1ba194e,2020-10-11 19:05:32,a41cd9a2-5bdd-4070-9cf7-34c179413fab,2020-10-11 19:03:40,3,834,834,834,out/10-11-12-03/log,out/10-11-12-03/base_samples682,,out/10-11-12-03/bit1_samples682,out/10-11-12-03/bit0_samples682,7.59778520712517,,0.159360613861198,9E:AB:78:02:9B:29,No,017371402075
10-11-12-03-789,1,789,1c128f9a-596f-4f12-9c94-ca0a936dd765,2020-10-11 19:05:32,1a4bd637-2180-4ea3-9775-f44f3e80bddd,2020-10-11 19:03:50,3,951,951,951,out/10-11-12-03/log,out/10-11-12-03/base_samples789,,out/10-11-12-03/bit1_samples789,out/10-11-12-03/bit0_samples789,7.03133736374438,,0.858918431517219,32:59:70:34:75:81,No,017371402075
10-11-12-03-882,1,882,ff7fcc2e-227b-4823-939a-18a697ce2679,2020-10-11 19:05:32,e5d48039-6305-4b3e-bf24-ca6e71135d3d,2020-10-11 19:03:54,3,945,945,945,out/10-11-12-03/log,out/10-11-12-03/base_samples882,,out/10-11-12-03/bit1_samples882,out/10-11-12-03/bit0_samples882,5.76728340967084,,0.0803047690125125,F6:6E:4F:6B:CD:9B,No,017371402075
10-11-12-03-47,1,47,9d709e60-fa1f-4859-b921-427e4a10b2d3,2020-10-11 19:05:32,367fe956-fce0-4d31-885d-0e5a7aa5ec80,2020-10-11 19:04:06,3,991,991,991,out/10-11-12-03/log,out/10-11-12-03/base_samples47,,out/10-11-12-03/bit1_samples47,out/10-11-12-03/bit0_samples47,7.27480383007926,,0.510047481837126,DA:AD:24:00:AA:90,No,017371402075
10-11-12-03-574,1,574,02925196-9d51-4995-bbd5-6374b1c73bc8,2020-10-11 19:05:32,252616bd-cc34-4c02-8394-d72b7d612b7d,2020-10-11 19:03:36,3,819,819,819,out/10-11-12-03/log,out/10-11-12-03/base_samples574,,out/10-11-12-03/bit1_samples574,out/10-11-12-03/bit0_samples574,5.52373070575097,,0.266704163638695,9E:1F:FB:1A:B9:5B,No,017371402075
10-11-12-03-124,1,124,29d740ce-d619-40d9-8986-1775df4c84ba,2020-10-11 19:05:32,749bc168-2f32-4b90-9d40-e6cc6354d471,2020-10-11 19:03:33,3,869,869,869,out/10-11-12-03/log,out/10-11-12-03/base_samples124,,out/10-11-12-03/bit1_samples124,out/10-11-12-03/bit0_samples124,8.06585674610248,,0.257010495313295,6E:85:F3:FC:04:E0,No,017371402075
10-11-12-03-790,1,790,1660862b-4799-459b-8a7a-e0a50487d04b,2020-10-11 19:05:32,adfe7c9a-6442-4c85-b6fd-ff123acf6872,2020-10-11 19:04:00,3,872,872,872,out/10-11-12-03/log,out/10-11-12-03/base_samples790,,out/10-11-12-03/bit1_samples790,out/10-11-12-03/bit0_samples790,6.11496552679986,,0.492100925357385,DA:07:DE:77:76:EE,No,017371402075
10-11-12-03-174,1,174,cac038d3-2ac7-4eda-b82e-423bcb3561ea,2020-10-11 19:05:32,17e2b790-1c3b-4ff5-a9e9-4ff0eec8db59,2020-10-11 19:03:33,3,944,944,944,out/10-11-12-03/log,out/10-11-12-03/base_samples174,,out/10-11-12-03/bit1_samples174,out/10-11-12-03/bit0_samples174,8.13119557986175,,0.389704291913326,1A:25:D4:2A:D6:FC,No,017371402075
10-11-12-03-206,1,206,a4f3d6e9-00fa-4809-bb57-5b9661e59c91,2020-10-11 19:05:32,09637bd5-98de-4c84-bc10-1964d481ee33,2020-10-11 19:03:33,3,989,989,989,out/10-11-12-03/log,out/10-11-12-03/base_samples206,,out/10-11-12-03/bit1_samples206,out/10-11-12-03/bit0_samples206,6.82514663438467,,0.34825311500196,82:76:39:67:26:37,No,017371402075
10-11-12-03-235,1,235,bab4883b-c5d0-4a3c-bd05-e29422459b08,2020-10-11 19:05:32,e13776fa-ab8d-49f5-a879-a336b6b1e521,2020-10-11 19:03:33,3,798,798,798,out/10-11-12-03/log,out/10-11-12-03/base_samples235,,out/10-11-12-03/bit1_samples235,out/10-11-12-03/bit0_samples235,7.82020650672644,,0.440894794420754,7A:4E:07:82:5B:67,No,017371402075
10-11-12-03-999,1,999,b6e7f642-69dd-4d14-b946-57b7f27a4a13,2020-10-11 19:05:32,f043b51f-99f5-4184-a28c-9ed96ab1b6f4,2020-10-11 19:03:43,3,999,999,999,out/10-11-12-03/log,out/10-11-12-03/base_samples999,,out/10-11-12-03/bit1_samples999,out/10-11-12-03/bit0_samples999,0,,0.31147472344616,BA:91:3D:2C:D9:F1,No,017371402075
10-11-12-03-442,1,442,96b5583c-dd4c-45fb-be4d-1008133ab923,2020-10-11 19:05:32,acca730f-7ced-45be-bad3-6cc43209f7db,2020-10-11 19:03:47,3,624,624,624,out/10-11-12-03/log,out/10-11-12-03/base_samples442,,out/10-11-12-03/bit1_samples442,out/10-11-12-03/bit0_samples442,7.31441720844942,,0.407204097041219,6E:35:FD:84:22:4F,No,017371402075
10-11-12-03-353,1,353,9e342999-3f7a-4db8-af9b-930a894fb099,2020-10-11 19:05:32,f20c4fb7-5597-4bd9-91a0-16cff7402006,2020-10-11 19:03:34,3,821,821,821,out/10-11-12-03/log,out/10-11-12-03/base_samples353,,out/10-11-12-03/bit1_samples353,out/10-11-12-03/bit0_samples353,5.62095829027472,,0.783483643139767,7E:38:71:B3:94:60,No,017371402075
10-11-12-03-936,1,936,4f8341c6-5331-4eef-852f-be35949ff267,2020-10-11 19:05:32,26d5bb8f-49f7-429d-b09e-7d885d4d7483,2020-10-11 19:03:52,3,936,936,936,out/10-11-12-03/log,out/10-11-12-03/base_samples936,,out/10-11-12-03/bit1_samples936,out/10-11-12-03/bit0_samples936,0,,0.312482452900516,96:74:79:B0:10:ED,No,017371402075
10-11-12-03-739,1,739,fcd2c2a9-1f59-48c8-8ff6-bcdfc81c2aed,2020-10-11 19:05:32,b4af0820-9ab3-49a2-898a-21d3b8967e76,2020-10-11 19:03:50,3,931,931,931,out/10-11-12-03/log,out/10-11-12-03/base_samples739,,out/10-11-12-03/bit1_samples739,out/10-11-12-03/bit0_samples739,7.97840078150026,,0.604976379450397,2E:A3:4D:AF:8C:FA,No,017371402075
10-11-12-03-798,1,798,1e1efc61-eaf9-4eda-b514-e9a83e51e951,2020-10-11 19:05:32,42729b07-8f41-475f-850e-498886bcc545,2020-10-11 19:03:40,3,798,798,798,out/10-11-12-03/log,out/10-11-12-03/base_samples798,,out/10-11-12-03/bit1_samples798,out/10-11-12-03/bit0_samples798,0,,0.760682456179915,D2:2E:97:6E:20:79,No,017371402075
10-11-12-03-647,1,647,56c90ef9-313e-4369-8d3a-19a001efa188,2020-10-11 19:05:32,617eb25d-1183-447f-bcde-d17379235c2c,2020-10-11 19:03:39,3,851,851,851,out/10-11-12-03/log,out/10-11-12-03/base_samples647,,out/10-11-12-03/bit1_samples647,out/10-11-12-03/bit0_samples647,6.32637818301097,,0.0951333860681671,66:2F:8A:A8:5E:B3,No,017371402075
10-11-12-03-694,1,694,246eb728-c1f3-46c1-9dd2-b8687f4e8ce3,2020-10-11 19:05:32,38b5760d-8384-40eb-b4b6-8e22f6330bd8,2020-10-11 19:03:49,3,973,973,973,out/10-11-12-03/log,out/10-11-12-03/base_samples694,,out/10-11-12-03/bit1_samples694,out/10-11-12-03/bit0_samples694,8.53636332977464,,0.234272842002653,1E:07:0E:0D:2E:0D,No,017371402075
10-11-12-03-450,1,450,4754dddf-c11e-40fe-a614-d83f6ffdec68,2020-10-11 19:05:32,5c3bb3ab-e882-4538-a6b3-b0894d91002c,2020-10-11 19:03:41,3,450,450,450,out/10-11-12-03/log,out/10-11-12-03/base_samples450,,out/10-11-12-03/bit1_samples450,out/10-11-12-03/bit0_samples450,0,,0.494432057699678,5A:D9:45:46:1B:D7,No,017371402075
10-11-12-03-493,1,493,153b8c1f-cedc-4ed7-9cb2-1014acec7d4d,2020-10-11 19:05:32,31187202-74b8-4ddd-9747-5235ce32499e,2020-10-11 19:03:36,3,849,849,849,out/10-11-12-03/log,out/10-11-12-03/base_samples493,,out/10-11-12-03/bit1_samples493,out/10-11-12-03/bit0_samples493,7.68226375571043,,0.89162266626453,56:4A:0F:28:F2:63,No,017371402075
10-11-12-03-519,1,519,350b5cc4-f271-4358-8272-ca57ec5c7c16,2020-10-11 19:05:32,5740caae-9452-4f8a-bb9e-ed10cc9952d0,2020-10-11 19:03:55,3,985,985,985,out/10-11-12-03/log,out/10-11-12-03/base_samples519,,out/10-11-12-03/bit1_samples519,out/10-11-12-03/bit0_samples519,7.83327659101572,,0.389761287690145,E2:45:8F:0F:B3:6B,No,017371402075
10-11-12-03-661,1,661,ed983093-5904-4612-8b6a-f9eef3fa3b86,2020-10-11 19:05:32,1eba7856-e7df-4b8a-9a5d-ae684f58aed4,2020-10-11 19:03:53,3,740,740,740,out/10-11-12-03/log,out/10-11-12-03/base_samples661,,out/10-11-12-03/bit1_samples661,out/10-11-12-03/bit0_samples661,5.82518835532697,,0.836578501082611,FE:3F:78:D6:35:0A,No,017371402075
10-11-12-03-545,1,545,0019a139-2e21-4dbc-b3bb-eabd8b2e5b83,2020-10-11 19:05:32,768271ee-00b6-4cb4-9573-f3e18d861d68,2020-10-11 19:03:59,3,982,982,982,out/10-11-12-03/log,out/10-11-12-03/base_samples545,,out/10-11-12-03/bit1_samples545,out/10-11-12-03/bit0_samples545,7.13229239643652,,0.242713507749333,66:0F:DD:4C:8A:35,No,017371402075
10-11-12-03-518,1,518,f1911e76-c3fc-4905-9064-704b0f07a20e,2020-10-11 19:05:32,198c595e-5a65-4bbb-aa76-c6d9c24b1e42,2020-10-11 19:03:51,3,878,878,878,out/10-11-12-03/log,out/10-11-12-03/base_samples518,,out/10-11-12-03/bit1_samples518,out/10-11-12-03/bit0_samples518,5.55654446306255,,0.346740487177176,FA:A6:6D:88:B8:9D,No,017371402075
10-11-12-03-773,1,773,b6734bd7-c1fe-4716-bfd6-9c5e4a0410d7,2020-10-11 19:05:32,80d5a19b-2ffc-45d0-9275-8214b132d1ae,2020-10-11 19:03:49,3,985,985,985,out/10-11-12-03/log,out/10-11-12-03/base_samples773,,out/10-11-12-03/bit1_samples773,out/10-11-12-03/bit0_samples773,7.5915542680428,,0.263263636359992,22:48:B2:7E:00:F2,No,017371402075
10-11-12-03-35,1,35,2ffa3922-393c-42c3-9d8f-f18db4d51923,2020-10-11 19:05:32,0752650f-ba8b-4b13-b3a9-cbdd6815a3f8,2020-10-11 19:03:33,3,536,536,536,out/10-11-12-03/log,out/10-11-12-03/base_samples35,,out/10-11-12-03/bit1_samples35,out/10-11-12-03/bit0_samples35,6.00505080042421,,0.430520968477308,76:70:FC:CC:32:36,No,017371402075
10-11-12-03-640,1,640,b95a411e-1117-4fdc-96cc-d90f8fd75341,2020-10-11 19:05:32,1ad8ba02-f0b6-408b-a58f-412aa416d918,2020-10-11 19:03:42,3,926,926,926,out/10-11-12-03/log,out/10-11-12-03/base_samples640,,out/10-11-12-03/bit1_samples640,out/10-11-12-03/bit0_samples640,7.74222601906277,,0.17259999109768,2E:FA:C7:A6:28:AE,No,017371402075
10-11-12-03-608,1,608,8b2990db-01a8-4e10-b6a2-138b87301349,2020-10-11 19:05:32,e1659d2c-5d7d-4894-8c26-93552d60bc15,2020-10-11 19:04:00,3,828,828,828,out/10-11-12-03/log,out/10-11-12-03/base_samples608,,out/10-11-12-03/bit1_samples608,out/10-11-12-03/bit0_samples608,6.10336711033509,,0.307794757102846,86:F0:76:67:A6:46,No,017371402075
10-11-12-03-380,1,380,c1980e42-4958-47ba-bfb0-8ea4aa264bc6,2020-10-11 19:05:32,d54fd9b8-0282-4434-a169-39e1002bf4cd,2020-10-11 19:03:37,3,873,873,873,out/10-11-12-03/log,out/10-11-12-03/base_samples380,,out/10-11-12-03/bit1_samples380,out/10-11-12-03/bit0_samples380,7.82857912559161,,0.12475346689776,7E:7D:E3:66:87:62,No,017371402075
10-11-12-03-967,1,967,33bdd187-f50f-4730-92c1-75ec1dcbd8d4,2020-10-11 19:05:32,b2499225-4a41-4d31-9b89-23fe3fed4c51,2020-10-11 19:03:50,3,967,967,967,out/10-11-12-03/log,out/10-11-12-03/base_samples967,,out/10-11-12-03/bit1_samples967,out/10-11-12-03/bit0_samples967,0,,0.188427294390288,A6:D2:90:7C:10:C2,No,017371402075
10-11-12-03-143,1,143,5a795cbf-641f-4166-a168-d34e5f146584,2020-10-11 19:05:32,1bc27837-f1a0-4a41-beef-7e98786b36f3,2020-10-11 19:03:33,3,792,792,792,out/10-11-12-03/log,out/10-11-12-03/base_samples143,,out/10-11-12-03/bit1_samples143,out/10-11-12-03/bit0_samples143,8.06343811120616,,0.140917874456058,0E:90:A3:6C:38:11,No,017371402075
10-11-12-03-866,1,866,da0b4be9-78a9-4460-a9c8-1841db657117,2020-10-11 19:05:32,5a125599-8c49-4317-9815-ca0eb98dcfe4,2020-10-11 19:03:49,3,943,943,943,out/10-11-12-03/log,out/10-11-12-03/base_samples866,,out/10-11-12-03/bit1_samples866,out/10-11-12-03/bit0_samples866,6.08741526040223,,0.305906796914288,5E:13:20:46:29:66,No,017371402075
10-11-12-03-155,1,155,64738cbc-30ed-426f-b6f4-8598d14d3e05,2020-10-11 19:05:32,7b123eae-6362-488f-ad89-ba11b0d7b9fb,2020-10-11 19:03:33,3,851,851,851,out/10-11-12-03/log,out/10-11-12-03/base_samples155,,out/10-11-12-03/bit1_samples155,out/10-11-12-03/bit0_samples155,8.76605641056435,,0.173838982910037,E2:62:2F:8D:51:D6,No,017371402075
10-11-12-03-413,1,413,d436de0c-b1c6-4952-89ee-9413b59535cf,2020-10-11 19:05:32,71b2c945-2d01-43f9-bcb8-1e94bc717e8a,2020-10-11 19:03:46,3,862,862,862,out/10-11-12-03/log,out/10-11-12-03/base_samples413,,out/10-11-12-03/bit1_samples413,out/10-11-12-03/bit0_samples413,8.22168353704102,,0.255644703687772,D6:B8:EF:91:01:44,No,017371402075
10-11-12-03-584,1,584,87072fa6-1353-4279-b76d-144f509357f6,2020-10-11 19:05:32,a5448101-8b88-464c-9a55-c02da541f206,2020-10-11 19:03:40,3,918,918,918,out/10-11-12-03/log,out/10-11-12-03/base_samples584,,out/10-11-12-03/bit1_samples584,out/10-11-12-03/bit0_samples584,7.33776561578488,,0.604163206840668,2E:D6:09:44:07:FD,No,017371402075
10-11-12-03-446,1,446,3fcfdc87-2392-410f-af58-091f23af8a0a,2020-10-11 19:05:32,5490396e-3dae-40ef-bc0b-223ffd6809bd,2020-10-11 19:03:41,3,851,851,851,out/10-11-12-03/log,out/10-11-12-03/base_samples446,,out/10-11-12-03/bit1_samples446,out/10-11-12-03/bit0_samples446,8.60186629350035,,0.140065287686224,D2:2F:27:1C:C2:AE,No,017371402075
10-11-12-03-97,1,97,b9b5c069-b874-474e-8a5f-8cdad7ff0a5c,2020-10-11 19:05:32,443801ef-83fe-4b7a-93e5-5231a517ff10,2020-10-11 19:03:33,3,571,571,571,out/10-11-12-03/log,out/10-11-12-03/base_samples97,,out/10-11-12-03/bit1_samples97,out/10-11-12-03/bit0_samples97,5.80905863806693,,0.484019274409604,E6:C9:3D:29:4C:C1,No,017371402075
10-11-12-03-195,1,195,b1cfd11e-6cb3-4db2-b4eb-8273e84a3fbf,2020-10-11 19:05:32,874ebfe8-6b43-49f5-a5ac-733849215998,2020-10-11 19:03:33,3,995,995,995,out/10-11-12-03/log,out/10-11-12-03/base_samples195,,out/10-11-12-03/bit1_samples195,out/10-11-12-03/bit0_samples195,8.69130168267269,,0.418385155207776,02:85:11:8D:5F:69,No,017371402075
10-11-12-03-226,1,226,fa32c927-03dd-4db1-9f96-f94913bf8229,2020-10-11 19:05:32,d584824c-b2ff-4b46-8ce4-2e555df14765,2020-10-11 19:03:33,3,964,964,964,out/10-11-12-03/log,out/10-11-12-03/base_samples226,,out/10-11-12-03/bit1_samples226,out/10-11-12-03/bit0_samples226,8.42261961152823,,0.599000533300871,4E:AF:85:3A:35:1F,No,017371402075
10-11-12-03-687,1,687,95be00e1-06f7-4d8c-a29b-14ad1ffaf923,2020-10-11 19:05:32,4e7d75d0-acff-448b-8427-462adde326b6,2020-10-11 19:03:46,3,834,834,834,out/10-11-12-03/log,out/10-11-12-03/base_samples687,,out/10-11-12-03/bit1_samples687,out/10-11-12-03/bit0_samples687,6.99108527842934,,0.425667394186905,6E:9C:E8:08:41:98,No,017371402075
10-11-12-03-469,1,469,3659642d-7577-42db-98da-991768c908af,2020-10-11 19:05:32,4980e3e8-965f-4d98-9488-f6e128d76b8a,2020-10-11 19:03:38,3,907,907,907,out/10-11-12-03/log,out/10-11-12-03/base_samples469,,out/10-11-12-03/bit1_samples469,out/10-11-12-03/bit0_samples469,7.91207587469614,,0.33493923587737,6E:C4:37:3E:85:27,No,017371402075
10-11-12-03-77,1,77,8abb7156-a701-4ecc-88fd-c12e1da919aa,2020-10-11 19:05:32,8a292322-8973-4fda-b7e2-38f92c1f2e04,2020-10-11 19:03:33,3,834,834,834,out/10-11-12-03/log,out/10-11-12-03/base_samples77,,out/10-11-12-03/bit1_samples77,out/10-11-12-03/bit0_samples77,8.76805067069794,,0.581144829824877,12:8C:92:F8:08:18,No,017371402075
10-11-12-03-994,1,994,6b730fd3-36bf-46d8-a81b-c02338d42ab8,2020-10-11 19:05:32,e9aa9c8c-6da4-4773-8e9e-0e8a192e8818,2020-10-11 19:03:53,3,994,994,994,out/10-11-12-03/log,out/10-11-12-03/base_samples994,,out/10-11-12-03/bit1_samples994,out/10-11-12-03/bit0_samples994,0,,0.292945588072183,12:E9:27:F2:EB:6D,No,017371402075
10-11-12-03-357,1,357,21df4658-f6b6-4a6b-94c7-9ca063e38848,2020-10-11 19:05:32,c21c1c6c-abbd-40e7-95f1-ac9087a5f82d,2020-10-11 19:03:33,3,811,811,811,out/10-11-12-03/log,out/10-11-12-03/base_samples357,,out/10-11-12-03/bit1_samples357,out/10-11-12-03/bit0_samples357,8.34964421327706,,0.135356414354254,86:E8:00:D0:E5:03,No,017371402075
10-11-12-03-356,1,356,3644e7e6-f46a-4416-8156-56a91286c0e1,2020-10-11 19:05:32,be058448-3f4c-4304-bdc5-6dc15dc99449,2020-10-11 19:03:38,3,971,971,971,out/10-11-12-03/log,out/10-11-12-03/base_samples356,,out/10-11-12-03/bit1_samples356,out/10-11-12-03/bit0_samples356,7.31888579491697,,0.241211694678665,56:31:3F:7A:6C:FF,No,017371402075
