Logs,Boot ID,MAC Address,Base Sample,Phase 1,Phases,Bit Sample,Start Time,End Time,Id,Request ID,Success,Error
out/09-09-21-31/log,d89db85b-c56b-4079-9420-ddcde02be9a8,9E:5C:C2:03:F3:92,out/09-09-21-31/base_samples32,938,1,out/09-09-21-31/bit_samples32,2020-09-10 04:31:37,2020-09-10 04:32:16,32,789ca403-5440-40e5-ace8-1d7d4a958e90,1,
out/09-09-21-31/log,a35537dc-1ef8-4151-859b-aa8951932c5a,F6:50:C1:7E:A0:31,out/09-09-21-31/base_samples91,92,1,out/09-09-21-31/bit_samples91,2020-09-10 04:31:37,2020-09-10 04:32:17,91,c3542759-7025-43e5-977b-ad3814608e26,1,
out/09-09-21-31/log,79aeea7a-1eda-4ddb-81a4-f12b8d95bcb1,E6:26:66:E1:19:0A,out/09-09-21-31/base_samples34,262,1,out/09-09-21-31/bit_samples34,2020-09-10 04:31:37,2020-09-10 04:32:16,34,278fd202-aee9-4725-8796-e4124b3190f2,1,
out/09-09-21-31/log,ad6a613b-b9e4-4048-85f3-76af2e08e776,5E:82:35:AE:95:D5,out/09-09-21-31/base_samples86,504,1,out/09-09-21-31/bit_samples86,2020-09-10 04:31:37,2020-09-10 04:32:16,86,8ad9c231-8837-45d5-af2d-0210c88e9e71,1,
out/09-09-21-31/log,ba734bd1-a2a7-4101-a34d-d29ede414ce7,22:CE:C3:85:63:70,out/09-09-21-31/base_samples49,119,1,out/09-09-21-31/bit_samples49,2020-09-10 04:31:37,2020-09-10 04:32:16,49,fd8040eb-a141-4c09-b5d1-c25569f090f4,1,
out/09-09-21-31/log,a6e84db8-94ab-463d-a41e-cb231b5886ba,8A:D3:7D:94:AD:4E,out/09-09-21-31/base_samples100,768,1,out/09-09-21-31/bit_samples100,2020-09-10 04:31:37,2020-09-10 04:32:16,100,c5e2dff6-17a1-4119-9462-7bd317cf58a9,1,
out/09-09-21-31/log,e9c7e7bd-10f5-4197-baa4-94a0559d7dab,4E:21:D7:E9:88:1B,out/09-09-21-31/base_samples35,972,1,out/09-09-21-31/bit_samples35,2020-09-10 04:31:37,2020-09-10 04:32:17,35,7790705a-cba4-4c01-a08f-adc315745911,1,
out/09-09-21-31/log,4b0e8f5f-70bc-4505-bdc3-ec6a57fbf577,9A:8F:AC:97:AA:FB,out/09-09-21-31/base_samples71,1012,1,out/09-09-21-31/bit_samples71,2020-09-10 04:31:37,2020-09-10 04:32:17,71,63d770cd-c1ad-4ac7-a21f-fd0ed703253b,1,
out/09-09-21-31/log,c1fea125-1db7-4903-af7e-64866bc5e4d6,D2:D0:92:62:F2:2A,out/09-09-21-31/base_samples44,519,1,out/09-09-21-31/bit_samples44,2020-09-10 04:31:37,2020-09-10 04:32:16,44,b880c1ec-c281-4f76-8b1b-a8a6a35112ae,1,
out/09-09-21-31/log,c9f97876-b724-4338-a99b-3306298e2b52,2E:BF:DC:19:B4:D6,out/09-09-21-31/base_samples24,593,1,out/09-09-21-31/bit_samples24,2020-09-10 04:31:37,2020-09-10 04:32:16,24,814c75e6-be10-466b-9c49-93161123a95d,1,
